csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
34847.3046875	n/a	n/a	1214334643.9834595	21657.986328125	n/a	n/a	469068371.7892494	22250.517578125	n/a	n/a	495085532.4944496	n/a	n/a	n/a	-0.0730667903	0.122259025	-0.0345058627	0.0528307674	-0.15942024330000001	0.0450867721	-0.1419079245	0.0929663117	-0.0696520281	0.08350198190000001	-0.1317771425	0.1273430438	-0.0272989181	0.0348007806	-0.0648631841	0.2812513547	-0.02222094	-0.0594480397	0.053764901399999995	-0.0819132385	0.08412571419999999	-0.0347814078	0.0170324502	-0.0564853733	0.110832981	-0.0341052239	0.0562994661	-0.0654987759	0.0830750834	-0.0252719334	0.023119495	-0.0547416368	0.11009094470000001	-0.0298086027	-0.011198713999999999	-0.079373446	0.0177912363	0.1759384391	-0.072185391	-0.038716479500000005	0.0053569755000000005	-0.0925926	0.055987573799999996	-0.11897148699999999	0.0155735925	-0.056304512599999995	0.076650327	0.1671615817	-0.0977985476	-0.20668045510000002	0.0032763205	-0.1321677752	0.0426302754	-0.0744762824	0.1396080603	-0.00017025470000000002	0.059332066100000004	-0.2269660724	0.039911825299999995	0.0068354729	-0.031972669599999996	0.0012586937	-0.1428706422	0.0875222284	-0.013119886200000002	0.11963153	-0.013029483400000002	0.0031662684000000004	-0.011367051000000001	0.0765042693	-0.0465126254	0.0350659333	-0.004143481	0.0324634146	0.0851199007	-0.013855258600000002	-0.12550742039999999	0.0635019362	0.017203896	-0.0365607631	-0.0133835313	0.1349295268	-0.05856129280000001	0.1217078847	0.1216831682	0.1216419777	-7.589e-05	n/a	n/a	5.759292099999999e-09	0.102613	n/a	n/a	0.010529427769000002	-0.078794	n/a	n/a	0.006208494436	0.0	n/a	0.0	n/a	-0.00081946	n/a	6.715146916000001e-07	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34967.0703125	119.765625	14343.804931640625	1222696006.2393188	21607.7265625	-50.259765625	2526.044040679932	466893847.19976807	22194.265625	-56.251953125	3164.2822303771973	492585426.63305664	1.391707	22.857828	0.0918414732	-0.0005490174	-0.11838030109999999	-0.0937038748	0.12041446089999999	-0.0380189295	-0.0950843856	-0.2416254578	0.0746328233	-0.1293294536	-0.0488715274	0.105354954	0.0410915861	0.0484296526	-0.035537664100000005	-0.097075211	-0.0668090591	0.1827811506	-0.1407803349	-0.0495350934	-0.0207110067	-0.1228927844	0.0533811469	-0.0879313921	0.0278325833	0.0009435804	-0.0188704328	0.050614100999999995	-0.0410178841	-0.1071544926	-0.1491662728	0.0039192058000000005	0.0499890883	0.0872049931	-0.06834313639999999	0.0408106925	0.024075112000000003	0.1327426009	-0.04764148730000002	-0.1325873491	0.15680335609999999	0.09198103140000001	0.1591738623	-0.0196599002	-0.0256251698	0.10424380550000001	0.0386501034	0.1035914339	0.0445262568	-0.0047674234	-0.2048646071	-0.07458006269999999	-0.1433949319	-0.0547597732	0.0817872758	-0.13110682210000002	-0.0800756297	0.0238412474	0.0561822064	0.2315888396	-0.0273608269	-0.0489613216	0.0279266814	0.0527476208	-0.0882310568	0.0097846824	0.013477542700000001	0.038812004	-0.1568634599	0.0310990218	-0.0106423822	-0.0218138439	-0.1002039409	0.1169218732	0.050987012400000004	0.108403103	0.0856879102	-0.0068592276	-0.0139317855	-0.009201869100000001	-0.1819560711	0.11760301140000001	-0.0576686626	-0.058305819400000014	0.1216419777	0.12141962949999999	0.12104935019999999	-9.14632e-05	-1.557320000000001e-05	2.4252455824000026e-10	8.36551695424e-09	0.0732961	-0.029316900000000007	0.0008594806256100004	0.005372318275210001	-0.037439	0.041355	0.0017102360250000005	0.001401678721	-5.29396e-23	-5.29396e-23	2.80260124816e-45	2.80260124816e-45	-0.00081946	0.0	6.715146916000001e-07	0.0	-0.00042308	-0.00042308	1.789966864e-07	1.789966864e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34744.21875	-222.8515625	49662.818908691406	1207160736.5478516	21563.283203125	-44.443359375	1975.2121925354004	464975182.4981728	22140.31640625	-53.94921875	2910.518203735352	490193610.5688629	1.3240360000000002	21.74637	0.0979123048	0.048329911399999995	0.0595849292	0.0743611801	0.21085676920000002	0.0852929152	-0.020785408300000002	-0.051281394699999996	-0.031430569	-0.0508890547	-0.0625350739	0.0999536423	-0.0301594746	0.2107817822	-0.1148845889	-0.0734724158	0.0270398073	0.0477383637	0.078030367	-0.021153035	-0.032784062	-0.0921989558	-0.027279884	0.0236207364	-0.0504946314	0.0250203211	-0.0749197038	0.027903051	-0.1474757309	-0.0666592401	-0.1110575456	0.06496676309999999	0.062365015999999995	0.044058094699999995	0.040784573	-0.05804769730000001	0.0209215315	0.0025275176999999998	0.21982107899999997	-0.1334471079	-0.1186323049	-0.0281566477	-0.0072158093000000015	0.006715806800000001	-0.041701993300000004	0.2091313372	-0.0777249329	0.06476700120000001	-0.07835731950000001	0.0100137832	-0.024996557200000002	-0.06312614009999999	0.0032895929	-0.012633446599999999	0.10713332960000001	-0.2341485678	-0.07385122429999999	0.0569521617	-0.0571631522	0.0056510901	-0.0691022536	-0.06589457280000001	0.031223550200000002	0.0897046433	0.0680364434	0.0299122097	0.043183158	-0.027779960299999996	0.058838206399999995	-0.09423174150000001	-0.022117487	-0.0835097811	-0.0535899928	0.12371374939999999	-0.131571203	0.12080667169999999	0.0037565678000000004	-0.13597771220000002	0.08528674050000001	0.0366720493	0.024382049300000003	-0.042102514800000004	0.1779371216	-0.0846663701	0.1215101995	0.120893123	0.1198669825	-6.28084e-05	2.86548e-05	8.210975630400001e-10	3.94489511056e-09	0.052038199999999986	-0.02125790000000001	0.0004518983124100004	0.0027079742592399994	-0.0523392	-0.014900199999999997	0.00022201596003999986	0.00273939185664	0.000710395	0.000710395	5.04661056025e-07	5.04661056025e-07	-0.000521145	0.0002983150000000001	2.71592111025e-07	8.899183922500004e-08	-0.000197279	0.000225801	3.891900384100001e-08	5.0986091600999995e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34769.57421875	25.35546875	642.8997955322267	1208923291.353165	21537.06640625	-26.216796875	687.3204383850098	463845229.3872223	22169.490234375	29.173828125	851.112247467041	491486297.25204855	1.234612	20.277653	0.0495421584	0.053389091500000006	-0.09537147289999999	0.0360707219	0.014959936399999997	0.1928701602	-0.0015254168	0.0657805247	0.0464260976	-0.1746343166	-0.2132497991	-0.0244262986	-0.0437959576	0.0287897839	0.004796285999999999	0.023333680699999998	-0.10185284289999999	0.1334659913	0.0017774626	0.0007405591	-0.170124258	0.0400109511	-0.0210987452	0.0185057382	0.0396238412	0.1395512269	-0.0321561624	0.19782391929999998	0.0521968978	-0.0043749572	0.0478975504	-0.0650280882	0.0418777342	0.1036117849	-0.0340831437	0.0843070268	0.09721148939999999	0.076991209	-0.0003196521	-0.0610124328	-0.056846488099999995	-0.039615247400000005	0.0422418195	-0.0171070744	0.1821254492	-0.0469904347	-0.053838494800000004	0.0619182821	-0.2041459737	0.0407511715	0.0810756623	-0.1050942815	-0.1889409973	0.0389014419	-0.061632722	-0.1420484959	-0.0058466143000000005	-0.1499793674	0.0443850884	0.0171875295	-0.186280721	0.0224474806	0.0535096958	-0.0700218438	0.053855421900000006	0.0237332087	0.1872752332	0.0418871568	-0.0929008502	0.0141028097	-0.0395617024	-0.0128993945	-0.13206467060000002	-0.0632804529	0.0192338501	0.0823063529	0.0307218665	-0.0101014422	-0.0531498475	0.0855219282	-0.07169235480000001	0.0541005873	0.0744381013	0.0192692756	0.1213126213	0.12010478890000001	0.1181006348	0.00378495	0.0038477584000000003	1.4805244704770559e-05	1.43258465025e-05	0.0413529	-0.010685299999999995	0.00011417563608999988	0.0017100623384100001	-0.07407319999999999	-0.021734	0.0004723667559999999	0.0054868389582399995	0.000547748	-0.00016264699999999992	3.0002787150400004e-07	2.645404660899997e-08	-0.000483709	3.743599999999996e-05	2.33974396681e-07	1.401454095999997e-09	-0.000262698	-6.541899999999999e-05	6.901023920400001e-08	4.279645561e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34737.28125	-32.29296875	1042.8358306884766	1206678708.6416016	21576.94140625	39.875	1590.015625	465564400.4487457	22214.861328125	45.37109375	2058.536148071289	493500063.8278237	1.307248	21.470646	0.12005348860000002	0.047978922800000004	0.042462287599999995	-0.04889249230000002	0.0515794828	0.043600634699999995	-0.0045333253	0.14597497939999998	0.0191478272	-0.15611917109999998	0.0597525634	0.0181244654	-0.036612629	0.0576537371	0.0497043854	0.10521097230000001	0.0166318805	-0.0892879202	0.0205771611	0.178354137	-0.0542639012	0.0457653496	-0.0211826228	0.1220432367	-0.0915627117	-0.0122549763	0.0692354997	0.0553655978	-0.18721606149999998	0.0077028926000000005	0.1322432827	-0.0187932615	0.15407531900000002	0.1177786295	0.0403742951	0.0704900987	0.1365460616	-0.0557379346	-0.0363596047	-0.012477921699999998	-0.0303001384	-0.15683608300000002	0.0448465666	0.11077908859999999	0.0225930321	-0.021586413999999998	0.014438681799999999	0.0064186553	-0.029422217400000002	0.036479628199999996	0.1055182792	-0.0722161803	-0.061157281200000004	0.08072728259999999	0.1139201784	0.06110998910000001	0.0918959324	-0.1218586859	0.0178063319	-0.0943209976	-0.0054142584	-0.0408471861	0.046116204400000006	-0.0586060963	0.1450308719	-0.1794413097	0.0191792179	-0.0690796314	0.0721420319	-0.057463629400000014	0.1798385948	-0.0235795879	-0.163900461	0.0564586898	0.018796106899999998	0.0868785722	-0.0490915907	0.0860505149	-0.0962665652	0.0767075055	0.0546530995	-0.0899892945	0.033853801499999996	-0.0180156189	0.12104935019999999	0.11905633460000001	0.11575891279999999	-3.83386e-05	-0.0038232886	1.461753571888996e-05	1.4698482499600001e-09	0.113677	0.07232410000000002	0.0052307754408100005	0.012922460329	-0.0676812	0.006391999999999995	4.0857663999999934e-05	0.00458074483344	0.0010011000000000002	0.0004533520000000002	1.0022012100000005e-06	2.0552803590400016e-07	-0.000449477	3.4232000000000034e-05	2.02029573529e-07	1.1718298240000024e-09	0.0	0.000262698	0.0	6.901023920400001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34888.71484375	151.43359375	22932.13331604004	1217222423.4485016	21587.232421875	10.291015625	105.90500259399414	466008603.6360512	22206.548828125	-8.3125	69.09765625	493130810.8558998	1.361848	22.367409	0.0723267186	-0.045292306799999994	-0.0932930857	0.0525654882	-0.07096082690000001	0.023587050099999996	-0.009369532600000001	-0.013766251	-0.1480606457	-0.09408182400000001	-0.0543041881	0.0087738694	-0.12250728970000001	-0.074566009	0.0102338532	0.17765773140000002	0.0485605824	-0.006246091600000001	0.0401424947	0.019964271000000002	-0.0767345566	-0.012623103200000001	0.0403241716	-0.1643948305	-0.1089688589	-0.0004912236	-0.0279977657	0.12272797349999999	0.0013225213	-0.0769925811	-0.1062326404	-0.095887631	0.1437355022	-0.0804811049	-0.1004802959	0.0866050935	0.047485050300000005	-0.1909997693	-0.0066521913	0.0277747108	0.09603158939999999	0.12088404900000001	-0.0032198596	-0.0290995207	0.0515988282	-0.059942065999999995	-0.0458962508	-0.0342886754	-0.0389005647	0.0035216446	0.0291623287	-0.1638339752	0.10588745	0.0678827655	0.0389697664	0.0192178507	0.1724806266	-0.0811531802	-0.0432721619	0.0357752888	-0.09611044839999999	-0.0433433872	-0.020694546499999997	0.0302949508	-0.0935798708	-0.0250385013	0.0408589329	0.1561283868	-0.13458011460000002	-0.10733280640000001	0.0096183508	0.050060618200000004	-0.1859175828	0.10890014279999999	-0.0613028061	-0.0776387304	0.018677038400000002	-0.023031846600000003	0.014168770800000001	0.0492220751	0.0534040099	-0.033980176200000003	-0.1614459965	0.08671845310000001	0.1207205288	0.11775003070000001	0.11285322490000001	1.418e-05	5.2518599999999996e-05	2.7582033459600003e-09	2.010724e-10	0.0791776	-0.0344994	0.00119020860036	0.00626909234176	-0.067692	-1.080000000000525e-05	1.1664000000011342e-10	0.004582206864	0.00110395	0.00010284999999999982	1.2187056025e-06	1.0578122499999962e-08	0.000202953	0.00065243	4.1189920208999994e-08	4.256649049e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34638.9453125	-249.76953125	62384.81874084473	1199856532.3623655	21596.294921875	9.0625	82.12890625	466399954.3526039	22167.58984375	-38.958984375	1517.8024635314941	491402039.48072815	1.358302	22.309162	0.15696343	0.1421835718	0.0046277628	-0.0234015565	0.0077627451	0.023135973900000002	0.025118787099999998	0.025485781000000002	0.0066254026	-0.016979523899999998	0.1496877162	0.0139122051	0.0380182805	-0.0038512901000000003	0.0881144894	0.0051260961	-0.09327522519999999	0.024087067599999998	0.057833070099999995	0.0638550715	0.0651274614	0.1113110407	0.0701411053	-0.1495203908	-0.0336230853	-0.0088358237	0.0914805651	-0.0749203054	0.0222515635	-0.0379212322	0.1108055022	0.12484563439999999	-0.012122876299999998	0.0800219356	-0.018792218899999998	0.0881266545	0.056065936100000005	-0.0544579736	-0.1073788992	-0.0531624742	0.0445394	-0.1144290393	0.0332962399	-0.0561209321	-0.010748981599999999	0.0181038053	0.033318145699999996	-0.0271283009	2.33549e-05	-0.0360326024	0.027050160299999997	-0.0007484294	0.012830920800000001	-0.0026855886	0.0658935505	0.1198244448	-0.0325590384	-0.0393347021	0.11025906699999999	-0.0218863343	-0.0168586297	-0.045063276799999996	-0.1778903757	-0.0329354798	-0.0866741999	-0.011543978	-0.035189742	0.0538831741	0.0689489475	0.0404250767	0.0288387848	0.0179404988	-0.0187154628	0.052928523	0.205236845	-0.0273150858	0.09807832550000001	0.14872796119999998	0.0233822302	-0.0188706659	-0.046003609699999996	0.0375503015	0.04855497	0.1217401815	0.120326335	0.1161887065	0.1093977275	-0.0274789	-0.02749308	0.0007558694478863997	0.0007550899452099997	0.0135919	-0.0655857	0.00430148404449	0.00018473974561	-0.0546681	0.013023899999999998	0.00016962197120999996	0.002988601157610001	0.00145981	0.00035585999999999994	2.1310452361e-06	1.2663633959999995e-07	0.000864308	0.0006613550000000001	7.470283188640001e-07	4.373904360250001e-07	2.1175799999999998e-22	2.1175799999999998e-22	4.484145056399999e-44	4.484145056399999e-44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34780.04296875	141.09765625	19908.548599243164	1209651388.9080966	21607.9453125	11.650390625	135.73160171508792	466903300.6279907	22225.748046875	58.158203125	3382.3765907287598	493983876.2431679	1.310631	21.526207	0.09709357999999996	-0.030532825	0.0797312698	0.1614313156	0.0673597569	-0.061729598899999995	-0.0257727869	-0.0008376273	-0.0681351879	0.0720377243	0.0125843801	-0.1122464027	0.07658703110000001	0.1548849816	0.1088893082	0.0558979789	0.0157840889	-0.0703362983	0.024895577599999996	0.0393906349	0.1226326041	0.0171283298	0.0050745327	0.0366961702	-0.1002315205	-0.0199638555	-0.0481285366	-0.06732411440000001	-0.0851516126	-0.1085545545	0.14634146550000002	-0.0169328662	-0.10443850519999999	-0.1618298377	0.1547716622	0.021164801299999998	-0.0870794536	-0.0171790203	0.1110185485	-0.034793332	-0.0051266111	0.0176989906	-0.1492862164	0.015463345	0.027028665499999997	0.1269768715	0.0879498123	0.1206345375	0.07207943900000001	0.0304619977	-0.0276905719	0.0201419158	0.0776949743	-0.017354114099999998	-0.009227223199999999	0.0448805519	-0.1009911112	-0.14668942640000002	-0.0663645268	-0.1024398663	0.1393054227	0.0424554278	-0.0713060849	0.0802294368	0.1051379233	-0.0146253824	-0.0256692836	-0.0533220874	0.052177931100000005	-0.09403230300000001	0.0706400381	0.0192288329	0.053557143	0.0626891966	0.0499233383	-0.17597968989999999	-0.1368134255	-0.0727801186	0.2100453455	0.10480199039999999	0.008813786	0.0191201858	0.0920931584	0.0703447407	0.1198669825	0.1143757435	0.10540925529999999	-0.027448700000000003	3.0199999999994124e-05	9.120399999996448e-10	0.0007534311316900003	-0.00286348	-0.01645538	0.00027077953094439995	8.199517710399999e-06	-0.0344585	0.020209600000000008	0.00040842793216000034	0.0011873882222499998	0.000568935	-0.000890875	3.23687034225e-07	7.936582656249998e-07	0.000864308	0.0	7.470283188640001e-07	0.0	-0.000317093	-0.000317093	1.00547970649e-07	1.00547970649e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34872.06640625	92.0234375	8468.313049316406	1216061015.4419098	21561.05859375	-46.88671875	2198.3643951416016	464879247.6831207	22220.86328125	-4.884765625	23.86093521118164	493766764.9640045	1.346117	22.109037	0.11932992	0.0333150014	-0.0368507296	-0.1221789525	0.0439265371	0.06793772599999999	-0.0797964775	0.0736995967	0.0405716313	0.0366632559	0.0199007637	0.1049885267	-0.006534287299999999	0.0451970522	0.14734945359999999	0.0985845734	-0.0618219866	-0.0568120534	0.12286724630000001	-0.050064274400000004	0.23529586519999998	0.08852307109999999	0.049159489199999996	-0.0180988201	-0.1151761805	0.0729801592	0.13527521039999998	-0.0181112283	0.005429189	-0.004355184099999999	-0.08654208630000003	-0.030355547400000002	-0.1534211727	0.0376910117	0.0325038842	0.0628163515	-0.11810949859999999	0.2623257656	-0.007552461099999999	0.07277690889999999	0.052329411	-0.0208606983	0.1253888159	0.0134350999	-0.0179447071	-0.013827693600000001	0.0797439314	0.0079660624	-0.0559001603	0.0847964399	0.0920510983	0.054525243499999994	-0.0097718225	-0.0743389748	0.1735266855	0.0651354012	-0.0061597941	-0.0592357771	0.0232614965	-0.11732046269999999	0.08320156620000001	0.1608251513	-0.20337888710000002	0.032180578	0.026382411499999998	0.006312906700000001	-0.024065195499999997	0.1579318533	0.1002409501	0.0098981867	0.0967698072	-0.038217225099999995	0.093568842	-0.0500378124	0.0415471966	-0.0090584364	-0.0010704839	-0.0616292342	-0.0924149351	0.0708919158	-0.057943992199999995	0.1160928667	0.0212457258	-0.0316639042	0.11934271980000001	0.112315068	0.1009072399	-0.012815200000000002	0.0146335	0.00021413932225000006	0.00016422935104000005	-0.0324235	-0.02956002	0.0008737947824004	0.00105128335225	-0.0678133	-0.03335480000000001	0.0011125426830400006	0.004598643656890001	0.0005906469999999999	2.1711999999999907e-05	3.4886387860899985e-07	4.714109439999958e-10	0.000367481	-0.0004968269999999999	1.3504228536099994e-07	2.46837067929e-07	0.0	0.000317093	0.0	1.00547970649e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34769.98828125	-102.078125	10419.943603515623	1208952085.0782626	21563.322265625	2.263671875	5.1242103576660165	464976867.1311988	22204.681640625	-16.181640625	261.8454933166504	493047886.76150894	1.2596520000000002	20.688913	0.09604694	-0.0137292024	0.110332371	0.1135091884	0.0606608738	0.0947383368	0.0529606172	0.0062494575	-0.0313518972	0.2272391781	-0.0073220055	0.017943293500000002	0.0320743882	0.1336577698	0.017416739	-0.09536031449999999	0.1128707449	-0.0418230859	0.2107269188	-0.1160136516	-0.041560960200000004	-0.0225165167	-0.09269813369999999	0.0170157102	-0.0293786752	-0.2182607896	-0.0824497468	-0.0363436463	-0.08870920859999999	0.1000391017	-0.0897934416	-0.005750905600000001	-0.0973326252	0.028841525099999998	0.0103467317	0.0162237823	0.0609577646	0.1013827055	-0.1218833316	0.22016058649999998	0.0971074934	-0.0269728825	-0.0856386319	0.0388443569	-0.0221306425	0.046395728399999996	-0.0252816017	-0.0184181724	-0.1012042968	-0.003124434	-0.0008197447	0.13426396359999998	0.1555611882	-0.09876133640000001	0.0318236056	-0.0373457549	-0.1629089839	0.08836762199999999	-0.1593090395	-0.0913122285	-0.09303816529999999	0.0013595216	0.019462936	0.0797857704	0.0359738677	0.00714364	-0.20833436789999998	-0.033602616200000004	-0.06059901860000001	-0.1597781236	0.0513533754	-0.0072589303	0.175643833	-0.056171020300000006	0.010681931200000001	0.0292438023	0.0439865822	0.1312325835	-0.20386748359999998	0.0252859584	0.0706285123	0.052572974	-0.04256601980000002	-0.007833696800000001	0.11875383099999999	0.1100111431	0.0959136145	-0.0275444	-0.014729199999999996	0.00021694933263999996	0.00075869397136	0.00693904	0.03936254	0.0015494095552516002	4.81502761216e-05	-0.0785125	-0.010699199999999992	0.00011447288063999983	0.00616421265625	0.00102939	0.0004387430000000002	1.0596437721e-06	1.924954200490001e-07	0.000181104	-0.00018637699999999994	3.2798658816000014e-08	3.473638612899998e-08	5.29396e-23	5.29396e-23	2.80260124816e-45	2.80260124816e-45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
