name	volume	thickness	area	meancurv
Left-bankssts	2565.0	2.638	976.0	0.113
Left-caudalanteriorcingulate	2130.0	3.2739999999999996	598.0	0.139
Left-caudalmiddlefrontal	5572.0	2.63	1973.0	0.122
Left-cuneus	2772.0	1.923	1353.0	0.151
Left-entorhinal	2907.0	3.572	655.0	0.109
Left-fusiform	13585.0	2.983	3853.0	0.13
Left-inferiorparietal	11716.0	2.544	4304.0	0.129
Left-inferiortemporal	10773.0	2.8930000000000002	3313.0	0.11800000000000001
Left-isthmuscingulate	2641.0	2.591	983.0	0.129
Left-lateraloccipital	12507.0	2.37	4730.0	0.131
Left-lateralorbitofrontal	10277.0	3.0069999999999997	2988.0	0.13699999999999998
Left-lingual	7196.0	2.1109999999999998	3208.0	0.13699999999999998
Left-medialorbitofrontal	6093.0	2.944	1876.0	0.127
Left-middletemporal	11085.0	2.995	2997.0	0.13699999999999998
Left-parahippocampal	2784.0	3.1039999999999996	776.0	0.11199999999999999
Left-paracentral	3759.0	2.515	1395.0	0.098
Left-parsopercularis	6240.0	2.679	2079.0	0.121
Left-parsorbitalis	3020.0	2.895	783.0	0.14400000000000002
Left-parstriangularis	4537.0	2.645	1527.0	0.133
Left-pericalcarine	1952.0	1.659	1288.0	0.11800000000000001
Left-postcentral	7919.0	2.031	3609.0	0.111
Left-posteriorcingulate	3315.0	2.918	1132.0	0.139
Left-precentral	14026.0	2.678	4778.0	0.105
Left-precuneus	11084.0	2.499	4150.0	0.131
Left-rostralanteriorcingulate	2339.0	3.432	586.0	0.131
Left-rostralmiddlefrontal	15055.0	2.49	5254.0	0.133
Left-superiorfrontal	24517.0	2.96	7127.0	0.12
Left-superiorparietal	13793.0	2.19	5793.0	0.113
Left-superiortemporal	14385.0	2.9939999999999998	4275.0	0.11
Left-supramarginal	15371.0	2.766	4969.0	0.13
Left-frontalpole	1096.0	2.762	261.0	0.168
Left-temporalpole	3140.0	4.156000000000001	518.0	0.154
Left-transversetemporal	1211.0	2.79	396.0	0.106
Left-insula	8566.0	3.5860000000000003	2372.0	0.114
BrainSegVolNotVent	1193360.0	1193360.0	86871.9	1193360.0
eTIV	1408474.652249	1408474.652249	1193360.0	1408474.652249
