onset	duration	trial_type	response_accuracy	response_time	response_hand
8.0417	6	active_change	incorrect	1.095699999999999	left
20.058	6	active_change	incorrect	1.279	left
26.0661	6	active_nochange	correct	1.3476	left
36.0825	6	passive	n/a	2.3598	right
42.0906	6	active_change	correct	1.1824999999999974	right
52.107	6	active_nochange	incorrect	1.3988000000000014	right
60.123400000000004	6	active_change	incorrect	1.644999999999996	left
66.1315	6	active_nochange	incorrect	1.692700000000002	right
72.1397	6	active_change	correct	1.3862999999999914	right
78.1478	6	active_change	correct	1.1658999999999935	right
86.1642	6	active_nochange	incorrect	1.37830000000001	right
92.1724	6	active_nochange	incorrect	0.957800000000006	right
100.1888	6	active_nochange	incorrect	1.8710999999999984	right
106.1969	6	passive	n/a	1.6787999999999954	right
112.205	6	active_change	correct	1.2865000000000038	right
118.2132	6	active_nochange	incorrect	1.465999999999994	right
126.2296	6	passive	n/a	3.052199999999999	left
134.246	6	active_nochange	incorrect	0.8885999999999967	right
140.2542	6	active_nochange	correct	1.3282000000000096	left
150.2705	6	active_nochange	incorrect	0.9155000000000086	right
156.2787	6	passive	n/a	1.6021000000000072	left
162.2868	6	passive	n/a	2.0027000000000044	left
172.3031	6	active_change	incorrect	1.8839999999999861	left
180.3196	6	active_change	incorrect	1.5082999999999913	left
188.336	6	active_nochange	incorrect	1.7034999999999911	right
194.3441	6	active_change	correct	1.8582000000000107	right
204.3605	6	passive	n/a	2.061399999999992	left
210.3686	6	active_nochange	incorrect	1.8231000000000108	right
216.3767	6	active_change	incorrect	1.921699999999987	left
222.3849	6	active_change	incorrect	1.872300000000024	left
228.393	6	active_nochange	correct	2.0860000000000127	left
238.4094	6	active_change	incorrect	1.2202000000000055	left
244.4175	6	active_change	incorrect	1.6169000000000153	left
252.4339	6	active_change	incorrect	1.640199999999993	left
258.4421	6	active_change	incorrect	2.081800000000044	left
264.4502	6	active_nochange	incorrect	2.016400000000033	right
272.4666	6	passive	n/a	1.5506999999999493	left
280.483	6	passive	n/a	2.0570000000000164	left
296.4992	6	active_nochange	incorrect	1.9502000000000521	right
302.5073	6	active_nochange	incorrect	1.2989000000000033	right
