name	volume	thickness	area	meancurv
Left-G&S_frontomargin	2228.0	2.322	884.0	0.155
Left-G&S_occipital_inf	2425.0	2.23	965.0	0.14400000000000002
Left-G&S_paracentral	2926.0	2.171	1104.0	0.122
Left-G&S_subcentral	2813.0	2.7260000000000004	949.0	0.129
Left-G&S_transv_frontopol	1614.0	2.574	458.0	0.17
Left-G&S_cingul-Ant	4006.0	2.873	1315.0	0.122
Left-G&S_cingul-Mid-Ant	2169.0	2.5469999999999997	813.0	0.10800000000000001
Left-G&S_cingul-Mid-Post	2455.0	2.407	936.0	0.125
Left-G_cingul-Post-dorsal	1308.0	3.0860000000000003	327.0	0.13
Left-G_cingul-Post-ventral	598.0	2.681	195.0	0.175
Left-G_cuneus	2080.0	1.8869999999999998	984.0	0.152
Left-G_front_inf-Opercular	3244.0	2.7880000000000003	913.0	0.122
Left-G_front_inf-Orbital	1289.0	2.938	313.0	0.165
Left-G_front_inf-Triangul	2843.0	2.588	898.0	0.15
Left-G_front_middle	8179.0	2.595	2550.0	0.14400000000000002
Left-G_front_sup	14840.0	2.775	4415.0	0.138
Left-G_Ins_lg&S_cent_ins	1618.0	3.8110000000000004	387.0	0.124
Left-G_insular_short	2341.0	4.039	414.0	0.11
Left-G_occipital_middle	5503.0	2.406	1919.0	0.136
Left-G_occipital_sup	2201.0	2.2680000000000002	865.0	0.149
Left-G_oc-temp_lat-fusifor	4672.0	2.9219999999999997	1299.0	0.14400000000000002
Left-G_oc-temp_med-Lingual	4328.0	2.144	1831.0	0.149
Left-G_oc-temp_med-Parahip	2982.0	2.943	764.0	0.086
Left-G_orbital	5610.0	2.8789999999999996	1479.0	0.165
Left-G_pariet_inf-Angular	6862.0	2.609	2104.0	0.141
Left-G_pariet_inf-Supramar	5378.0	2.81	1549.0	0.134
Left-G_parietal_sup	5292.0	2.267	1926.0	0.13699999999999998
Left-G_postcentral	4454.0	2.218	1681.0	0.13699999999999998
Left-G_precentral	5713.0	2.865	1542.0	0.11599999999999999
Left-G_precuneus	5636.0	2.499	1830.0	0.14400000000000002
Left-G_rectus	2006.0	2.678	559.0	0.132
Left-G_subcallosal	254.0	3.267	78.0	0.09699999999999999
Left-G_temp_sup-G_T_transv	982.0	2.375	359.0	0.128
Left-G_temp_sup-Lateral	5286.0	2.9389999999999996	1248.0	0.129
Left-G_temp_sup-Plan_polar	1732.0	3.457	429.0	0.065
Left-G_temp_sup-Plan_tempo	1931.0	2.888	627.0	0.107
Left-G_temporal_inf	6157.0	2.7569999999999997	1767.0	0.146
Left-G_temporal_middle	7671.0	3.255	1790.0	0.142
Left-Lat_Fis-ant-Horizont	455.0	2.658	194.0	0.124
Left-Lat_Fis-ant-Vertical	474.0	3.076	171.0	0.115
Left-Lat_Fis-post	1361.0	2.639	676.0	0.102
Left-Pole_occipital	2616.0	1.9040000000000001	1270.0	0.159
Left-Pole_temporal	4516.0	2.984	1070.0	0.155
Left-S_calcarine	2271.0	2.1	1270.0	0.13
Left-S_central	3718.0	1.865	2203.0	0.10400000000000001
Left-S_cingul-Marginalis	1541.0	2.198	746.0	0.099
Left-S_circular_insula_ant	742.0	3.415	276.0	0.096
Left-S_circular_insula_inf	2569.0	3.1430000000000002	936.0	0.085
Left-S_circular_insula_sup	2229.0	2.6	1043.0	0.094
Left-S_collat_transv_ant	1892.0	2.679	729.0	0.11
Left-S_collat_transv_post	633.0	2.2030000000000003	310.0	0.125
Left-S_front_inf	2921.0	2.08	1461.0	0.11
Left-S_front_middle	2256.0	2.3	992.0	0.12300000000000001
Left-S_front_sup	4456.0	2.423	1810.0	0.1
Left-S_interm_prim-Jensen	186.0	2.945	85.0	0.13699999999999998
Left-S_intrapariet&P_trans	3650.0	2.138	1942.0	0.102
Left-S_oc_middle&Lunatus	1146.0	1.962	620.0	0.128
Left-S_oc_sup&transversal	1863.0	2.2030000000000003	950.0	0.11199999999999999
Left-S_occipital_ant	1024.0	2.2430000000000003	503.0	0.126
Left-S_oc-temp_lat	1423.0	2.465	656.0	0.10400000000000001
Left-S_oc-temp_med&Lingual	3351.0	2.52	1448.0	0.098
Left-S_orbital_lateral	641.0	2.17	342.0	0.136
Left-S_orbital_med-olfact	898.0	2.673	380.0	0.121
Left-S_orbital-H_Shaped	2452.0	2.8169999999999997	865.0	0.129
Left-S_parieto_occipital	2524.0	2.278	1179.0	0.126
Left-S_pericallosal	1008.0	2.0340000000000003	714.0	0.13
Left-S_postcentral	3517.0	2.168	1736.0	0.10300000000000001
Left-S_precentral-inf-part	2005.0	2.603	834.0	0.092
Left-S_precentral-sup-part	1997.0	2.311	1019.0	0.098
Left-S_suborbital	1302.0	3.092	459.0	0.127
Left-S_subparietal	1627.0	2.344	811.0	0.12300000000000001
Left-S_temporal_inf	1943.0	2.508	821.0	0.11
Left-S_temporal_sup	10052.0	2.502	4255.0	0.102
Left-S_temporal_transverse	617.0	2.7939999999999996	256.0	0.115
BrainSegVolNotVent	1070708.0	1070708.0	79495.2	1070708.0
eTIV	1068907.036454	1068907.036454	1070708.0	1068907.036454
