onset	duration	trial_type	response_time	response_hand	response_accuracy	ori_match	sex	ethn_target	ethn_match	ethn_distractor	emo_match
10.0173	4.193099999999999	control	4.193099999999999	left	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
15.0254	4.644800000000002	control	4.644800000000002	right	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
20.0336	3.7683999999999997	control	3.7683999999999997	right	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
25.0417	1.2422000000000004	control	1.2422000000000004	left	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
30.0499	2.1447999999999965	control	2.1447999999999965	right	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
35.0581	0.7214999999999989	control	0.7214999999999989	left	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
40.0662	2.1381000000000014	emotion	2.1381000000000014	right	incorrect	n/a	female	caucasian	caucasian	caucasian	fear
45.0744	1.9217000000000013	emotion	1.9217000000000013	left	incorrect	n/a	male	black	black	black	anger
50.0825	1.8973999999999975	emotion	1.8973999999999975	left	incorrect	n/a	female	caucasian	caucasian	caucasian	anger
55.0907	1.5420000000000016	emotion	1.5420000000000016	right	incorrect	n/a	male	black	black	black	fear
60.0988	1.5737000000000023	emotion	1.5737000000000023	right	incorrect	n/a	male	caucasian	caucasian	caucasian	anger
65.107	1.7262999999999948	emotion	1.7262999999999948	left	incorrect	n/a	female	asian	black	asian	fear
70.1152	0.9008999999999929	control	0.9008999999999929	left	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
75.1233	0.9005999999999972	control	0.9005999999999972	left	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
80.1315	1.4192000000000036	control	1.4192000000000036	left	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
85.1396	0.7768999999999977	control	0.7768999999999977	right	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
90.1478	0.8815000000000026	control	0.8815000000000026	right	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
95.1559	0.8461999999999961	control	0.8461999999999961	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
100.1641	2.594699999999989	emotion	2.594699999999989	left	incorrect	n/a	female	caucasian	caucasian	caucasian	anger
105.1723	1.783299999999997	emotion	1.783299999999997	right	incorrect	n/a	male	black	black	black	anger
110.1804	3.1509999999999962	emotion	3.1509999999999962	left	incorrect	n/a	female	caucasian	caucasian	caucasian	fear
115.1886	1.7676000000000016	emotion	1.7676000000000016	left	incorrect	n/a	male	black	black	black	fear
120.1967	1.6052999999999997	emotion	1.6052999999999997	right	incorrect	n/a	male	caucasian	caucasian	caucasian	fear
125.2049	2.380900000000011	emotion	2.380900000000011	right	incorrect	n/a	female	asian	black	asian	anger
130.213	1.0926000000000045	control	1.0926000000000045	left	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
135.2212	0.7221999999999866	control	0.7221999999999866	right	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
140.2294	1.663800000000009	control	1.663800000000009	left	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
145.2375	0.7714999999999748	control	0.7714999999999748	right	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
150.2457	0.6120999999999981	control	0.6120999999999981	left	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
155.2538	0.574799999999982	control	0.574799999999982	right	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
160.262	3.070300000000003	emotion	3.070300000000003	right	incorrect	n/a	male	caucasian	caucasian	caucasian	anger
165.2701	1.625099999999975	emotion	1.625099999999975	right	incorrect	n/a	female	caucasian	caucasian	caucasian	fear
170.2783	4.0674999999999955	emotion	4.0674999999999955	left	incorrect	n/a	male	black	black	black	anger
175.2865	1.7073000000000036	emotion	1.7073000000000036	right	incorrect	n/a	female	black	asian	asian	anger
180.2946	1.2139999999999986	emotion	1.2139999999999986	left	incorrect	n/a	male	caucasian	caucasian	white	fear
185.3028	1.7644999999999982	emotion	1.7644999999999982	left	incorrect	n/a	female	asian	asian	black	fear
190.3109	1.1903000000000077	control	1.1903000000000077	right	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
195.3191	0.774799999999999	control	0.774799999999999	right	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
200.3272	0.626499999999993	control	0.626499999999993	left	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
205.3354	0.829100000000011	control	0.829100000000011	right	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
210.3436	0.8086999999999875	control	0.8086999999999875	left	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
215.3517	0.900400000000019	control	0.900400000000019	left	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
220.3599	1.5209999999999866	emotion	1.5209999999999866	left	incorrect	n/a	male	caucasian	caucasian	caucasian	fear
225.368	1.395700000000005	emotion	1.395700000000005	right	incorrect	n/a	female	black	asian	asian	fear
230.3762	1.637299999999982	emotion	1.637299999999982	left	incorrect	n/a	male	caucasian	caucasian	caucasian	anger
235.3843	1.3780000000000143	emotion	1.3780000000000143	right	incorrect	n/a	male	black	black	black	fear
240.3925	2.253499999999974	emotion	2.253499999999974	right	incorrect	n/a	female	caucasian	caucasian	caucasian	anger
245.4007	2.263200000000012	emotion	2.263200000000012	left	incorrect	n/a	female	asian	asian	black	anger
