onset	duration	trial_type	response_time	response_hand	response_accuracy	ori_match	sex	ethn_target	ethn_match	ethn_distractor	emo_match
10.0134	4.9	control	n/a	n/a	miss	vertical	n/a	n/a	n/a	n/a	n/a
15.0216	4.9	control	n/a	n/a	miss	vertical	n/a	n/a	n/a	n/a	n/a
20.0298	4.9	control	n/a	n/a	miss	horizontal	n/a	n/a	n/a	n/a	n/a
25.038	1.8201	control	1.8201	right	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
30.0462	0.9287000000000027	control	0.9287000000000027	right	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
35.0544	0.889400000000002	control	0.889400000000002	left	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
40.0626	1.3829999999999956	emotion	1.3829999999999956	right	incorrect	n/a	female	caucasian	caucasian	caucasian	fear
45.0708	1.2916000000000025	emotion	1.2916000000000025	left	incorrect	n/a	male	black	black	black	anger
50.0789	1.5902999999999992	emotion	1.5902999999999992	left	incorrect	n/a	female	caucasian	caucasian	caucasian	anger
55.0871	1.2239000000000004	emotion	1.2239000000000004	right	incorrect	n/a	male	black	black	black	fear
60.0953	1.3265999999999991	emotion	1.3265999999999991	right	incorrect	n/a	male	caucasian	caucasian	caucasian	anger
65.1035	1.1081999999999965	emotion	1.1081999999999965	left	incorrect	n/a	female	asian	black	asian	fear
70.1117	0.8097999999999956	control	0.8097999999999956	left	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
75.1199	0.5974999999999966	control	0.5974999999999966	left	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
80.1281	0.6071000000000026	control	0.6071000000000026	right	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
85.1363	1.0206999999999908	control	1.0206999999999908	left	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
90.1445	0.8803000000000054	control	0.8803000000000054	right	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
95.1526	0.693099999999987	control	0.693099999999987	right	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
100.1608	1.0857000000000028	emotion	1.0857000000000028	left	incorrect	n/a	female	caucasian	caucasian	caucasian	anger
105.169	1.084299999999999	emotion	1.084299999999999	right	incorrect	n/a	male	black	black	black	anger
110.1772	1.2618999999999971	emotion	1.2618999999999971	left	incorrect	n/a	female	caucasian	caucasian	caucasian	fear
115.1854	1.2634999999999934	emotion	1.2634999999999934	left	incorrect	n/a	male	black	black	black	fear
120.1936	1.1461999999999932	emotion	1.1461999999999932	right	incorrect	n/a	male	caucasian	caucasian	caucasian	fear
125.2018	1.4238	emotion	1.4238	right	incorrect	n/a	female	asian	black	asian	anger
130.21	0.8713999999999942	control	0.8713999999999942	left	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
135.2181	0.71520000000001	control	0.71520000000001	left	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
140.2263	0.7187999999999874	control	0.7187999999999874	right	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
145.2345	0.5574000000000012	control	0.5574000000000012	right	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
150.2427	0.5859999999999843	control	0.5859999999999843	left	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
155.2509	0.6206999999999994	control	0.6206999999999994	right	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
160.2591	1.1073000000000093	emotion	1.1073000000000093	right	incorrect	n/a	male	caucasian	caucasian	caucasian	anger
165.2673	0.8059000000000083	emotion	0.8059000000000083	right	incorrect	n/a	female	caucasian	caucasian	caucasian	fear
170.2755	1.3455000000000155	emotion	1.3455000000000155	left	incorrect	n/a	male	black	black	black	anger
175.2837	1.0021999999999878	emotion	1.0021999999999878	right	incorrect	n/a	female	black	asian	asian	anger
180.2918	1.1169000000000153	emotion	1.1169000000000153	left	incorrect	n/a	male	caucasian	caucasian	white	fear
185.3	0.8954999999999984	emotion	0.8954999999999984	left	incorrect	n/a	female	asian	asian	black	fear
190.3082	0.6890999999999963	control	0.6890999999999963	left	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
195.3164	0.656800000000004	control	0.656800000000004	right	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
200.3246	0.6073999999999842	control	0.6073999999999842	right	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
205.3328	0.561000000000007	control	0.561000000000007	left	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
210.341	0.5866000000000042	control	0.5866000000000042	left	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
215.3492	0.6531999999999982	control	0.6531999999999982	right	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
220.3574	1.2778999999999883	emotion	1.2778999999999883	left	incorrect	n/a	male	caucasian	caucasian	caucasian	fear
225.3655	0.9046000000000163	emotion	0.9046000000000163	right	incorrect	n/a	female	black	asian	asian	fear
230.3737	1.0771999999999764	emotion	1.0771999999999764	left	incorrect	n/a	male	caucasian	caucasian	caucasian	anger
235.3819	1.0537999999999954	emotion	1.0537999999999954	right	incorrect	n/a	male	black	black	black	fear
240.3901	0.9925000000000068	emotion	0.9925000000000068	right	incorrect	n/a	female	caucasian	caucasian	caucasian	anger
245.3983	0.8730999999999938	emotion	0.8730999999999938	left	incorrect	n/a	female	asian	asian	black	anger
