csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10
30554.501953125	n/a	n/a	933577589.6035193	24301.642578125	n/a	590569831.9949379	n/a	23632.525390625	n/a	n/a	558496256.3385353	n/a	n/a	n/a	-0.0293094689	-0.047163750899999995	0.0432830683	-0.064706679	-0.027526207999999996	0.0335215691	-0.0334580192	0.08409544140000001	-0.0362245837	0.0758545091	-0.0013332506	0.053486262199999995	-0.0659356465	0.058319235199999986	-0.047885673899999995	0.0631723532	-0.0685845242	0.1393645791	-0.0436075821	0.0682254469	-0.059809601399999995	0.1198435146	-0.0407763102	0.021093042000000003	-0.0635260596	0.017043098700000002	-0.0946204483	0.1799539642	-0.1488625602	0.0343130116	-0.0124363989	0.0772809928	-0.030932479199999998	0.1036416442	-0.1006224693	-0.0325706675	-0.027595774	0.1273318951	-0.0294779085	-0.023405873599999998	-0.0059922903000000005	0.0297457335	-0.0745257704	0.0665410118	-0.2299767263	-0.0956447251	0.030288072599999997	-0.0231576639	0.029971846099999998	-0.0876554606	0.020058811	-0.024409823799999997	0.0702021748	-0.018395035900000002	0.05774399280000001	-0.028160885	0.045483042	-0.059889561699999996	0.0286237027	0.156670137	-0.07968410599999999	0.0762584838	-0.0656279448	0.11327609710000001	-0.016926879	0.0157337178	-0.1250960063	0.107299053	-0.14096295080000001	0.047288561900000005	-0.1517389301	0.0028805855	-0.0368847002	0.1027710792	-0.0198448465	0.0193917148	0.14234625050000002	-0.054808557800000005	-0.08218626400000001	0.1172009467	0.1217078847	0.1216831682	0.1216419777	-5.19199e-05	n/a	2.69567601601e-09	n/a	0.0647509	n/a	n/a	0.00419267905081	0.0252485	n/a	0.00063748675225	n/a	-0.00253433	n/a	6.4228285489e-06	n/a	0.000679267	n/a	n/a	4.6140365728900004e-07	0.000315571	n/a	n/a	9.9585056041e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30638.15625	83.654296875	6998.041385650635	938696618.3994141	24298.271484375	-3.37109375	590405997.1283913	11.364273071289062	23652.65625	20.130859375	405.2514991760254	559448147.6806642	1.08122	16.279340999999995	0.07886650579999999	0.0247576833	0.0145561022	0.0686725847	-0.0705645646	-0.0335064699	0.07973028139999999	0.0780900445	0.0288051339	0.10276878449999999	0.0881184924	0.0317904892	0.1263935062	0.0094940773	0.048332540199999996	-0.09064109279999999	-0.0674992867	-0.0197659691	0.0474079342	-0.10342065789999999	0.011023805900000001	-0.1691869202	0.1263568762	-0.1463139737	0.0711341979	-0.0124035855	0.022037712400000003	-0.038999347999999996	-0.0508272113	0.0516527563	-0.1287155188	-0.0303349933	-0.0681076036	0.0005916124	-0.194158251	0.1115742309	-0.050567571299999996	-0.1277895676	-0.0961328445	0.0396189698	0.062708851	0.056264676900000005	0.0533348291	-0.0678739942	0.159084378	-0.1174840991	0.0044359313	0.0389732968	-0.0819978078	-0.0743872815	0.007535259399999998	-0.1041698324	-0.06570273780000001	0.1130387311	-0.07680320809999999	0.0005060737	0.0039879184	0.119597049	0.0380204618	0.0241116984	-0.0023680806	-0.10989380539999999	0.0303993177	-0.19886857230000002	0.1732527581	0.0814151877	0.0813807801	-0.016458896	-0.011428623	0.0283858884	-0.0412667971	0.0955739229	-0.1034768641	0.0368053548	-0.1231584258	-0.020966885600000002	0.0207214552	-0.1715600843	0.08894778699999999	0.0782902217	0.055056244299999994	0.1216419777	0.12141962949999999	0.12104935019999999	-3.69641e-05	1.4955799999999993e-05	1.36634468881e-09	2.236759536399999e-10	0.107606	0.042855099999999986	0.0018365595960099996	0.011579051236	0.010931200000000002	-0.014317299999999996	0.00011949113344000006	0.00020498507928999994	-0.00214561	0.00038872	4.6036422721e-06	1.5110323839999994e-07	0.000667323	-1.1943999999999952e-05	1.4265913599999886e-10	4.453199863290001e-07	0.000282652	-3.2919000000000015e-05	1.0836605610000012e-09	7.9892153104e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30737.240234375	99.083984375	9817.635959625244	944777937.2256813	24283.517578125	-14.75390625	589689225.9671059	217.67774963378903	23609.623046875	-43.033203125	1851.8565711975095	557414300.4155312	1.226875	18.472395	0.0264556502	0.0191980849	-0.100812684	-0.10691396939999999	-0.11909976480000001	0.0264309247	-0.0063192942000000005	0.0155412659	0.0093166851	0.1097145441	0.035841874100000004	0.034320819	0.14205101679999999	0.0248970184	-0.0338072923	0.0156796146	0.0108845066	0.0047191231	0.0304582681	-0.0554442021	0.1339346092	-0.0733769137	0.1551354948	-0.0321434039	-0.0029951976	-0.0062446554	0.018306318000000002	-0.017473624899999998	-0.0132601456	-0.0103719809	-0.0204340717	0.0932712067	-0.17684417649999998	0.030404586600000002	0.0214735821	0.10632084800000001	0.0461693508	-0.0837927393	-0.0227052751	0.08430428039999999	0.01771691	-0.0937545262	-0.10731725630000001	-0.1102190104	0.1287633873	-0.0832203173	-0.059002615999999994	-0.0218271639	0.005834237700000001	-0.0324563678	0.0324393893	-0.089102816	-0.0335992007	0.0986350074	-0.1134493519	0.0030274054999999997	0.0131235298	-0.033142299900000005	0.0172965083	0.029315988799999998	0.030207030299999996	-0.0085114895	0.1356666654	-0.1177778205	0.1147376622	-0.0685367901	0.0172601787	-0.0030603719	0.0082368657	0.0016821960999999998	-0.0394629929	0.039111909199999996	-0.009589595	0.0092285886	-0.20321707100000005	-0.043879462699999996	-0.1169599304	-0.014682703	-0.039001529900000005	0.0339590366	0.0048979699	0.1215101995	0.120893123	0.1198669825	-3.00139e-05	6.950200000000003e-06	9.008341932099998e-10	4.8305280040000046e-11	0.107607	1.000000000001e-06	1.0000000000020003e-12	0.011579266448999998	0.017381299999999995	0.006450099999999993	0.00030210958968999985	4.160379000999991e-05	-0.00234505	-0.00019943999999999995	5.4992595025e-06	3.977631359999998e-08	0.000562442	-0.00010488100000000004	1.1000024161000006e-08	3.1634100336400005e-07	0.000378283	9.563100000000003e-05	9.145288161000007e-09	1.4309802808900005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30700.064453125	-37.17578125	1382.0387115478516	942493957.4260293	24301.677734375	18.16015625	590571540.7054176	329.79127502441406	23592.10546875	-17.517578125	306.8655433654785	556587440.4486238	1.0138200000000002	15.264543	0.0394587957	-0.040093802799999995	-0.1305285925	-0.0956906463	0.0870233356	0.0082233297	-0.0628269237	-0.0698743587	0.15264526039999998	0.0033246344	-0.0582401776	0.007256945799999998	-0.07208362089999999	0.053062276799999995	-0.1072633994	0.12571696710000002	0.0386390089	-0.094793184	-0.0824816676	-0.017116704099999998	0.1067811835	0.013318225500000001	0.07010399440000001	-0.0078272864	-0.0278682604	0.037864579100000004	-0.032949246099999996	-0.0694466392	0.0586277208	0.0024451885000000002	-0.1946069834	-0.012430615800000001	-0.17551478539999998	0.045398582800000004	-0.1368905889	0.022746359	0.0409689802	-0.056181466799999996	-0.089269806	-0.0675561889	-0.013931208700000001	-0.14150569359999998	-0.0409508174	0.0724480825	0.1442454977	-0.0292719541	0.0208314675	-0.006964640500000001	0.0679005183	0.04664835639999999	-0.144316267	-0.024514060499999997	0.036536792799999995	-0.0657592503	0.0308281215	-0.0283611804	0.0186432181	-0.167884805	0.0501467775	-0.1288056986	-0.0122601104	0.0080571338	0.10101323039999999	-0.0281083385	0.029513315699999997	-0.069355091	0.0101015663	0.0324602436	0.0991372434	0.006651689499999999	-0.0404090837	0.0516110132	-0.2322526049	0.0337790994	-0.1456595174	0.0174786585	-0.0081461859	-0.0791840142	0.0922621235	0.0796956711	0.0010903014999999999	0.1213126213	0.12010478890000001	0.1181006348	1.46318e-05	4.46457e-05	2.1408957124000004e-10	1.99323852849e-09	0.10761400000000003	7.000000000020877e-06	4.90000000002923e-11	0.011580772996000004	0.011536	-0.005845299999999996	0.000133079296	3.4167532089999956e-05	-0.00214561	0.00019943999999999995	4.6036422721e-06	3.977631359999998e-08	0.000708062	0.00014561999999999995	2.1205184399999986e-08	5.01351795844e-07	0.00070446	0.00032617699999999987	1.0639143532899996e-07	4.962638915999999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30521.685546875	-178.37890625	31819.03419494629	931573288.6223184	24244.337890625	-57.33984375	587787919.7547951	3287.857681274414	23557.078125	-35.02734375	1226.914810180664	554935929.7873535	1.252372	18.856285	0.08283492999999999	-0.1040623643	-0.0959370341	0.0050505867	0.0543724267	0.1448312456	-0.0764660092	-0.10301147	0.0734100515	0.0322999929	0.0471264136	-0.0770751093	-0.09706398880000001	0.2033726209	0.036155633	-0.1754522516	0.037763468	-0.131389974	0.0748316367	0.08463300259999999	0.0034706947999999997	-0.0497666005	0.1176734052	-0.021714982	0.0469387602	-0.0237930453	0.0047056965	-0.0968557226	0.0291040566	-0.0249978973	-0.0160371445	0.0898599928	-0.026706009	0.0484221438	-0.1442061633	0.3005652584	-0.0624781845	0.0508264078	0.0609178902	0.011593958	-0.1018328194	-0.078071269	0.0589603788	0.0379969619	0.0461621196	-0.0573338876	-0.0672937481	-0.1472386665	0.0847482559	0.093713695	-0.0702468072	-0.0697724915	-0.0911081634	-0.0658055467	0.0954766556	-0.2026710914	0.1205444692	0.1006847627	-0.0499978237	-0.0430918172	0.1727018413	0.0306046094	-0.0153256818	-0.0664720886	0.115817264	-0.0318403367	0.0243992329	-0.0532558358	0.11556527039999999	-0.0669260213	-0.0201709565	-0.019344562	-0.026537327000000003	0.0462397064	-0.0799401369	0.034523973799999996	0.026365040899999997	-0.3142812925	-0.1129843858	-0.0143532825	0.0158163315	0.12104935019999999	0.11905633460000001	0.11575891279999999	-5.62982e-05	-7.093e-05	3.1694873232399995e-09	5.0310649e-09	0.161544	0.05392999999999998	0.0029084448999999978	0.026096463936	0.017362700000000002	0.005826700000000002	0.00030146335129000004	3.395043289000003e-05	-0.00214561	0.0	4.6036422721e-06	0.0	0.00073266	2.4598000000000024e-05	6.050616040000012e-10	5.367906756e-07	0.000268912	-0.000435548	1.8970206030399999e-07	7.231366374400001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30440.826171875	-80.859375	6538.238525390625	926643898.02631	24277.46484375	33.126953125	589395299.2395173	1097.3950233459473	23562.44921875	5.37109375	28.848648071289066	555189013.1861725	1.280995	19.287254	0.1063869142	-0.0695033986	0.0660439907	0.0110466379	0.0367059882	0.023507247999999998	0.0700792405	0.0825650315	-0.0196950643	0.0090112399	0.01183587	0.0164315604	0.0803692483	0.068642164	-0.07086798450000001	0.0121756149	-0.045770629199999996	0.11301909550000001	0.1017717995	-0.0830252356	0.1405219452	-0.0074855587	0.043611275199999994	-0.022080927099999998	-0.0043996557	-0.0283875812	-0.0734143799	0.0895645114	0.0593350146	0.08292183780000001	0.0793083744	0.1758609856	-0.0402914759	0.0224263146	0.10953181039999996	-0.0305077052	0.0027152596	0.0460873702	0.1552085252	-0.1317109138	-0.0555626235	0.0563824331	0.0419151137	0.0630122377	0.0526612342	-0.0856549875	0.0024157169	-0.0222018938	-0.0837125458	-0.0710673064	0.0296378917	0.010146794399999999	-0.0109067534	0.0518636235	-0.0701850958	-0.0411977943	0.0356193909	-0.0198183126	0.0860066865	0.1706634997	0.0012859081	-0.0379354349	0.1698598048	0.0004455546	0.011433655400000001	-0.0696067043	-0.0342402641	0.0353001898	0.0257753891	0.048832380300000006	0.1615487282	-0.0354429613	0.0900231439	-0.170463248	-0.0852468596	-0.042117649800000004	-0.0250917598	0.049590532300000004	-0.05816431480000001	-0.1405602918	0.1071930715	0.1207205288	0.11775003070000001	0.11285322490000001	-3.1214e-05	2.5084199999999993e-05	9.743137960000001e-10	6.292170896399996e-10	0.094389	-0.06715499999999999	0.004509794025	0.008909283321	-0.00177738	-0.01914008	3.1590796644e-06	0.0003663426624064	-0.00186504	0.00028056999999999995	3.478374201600001e-06	7.871952489999998e-08	0.0007360249999999999	3.364999999999857e-06	1.1323224999999035e-11	5.417328006249998e-07	0.000151512	-0.0001174	1.378276e-08	2.2955886144e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30395.857421875	-44.96875	2022.1884765625	923908148.4109538	24317.056640625	39.591796875	591319243.6633644	1567.5103797912598	23574.150390625	11.701171875	136.91742324829102	555740566.6398048	1.103343	16.612446	0.066083185	-0.0482648235	0.1454083337	-0.0119612558	-0.0098796372	-0.0742030425	0.0232939169	0.06352949599999999	0.0055481823	0.052843779199999996	0.0821609603	0.050199256	-0.0212330142	0.0404022394	-0.0434754324	-0.10523489720000001	0.0652144733	-0.0754623063	-0.0814195224	-0.16373426189999998	0.1129196886	0.073738346	-0.113387494	0.1931004621	0.008815047	0.1207709761	-0.0203265434	-0.0273250943	0.042063366100000006	0.0516285199	0.0986091741	0.0186906126	0.0259120865	-0.11317736880000001	-0.0678072954	0.1837885737	-0.057307557	-0.0812011231	0.0855005056	0.0475636013	-0.0099993536	0.1429178028	-0.009676334	0.043048561799999996	0.1294042762	0.0472219692	-0.0013933467000000002	0.07540221450000001	-0.0325257792	-0.0528051316	-0.0023661053	-0.0518151567	-0.0152249761	0.0719694936	0.05419722230000002	-0.015058935	0.12897363550000002	0.0392924281	-0.0674588734	-0.1048760192	-0.0431387963	-0.1065333214	0.1173600668	0.0838981227	-0.18229357370000002	-0.11476568599999999	0.0681436713	0.111064753	0.0688735581	-0.06119472240000001	0.0320631676	0.0133588345	0.1012913241	0.1071533133	0.026305295299999996	-0.0941631485	-0.0048049621	-0.1681658408	-0.0401982714	-0.0447755766	0.0949759547	0.120326335	0.1161887065	0.1093977275	0.00940412	0.009435334	8.843747297440001e-05	8.9025527691556e-05	0.07900399999999999	-0.01538500000000001	0.0002366982250000003	0.0062416320159999995	0.000412021	0.002189401	1.69761304441e-07	4.793476738801e-06	-0.00133137	0.0005336700000000002	1.7725460768999996e-06	2.8480366890000017e-07	0.000605626	-0.0001303989999999999	1.7003899200999974e-08	3.66782851876e-07	0.000268912	0.0001174	1.378276e-08	7.231366374400001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30605.580078125	209.72265625	43983.592544555664	936701531.9185221	24302.923828125	-14.1328125	590632106.5956459	199.73638916015625	23642.7421875	68.591796875	4704.834598541261	558979258.1445923	1.201975	18.097488	0.10028546099999996	0.050903957300000004	0.0097834546	-0.1013563509	-0.0499519282	0.0039536362	-0.1219242616	0.0032250346999999997	0.0759503567	-0.0484234308	-0.0400033843	-0.015203322	0.0083422714	0.11870678900000001	0.0297218131	0.0913581172	-0.1055067496	-0.0210452863	-0.04615955099999999	0.023154270299999998	-0.10257172349999999	0.0537345256	0.0252883842	-0.0586579058	-0.031894265	-0.0508159903	-0.0074928281000000005	-0.0879310042	-0.0911480605	0.013966359499999999	0.0347887749	-0.0397409077	-0.0017043707999999998	-0.0208610721	0.1507492471	-0.0153788984	0.1290105299	0.0631445913	-0.0374322313	-0.0436194187	0.0313361349	-0.013376401699999999	-0.1057636912	-0.0145840494	0.0813241206	0.1937598159	-0.0417386815	-0.0109483191	0.1146746676	-0.0156172879	-0.0822941147	0.0248572687	-0.015821004099999997	-0.0412097644	-0.0374153864	-0.1125539985	-0.0772906369	-0.0262638257	0.10337596980000001	-0.0631054283	-0.0624410861	0.0034252503999999996	-0.067563835	0.043322397699999994	0.0446252372	0.0595421541	-0.055341229000000006	-0.039196099500000005	0.0276447128	0.050193962300000006	-0.0504618055	0.0440480117	0.081353183	0.007956947399999999	0.0291345842	-0.046865358200000005	-0.1280447197	0.0935621624	-0.0334281031	-0.0499554061	-0.0972485826	0.1198669825	0.1143757435	0.10540925529999999	0.013262	0.0038578800000000006	0.00017588064400000006	1.4883238094400007e-05	0.135709	0.05670500000000001	0.0032154570250000005	0.018416932681	-0.00995286	-0.010364881	9.905942217959997e-05	0.00010743075814416097	-0.00102049	0.00031087999999999987	1.0413998401e-06	9.664637439999996e-08	0.0006795530000000001	7.392700000000011e-05	5.465201329000016e-09	4.617922798090001e-07	0.000471259	0.000202347	4.0944308409000015e-08	2.2208504508099998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30806.349609375	200.76953125	40308.404678344734	949031176.2550392	24291.46875	-11.455078125	590075454.0322267	131.21881484985352	23665.611328125	22.869140625	522.9975929260254	560061159.5338783	1.196146	18.009726	0.08066533	0.0133885147	-0.0741627951	0.0756517291	0.049206683099999995	0.0320736351	-0.0027735635	-0.022406290699999998	0.06860639610000001	-0.0963877508	0.0375320167	-0.1881052734	0.0911016601	0.2753121859	0.0285697897	-0.0543457348	0.10230561519999999	0.0508242455	-0.01932461	-0.05619750230000002	-0.1286382669	-0.04268213269999999	0.0039403272	0.0675990183	-0.0306335204	-0.0226243224	-0.0563758305	0.10984261949999999	-0.12637251970000002	-0.0560278091	0.060726539800000014	-0.1566115093	0.150738346	0.0867342775	-0.035762236	-0.137219122	0.1260793955	-0.0117143629	0.039691012799999995	-0.0591066205	-0.0024562412	-0.0796525689	0.1204450381	-0.0044522352	-0.0441323172	0.05903802	-0.047644423899999996	-0.034414662799999995	0.0036618803000000003	0.0059036997	-0.08693377640000001	0.08759977070000001	-0.2054210498	-0.0501683955	-0.0769995216	-0.27094706539999996	0.0628238731	-0.0100841252	-0.1493627788	0.0205076766	-0.0398466347	-0.0609045829	-0.06363433389999999	-0.0112653096	0.0074236038	-0.0370985964	-0.0382387716	0.028456618	-0.1215959012	0.11535631630000001	-0.0292288422	-0.0621025082	0.055709921399999994	0.0862525825	0.1507058266	0.0978597491	-0.07544125	0.1072316907	0.1332566615	-0.018530856499999998	-0.005075796699999999	0.11934271980000001	0.112315068	0.1009072399	0.0110638	-0.002198200000000002	0.00012240767043999998	4.832083240000011e-06	0.116609	-0.01910000000000001	0.00036481000000000013	0.013597658880999995	0.00498372	0.014936579999999996	2.48374650384e-05	0.00022310142209639995	-0.000333588	0.000686902	1.1128095374400001e-07	4.71834357604e-07	0.000589578	-8.997500000000006e-05	8.09550062500001e-09	3.47602218084e-07	0.000359525	-0.000111734	1.2484486756000001e-08	1.2925822562500002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30678.630859375	-127.71875	16312.0791015625	941178391.405796	24309.34375	17.875	590944193.5556642	319.515625	23692.06640625	26.455078125	699.8711585998535	561314010.5981598	1.182885	17.810055	0.07391110000000001	0.06733059549999999	0.0954447266	0.0778287968	0.0024479842000000003	-0.0655233563	0.0412117195	0.056278031	-0.0441998569	0.044782859800000005	0.1375237274	-0.029682302400000006	-0.0540546945	0.0832920242	-0.0094128663	-0.1006146249	-0.0648421293	-0.0400010467	-0.016764063200000002	-0.0041392413	-0.15697382769999998	0.0730576686	-0.08660704890000001	-0.166630855	0.1522869141	0.022881405499999997	0.035281551800000005	0.0005512520999999999	-0.0008775664	-0.0316577568	-0.183687829	-0.0853065858	0.17880133010000002	-0.047191516100000004	0.0593982484	-0.0581167738	-0.027299831899999998	0.025129477	-0.08620542869999999	0.0614818626	0.0610855604	0.094363084	0.06892300559999999	-0.018673921399999998	0.005444654399999999	0.0765201295	0.0093365074	0.0635700257	-0.0465922621	-0.024340002599999997	0.0399808335	-0.051763900599999996	-0.1383121558	0.0470742401	0.09611864869999999	-0.0654345099	0.1099743024	0.0755900005	0.0404074427	-0.0128094123	-0.0419060916	-0.0569554359	-0.1190476175	0.0891928089	0.09342724279999999	0.19072951780000005	0.0971517749	-0.0132154595	-0.0236280498	0.0065634854	-0.0278311369	-0.026853499500000003	-0.1378719406	-0.0324962518	0.20359717289999998	-0.028328495800000002	0.0473059346	0.0350766909	0.0361161227	0.028033145899999997	0.0096287259	0.11875383099999999	0.1100111431	0.0959136145	0.0193381	0.008274299999999998	0.0003739621116099999	6.846404048999997e-05	0.0763914	-0.040217599999999985	0.0016174553497599995	0.005835645993960001	-0.00614238	-0.011126100000000002	3.77288320644e-05	0.00012379010121	-0.000583588	-0.00025	3.40574953744e-07	6.25e-08	0.000553716	-3.5861999999999996e-05	1.2860830440000005e-09	3.06601408656e-07	0.000359525	0.0	0.0	1.2925822562500002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
