onset	duration	trial_type	stop_signal_delay	response_time	response_accuracy	response_hand	sex
0.5421	0.5084	go	n/a	0.844	correct	left	male
4.5504	0.5083	unsuccesful_stop	0.2	0.907	correct	left	male
8.067	0.5084	go	n/a	0.938	correct	left	male
13.067	0.5083	succesful_stop	0.2	n/a	n/a	right	female
16.0836	0.5083	go	n/a	1.086	correct	left	male
21.0835	0.5083	go	n/a	1.155	correct	right	female
24.1001	0.5084	go	n/a	1.053	correct	left	male
28.1084	0.5083	succesful_stop	0.25	n/a	n/a	right	male
33.6083	0.5084	unsuccesful_stop	0.3	0.859	correct	right	female
37.6166	0.5083	go	n/a	1.116	correct	right	female
40.1332	0.5084	go	n/a	1.09	correct	right	female
44.6332	0.5083	go	n/a	1.071	correct	left	male
48.1498	0.5083	succesful_stop	0.35	n/a	n/a	right	male
52.6497	0.5083	go	n/a	1.259	incorrect	left	female
56.1663	0.5084	go	n/a	0.928	correct	left	male
65.6745	0.5084	succesful_stop	0.4	n/a	n/a	right	male
68.1912	0.5083	go	n/a	0.828	correct	right	female
72.1994	0.5084	go	n/a	1.009	correct	left	male
77.6994	0.5083	go	n/a	0.847	correct	right	female
81.2076	0.5084	go	n/a	1.044	correct	right	female
85.2159	0.5084	go	n/a	0.903	correct	left	male
88.7242	0.5083	succesful_stop	0.45	n/a	n/a	right	female
93.7325	0.5083	go	n/a	0.954	correct	right	female
101.749	0.5083	go	n/a	0.931	correct	left	male
104.2657	0.5083	go	n/a	0.983	correct	right	female
108.7656	0.5083	succesful_stop	0.5	n/a	n/a	right	female
113.2739	0.5083	succesful_stop	0.55	n/a	n/a	right	male
117.2821	0.5084	go	n/a	0.929	correct	left	male
121.2904	0.5083	succesful_stop	0.6	n/a	n/a	right	male
124.307	0.5084	go	n/a	1.154	correct	right	female
128.807	0.5083	go	n/a	1.061	correct	left	male
137.8235	0.5083	go	n/a	1.021	correct	left	male
145.3401	0.5083	go	n/a	1.107	correct	right	female
148.3567	0.5083	succesful_stop	0.65	n/a	n/a	right	female
153.3566	0.5083	go	n/a	0.952	correct	left	male
156.8649	0.5083	go	n/a	0.945	correct	left	male
160.3815	0.5083	succesful_stop	0.7	n/a	n/a	right	male
164.3898	0.5083	go	n/a	1.023	correct	right	female
168.8897	0.5084	go	n/a	1.418	correct	right	female
173.398	0.5083	succesful_stop	0.75	n/a	n/a	right	male
176.4146	0.5083	go	n/a	1.164	correct	right	female
180.4229	0.5083	go	n/a	1.099	correct	left	male
189.9311	0.5083	go	n/a	1.072	correct	right	female
193.9394	0.5083	go	n/a	1.145	correct	right	female
197.9476	0.5084	go	n/a	1.165	incorrect	left	female
200.9559	0.5084	go	n/a	0.986	correct	right	female
204.9642	0.5083	unsuccesful_stop	0.8	1.332	incorrect	left	female
209.9725	0.5083	unsuccesful_stop	0.85	1.419	incorrect	left	female
212.9808	0.5083	go	n/a	1.218	correct	left	male
216.4974	0.5083	go	n/a	1.04	correct	left	male
221.4973	0.5083	go	n/a	1.029	correct	right	female
228.5222	0.5083	go	n/a	1.161	correct	right	female
233.0221	0.5084	go	n/a	0.857	correct	left	male
236.5388	0.5083	go	n/a	1.116	correct	right	female
241.0387	0.5083	succesful_stop	0.9	n/a	n/a	right	female
245.047	0.5083	go	n/a	1.416	correct	right	female
249.5552	0.5084	go	n/a	1.121	correct	left	male
253.5635	0.5083	go	n/a	1.046	correct	left	male
261.5801	0.5083	go	n/a	1.117	correct	right	female
265.5883	0.5084	unsuccesful_stop	0.95	0.888	correct	right	female
270.0966	0.5083	go	n/a	1.093	correct	left	male
272.6132	0.5084	go	n/a	1.323	correct	left	male
277.1132	0.5083	go	n/a	1.046	correct	left	male
