name	volume	thickness	area	meancurv
Left-bankssts	2510.0	2.6239999999999997	1005.0	0.084
Left-caudalanteriorcingulate	1322.0	2.695	492.0	0.098
Left-caudalmiddlefrontal	5287.0	2.44	2047.0	0.10300000000000001
Left-cuneus	3581.0	1.854	1841.0	0.129
Left-entorhinal	2717.0	3.3810000000000002	564.0	0.11
Left-fusiform	9908.0	2.767	3179.0	0.128
Left-inferiorparietal	14328.0	2.399	5575.0	0.12300000000000001
Left-inferiortemporal	13091.0	2.84	3970.0	0.11699999999999999
Left-isthmuscingulate	2864.0	2.6430000000000002	1040.0	0.122
Left-lateraloccipital	13497.0	2.153	5749.0	0.138
Left-lateralorbitofrontal	9608.0	3.137	2715.0	0.125
Left-lingual	7476.0	2.049	3370.0	0.133
Left-medialorbitofrontal	6511.0	3.1660000000000004	1841.0	0.129
Left-middletemporal	11259.0	2.839	3302.0	0.136
Left-parahippocampal	2827.0	3.197	777.0	0.09300000000000001
Left-paracentral	3191.0	2.266	1357.0	0.09699999999999999
Left-parsopercularis	5647.0	2.7910000000000004	1820.0	0.11599999999999999
Left-parsorbitalis	3289.0	2.7960000000000003	891.0	0.13699999999999998
Left-parstriangularis	4755.0	2.603	1603.0	0.122
Left-pericalcarine	2348.0	1.6369999999999998	1587.0	0.139
Left-postcentral	11177.0	2.07	4879.0	0.113
Left-posteriorcingulate	3558.0	2.8810000000000002	1189.0	0.11800000000000001
Left-precentral	13814.0	2.57	4896.0	0.099
Left-precuneus	10839.0	2.477	4076.0	0.11900000000000001
Left-rostralanteriorcingulate	2927.0	3.377	784.0	0.115
Left-rostralmiddlefrontal	16480.0	2.6060000000000003	5593.0	0.141
Left-superiorfrontal	26601.0	2.903	7962.0	0.122
Left-superiorparietal	11607.0	2.073	5209.0	0.11
Left-superiortemporal	12060.0	2.946	3651.0	0.105
Left-supramarginal	11886.0	2.583	4195.0	0.124
Left-frontalpole	1294.0	3.1519999999999997	280.0	0.15
Left-temporalpole	2789.0	3.842	504.0	0.129
Left-transversetemporal	841.0	2.665	322.0	0.095
Left-insula	8048.0	3.358	2369.0	0.099
BrainSegVolNotVent	1305197.0	1305197.0	90617.9	1305197.0
eTIV	1606098.295409	1606098.295409	1305197.0	1606098.295409
