onset	duration	trial_type	response_accuracy	response_time	response_hand
8.0366	6	active_change	incorrect	1.2850000000000001	left
20.053	6	active_change	correct	1.2192000000000007	right
26.0612	6	active_nochange	incorrect	1.079900000000002	right
36.0777	6	passive	n/a	0.5780999999999992	right
42.0859	6	active_change	correct	1.9606999999999957	right
52.1024	6	active_nochange	incorrect	1.436	right
60.1189	6	active_change	correct	1.0662999999999982	right
66.1271	6	active_nochange	incorrect	1.1779000000000082	right
72.1353	6	active_change	correct	1.2575999999999965	right
78.1435	6	active_change	correct	0.9102000000000032	right
86.16	6	active_nochange	correct	1.0615000000000094	left
92.1682	6	active_nochange	correct	1.734099999999998	left
100.1847	6	active_nochange	correct	1.0073999999999899	left
106.1929	6	passive	n/a	3.237000000000009	right
112.2011	6	active_change	correct	1.5097000000000094	right
118.2093	6	active_nochange	correct	1.5923999999999978	left
126.22579999999999	6	passive	n/a	1.5947000000000173	right
134.2423	6	active_nochange	correct	1.2309999999999945	left
140.2505	6	active_nochange	correct	1.2866000000000213	left
150.267	6	active_nochange	correct	1.2967999999999904	left
156.2752	6	passive	n/a	4.703399999999988	right
162.2834	6	passive	n/a	1.7880999999999858	right
172.2999	6	active_change	correct	1.5782999999999845	right
180.3164	6	active_change	correct	1.8716000000000008	right
188.3329	6	active_nochange	correct	1.8299000000000092	left
194.3411	6	active_change	correct	1.0865999999999758	right
204.3576	6	passive	n/a	2.264800000000008	right
210.3658	6	active_nochange	correct	1.8674000000000035	left
216.374	6	active_change	correct	1.3241000000000156	right
222.3822	6	active_change	incorrect	2.061700000000002	left
228.3904	6	active_nochange	correct	1.891300000000001	left
238.4069	6	active_change	correct	1.8015999999999792	right
244.4151	6	active_change	correct	1.4372999999999934	right
252.4316	6	active_change	correct	1.357500000000016	right
258.4398	6	active_change	correct	1.5232000000000312	right
264.448	6	active_nochange	correct	1.8468000000000302	left
272.4645	6	passive	n/a	1.6911000000000058	left
280.481	6	passive	n/a	1.579400000000021	left
296.4973	6	active_nochange	correct	1.4116999999999962	left
302.5055	6	active_nochange	correct	1.5523000000000025	left
