onset	duration	trial_type	stop_signal_delay	response_time	response_accuracy	response_hand	sex
0.0223	0.5083	unsuccesful_stop	0.2	0.828	correct	right	female
5.5222	0.5083	succesful_stop	0.2	n/a	n/a	right	female
8.5304	0.5084	succesful_stop	0.25	n/a	n/a	right	male
13.0387	0.5083	go	n/a	0.854	correct	left	male
17.547	0.5083	succesful_stop	0.3	n/a	n/a	right	female
21.0552	0.5084	go	n/a	1.248	correct	left	male
24.0718	0.5084	go	n/a	1.201	correct	right	female
29.5717	0.5084	go	n/a	0.861	correct	left	male
37.5883	0.5083	succesful_stop	0.35	n/a	n/a	right	female
40.1049	0.5083	go	n/a	1.172	correct	left	male
44.1132	0.5083	succesful_stop	0.4	n/a	n/a	right	male
49.6131	0.5083	go	n/a	0.937	correct	left	male
52.6213	0.5084	succesful_stop	0.45	n/a	n/a	right	male
57.6296	0.5083	go	n/a	1.018	incorrect	left	female
60.1462	0.5083	succesful_stop	0.5	n/a	n/a	right	male
64.1545	0.5083	go	n/a	0.936	correct	left	male
68.1627	0.5084	go	n/a	1.323	correct	right	female
72.6627	0.5083	succesful_stop	0.55	n/a	n/a	right	female
76.6709	0.5083	go	n/a	1.021	correct	left	male
80.1875	0.5084	go	n/a	1.064	correct	right	female
84.1958	0.5083	go	n/a	0.954	correct	right	female
88.6957	0.5083	go	n/a	0.806	correct	left	male
93.204	0.5083	succesful_stop	0.6	n/a	n/a	right	male
97.2122	0.5084	succesful_stop	0.65	n/a	n/a	right	male
100.7205	0.5083	go	n/a	1.083	correct	right	female
104.2371	0.5083	succesful_stop	0.7	n/a	n/a	right	male
109.237	0.5083	go	n/a	1.172	correct	right	female
113.2453	0.5083	go	n/a	1.099	correct	right	female
116.7536	0.5083	succesful_stop	0.75	n/a	n/a	right	female
120.2702	0.5083	go	n/a	1.026	correct	left	male
125.2701	0.5083	go	n/a	1.111	incorrect	left	female
129.2783	0.5084	succesful_stop	0.8	n/a	n/a	right	female
133.7866	0.5083	succesful_stop	0.85	n/a	n/a	right	male
137.7948	0.5084	go	n/a	1.272	correct	right	female
140.8031	0.5084	go	n/a	1.169	correct	right	female
148.8197	0.5083	go	n/a	1.454	correct	right	female
152.3363	0.5083	succesful_stop	0.9	n/a	n/a	right	female
156.8362	0.5083	go	n/a	1.184	correct	left	male
161.8444	0.5083	succesful_stop	0.95	n/a	n/a	right	male
164.3611	0.5083	go	n/a	1.251	correct	left	male
168.861	0.5083	go	n/a	1.114	correct	left	male
172.3776	0.5083	unsuccesful_stop	1.0	1.206	correct	left	male
176.3858	0.5084	go	n/a	1.198	correct	left	male
181.3858	0.5083	unsuccesful_stop	1.05	1.172	incorrect	left	female
185.894	0.5083	unsuccesful_stop	1.1	1.247	correct	right	female
189.9023	0.5083	go	n/a	1.169	correct	left	male
192.4189	0.5083	go	n/a	1.187	correct	left	male
197.4188	0.5083	go	n/a	0.98	correct	right	female
201.4271	0.5083	go	n/a	1.042	correct	left	male
205.9353	0.5083	unsuccesful_stop	1.15	0.987	correct	left	male
208.9436	0.5083	unsuccesful_stop	1.2	1.088	correct	right	female
213.9518	0.5084	go	n/a	1.574	correct	left	male
217.4601	0.5083	unsuccesful_stop	1.25	1.174	incorrect	left	female
221.4684	0.5083	go	n/a	1.034	correct	left	male
225.4766	0.5084	go	n/a	1.33	correct	left	male
228.4933	0.5083	go	n/a	1.568	correct	left	male
237.5014	0.5084	unsuccesful_stop	1.3	1.211	correct	right	female
242.0097	0.5083	unsuccesful_stop	1.35	1.257	correct	left	male
245.018	0.5083	go	n/a	1.096	correct	right	female
250.0262	0.5083	go	n/a	1.028	correct	left	male
254.0345	0.5083	go	n/a	1.425	correct	left	male
257.0428	0.5083	unsuccesful_stop	1.4	1.18	incorrect	left	female
262.051	0.5083	go	n/a	0.815	correct	right	female
266.0593	0.5083	go	n/a	1.607	correct	left	male
270.0675	0.5083	go	n/a	0.663	correct	left	male
273.0758	0.5083	go	n/a	0.847	incorrect	left	female
276.5924	0.5083	go	n/a	0.558	correct	left	male
281.5923	0.5083	go	n/a	0.638	correct	right	female
285.6006	0.5083	go	n/a	0.737	correct	left	male
290.1088	0.5084	go	n/a	0.616	correct	right	female
298.1254	0.5083	go	n/a	0.505	correct	right	female
300.642	0.5083	unsuccesful_stop	1.45	0.626	correct	right	female
305.6419	0.5083	unsuccesful_stop	1.5	0.678	correct	right	female
308.6585	0.5083	go	n/a	1.121	correct	right	female
312.6668	0.5083	go	n/a	1.118	correct	right	female
317.1667	0.5083	go	n/a	0.859	correct	right	female
322.1749	0.5084	go	n/a	0.675	correct	right	female
328.6998	0.5084	go	n/a	0.549	correct	right	female
332.7081	0.5083	go	n/a	0.666	correct	left	male
337.708	0.5083	go	n/a	0.745	correct	right	female
342.2163	0.5083	go	n/a	0.492	correct	left	male
346.2245	0.5083	unsuccesful_stop	1.55	0.578	correct	left	male
348.7411	0.5084	go	n/a	0.989	correct	left	male
353.7411	0.5083	go	n/a	0.69	correct	right	female
357.7493	0.5083	go	n/a	0.595	correct	right	female
361.2576	0.5083	go	n/a	0.693	correct	left	male
368.7825	0.5083	go	n/a	0.633	correct	right	female
373.7824	0.5083	go	n/a	0.748	correct	right	female
381.2989	0.5083	unsuccesful_stop	1.6	0.62	correct	left	male
384.8155	0.5083	go	n/a	0.682	correct	left	male
394.3237	0.5083	go	n/a	0.726	correct	left	male
397.8319	0.5084	unsuccesful_stop	1.65	0.717	correct	right	female
400.8486	0.5083	unsuccesful_stop	1.7	0.764	correct	right	female
406.3485	0.5083	go	n/a	1.022	correct	right	female
409.8567	0.5084	unsuccesful_stop	1.75	0.669	correct	left	male
412.8733	0.5084	unsuccesful_stop	1.75	0.866	correct	left	male
421.8815	0.5083	unsuccesful_stop	1.7	0.78	correct	left	male
426.3898	0.5083	go	n/a	1.014	correct	right	female
429.3981	0.5083	unsuccesful_stop	1.65	0.762	correct	left	male
433.4063	0.5083	unsuccesful_stop	1.6	0.827	correct	right	female
