csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	cosine00	cosine01	cosine02	cosine03	cosine04	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19
n/a	n/a	n/a	n/a	27058.34765625	n/a	n/a	732154177.8864899	24567.419921875	n/a	n/a	603558121.6177406	n/a	n/a	n/a	-0.0110769522	0.0238840966	n/a	-0.0070603636	0.09600055689999999	0.0959930115	0.0959804361	0.0959628315	0.0959401986	-0.0177457	n/a	n/a	0.00031490986849	-0.0436754	n/a	0.0019075405651600003	n/a	-0.0114835	n/a	0.00013187077224999995	n/a	-0.00181071	n/a	n/a	3.278670704100001e-06	-0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n/a	n/a	n/a	n/a	27012.130859375	-46.216796875	2135.9923133850093	729655213.5639992	24690.103515625	122.68359375	15051.264175415039	609601211.612278	0.778937	15.665128	0.03442913	0.0405782795	-0.0260724479	n/a	-0.0182888085	0.0959804361	0.0959125386	0.0957994116	0.0956411086	0.0954377042	-0.0105961	0.007149599999999998	5.111678015999999e-05	0.00011227733521	-0.0436744	1.000000000001e-06	0.00190745321536	1.0000000000020003e-12	-0.00890747	0.0025760299999999983	7.934302180090001e-05	6.635930560899991e-06	-0.0013166600000000005	0.0004940499999999996	2.4408540249999964e-07	1.7335935556000011e-06	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n/a	n/a	n/a	n/a	27262.23828125	250.107421875	62553.72247695923	743229636.1036531	24511.181640625	-178.921875	32013.037353515625	600798025.4197121	1.12316	22.587763	0.017154511099999995	-0.0295975547	0.043387725499999995	n/a	0.043403705099999995	0.0959401986	0.0957516603	0.0954377042	0.0949987415	0.09443534710000001	-0.00456488	0.00603122	3.63756146884e-05	2.0838129414400006e-05	-0.0436747	-2.999999999947489e-07	0.00190747942009	8.999999999684935e-14	-6.547890000000001e-05	0.0088419911	4.287486345210001e-09	7.818080661247923e-05	-0.00136228	-4.561999999999947e-05	2.081184399999952e-09	1.8558067984e-06	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n/a	n/a	n/a	n/a	26995.1015625	-267.13671875	71362.0265045166	728735508.3696901	24486.03125	-25.150390625	632.5421485900879	599565726.3759767	0.5585479999999999	11.232903	0.08119224819999997	-0.0036756954	0.014025116499999999	n/a	-0.0218480288	0.09587985289999999	0.09551051140000001	0.0948959959	0.0940378836	0.0929383775	-0.00140351	0.00316137	9.9942602769e-06	1.9698403201e-06	-0.107775	-0.0641003	0.011615450625	0.00410884846009	-8.534209999999999e-05	-1.9863199999999986e-05	7.283274032409999e-09	3.945467142399993e-10	-0.00157382	-0.00021154000000000008	4.474917160000003e-08	2.4769093924000004e-06	-1.3234899999999996e-23	-1.3234899999999996e-23	1.751625780099999e-46	1.751625780099999e-46	6.66743e-05	6.66743e-05	4.44546228049e-09	4.44546228049e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n/a	n/a	n/a	n/a	26691.416015625	-303.685546875	92224.91138076784	712431688.9191628	24375.9375	-110.09375	12120.6337890625	594186329.0039062	1.315276	26.451385	0.1029408029	0.0914718145	-0.044012895	n/a	-0.09595608800000001	0.0957994116	0.0951892942	0.0941753084	0.0927617564	0.09095463570000001	-0.00139588	7.630000000000008e-06	5.82169000000001e-11	1.9484809744e-06	-0.0390563	0.06871870000000001	0.0015253945696900005	0.004722259729689999	-0.0104511	-0.0103657579	0.00010922549121000004	0.00010744893684141244	-0.00116352	0.00041030000000000016	1.6834609000000013e-07	1.3537787904e-06	-0.0	1.3234899999999996e-23	0.0	1.751625780099999e-46	0.0	-6.66743e-05	0.0	4.44546228049e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n/a	n/a	n/a	n/a	27020.486328125	329.0703125	108287.27056884766	730106681.40839	24199.779296875	-176.158203125	31031.712528228763	585629318.0174599	1.6733669999999998	33.652935	0.09135432	-0.059297087199999994	-0.007534104	n/a	-0.014498553300000001	0.0956988917	0.09478827779999999	0.09327700109999999	0.0911746382	0.0884945117	-0.0111672	-0.00977132	9.54786945424e-05	0.00012470635584	-0.0821168	-0.0430605	0.006743168842240001	0.00185420666025	0.0149476	0.025398700000000003	0.00022343074576	0.0006450939616900003	-0.000901044	0.000262476	6.889365057599999e-08	8.118802899359999e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n/a	n/a	n/a	n/a	27087.52734375	67.041015625	4494.497776031494	733734137.5984039	24345.93359375	146.154296875	21361.07849502564	592724482.5512848	0.564283	11.348248	0.06640121	-0.0656792803	-0.0088362124	n/a	0.0027059078000000003	0.0955783141	0.09430779859999999	0.09220276820000001	0.0892818499	0.0855708907	-0.00138745	0.00977975	9.56435100625e-05	1.9250175025e-06	-0.0357626	0.046354200000000005	0.0012789635587599998	0.0021487118576400004	0.0176157	0.0026681000000000014	0.00031031288649000004	7.118757610000007e-06	-0.0008371719999999999	6.387200000000008e-05	4.07963238400001e-09	7.008569575839997e-07	-2.2787899999999998e-23	-2.2787899999999998e-23	5.192883864099998e-46	5.192883864099998e-46	-8.811119999999997e-05	-8.811119999999997e-05	7.763583565439994e-09	7.763583565439994e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n/a	n/a	n/a	n/a	27145.7421875	58.21484375	3388.968032836914	736891318.9102173	24618.19140625	272.2578125	74124.31646728517	606055348.1147614	0.795826	16.004793	0.04548251	-0.023276019	-0.0220008543	n/a	0.0178572239	0.0954377042	0.0937482592	0.09095463570000001	0.08708973730000001	0.0821990853	-0.00142618	-3.873000000000006e-05	1.5000129000000045e-09	2.0339893924e-06	-0.0485623	-0.012799700000000004	0.0023582969812900004	0.00016383232009000012	0.00643163	-0.01118407	4.13658644569e-05	0.00012508342176490006	-0.0008996199999999998	-6.2448e-05	3.899752704e-09	8.093161443999997e-07	-5.29396e-23	-3.0151700000000005e-23	2.80260124816e-45	9.091250128899999e-46	0.000278641	0.0003667522	7.7640806881e-08	1.3450717620484e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n/a	n/a	n/a	n/a	27579.931640625	434.189453125	188520.48120498657	760652629.301548	24466.728515625	-151.462890625	22941.007236480717	598620804.2572975	1.037921	20.873541	0.08740497	-0.083343036	0.0654194141	n/a	0.12548364	0.0952770913	0.09311012869999999	0.0895349577	0.08460564949999999	0.0783967557	-0.00139823	2.794999999999989e-05	7.81202499999994e-10	1.9550471329e-06	-0.0865176	-0.037955300000000004	0.00748529510976	0.0014406047980899993	0.0216131	0.015181469999999997	0.0004671260916099999	0.00023047703136089986	-0.00117642	-0.00027680000000000017	7.661824000000013e-08	1.3839640164000002e-06	-0.000129364	-0.000129364	1.6735044496e-08	1.6735044496e-08	0.0	-0.000278641	0.0	7.7640806881e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n/a	n/a	n/a	n/a	27271.73046875	-308.201171875	94987.96234512328	743747282.7601472	24531.37890625	64.650390625	4179.673007965088	601788551.0420074	1.254736	25.233871	0.04565364	0.0167581378	0.0851384558	n/a	0.050839622599999995	0.09509650929999999	0.09239394210000001	0.0879464117	0.0818379147	0.0741838168	-0.00139588	2.3500000000001384e-06	5.5225000000006514e-12	1.9484809744e-06	-0.0649219	0.021595699999999995	0.004214853099610001	0.0004663742584899998	0.00536221	-0.016250889999999997	2.87532960841e-05	0.0002640914257920999	-0.00120315	-2.6729999999999986e-05	7.144928999999989e-10	1.4475699225e-06	-0.0	0.000129364	0.0	1.6735044496e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
