onset	duration	trial_type	response_accuracy	response_time	response_hand
8.0362	6	active_change	incorrect	1.8824000000000005	left
20.0526	6	active_change	correct	1.8865999999999978	right
26.0608	6	active_nochange	correct	1.6851999999999983	left
36.0773	6	passive	miss	n/a	right
42.0855	6	active_change	correct	1.5510999999999981	right
52.1019	6	active_nochange	incorrect	1.7363999999999962	right
60.118399999999994	6	active_change	incorrect	1.6467000000000098	left
66.1266	6	active_nochange	incorrect	1.3012999999999977	right
72.1348	6	active_change	incorrect	1.4138999999999982	left
78.143	6	active_change	incorrect	1.5245000000000033	left
86.1594	6	active_nochange	incorrect	1.5148999999999972	right
92.1676	6	active_nochange	correct	1.5365000000000038	left
100.1841	6	active_nochange	correct	1.7018000000000058	left
106.1923	6	passive	miss	n/a	right
112.2005	6	active_change	incorrect	1.5309999999999917	left
118.2087	6	active_nochange	incorrect	1.7187000000000126	right
126.2252	6	passive	miss	n/a	left
134.2417	6	active_nochange	incorrect	1.5441999999999894	right
140.2498	6	active_nochange	incorrect	1.7589000000000112	right
150.2663	6	active_nochange	incorrect	1.4560999999999922	right
156.2745	6	passive	miss	n/a	right
162.2827	6	passive	miss	n/a	right
172.2991	6	active_change	incorrect	2.002699999999976	left
180.3156	6	active_change	incorrect	1.698900000000009	left
188.3321	6	active_nochange	incorrect	1.3692000000000064	right
194.3403	6	active_change	incorrect	1.6707999999999856	left
204.3567	6	passive	miss	n/a	left
210.3649	6	active_nochange	incorrect	1.352800000000002	right
216.3731	6	active_change	correct	1.7143000000000086	right
222.3813	6	active_change	incorrect	1.4629999999999939	left
228.3895	6	active_nochange	incorrect	1.3196000000000083	right
238.4059	6	active_change	correct	1.3729999999999905	right
244.4141	6	active_change	incorrect	1.6045000000000016	left
252.43060000000003	6	active_change	incorrect	1.699799999999982	left
258.4388	6	active_change	incorrect	1.426499999999976	left
264.447	6	active_nochange	incorrect	1.389099999999985	right
272.4635	6	passive	miss	n/a	right
280.4799	6	passive	miss	n/a	left
296.4962	6	active_nochange	incorrect	1.2918999999999983	right
302.5044	6	active_nochange	incorrect	1.774500000000046	right
