onset	duration	trial_type	response_time	response_hand	response_accuracy	ori_match	sex	ethn_target	ethn_match	ethn_distractor	emo_match
10.0133	4.9	control	n/a	n/a	miss	vertical	n/a	n/a	n/a	n/a	n/a
15.0214	4.9	control	n/a	n/a	miss	horizontal	n/a	n/a	n/a	n/a	n/a
20.0296	1.373700000000003	control	1.373700000000003	right	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
25.0378	2.5082999999999984	control	2.5082999999999984	left	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
30.046	1.922900000000002	control	1.922900000000002	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
35.0541	1.7456000000000031	control	1.7456000000000031	left	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
40.0624	1.2132000000000005	emotion	1.2132000000000005	right	incorrect	n/a	female	caucasian	caucasian	caucasian	fear
45.0706	1.3078000000000003	emotion	1.3078000000000003	left	incorrect	n/a	male	black	black	black	anger
50.0787	1.2255000000000038	emotion	1.2255000000000038	left	incorrect	n/a	female	caucasian	caucasian	caucasian	anger
55.0869	1.967100000000002	emotion	1.967100000000002	right	incorrect	n/a	male	black	black	black	fear
60.0951	1.453800000000001	emotion	1.453800000000001	right	incorrect	n/a	male	caucasian	caucasian	caucasian	anger
65.1033	1.233399999999989	emotion	1.233399999999989	left	incorrect	n/a	female	asian	black	asian	fear
70.1115	1.4799999999999898	control	1.4799999999999898	left	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
75.1197	1.9106000000000023	control	1.9106000000000023	left	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
80.1279	1.719300000000004	control	1.719300000000004	right	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
85.136	2.867900000000006	control	2.867900000000006	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
90.1442	2.7275000000000063	control	2.7275000000000063	right	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
95.1524	2.235200000000006	control	2.235200000000006	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
100.1606	2.616799999999998	emotion	2.616799999999998	left	incorrect	n/a	female	caucasian	caucasian	caucasian	anger
105.1688	1.6374999999999886	emotion	1.6374999999999886	right	incorrect	n/a	male	black	black	black	anger
110.177	2.8729999999999905	emotion	2.8729999999999905	left	incorrect	n/a	female	caucasian	caucasian	caucasian	fear
115.1852	1.7287000000000035	emotion	1.7287000000000035	left	incorrect	n/a	male	black	black	black	fear
120.1934	1.3314000000000021	emotion	1.3314000000000021	right	incorrect	n/a	male	caucasian	caucasian	caucasian	fear
125.2015	1.7270000000000039	emotion	1.7270000000000039	right	incorrect	n/a	female	asian	black	asian	anger
130.2097	1.933700000000016	control	1.933700000000016	left	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
135.2179	1.7023000000000081	control	1.7023000000000081	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
140.2261	2.308899999999994	control	2.308899999999994	left	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
145.2343	2.532499999999999	control	2.532499999999999	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
150.2425	2.4550999999999874	control	2.4550999999999874	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
155.2507	2.872700000000009	control	2.872700000000009	right	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
160.2588	1.9855000000000018	emotion	1.9855000000000018	right	incorrect	n/a	male	caucasian	caucasian	caucasian	anger
165.267	2.056100000000015	emotion	2.056100000000015	right	incorrect	n/a	female	caucasian	caucasian	caucasian	fear
170.2752	1.841799999999978	emotion	1.841799999999978	left	incorrect	n/a	male	black	black	black	anger
175.2834	1.8463999999999885	emotion	1.8463999999999885	right	incorrect	n/a	female	black	asian	asian	anger
180.2916	1.8910000000000196	emotion	1.8910000000000196	right	correct	n/a	male	caucasian	caucasian	white	fear
185.2998	1.5705999999999847	emotion	1.5705999999999847	left	incorrect	n/a	female	asian	asian	black	fear
190.308	1.8252999999999986	control	1.8252999999999986	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
195.3161	1.2990000000000066	control	1.2990000000000066	left	correct	vertical	n/a	n/a	n/a	n/a	n/a
200.3243	2.1476000000000113	control	2.1476000000000113	right	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
205.3325	2.194199999999995	control	2.194199999999995	left	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
210.3407	2.4598000000000013	control	2.4598000000000013	left	correct	horizontal	n/a	n/a	n/a	n/a	n/a
215.3489	2.2875000000000227	control	2.2875000000000227	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
220.3571	2.0241000000000042	emotion	2.0241000000000042	left	incorrect	n/a	male	caucasian	caucasian	caucasian	fear
225.3653	1.412700000000001	emotion	1.412700000000001	right	incorrect	n/a	female	black	asian	asian	fear
230.3735	1.5334000000000003	emotion	1.5334000000000003	left	incorrect	n/a	male	caucasian	caucasian	caucasian	anger
235.3816	1.4161000000000001	emotion	1.4161000000000001	right	incorrect	n/a	male	black	black	black	fear
240.3898	2.1037000000000035	emotion	2.1037000000000035	right	incorrect	n/a	female	caucasian	caucasian	caucasian	anger
245.398	2.104299999999995	emotion	2.104299999999995	left	incorrect	n/a	female	asian	asian	black	anger
