csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	a_comp_cor_95	a_comp_cor_96	a_comp_cor_97	a_comp_cor_98	a_comp_cor_99	a_comp_cor_100	a_comp_cor_101	a_comp_cor_102	a_comp_cor_103	a_comp_cor_104	a_comp_cor_105	a_comp_cor_106	a_comp_cor_107	a_comp_cor_108	a_comp_cor_109	a_comp_cor_110	a_comp_cor_111	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08
30361.921875	n/a	n/a	921846299.9436038	24675.970703125	n/a	608903530.1414832	n/a	23272.70703125	n/a	541618892.5623932	n/a	n/a	n/a	n/a	0.1232434097	-0.0402686953	0.0690528618	-0.0274669057	0.049920701100000006	-0.0427109984	0.0436616882	0.028306597200000002	-0.0222442507	0.1023699083	-0.052471295700000004	0.0334791964	-0.089306914	0.0435215655	-0.11215542460000001	0.020858503	0.0067264538	-0.0558465055	0.0757242662	-0.006039336899999999	0.0974597464	-0.0442941179	0.045818957800000004	-0.0369898374	0.021013248300000002	-0.008807247399999999	0.044428652199999995	-0.082033247	0.0393066235	-0.10972487410000001	0.0621565151	0.0167232616	-0.0382217341	-0.08399859380000001	0.0109157318	0.1321726667	-0.07148653320000001	-0.1295169569	0.0293782097	-0.0696176793	0.1469201564	-0.0546294692	0.035440399	-0.0298579873	0.0789157337	-0.0924992768	0.09400403199999999	-0.0408004262	0.12892491220000002	-0.0088802216	0.0081374891	-0.0048585605	0.0156952234	-0.010511661399999999	0.0379097477	-0.0989826084	0.0551606151	-0.07427692849999999	0.009183536400000001	-0.0722490375	0.1246779061	-0.048033496200000005	0.0587070318	-0.0661629933	0.06769877690000001	-0.028586472400000007	0.12053907859999999	-0.0460718128	0.0458495925	0.012376855800000001	-0.059817400199999995	0.0700509897	-0.0625087327	0.0792706012	-0.0171445576	0.0336673679	-0.1138289312	0.0110277861	-0.0177137037	0.0449702967	-0.0876401492	0.04434356440000002	-0.0782091058	0.027353668900000003	-0.0625322664	0.0705829458	-0.0232047293	0.0262025118	-0.050448016799999995	0.0781989618	-0.034807644900000004	0.1482746679	0.0669105188	-0.0318919285	-0.0241977909	0.036771562	0.09154020869999999	-0.1706353605	-0.032109940499999996	0.0981486431	-0.0034349284999999996	0.0786222096	-0.0404021675	0.0500543882	-0.027673104900000002	0.0483891695	-0.0517510375	0.0990542224	-0.0196572523	0.14784594339999999	-0.0267146496	0.0370091203	-0.0748135277	0.0049409072	-0.0635260778	0.0154787779	-0.0171101533	0.0920554227	0.09204930539999999	0.0920391102	0.09202483759999999	0.0920064883	0.0919840629	-0.00507877	n/a	2.57939047129e-05	n/a	-8.71363e-05	n/a	n/a	7.59273477769e-09	0.0483017	n/a	0.0023330542228900005	n/a	-0.00117984	n/a	1.3920224256e-06	n/a	0.002	n/a	4e-06	n/a	0.00115626	n/a	1.3369371876000002e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30313.59765625	-48.32421875	2335.230117797852	918914202.8650056	24680.15625	4.185546875	609110112.5244142	17.518802642822266	23272.689453125	-0.017578125	541618074.3815956	0.000308990478515625	1.2354120000000002	17.039062	0.0887028937	0.12387957449999999	0.026866465899999997	0.044946468200000006	0.0011772339	0.0131436688	-0.05178884809999999	0.0772896754	0.0403729175	0.0056416853	-0.0163697707	0.0004559772	0.0999488985	-0.0411990379	-0.0363658636	-0.1004955963	-0.0023184308	0.0044116327	-0.10079201900000001	0.0611628857	0.0106836633	-0.0445819676	0.08582479130000001	0.15423919560000002	-0.0118837005	0.0093619364	0.0343619979	0.0646868952	0.0753754991	-0.0496647512	0.0235343748	-0.04514482349999999	-0.1068876493	-0.0498467323	-0.1330631612	-0.0565776136	-0.0216772689	0.010504595700000001	-0.0704211443	-0.1304965089	-0.0606962838	0.0789473812	-0.0340296277	0.0339750436	-0.0019765093	-0.0025363747	-0.011410284599999999	0.030749834	-0.0767730049	0.0752213333	-0.0363547179	-0.040857099	0.0675451571	-0.0484991964	-0.0009908961999999999	0.0638200123	0.06703575889999999	0.0904391579	-0.0831832654	-0.0558975992	-0.061053585099999995	0.0545098762	-0.0550811109	-0.0022565523000000003	-0.008723756899999999	-0.025385698300000002	0.058580517400000004	0.0479626125	-0.0465836809	0.0721296254	0.043129340700000005	0.0098563907	-0.0089057725	-0.0124893095	0.1228567261	0.0600939037	-0.0245910094	-0.0548698105	-0.0200548544	-0.019987036200000002	0.1000965124	-0.102778325	0.029609707599999997	0.0663283527	-0.1525245362	-0.0224949246	0.022243068799999998	0.0224079797	0.0419784721	-0.059517941399999996	-0.0739416096	-0.0618613351	-0.0363835478	-0.0543354234	0.075271734	0.0563898138	0.0933709897	-0.045154219	0.0359811246	-0.009538216	0.136610907	0.060164225700000004	0.08340328150000001	-0.033624880499999996	0.028889208	0.022843724	0.0330938995	-0.0460256465	-0.0223844684	0.044455429299999995	0.0494786699	-0.0058309199	0.0371827389	-0.0558361346	-0.0461216012	-0.17170882969999998	-0.0645665022	-0.1049236851	0.0920391102	0.0919840629	0.0918923417	0.0917639832	0.0915990387	0.0913975738	-0.0124216	-0.007342830000000002	0.00015429614656000006	5.391715240890002e-05	-0.00670265	-0.0066155137	4.376502151488769e-05	4.49255170225e-05	0.03019	-0.0181117	0.0009114361	0.0003280336768900002	-0.0005347630000000001	0.0006450769999999999	2.8597146616900005e-07	4.161243359289999e-07	0.00151242	-0.00048758	2.2874142564e-06	2.3773425640000004e-07	0.00115626	0.0	1.3369371876000002e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30500.51953125	186.921875	34939.787353515625	930281691.6761627	24709.841796875	29.685546875	610576281.6265907	881.2316932678223	23368.53515625	95.845703125	546088435.3488922	9186.398807525637	1.1902620000000002	16.416349	0.06201390000000001	0.0457116437	0.1008817981	-0.06263277889999999	-0.0389060652	-0.0300911556	0.0269355273	-0.006319040600000001	0.13256583630000002	-0.0490779999	-0.0258575084	-0.0061441822999999994	0.040640975	0.0026886945000000003	0.0440703203	-0.0647009446	-0.0535793933	-0.0103870862	-0.0250541808	0.0095797548	-0.0501415294	-0.041510304	0.0764535918	0.0730631323	0.0724842603	-0.0013951482999999998	-0.0669261067	-0.12206239460000001	0.010530675900000001	0.0251980862	0.0806615019	0.01370199	-0.0528398465	-0.11682434900000001	-0.1473541511	0.057011617800000004	-0.0427853879	-0.0652480257	-0.0873021226	0.10658638529999999	-0.043371948099999995	-0.027968798599999997	0.1196261841	0.09614853279999999	0.0345943046	0.0506814325	0.08057574320000001	-0.0336105808	-0.1985145048	0.0265025928	0.0255885029	0.0742754374	-0.0040373423	-0.0389462766	0.0214848242	0.0123637005	0.0739602778	0.1262414756	0.0155439007	-0.0051030931	0.0099329028	-0.0031494359	0.010530638200000001	-0.0564541146	-0.0280668748	-0.046721131799999996	0.0706981834	-0.0203911307	0.0325113529	-0.014918187099999999	0.13074047490000001	-0.0464504672	-0.0360275268	-0.0104452756	0.0333201369	0.0432899745	0.053172541	-0.049884222400000004	-0.0691356494	0.0010209866	0.0181360175	-0.018324549	0.0650571015	0.0519492607	-0.1034360466	-0.0245735063	-0.0543758934	-0.11983636810000001	-0.0476992392	0.0817159002	0.0015751398000000002	0.049177781600000005	-0.039523795	0.0691558164	0.042035958899999996	0.0922720153	0.15040735019999998	0.0900708524	-0.0122360196	-0.0389303466	0.0523250628	-0.0792064138	-0.0110611848	0.0980020608	0.12599848660000001	0.1025382933	-0.0564591043	0.1115099252	-0.0663983379	0.1883376596	0.036957195400000004	0.0187739814	-0.0008271031	0.0370122283	0.0240693062	-0.0485822891	-0.0291265479	-0.0305090267	0.0920064883	0.0918536241	0.0915990387	0.0912430139	0.0907859439	0.0902283351	-0.0125152	-9.359999999999924e-05	0.00015663023104	8.760959999999858e-09	-0.0207896	-0.014086949999999997	0.00019844216030249996	0.00043220746815999985	0.0253221	-0.0048679000000000005	0.0006412087484099999	2.369645041000001e-05	-0.000795757	-0.000260994	6.33229203049e-07	6.811786803599997e-08	0.00129096	-0.00022145999999999996	1.6665777216000005e-06	4.904453159999997e-08	0.000779405	-0.0003768550000000001	6.074721540250001e-07	1.4201969102500006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30548.388671875	47.869140625	2291.454624176025	933204050.4479408	24682.603515625	-27.23828125	609230916.3095436	741.9239654541016	23359.71875	-8.81640625	545676460.0791017	77.72901916503906	1.166958	16.094934	0.05882345	-0.076924585	0.0987452739	-0.0597452609	0.0056031318	-0.0750801348	-0.0255110977	-0.0070485771	-0.045462284699999994	-0.0578799047	0.031502338399999996	-0.0764296404	0.0767083219	0.0382867269	0.0807613552	-0.053853222699999995	-0.07247377049999999	-0.0348378677	-0.0038338771000000003	-0.0466334483	-0.15902695779999998	0.0863424862	-0.066475939	-0.0256331458	-0.057032607	-0.032407886000000004	0.0657441716	-0.0149673749	0.08832813029999999	-0.0834813584	-0.0036888325	-0.013098413100000001	0.1237530632	0.0170682968	-0.1102576608	0.0729131471	0.0474075792	0.050443452	0.1297465323	0.0092577428	0.062658491	0.0079648727	0.0251141121	-0.061090651100000004	-0.0925035442	0.013445736000000002	0.0079249766	0.08901176570000001	-0.032727218599999996	-0.0209215911	0.0358770394	0.1104771604	-0.0418478116	0.0090155779	0.09547838439999999	-0.0659528039	0.0091344191	0.0056842540000000006	0.09983865230000001	-0.012634122	0.04445021	-0.08664036859999999	-0.0357439046	0.07675735610000001	-0.0436483918	-0.047664421	-0.0988756051	-0.0433740404	-0.0277920173	-0.0053000378	-0.0506244478	-0.0575985128	0.0245578977	-0.09743515400000001	0.039740742999999995	0.0665195561	0.0668260744	-0.04236382	-0.08368801370000001	0.027160215699999997	-0.0181062055	0.08978971460000001	0.15316383279999998	-0.0544649054	0.0973937602	-0.0077431664	0.08233662580000001	0.0636714096	-0.037979367400000005	0.0098504932	-0.08997734140000001	-0.042474157900000004	-0.0404140237	0.09378353140000001	-0.0276630851	-0.0278940928	0.1027111317	-0.0749941194	-0.0157052476	0.0022861767000000002	-0.1171483992	0.0052285951	-0.07035813190000001	-0.005550070799999999	-0.0169238287	-0.0528142146	0.0735965795	-0.0018835246	-0.0093715558	0.009113346500000001	0.122368025	0.08412790699999999	0.007183253000000001	-0.005544393000000001	0.1438558721	0.0451628393	0.014507198700000001	0.1444622394	0.0919575625	0.0916580816	0.0911596689	0.09046340630000001	0.0895708048	0.0884838017	-0.0177973	-0.005282099999999998	0.00031674388729	2.7900580409999976e-05	-0.06862330000000001	-0.04783370000000002	0.002288062855690001	0.004709157302890002	0.0253226	5.000000000039696e-07	0.0006412340707599999	2.5000000000396954e-13	-0.000795757	0.0	6.33229203049e-07	0.0	0.00137754	8.657999999999995e-05	1.8976164516e-06	7.496096399999989e-09	0.0007518419999999999	-2.75630000000002e-05	5.652663929639998e-07	7.597189690000107e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30504.826171875	-43.5625	1897.69140625	930544419.77631	24728.830078125	46.2265625	611515037.0327798	2136.8950805664067	23421.51171875	61.79296875	548567211.1915437	3818.370986938477	1.486753	20.505623	0.11486995	-0.08671553679999999	-0.0084157212	0.0160568901	0.0356002079	0.006171241700000001	-0.0221856613	-0.1094435053	-0.0712586372	0.0504691268	-0.1307513853	-0.029236011099999997	-0.05898341190000001	-0.0396062148	0.0032742986	0.0191810701	0.0134641081	-0.0150750074	0.022023602599999997	-0.027982709300000002	0.0970671786	-0.09830543509999999	-0.08362195730000001	0.0176005545	0.0015627495000000002	0.049986346900000006	0.156452981	0.027265487999999997	-0.06728750309999999	0.0616452415	0.032910302599999997	0.0326662091	0.0423486201	0.0676447186	-0.0346994222	-0.0224099245	-0.0872731475	-0.09285496119999999	0.0330857278	0.1344907693	-0.0057999581000000005	-0.1203118306	-0.0460111705	-0.025320395699999998	-0.0102458636	-0.0641277695	0.0130392352	0.0618533525	-0.0023518829	0.027559087799999996	0.0370347479	-0.0158466677	0.0287181827	0.0875159116	0.052463685999999995	0.0374162559	0.0731844777	-0.0531918121	0.0677415458	-0.0244948743	0.0068283247	-0.0447167602	-0.0051898526	0.0708911934	0.03881058	-0.0901717237	-0.0486547612	0.0301914967	-0.0167097666	-0.1024051017	-0.070581935	0.0997807974	-0.108168871	-0.0273913215	-0.0369004224	-0.07602015849999999	-0.010162038100000001	0.0046071133	-0.006257590899999999	0.026873886899999998	-0.0088288507	0.017851836200000002	-0.1373690706	0.07322201589999999	0.0160206546	-0.019998156200000002	0.0146173103	0.0057372411	-0.0668624713	-0.1761061596	-0.0030391593	0.0745405416	-0.0030553573	0.0302412654	-0.011175553999999999	-0.054786613600000006	0.0107991493	0.0853177168	0.0366568286	-0.0821473692	-0.050278681299999996	-0.11468141119999999	-0.009519944	-0.033161639900000005	-0.1414381967	0.047009127000000005	0.0006796822	0.0623234157	0.0777534142	-0.0102075334	0.00015634780000000001	-0.0491201587	-0.013872473500000001	-0.0891876244	0.0450453006	0.0790257768	-0.064676069	-0.0182920663	0.0918923417	0.0913975738	0.09057493300000001	0.08942737029999999	0.0879590024	0.0861750969	-0.0127158	0.005081499999999999	0.00016169156964	2.582164224999999e-05	-0.0792052	-0.010581899999999993	0.00011197660760999983	0.00627346370704	-0.0027485	-0.0280711	7.554252249999999e-06	0.00078798665521	0.000262292	0.001058049	6.879709326400001e-08	1.1194676864010004e-06	0.00101288	-0.00036466	1.0259258944000002e-06	1.3297691559999994e-07	0.0007518419999999999	0.0	5.652663929639998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30585.076171875	80.25	6440.0625	935446884.4393961	24732.12890625	3.298828125	611678200.2353668	10.882266998291016	23394.833984375	-26.677734375	547318257.1564674	711.7015113830566	1.231192	16.980869000000002	0.2196314	-0.0660469716	0.013469317199999999	0.002251907	-0.0559649822	0.0854968402	0.0200129126	-0.0746459751	0.0473340078	0.011592095	-0.0642967636	-0.14765188529999998	0.0382552729	0.0082168243	-0.1629820683	0.0870001126	0.0285897213	0.0947363758	0.0317685155	0.0880393328	-0.0540203555	-0.0358427531	-0.032845356299999996	-0.025732080499999997	0.10079306380000001	0.1341072321	0.0507905164	0.0750183798	-0.0273761223	0.10789670330000001	-0.0633401805	-0.0328299816	-0.0829698575	0.0811247438	-0.015312073999999997	-0.0016321271	0.0189853438	-0.0385906605	0.0421782935	-0.0813349659	0.07077563099999999	0.0028101996999999996	0.0117325019	0.0169047526	-0.0227626033	-0.023165235699999998	0.0319525463	-0.0051324449	-0.0286583993	0.059766095899999996	0.0499489773	-0.0033776614000000003	0.0648182477	0.007344983199999999	-0.0650293769	-0.131927008	0.022477512400000003	-0.0150023291	0.1002568468	0.08561237099999999	-0.0083109078	0.0340796135	-0.0928340362	0.0332507095	0.1248776843	-0.1473362159	0.0734455881	-0.0022243001000000003	0.0193634743	-0.0832562883	0.0437244903	0.0359934861	-0.0544659674	-0.1419418068	0.0120677676	0.0098825147	-0.148401988	0.1052630376	0.0381652979	-0.074523674	-0.041424536899999996	-0.0616002062	0.0399545388	0.0310451626	0.0382932881	0.0176851935	-0.1347773358	-0.042292004	0.0156606055	-0.1627597376	0.0045924545	0.0439309415	0.095573786	-0.1292603057	0.0433237129	-0.050295593099999994	0.0137424754	-0.0210101935	0.005947577700000001	0.0011778811	-0.0306027438	0.08271333389999999	-0.08453492859999999	-0.0194885839	-0.0263518256	0.031723069799999996	-0.0235484144	0.0345585974	-0.0186729718	0.0412746238	0.0203869681	-0.0501876729	0.0088465848	-0.0694265629	-0.08824556630000001	-0.0323946375	0.10094154050000001	0.0520347468	0.0918108374	0.0910722855	0.0898457633	0.0881378427	0.08595767480000001	0.0833169409	-0.0194566	-0.006740799999999997	0.00037855928355999985	4.5438384639999966e-05	0.0788307	0.15803589999999998	0.024975345688809998	0.006214279262490001	-0.0104387	-0.0076902	0.00010896645769	5.913917604000001e-05	0.000203126	-5.9166000000000036e-05	4.126017187599999e-08	3.5006155560000047e-09	0.0006073890000000001	-0.000405491	3.689213973210001e-07	1.6442295108099998e-07	0.000273209	-0.0004786329999999999	7.4643157681e-08	2.2908954868899984e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30460.046875	-125.029296875	15632.325077056885	927814455.6271973	24730.58984375	-1.5390625	611602074.0197906	2.36871337890625	23364.5546875	-30.279296875	545902415.7451782	916.8358192443848	1.224847	16.893358	0.1951347	-0.0173905037	-0.0055457906	0.0406228082	0.05420788940000002	-0.0759941747	0.0014644398000000002	-0.0302829609	-0.0133362306	0.0214675218	-0.045309143200000006	-0.0514595378	-0.08652565890000001	0.1962462398	-0.0046739206	-0.0125310476	0.0401105856	0.06495649190000001	0.16266349970000002	0.040806109300000004	0.0712666684	0.0031480944	0.06702336519999999	0.0058025357999999996	0.033938506800000004	-0.0260661145	-0.0237354004	-0.0057449576	-0.0578258012	0.0771672141	0.0095889507	0.0681840842	0.0125725366	0.0110138929	0.0330391353	-0.0694510569	-0.0788769984	0.0832332446	-0.0613149484	-0.0685238893	-0.0046730554999999995	-0.018191088600000002	-0.0728914685	-0.0726881235	-0.046363499	0.0852482965	-0.011909459499999999	-0.0562277416	-0.0805588671	0.0796449811	0.0023213357	-0.0423946438	-0.1140874794	-0.021511369	-0.1237749914	0.0393298672	-0.0484830828	8.717680000000001e-05	-0.0110509087	-0.037103062799999996	0.0036970158	-0.0925958718	0.0598713559	-0.0257776575	-0.0476068417	-0.040174758	-0.035846106600000004	0.0064973782	0.003663425	-0.0359175036	-0.0088265689	0.0463580824	-0.0141354238	-0.0244160158	-0.196629285	0.1276904564	-0.0019622076000000003	0.014776491999999999	0.033763053	-0.0499806421	-0.1612447964	-0.0542157183	-0.0637136603	-0.0328598474	-0.0507864881	0.0027251040000000003	-0.0337529768	-0.0263660639	-0.013853818	0.029868560699999998	0.0421716484	0.0449034758	0.028451169100000007	0.0527874291	0.0196588244	-0.0158709635	-0.0679821361	-0.046426797400000004	0.10085309869999999	0.059760950300000004	0.07451232320000001	0.0042157577	0.0055214886999999995	-0.0225274837	-0.0577187259	-0.0099835181	0.0592731733	-0.0527202451	-0.0304165692	0.0967089962	0.0753825801	-0.1043299022	0.09353256189999999	0.0880266063	-0.0563218787	0.05322842269999999	0.0410759111	-0.0800467011	0.0917130639	0.09068244710000001	0.0889733227	0.08659847890000001	0.0835756846	0.07992755730000001	-0.011480400000000002	0.007976199999999996	0.00013179958416000004	6.361976643999993e-05	-0.046335900000000006	-0.12516660000000002	0.015666677755560004	0.0021470156288100005	-0.0304324	-0.019993700000000003	0.00092613096976	0.00039974803969000016	0.00104309	0.0008399639999999999	1.0880367481e-06	7.05539521296e-07	0.0006073890000000001	0.0	3.689213973210001e-07	0.0	0.000273209	0.0	7.4643157681e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30646.248046875	186.201171875	34670.876407623284	939192519.3505899	24729.40625	-1.18359375	611543533.4775392	1.4008941650390625	23392.154296875	27.599609375	547192882.6488075	761.7384376525879	1.249226	17.229591	0.08647852	-0.0296548307	-0.002820608	-0.0480147175	0.074802439	0.0290413307	0.0845170909	0.0287383203	-0.0071178835999999995	-0.0162711025	-0.0230588778	-0.0585165528	-0.09886036390000001	0.0992645506	-0.0440183078	0.0874699748	-0.0279471632	0.011050003300000001	-0.0452013675	0.1101387851	0.043414387900000004	-0.012893545	-0.0712665176	-0.004928478	-0.012790651200000001	-0.13328069	-0.0473785246	0.0932442876	-0.027795524900000004	-0.0414902475	-0.0307056257	-0.0557160585	-0.0746234814	-0.0261643552	0.031366079399999997	0.10260740550000001	-0.0512604137	0.031825104900000005	-0.0261584403	-0.08550774300000001	-0.0057814695	-0.000731799	-0.0042195311999999995	-0.0758796694	0.0397872349	-0.0309041185	0.1361305551	-0.1038780218	0.2007005854	-0.08484890949999999	0.0808100772	0.07252243650000001	-0.0027408734999999997	-0.055033628099999995	0.025082532299999998	-0.0125509407	-0.0588923539	-0.039988148599999995	0.0025472453	-0.029388252799999997	0.1053379683	0.026100808399999998	0.1526176942	-0.10055111480000001	0.0055714814	-0.0371711594	0.0225326318	0.0298301127	0.0783663942	0.0358622641	-0.0061709625	0.0026542654	-0.0188486942	-0.0556198373	-0.1362730624	0.0073803655000000004	-0.050122631200000003	0.0921938392	-0.0293756021	0.0079512934	0.0369262033	-0.10008488630000001	-0.0177850325	0.042740203399999996	0.0682341497	-0.0523201287	-0.0030463521	0.1316889176	0.0549516249	0.0488889237	0.0631987209	-0.0495954197	0.0075571158	-0.11358005869999999	0.0036052484000000003	0.0584233217	0.0458884411	0.052391922800000004	0.0687272427	0.0753180005	0.0202332603	0.0324538546	0.0086185061	0.045424030899999995	-0.0369728848	-0.0634772603	0.0005179762	-0.0079782814	-0.2094806289	-0.10381382730000001	-0.1146293392	-0.0060727696	-0.0831265306	0.0558459586	0.09167917460000001	0.0642683725	0.040899267	0.031091329900000002	0.0915990387	0.0902283351	0.0879590024	0.08481364220000001	0.0808235806	0.0760285566	-0.00624121	0.005239190000000002	3.89527022641e-05	2.7449111856100023e-05	-0.051216	-0.0048800999999999905	2.3815376009999915e-05	0.002623078656	-0.00711264	0.02331976	5.05896477696e-05	0.0005438112064576001	0.0005522880000000001	-0.0004908019999999999	3.050220349440001e-07	2.4088660320399994e-07	3.74016e-05	-0.0005699874	1.3988796825599998e-09	3.2488563615876e-07	0.000273209	0.0	7.4643157681e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30582.94921875	-63.298828125	4006.741641998291	935316782.9166412	24729.669921875	0.263671875	611556574.4448892	0.06952285766601562	23330.203125	-61.951171875	544298377.8537598	3837.947696685791	1.032272	14.237317	0.063783117	-0.017131315	0.050742365	-0.0053152477	0.049658647	0.0788155829	0.07607639990000001	0.015613212	0.025169076000000002	-0.0907134084	-0.0171750762	0.0339087151	-0.0233910046	-0.0136252624	-0.051996762800000006	0.0399856298	-0.0648085368	-0.0439898642	0.0221565517	-0.0078710692	0.063220708	-0.06588746940000001	0.1132544382	-0.032576872400000005	-0.048883477800000005	-0.0412474124	0.1239745247	-0.1207326385	-0.0991537866	0.007060683000000002	-0.0304812509	0.0880912368	-0.024645893399999997	-0.0091816825	0.0171634849	0.0123768855	-0.063317581	-0.0008425838	0.0967248907	-0.03130885	0.1309642916	0.0338507703	-0.010922476100000002	-0.043805114000000006	0.010666450800000001	-0.0007975888000000001	0.0054817889	-0.0096341605	-0.0347077899	-0.04754046940000002	-0.052510761600000004	-0.0546039559	0.0101320722	0.0339427955	0.0245611116	0.0760922022	-0.0272612325	-0.0204426842	0.0652275767	-0.0515366231	0.030759915099999997	0.0740976528	0.1207682641	0.001070834	-0.0274988546	-0.0086807542	-0.07539697719999999	0.0552995182	0.0783394655	0.0172764868	0.0390785202	-0.08704952449999999	-0.046521985700000004	0.0379598335	-0.0247654074	-0.0410119754	-0.0612674759	0.0219817796	-0.0494600503	0.0450672504	-0.0135450651	0.0035797918	-0.0883969507	-0.0003980548	-0.0848528258	0.06114227980000001	0.04430102650000002	-0.0080780527	-0.2194530755	0.0019279020000000002	0.0314760905	9.617930000000001e-05	0.0755764984	0.0018583726	0.057098023399999996	0.0578109077	-0.017156653799999998	-0.0309217103	0.08742149939999999	-0.0502516619	-0.0761276841	-0.0047948022	-0.07907114929999999	-0.0835912481	-0.0089161034	-0.0459607564	-0.0191730428	-0.0119854004	0.0317467185	-0.0079800073	-0.054226164900000005	0.0410699058	0.0058653201	-0.016083340800000002	-0.0387192623	-0.007166106899999998	-0.022869214199999998	-0.0469535149	0.09146878189999999	0.0897102712	0.0868044199	0.0827883921	0.0777135504	0.07164479900000001	-0.000743863	0.005497347	5.53332162769e-07	3.0220824038409003e-05	-0.0512364	-2.0400000000003752e-05	4.1616000000015286e-10	0.00262516868496	0.0177403	0.02485294	0.00031471824408999997	0.0006176686266436	0.000212151	-0.0003401370000000001	4.5008046801e-08	1.1569317876900005e-07	-0.000138214	-0.00017561560000000002	1.9103109796e-08	3.084083896336e-08	0.000425705	0.000152496	1.81224747025e-07	2.3255030016000004e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
