csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	a_comp_cor_95	a_comp_cor_96	a_comp_cor_97	a_comp_cor_98	a_comp_cor_99	a_comp_cor_100	a_comp_cor_101	a_comp_cor_102	a_comp_cor_103	a_comp_cor_104	a_comp_cor_105	a_comp_cor_106	a_comp_cor_107	a_comp_cor_108	a_comp_cor_109	a_comp_cor_110	a_comp_cor_111	a_comp_cor_112	a_comp_cor_113	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41
36819.76953125	n/a	n/a	1355695428.3343658	23780.5390625	n/a	n/a	565514038.1030884	23987.45703125	n/a	n/a	575398094.8260652	n/a	n/a	n/a	0.009271654499999999	-0.0455091943	0.08592115869999999	-0.0549317567	0.0050548940999999995	0.0185132504	-0.0143418946	0.0134676333	-0.022197670699999998	0.0341113506	-0.0707419507	0.09087325730000001	-0.1139085432	0.0679142834	-0.0030314781	0.098419689	-0.0658753725	-0.031965323399999995	0.034205268999999996	-0.0647035425	0.0850783558	-0.001660665	0.010821369099999999	-0.0126324982	0.0221579873	-0.056332808399999997	0.005838632	-0.11832445609999999	-0.0522859729	0.0501306757	-0.1038872415	0.08460419029999999	-0.022728549100000002	-0.0905155818	0.0270720254	0.0600539712	-0.024253794199999998	-0.0285443187	0.0340000055	-0.11429612609999999	0.11093779349999999	-0.0328383847	0.0191211598	-0.036916535	0.0655435452	-0.024876212400000004	0.0492880009	-0.1504467108	0.0812989507	-0.0231548467	0.028447771099999998	-0.0484820144	0.015847541	-0.043986230599999995	0.0735773961	-0.022647999300000003	-0.0368106164	0.038163381600000004	-0.0343405861	0.0208181731	-0.0345756595	0.0123443204	-0.0425415196	0.1562258475	-0.0840870483	0.0196142252	-0.008882257099999999	-0.012729546999999999	0.0005571582	0.0125548295	-0.0025753432	0.13521808529999998	-0.0112890981	0.10136965490000001	-0.07796477980000001	0.0140508498	-0.0397804586	0.0291374906	-0.08363371019999999	0.0874575059	-0.09829701099999999	0.0215587666	-0.026571036200000002	0.031071775299999996	-0.1374075949	0.043815935800000004	-0.0028602308000000003	0.0972936108	-0.026088429700000002	0.0739060871	-0.0089209392	0.0502521391	0.1274007113	-0.0204913472	-0.0650860479	0.0028202388	0.018341095800000002	-0.0564175414	0.0571133139	-0.0041963716	0.0788193554	-0.0065956152	0.0456551862	-0.022476593599999997	0.025254239700000004	-0.0668149316	0.0644180229	-0.0563702017	0.0445408608	-0.10774936939999999	0.0026474221	-0.1091682484	0.00030775240000000003	-0.06446304309999999	0.0600293076	-0.021050569900000003	0.027443764	-0.0283161804	-0.0415687947	0.0920554227	0.09204930539999999	0.0920391102	0.09202483759999999	0.0920064883	0.0919840629	-1.94132e-05	n/a	n/a	3.7687233424e-10	-4.36587e-06	n/a	n/a	1.9060820856899995e-11	-0.00991113	n/a	n/a	9.82304978769e-05	-2.64698e-23	n/a	7.0065031204e-46	n/a	0.000410583	n/a	1.6857839988900002e-07	n/a	0.0003971480000000001	n/a	1.5772653390400006e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36943.76953125	124.0	15376.0	1364842107.1781158	23778.1015625	-2.4375	5.94140625	565398113.9165651	24005.30859375	17.8515625	318.67828369140625	576254840.6811676	1.2217129999999998	17.135748	0.04908603353	-0.093779501	-0.0516450163	0.0687305455	-0.0436642087	0.0129413643	-0.0426141158	-0.0779768283	0.0367747431	-0.0790200867	0.0363587669	-0.0630042824	-0.0403545202	0.10928345789999999	0.048997596399999996	-0.0621422013	0.055515472	0.0678938305	-0.0260308939	0.0212484972	-0.0090267984	-0.0778405168	-0.1557837858	-0.0416716361	-0.00530119	-0.0100990561	-0.0303798435	0.0354035753	-0.0580212337	-0.1441946435	-0.0829559769	0.0567070066	0.0960089983	7.43886e-05	0.049162104500000005	0.166000705	0.0172691872	0.015701803700000003	-0.0512469526	0.022113402999999997	-0.0617281518	0.13461309470000002	0.0621348313	-0.0437066472	-0.0108829045	0.060615320599999994	-0.1004986732	-0.0179067347	0.0876693651	0.0425630272	-0.0011461874	0.0234443126	-0.1047831706	0.0002905007	-0.0073292393	0.0225646593	-0.11056073890000001	0.0630049463	0.028332457400000007	-0.07823165160000001	0.0041398398	-0.0315549987	0.0906911393	-0.0417898395	0.1926601742	0.0826996075	0.055850826	0.1481877874	-0.053279105199999996	-0.0191101878	0.06812725879999999	0.0247752625	-0.0550112679	-0.12264963640000001	-0.0376783849	-0.1523673279	0.0050491887	0.05847509610000001	-0.0175270823	-0.0030882088	0.0412301255	0.0594260276	-0.017690472	0.11440667130000001	0.0283075098	0.02202718	0.0410381208	-0.0420107729	0.1393943204	0.0066693256000000005	-0.0067920037	0.1390448741	0.0428843374	-0.066809644	0.0374547871	-0.0502025337	-0.0221063044	0.0426560507	-0.021304206099999997	0.1467120401	-0.0143601592	0.047371489800000006	-0.0300075227	-0.0100286962	0.12128487439999999	0.0521054413	-0.1084002593	-0.0789327968	-0.018313303	0.08838143890000001	-0.021087719100000003	0.0082715226	-0.032746684399999997	-0.0726469475	0.0613862125	0.020277917700000002	0.0613794199	0.0799747746	-0.014904227800000001	0.0588095312	0.0920391102	0.0919840629	0.0918923417	0.0917639832	0.0915990387	0.0913975738	-1.11838e-05	8.229399999999996e-06	6.772302435999996e-11	1.2507738244000006e-10	-0.025848900000000005	-0.02584453413000001	0.0006679399443967353	0.0006681656312100003	-0.013906300000000005	-0.0039951700000000045	1.5961383328900033e-05	0.00019338517969000012	-6.617449999999998e-24	1.9852349999999998e-23	4.379064450249998e-47	3.9411580052249985e-46	0.000288235	-0.000122348	8.307941522500002e-08	1.4969033103999996e-08	0.000134734	-0.0002624140000000001	1.8153250756e-08	6.886110739600005e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36874.6171875	-69.15234375	4782.046646118164	1359737392.7246704	23788.724609375	10.623046875	112.84912490844728	565903418.5406837	24029.060546875	23.751953125	564.1552772521973	577395750.7653848	1.088509	15.267425	0.06229597605999999	0.0172357865	-0.1115903282	0.07160891559999999	-0.16006796410000002	0.0928997644	0.0718663306	-0.0565857001	-0.044597261299999996	-0.054111385	-0.0001313168	0.0167026696	-0.10838731630000001	-0.09497769240000001	-0.10326403630000001	-0.049914155	0.0781304921	-0.1333884874	-0.010790576100000001	0.0434563954	0.0084835454	0.0689495901	-0.036410969700000004	0.04643045269999999	0.0016633292000000001	0.012072025	-0.0730055154	0.0643159525	0.09884329289999999	-0.1069426909	0.0738369145	-0.0947884658	-0.00900567	0.1159916194	0.1128955521	0.0410487662	0.0005497814	-0.053000510300000005	0.09208216970000001	0.028864312200000002	-0.042613276799999995	0.017551919699999998	-0.029261810699999998	-0.0105781452	0.1152494871	-0.0154688645	-0.0362955806	0.08889596400000001	0.019334133400000002	0.0623834616	-0.0416396918	-0.0038276691999999998	0.0454999422	-0.1076670617	0.051479997400000005	0.0738409402	0.043221370499999995	-0.0732158406	0.09059397289999999	0.0821842966	-0.033590444	-0.0889825433	0.1173859803	-0.11706234550000001	0.0543944356	0.0189023952	-0.0364767568	0.0749025969	-0.07333138980000001	0.0038411585999999997	0.0705850194	-0.0524234968	-0.07340031179999999	0.009716731	0.1512977452	0.062148782199999995	-0.059950165599999994	0.012070191999999999	0.0187899479	-0.0420216213	0.0438566355	-0.0545466978	0.0247336928	-0.0201527207	0.0368263795	-0.0174954922	0.10296435	0.0768120801	0.0612647625	-0.1315025943	-0.08517695460000001	-0.1436050591	0.0297589744	-0.0052486164	0.056930553099999996	-0.0270014339	-0.1336706512	0.0508050439	-0.023622487299999998	0.0191887239	0.0693790821	0.0820414609	-0.0411076645	0.0558209808	0.007165664	-0.06858129339999999	0.0380052924	-0.1015453322	0.0269048823	-0.063234414	0.020959035	-0.0576851663	-0.0617924996	0.0186404028	-0.0792124451	0.009271448100000001	-0.0695449527	-0.037638046800000005	-0.09907931019999999	-0.0368991257	0.0920064883	0.0918536241	0.0915990387	0.0912430139	0.0907859439	0.0902283351	-1.52471e-05	-4.063299999999999e-06	1.651040688999999e-11	2.3247405841e-10	-0.00300016	0.02284874000000001	0.0005220649195876003	9.0009600256e-06	-7.12224e-06	0.013899177760000004	0.00019318714240407876	5.072630261759999e-11	-0.000135013	-0.000135013	1.8228510169e-08	1.8228510169e-08	4.71021e-05	-0.00024113290000000006	2.21860782441e-09	5.8145075462410006e-08	0.0	-0.000134734	0.0	1.8153250756e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36955.36328125	80.74609375	6519.931655883789	1365698875.2491608	23812.0546875	23.330078125	544.2925453186035	567013948.4404907	24033.81640625	4.755859375	22.61819839477539	577624331.0493318	1.270915	17.825848	0.05758686585999999	-0.1303376538	-0.0176042385	0.091712204	-0.0843311342	0.0522683984	-0.09001990730000001	-0.0285612513	-0.024483600299999998	0.0011600153	0.0778943461	-0.013475565600000001	0.0579390424	-0.0847708342	-0.0208450923	-0.0665110417	0.0086390328	-0.0536564854	-0.06381986070000001	0.1045875997	-0.0821335292	0.070769634	0.09161425949999999	-0.0537865404	0.015644713799999998	0.0131311706	-0.025056091000000003	-0.125692102	0.0466791378	0.1435736974	0.0032218951000000003	-0.06568944809999999	-0.017503727	-0.0145017527	-0.0226010202	-0.09979220050000001	-0.0112354636	0.13544521939999998	0.1298860378	0.0231006818	-0.034718497	0.08455065710000001	-0.0063834766	0.120330575	-0.032264091200000004	-0.0384086731	-0.11066757460000001	0.0138046921	0.11861881210000001	-0.027083162200000004	0.0627717838	-0.0926582879	0.0080861158	-0.1540588494	-0.06430371730000001	0.0256507231	0.0161330862	0.0856554813	0.053894333499999995	-0.0535887919	-0.056258595599999996	-0.0527465625	0.0050162503	-0.1124733015	0.06632505129999999	-0.0269021796	-0.0708441681	-0.10087033150000001	0.0314235027	-0.08076862139999999	-0.0156601257	0.0013217220000000002	0.0392933379	0.0463707231	0.1026850757	-0.024056927000000002	-0.0193205449	0.0543351589	0.0351794483	-0.11343677279999999	0.16543111970000002	-0.0382393844	0.0238813865	-0.024318822900000002	-0.0517839981	-0.06350236669999999	0.0324417412	0.0298590564	-0.19957323329999999	0.0233385462	0.0036311634000000003	-0.0185491228	0.0167748065	0.0552794539	-0.007846401	-0.1016150617	0.1277949942	0.09000829910000001	0.10259016550000001	-0.07693571860000001	0.11251273380000001	-0.0266447473	0.089184151	0.0316494855	0.024311947	-0.0392389884	-0.0516035059	-0.08726814349999999	0.0725571668	0.0603679034	0.0241266334	-0.0683467009	0.0546765896	0.0391354519	0.0391093141	-0.1579116384	-0.0874049401	-0.0284061996	-0.0527599916	-0.06819493139999999	0.0919575625	0.0916580816	0.0911596689	0.09046340630000001	0.0895708048	0.0884838017	-2.73802e-05	-1.21331e-05	1.4721211561000001e-10	7.4967535204e-10	-0.016172100000000002	-0.013171940000000002	0.00017350000336360005	0.00026153681841000007	-0.013815	-0.013807877759999998	0.00019065748823510263	0.00019085422500000004	0.000242207	0.00037722	5.866423084900001e-08	1.422949284e-07	-4.302020000000001e-05	-9.01223e-05	1.8507376080400006e-09	8.122028957290002e-09	0.000144556	0.000144556	2.0896437136e-08	2.0896437136e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36946.609375	-8.75390625	76.63087463378906	1365051944.3088381	23773.517578125	-38.537109375	1485.108798980713	565180138.0374184	23986.837890625	-46.978515625	2206.980930328369	575368391.9911232	1.214852	17.039513	0.07068985820000001	-0.0545803297	0.141233045	-0.0342671444	-0.0181255727	-0.0440671059	-0.0958319587	0.046901445199999996	0.0468421068	0.0709651343	-0.0717053433	-0.0051128768	0.0041633818	0.1198931177	-0.0778590923	-0.0281503221	-0.06483332480000001	0.0334313914	0.018071746399999998	-0.043409246799999995	0.0200027371	0.0175891743	0.0185311931	0.10018155	0.09498683390000001	-0.1547917328	0.061897830099999995	0.0493608716	-0.08250489059999999	0.0081838212	0.0044861936	-0.0084107119	0.080188897	0.1241064808	-0.027979402200000003	0.1249234473	-0.1361530883	0.0237106994	0.06279492490000001	0.07717913650000001	0.0020288217000000003	-0.0377137192	-0.036657399199999996	0.11251090720000001	-0.047596918499999995	0.1515815794	0.0017008871	-0.0086789411	-0.0385968612	-0.06012996740000001	-0.0171991196	-0.0298591057	0.0362825374	-0.08417230839999999	-0.0501618733	-0.0062929806	-0.0574158829	0.1096480329	-0.0976019652	0.0242364225	-0.0334251343	-0.008830779	0.006765191899999999	0.08174321080000001	0.053050558600000006	0.009185804399999999	0.14135693	0.0195538602	0.0599162055	-0.0132894382	-0.0399261685	-0.0239130133	-0.0158138707	0.0089000487	-0.1194397416	0.053613927	-0.0100431697	0.1122225641	0.012666219199999999	0.0180150032	-0.0543836523	0.0061315584	0.0071184241	0.031636715499999996	0.06648345509999999	-0.021918900699999997	-0.1213837658	-0.0872615617	0.020077658	-0.015728949	0.0101554226	-0.07531390519999999	0.1030900717	-0.0301795452	0.17079626609999998	0.0044636418	0.0911945817	0.2210920425	-0.08889313439999999	-0.054026406799999996	-0.031750717799999995	-0.048240785999999994	-0.0231398388	0.061164501600000004	0.0766907415	0.1009239208	0.0286403709	0.10069774869999999	0.0017612745000000001	0.0310694814	-0.0247253327	-0.0538476209	-0.0245740302	-0.0541020946	0.0536855017	-0.018642457299999998	-0.0126155397	-0.0774946141	-0.0485424932	-0.0573615325	0.0918923417	0.0913975738	0.09057493300000001	0.08942737029999999	0.0879590024	0.0861750969	-1.9022e-05	8.358199999999997e-06	6.985950723999995e-11	3.6183648400000013e-10	0.0225833	0.0387554	0.0015019810291600007	0.00051000543889	-0.0106711	0.0031439000000000016	9.884107210000011e-06	0.00011387237521	-0.000188881	-0.00043108800000000004	3.5676032160999984e-08	1.85836863744e-07	-4.302020000000001e-05	0.0	1.8507376080400006e-09	0.0	0.0	-0.000144556	0.0	2.0896437136e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36766.69140625	-179.91796875	32370.475479125977	1351789596.9624176	23758.2734375	-15.244140625	232.3838233947754	564455556.7310182	23963.517578125	-23.3203125	543.8369750976561	574250174.7171059	1.512725	21.217474	0.07082845220000003	0.09859839199999999	0.0765981983	-0.0520235451	0.0160255234	0.0301388141	0.060834153499999995	0.1436079743	0.0209553921	0.10253975900000001	-0.0176936298	-0.0547167764	-0.0161518839	0.0341560223	-0.0245786333	0.0876058549	0.0512648069	-0.0312077653	-0.0532659493	0.0030891502	0.0106349025	0.0081579978	0.0913097792	0.0174997801	-0.057903523099999986	-0.0157052591	0.184690808	-0.0799989166	0.1520854236	-0.0606776301	-0.046144360999999995	0.0466654036	-0.0287128687	-0.0045008938	0.0153399321	-0.003950415200000001	0.0192567404	0.0833477857	0.0090156234	0.0930473546	-0.0141882188	-0.014477081000000001	0.0866913821	0.0139469504	-0.07501578240000001	0.006819738499999999	0.0361973321	0.016872143	0.0379636816	-0.0315718367	0.0104968096	-0.037848341	-0.0339960422	-0.0144499251	-0.0369348521	-0.0259084596	0.0655243223	-0.0669412714	-0.0922382233	0.0679499888	0.055219942800000005	0.0026308378000000003	-0.0169256144	-0.0109960919	0.07010861389999999	-0.0700140057	-0.1048482141	-0.0467805788	0.0920050115	0.07426376950000001	-0.0701108196	-0.10945167970000001	0.0267844808	-0.0244184458	-0.0625743043	0.0618585122	0.06427963019999999	-0.0566387467	-0.0112432293	-0.022086101099999998	-0.0162718593	-0.0444543552	-0.0201908841	-0.050339843700000005	-0.0187674616	0.0045207317	-0.10545813429999999	-0.0312283215	-0.1530958859	-0.08430498060000001	-0.1769106704	0.1379878913	-0.046510093499999995	-0.0251450639	0.047643574400000006	-0.0664888782	0.021164053500000002	0.027346901899999998	0.0282320689	0.06567298	0.0223083874	-0.030102361400000006	0.057477738	0.007878969100000001	0.060547684000000004	-0.0591674674	0.0317731362	0.0135023367	0.0242256164	0.0244325784	-0.023046156600000003	0.1119962641	0.0290478635	-0.0240425615	-0.0641200648	-0.06339009849999999	-0.07172437	-0.06618714740000001	0.05290848099999999	-0.0170591678	0.0918108374	0.0910722855	0.0898457633	0.0881378427	0.08595767480000001	0.0833169409	-1.69398e-05	2.082200000000002e-06	4.335556840000009e-12	2.8695682404e-10	-0.00931073	-0.031894030000000004	0.0010172291496409003	8.668969313289999e-05	-0.00266495	0.00800615	6.40984378225e-05	7.101958502500001e-06	0.000355881	0.000544762	1.26651286161e-07	2.96765636644e-07	-0.000116782	-7.37618e-05	1.3638035524000001e-08	5.440803139240001e-09	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36816.33984375	49.6484375	2464.9673461914067	1355442879.4904938	23778.01953125	19.74609375	389.90821838378906	565394212.8285066	24020.685546875	57.16796875	3268.176651000977	576993334.1418495	1.549063	21.727154	0.0624424418	0.0669444306	0.0447331531	0.0483249195	0.008323304200000001	-0.0166918145	0.059919282000000004	-0.0027216705	-0.0260236256	0.0723644969	-0.0368486514	-0.017092546299999997	-0.0362013795	-0.002314182	-0.0158630604	-0.0082493324	-0.0885165863	-0.1167247119	-0.0347909663	0.1177093727	0.04233913809999999	0.033580648500000004	-0.038864533799999997	-0.0729134633	-0.0408223949	0.0043761538	0.0791682168	0.0179881766	-0.022909645699999998	0.106263115	0.0380366682	0.1180704934	0.0832992335	0.0382194687	-0.0240771236	-0.0480624602	-0.0246900356	-0.0031257983	-0.098088947	-0.0790662233	0.08319668849999999	-0.061276712000000004	0.0763140338	-0.0139401318	-0.058496611500000004	-0.11926356630000001	0.0169033943	0.1357512987	0.0703761743	-0.11405851619999999	-0.0524477811	-0.1265126447	-0.0722573665	-0.0865056074	0.00992459	-0.1550169232	-0.043592106900000004	-0.0722615412	-0.0655940565	-0.020340028200000002	-0.0056196505	-0.0112967055	0.0328200468	-0.0332684139	-0.0234076637	-0.023052299100000003	-0.044511462300000006	-0.0498581369	-0.0132276483	-0.0041596211	-0.041627247799999996	-0.0529636038	0.0044751663	0.0119950544	-0.044236335700000004	0.12278160810000001	-0.08267384030000001	0.0114273891	0.0403266713	0.0138626609	0.10600786220000001	0.0091002862	0.1192777284	-0.018364082	-0.0230773324	0.0199202701	-0.025106547400000002	-0.0220106551	0.025700793399999998	0.1491112316	-0.1124207492	0.0389086039	-0.006150343000000001	0.0291898581	-0.0509826401	0.0732523958	-0.0004789573	-0.0459727604	0.006261907099999999	0.0484959074	0.07638771559999999	-0.1274665435	0.14315228359999999	-0.0214231096	0.0464355207	-0.0419245886	0.16685134529999998	0.021356673700000002	0.014170755600000001	0.1029796551	-0.0007245295	-0.0355683077	0.006045619300000001	0.07924530610000001	-0.0720515808	-0.0696881645	0.10713834609999999	0.0734774742	0.0693303114	0.1001285019	0.0917130639	0.09068244710000001	0.0889733227	0.08659847890000001	0.0835756846	0.07992755730000001	-2.64216e-05	-9.481799999999996e-06	8.990453123999996e-11	6.981009465599997e-10	-0.0380737	-0.028762969999999995	0.0008273084432208997	0.0014496066316899993	-0.0248949	-0.02222995	0.0004941706770025001	0.00061975604601	0.000399317	4.343599999999994e-05	1.5945406648899995e-07	1.8866860959999947e-09	-4.302020000000001e-05	7.37618e-05	1.8507376080400006e-09	5.440803139240001e-09	0.000111603	0.000111603	1.2455229608999998e-08	1.2455229608999998e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36786.42578125	-29.9140625	894.8511352539062	1353241121.759415	23760.9375	-17.08203125	291.79579162597656	564582150.8789062	24017.544921875	-3.140625	9.863525390625	576842464.0742836	1.316045	18.458841	0.08858019389999999	0.0546518479	-0.0450563409	0.036851812000000005	-0.0223890762	-0.0616100579	0.1015285903	0.0201104247	-0.0571638603	-0.051789141399999995	0.0142935546	-0.0503969688	-0.01233888	0.0061360057	-0.09111273880000001	-0.0731679132	-0.0232617094	-0.013111183700000001	0.0720506092	-0.0101592896	0.0784813315	-0.031800149300000004	0.0291977479	0.07325023530000001	-0.0590746437	0.0004586572	-0.10112379029999999	0.0233153554	0.0350747765	0.025708012599999996	-0.0695721255	0.0030904175	-0.131513952	-0.0385006217	0.0866723153	0.0035412123	0.0054172787	0.006041415	0.06187260400000001	-0.023629933399999997	-0.0010616789999999998	0.0548448891	-0.0589004333	0.07010574809999999	-0.0183244204	-0.101674349	-0.0442067512	-0.0647387898	0.022685501400000002	-0.0741015203	-0.0792120427	0.1281575551	-0.0123542645	-0.0397695676	-0.1003745684	0.00762814	-0.0041336539	-0.0765829682	0.0156867324	-0.014084681299999999	0.0059900168	0.0434464892	0.0504013196	0.053009359299999996	-0.046383695	-0.021760260899999998	-0.010462630799999999	-0.012911437	-0.0269412263	0.066780455	0.0661333515	-0.1281855858	-0.05793177	0.0597582253	0.0516289054	0.016812616000000002	-0.0386953576	0.0079780688	0.0097621427	0.0785558258	-0.0329368317	0.053096079500000004	-0.0398158038	-0.0808364386	0.0196848836	0.0438912468	0.0746670811	0.0172336509	-0.0496037295	-0.0313122957	0.0673406568	-0.0318134936	0.0092202495	-0.1568859497	-0.06442772570000001	-0.0355163475	-0.0051180478	0.0164467662	0.0771230925	-0.1149257115	0.013587355800000001	0.0417342286	0.0057495151	0.0053539303	-0.0324574448	-0.055244534500000005	-0.0380874626	0.010684003899999999	0.0134341796	0.1383567069	-0.0175224029	-0.0629961104	0.044831253499999994	-0.0388997152	-0.0703174572	0.0166057746	-0.006115189399999999	-0.084178583	0.1277600823	0.08614150949999999	0.0915990387	0.0902283351	0.0879590024	0.08481364220000001	0.0808235806	0.0760285566	-1.95937e-05	6.8279e-06	4.6620218409999986e-11	3.8391307969e-10	0.020845500000000003	0.0589192	0.00347147212864	0.00043453487025000014	-0.0248785	1.6399999999999748e-05	2.689599999999917e-10	0.0006189397622500001	-3.34112e-06	-0.00040265811999999987	1.1163082854400001e-11	1.6213356160193437e-07	9.63e-05	0.0001393202	9.27369e-09	1.941011812804e-08	0.00016238	5.077700000000001e-05	2.63672644e-08	2.578303729000001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
