name	volume	thickness	area	meancurv
Left-G&S_frontomargin	2250.0	2.477	795.0	0.16699999999999998
Left-G&S_occipital_inf	1650.0	2.041	727.0	0.132
Left-G&S_paracentral	2720.0	2.255	998.0	0.114
Left-G&S_subcentral	2423.0	2.648	859.0	0.14
Left-G&S_transv_frontopol	1420.0	2.616	429.0	0.168
Left-G&S_cingul-Ant	3949.0	2.855	1323.0	0.127
Left-G&S_cingul-Mid-Ant	2260.0	2.924	706.0	0.11800000000000001
Left-G&S_cingul-Mid-Post	1966.0	2.6319999999999997	734.0	0.109
Left-G_cingul-Post-dorsal	1729.0	2.984	445.0	0.14800000000000002
Left-G_cingul-Post-ventral	595.0	2.972	171.0	0.141
Left-G_cuneus	2283.0	1.95	1032.0	0.157
Left-G_front_inf-Opercular	2625.0	2.727	738.0	0.12300000000000001
Left-G_front_inf-Orbital	1182.0	3.12	280.0	0.162
Left-G_front_inf-Triangul	2478.0	2.924	660.0	0.15
Left-G_front_middle	8414.0	2.593	2482.0	0.149
Left-G_front_sup	14780.0	2.943	4016.0	0.134
Left-G_Ins_lg&S_cent_ins	1228.0	3.54	325.0	0.159
Left-G_insular_short	1830.0	3.843	339.0	0.121
Left-G_occipital_middle	3698.0	2.443	1170.0	0.152
Left-G_occipital_sup	1695.0	2.042	717.0	0.14300000000000002
Left-G_oc-temp_lat-fusifor	4140.0	2.824	1123.0	0.147
Left-G_oc-temp_med-Lingual	3235.0	2.024	1364.0	0.158
Left-G_oc-temp_med-Parahip	4103.0	3.159	921.0	0.122
Left-G_orbital	5208.0	2.908	1280.0	0.151
Left-G_pariet_inf-Angular	5953.0	2.8310000000000004	1698.0	0.15
Left-G_pariet_inf-Supramar	5727.0	2.826	1630.0	0.145
Left-G_parietal_sup	4573.0	2.294	1581.0	0.138
Left-G_postcentral	3106.0	2.151	1217.0	0.147
Left-G_precentral	5384.0	2.85	1484.0	0.12
Left-G_precuneus	5797.0	2.4619999999999997	1966.0	0.147
Left-G_rectus	2089.0	2.7089999999999996	544.0	0.121
Left-G_subcallosal	1487.0	2.4419999999999997	582.0	0.10300000000000001
Left-G_temp_sup-G_T_transv	759.0	2.509	258.0	0.132
Left-G_temp_sup-Lateral	4931.0	3.0260000000000002	1131.0	0.151
Left-G_temp_sup-Plan_polar	1895.0	3.3160000000000003	483.0	0.048
Left-G_temp_sup-Plan_tempo	1774.0	2.7910000000000004	559.0	0.10099999999999999
Left-G_temporal_inf	6564.0	2.818	1714.0	0.147
Left-G_temporal_middle	6775.0	2.972	1610.0	0.16
Left-Lat_Fis-ant-Horizont	576.0	3.096	198.0	0.127
Left-Lat_Fis-ant-Vertical	269.0	2.121	137.0	0.098
Left-Lat_Fis-post	1415.0	2.6069999999999998	660.0	0.11199999999999999
Left-Pole_occipital	2214.0	2.017	983.0	0.145
Left-Pole_temporal	5317.0	3.4819999999999998	1044.0	0.15
Left-S_calcarine	2073.0	1.808	1304.0	0.11900000000000001
Left-S_central	3195.0	2.005	1751.0	0.096
Left-S_cingul-Marginalis	1238.0	2.103	628.0	0.107
Left-S_circular_insula_ant	841.0	2.884	349.0	0.106
Left-S_circular_insula_inf	1782.0	2.736	786.0	0.081
Left-S_circular_insula_sup	1830.0	2.6069999999999998	878.0	0.09699999999999999
Left-S_collat_transv_ant	1887.0	2.577	785.0	0.102
Left-S_collat_transv_post	262.0	2.063	156.0	0.138
Left-S_front_inf	2441.0	2.175	1229.0	0.10800000000000001
Left-S_front_middle	1423.0	2.03	748.0	0.10800000000000001
Left-S_front_sup	4513.0	2.4819999999999998	1846.0	0.107
Left-S_interm_prim-Jensen	344.0	2.281	177.0	0.10400000000000001
Left-S_intrapariet&P_trans	3466.0	2.1	1828.0	0.111
Left-S_oc_middle&Lunatus	808.0	1.7830000000000001	512.0	0.113
Left-S_oc_sup&transversal	1457.0	2.079	803.0	0.10800000000000001
Left-S_occipital_ant	1160.0	2.242	607.0	0.11699999999999999
Left-S_oc-temp_lat	982.0	2.249	488.0	0.094
Left-S_oc-temp_med&Lingual	2485.0	2.474	1129.0	0.10400000000000001
Left-S_orbital_lateral	297.0	1.99	160.0	0.106
Left-S_orbital_med-olfact	832.0	2.642	389.0	0.11599999999999999
Left-S_orbital-H_Shaped	1981.0	2.523	746.0	0.107
Left-S_parieto_occipital	2243.0	2.412	1040.0	0.11699999999999999
Left-S_pericallosal	1127.0	2.835	575.0	0.142
Left-S_postcentral	2623.0	2.178	1336.0	0.10300000000000001
Left-S_precentral-inf-part	2415.0	2.489	1049.0	0.102
Left-S_precentral-sup-part	1582.0	2.276	805.0	0.091
Left-S_suborbital	748.0	2.13	420.0	0.099
Left-S_subparietal	1454.0	2.463	693.0	0.127
Left-S_temporal_inf	2020.0	2.519	991.0	0.107
Left-S_temporal_sup	8081.0	2.456	3516.0	0.107
Left-S_temporal_transverse	439.0	2.685	193.0	0.131
BrainSegVolNotVent	945765.0	945765.0	71032.3	945765.0
eTIV	1186697.257955	1186697.257955	945765.0	1186697.257955
