onset	duration	trial_type	response_time	response_hand	response_accuracy	ori_match	sex	ethn_target	ethn_match	ethn_distractor	emo_match
10.0094	4.226100000000001	control	4.226100000000001	right	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
15.0176	1.6388000000000016	control	1.6388000000000016	left	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
20.0258	0.6074999999999982	control	0.6074999999999982	right	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
25.034	0.8801000000000023	control	0.8801000000000023	left	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
30.0422	0.7067999999999977	control	0.7067999999999977	right	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
35.0504	0.7453999999999965	control	0.7453999999999965	left	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
40.0586	1.7749999999999986	emotion	1.7749999999999986	right	incorrect	n/a	female	caucasian	caucasian	caucasian	fear
45.0668	1.2466000000000008	emotion	1.2466000000000008	left	incorrect	n/a	male	black	black	black	anger
50.075	1.2702999999999989	emotion	1.2702999999999989	left	incorrect	n/a	female	caucasian	caucasian	caucasian	anger
55.0832	1.1319000000000017	emotion	1.1319000000000017	right	incorrect	n/a	male	black	black	black	fear
60.0914	1.2186000000000021	emotion	1.2186000000000021	right	incorrect	n/a	male	caucasian	caucasian	caucasian	anger
65.0996	1.333200000000005	emotion	1.333200000000005	left	incorrect	n/a	female	asian	black	asian	fear
70.1078	0.8889000000000067	control	0.8889000000000067	left	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
75.116	0.7524999999999977	control	0.7524999999999977	right	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
80.1242	0.6011999999999915	control	0.6011999999999915	left	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
85.1324	0.5187999999999988	control	0.5187999999999988	right	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
90.1406	1.7193999999999932	control	1.7193999999999932	right	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
95.1488	0.9660000000000082	control	0.9660000000000082	left	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
100.157	1.415700000000001	emotion	1.415700000000001	left	incorrect	n/a	female	caucasian	caucasian	caucasian	anger
105.1652	0.9523000000000081	emotion	0.9523000000000081	right	incorrect	n/a	male	black	black	black	anger
110.1734	1.1629999999999967	emotion	1.1629999999999967	left	incorrect	n/a	female	caucasian	caucasian	caucasian	fear
115.1816	1.2286000000000001	emotion	1.2286000000000001	left	incorrect	n/a	male	black	black	black	fear
120.1898	1.1631999999999891	emotion	1.1631999999999891	right	incorrect	n/a	male	caucasian	caucasian	caucasian	fear
125.198	2.1529000000000025	emotion	2.1529000000000025	right	incorrect	n/a	female	asian	black	asian	anger
130.2062	0.9995000000000118	control	0.9995000000000118	right	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
135.2144	0.6851999999999805	control	0.6851999999999805	left	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
140.2226	0.7338000000000022	control	0.7338000000000022	right	correct	vertical	n/a	n/a	n/a	n/a	n/a
145.2308	0.7185000000000059	control	0.7185000000000059	left	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
150.239	0.7960999999999956	control	0.7960999999999956	right	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
155.2472	0.5366999999999962	control	0.5366999999999962	right	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
160.2554	1.5412999999999784	emotion	1.5412999999999784	right	incorrect	n/a	male	caucasian	caucasian	caucasian	anger
165.2636	1.233000000000004	emotion	1.233000000000004	right	incorrect	n/a	female	caucasian	caucasian	caucasian	fear
170.2718	1.146599999999978	emotion	1.146599999999978	left	incorrect	n/a	male	black	black	black	anger
175.28	1.2802000000000078	emotion	1.2802000000000078	right	incorrect	n/a	female	black	asian	asian	anger
180.2882	3.333800000000025	emotion	3.333800000000025	left	incorrect	n/a	male	caucasian	caucasian	white	fear
185.2964	1.3125	emotion	1.3125	left	incorrect	n/a	female	asian	asian	black	fear
190.3046	0.911200000000008	control	0.911200000000008	right	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
195.3128	0.5427999999999997	control	0.5427999999999997	right	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
200.321	0.6684999999999945	control	0.6684999999999945	left	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
205.3292	0.5281000000000233	control	0.5281000000000233	right	correct	horizontal	n/a	n/a	n/a	n/a	n/a
210.3374	0.6817000000000064	control	0.6817000000000064	left	incorrect	vertical	n/a	n/a	n/a	n/a	n/a
215.3456	0.9893000000000143	control	0.9893000000000143	right	incorrect	horizontal	n/a	n/a	n/a	n/a	n/a
220.3538	1.2159999999999798	emotion	1.2159999999999798	left	incorrect	n/a	male	caucasian	caucasian	caucasian	fear
225.362	1.3086000000000126	emotion	1.3086000000000126	right	incorrect	n/a	female	black	asian	asian	fear
230.3703	1.1252000000000066	emotion	1.1252000000000066	left	incorrect	n/a	male	caucasian	caucasian	caucasian	anger
235.3785	1.182799999999986	emotion	1.182799999999986	right	incorrect	n/a	male	black	black	black	fear
240.3867	1.2055000000000007	emotion	1.2055000000000007	right	incorrect	n/a	female	caucasian	caucasian	caucasian	anger
245.3949	1.4510999999999967	emotion	1.4510999999999967	left	incorrect	n/a	female	asian	asian	black	anger
