csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07
37713.296875	n/a	n/a	1422292761.1818848	23315.70703125	n/a	n/a	543622194.3670807	23059.45703125	n/a	n/a	531738558.57606506	n/a	n/a	n/a	-0.0046422491	-0.20026449329999998	0.0411897717	0.029701824900000007	-0.1521676445	-0.0975470288	0.0603932738	-0.0243796186	0.0454102736	-0.143471988	-0.0351952757	0.0270128742	-0.0233649288	0.16486315140000002	-0.2065311959	0.336808869	-0.0822041808	0.0294272609	-0.2624755745	0.0235341257	-0.2036933325	0.1055238919	-0.0829872109	0.0165411376	0.1144930785	-0.1139410167	0.019885540900000002	-0.0928926308	0.0187657806	-0.07824671030000001	0.2295206627	-0.0981596729	-0.1540335366	-0.0160120442	0.0861357126	-0.09801066539999999	0.07801514400000001	-0.2981183627	0.3303570223	-0.1457405163	0.094200663	0.044597813099999994	-0.022130954300000002	0.1593966328	-0.0680126242	-0.0659318929	0.0926125667	-0.0678204761	0.0619683522	-0.10440507759999999	0.18321060949999998	-0.027293937400000003	0.18578336469999998	-0.0355187188	0.1532677979	-0.122482815	0.049445627699999994	-0.0165642727	0.0517129513	-0.034175037000000005	0.1177065987	-0.0368642259	0.0018662851000000001	-0.025504789500000003	0.0556836284	-0.0959597854	0.0088701094	0.111798011	0.11178184769999999	0.1117549107	0.1117172025	0.00969835	n/a	n/a	9.40579927225e-05	-0.0491624	n/a	n/a	0.00241694157376	0.14998699999999998	n/a	n/a	0.022496100169	-0.0027878	n/a	n/a	7.77182884e-06	0.00191981	n/a	3.6856704361e-06	n/a	0.00149943	n/a	2.2482903249e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37751.76953125	38.47265625	1480.145278930664	1425196102.7406158	23324.123046875	8.416015625	70.82931900024414	544014715.9057655	23006.896484375	-52.560546875	2762.6110877990723	529317285.84274673	1.26956	23.793818	0.17019159199999995	0.029656804199999998	-0.0107120726	0.1353965665	0.0502436395	-0.05869354070000001	-0.0777245075	0.0310615626	0.0072307438	-0.0229303267	-0.0362949433	0.1235733617	0.0704247424	-0.0585986744	0.1273981551	-0.0015270769000000001	0.1438763196	-0.0509919158	0.0030347952000000004	-0.1515661515	0.1011186974	-0.0403910885	0.1093655357	-0.2096703911	-0.1350938149	-0.0044924795	-0.1476112463	-0.0633010722	0.0264012806	-0.0654783707	0.049969058899999995	-0.10095627130000001	0.034036991600000004	-0.1000145495	-0.0157933545	0.0320725286	0.0028138628999999997	-0.0740174971	-0.0596749296	0.2903538634	-0.0607676541	0.0839981618	0.0324448365	-0.029109412	0.0123014752	-0.08331414549999999	0.035240248599999996	-0.11200585	-0.0067982767000000005	0.0257859583	-0.0807981324	0.0480314915	0.0411351804	0.0840087958	-0.08700531439999999	0.0664141669	-0.1383043045	0.21895830309999997	-0.0227765523	-0.16028178810000002	0.029677029	0.0822866057	0.10052750710000001	0.0901978191	0.0954227651	0.0450032974	0.1030459995	-0.0488345318	0.1117549107	0.11160948820000001	0.1113672575	0.11102842880000001	-0.000609842	-0.010308192	0.00010625882230886397	3.7190726496399997e-07	-0.015245500000000004	0.03391690000000001	0.0011503561056099999	0.0002324252702500001	0.0912985	-0.05868849999999998	0.0034443400322499967	0.00833541610225	-0.00195477	0.0008330299999999997	6.939389808999997e-07	3.8211257529e-06	0.00160046	-0.0003193500000000001	2.5614722116e-06	1.019844225000001e-07	0.00130625	-0.00019318000000000004	1.7062890624999995e-06	3.7318512400000015e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37838.55078125	86.78125	7530.9853515625	1431755925.225235	23364.353515625	40.23046875	1618.4906158447266	545893015.2030983	23074.873046875	67.9765625	4620.813049316406	532449766.1293984	1.261134	23.6359	0.137501121	0.0292193814	-0.0729976079	-0.1042379693	0.0797429793	-0.0105868486	-0.0446555205	-0.024518093799999998	-0.1333593608	-0.1724805334	0.10290977230000001	-0.0529147763	0.1184455186	0.0530857071	0.0625466687	0.11244521980000001	0.0585498858	-0.1464629721	-0.15403546939999999	-0.11985763710000001	0.0638554786	0.0212932775	0.0686940961	0.039007189500000004	-0.0817404643	0.08519134390000001	0.0419327693	0.21508802429999999	0.0461203913	0.061097027400000004	0.17650699399999994	0.0028206023	-0.0803242481	0.0055475263	-0.080617744	0.144249704	-0.0947791597	0.0018504793	-0.0703056326	-0.061557590599999996	-0.0069155838	0.0042467853	-0.0382680662	-0.17122041780000002	-0.112803137	-0.0372307001	0.11840850509999999	-0.029435171800000007	0.0744554562	-0.050596242199999995	-0.1230914841	0.0194516711	-0.2705731727	0.0019295837	-0.0134014898	-0.0241141752	-0.0583979575	-0.0199077442	0.10662204189999999	0.0496344003	0.20951578	-0.013805736	-0.0569013229	0.1584819607	-0.023912335899999998	-0.024190186000000002	0.126136332	0.0330800307	0.11166872679999999	0.111265035	0.1105932959	0.1096551279	-0.000638263	-2.8421000000000042e-05	8.077532410000026e-10	4.07379657169e-07	0.0159906	0.031236100000000006	0.00097569394321	0.00025569928836	0.0146809	-0.07661760000000001	0.005870256629760001	0.00021552882481	-0.00221341	-0.00025863999999999965	6.689464959999981e-08	4.8991838281e-06	0.00170598	0.00010552	2.9103677604e-06	1.1134470400000002e-08	0.00107803	-0.0002282199999999999	1.1621486809e-06	5.208436839999996e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38030.50390625	191.953125	36846.002197265625	1446319227.3632965	23380.466796875	16.11328125	259.6378326416016	546646227.6397743	22940.611328125	-134.26171875	18026.209121704098	526271648.1080972	1.461529	27.391649	0.116109342	0.0022768956	-0.0950627595	-0.0854309323	-0.0370810646	-0.006030657900000001	-0.0432215001	-0.2280117975	-0.28269264260000004	-0.09559233119999999	-0.0201742326	0.1456297611	-0.0413549198	0.027003361099999998	-0.08232921929999999	0.018875676	0.0120603976	0.0387397102	0.1238543033	-0.0648264635	-0.054139343	-0.015173686499999997	-0.0248741696	0.0308424356	0.0076790322	0.1008649951	0.0007835298	-0.047313288499999995	-0.0955931744	0.1125198258	-0.0018361	0.044143175	-0.17300236859999998	0.0693311527	0.0569876465	-0.0075491812	0.1221360167	-0.1671915186	-0.0315763335	-0.0287313316	0.004920415300000001	-0.0132202681	-0.2063474221	-0.31936420719999997	-0.0240140758	-0.0144474522	-0.0877179226	-0.0133750504	0.094870262	0.0022860765	0.0158716918	0.0382958679	0.1212684674	0.0369420785	0.0933039262	0.046659298499999995	-0.0343897389	-0.11177125980000001	0.0654015172	-0.0325001995	-0.0639905024	-0.0037370507000000002	0.08337864099999999	0.045162940199999994	-0.024927889300000002	0.047816511299999996	-0.017195369199999998	0.05346753480000002	0.1115394925	0.1107490191	0.1094357105	0.1076057667	-0.000738705	-0.00010044199999999996	1.0088595363999993e-08	5.45685077025e-07	-0.026492200000000004	-0.0424828	0.00180478829584	0.0007018366608400003	0.0508655	0.0361846	0.00130932527716	0.002587299090249999	-0.00250429	-0.0002908800000000003	8.461117440000018e-08	6.271468404100002e-06	0.00216193	0.0004559499999999999	4.6739413249e-06	2.078904024999999e-07	0.00107803	0.0	1.1621486809e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37858.76171875	-171.7421875	29495.37896728516	1433285838.8770905	23354.119140625	-26.34765625	694.1989898681641	545414880.834507	22786.640625	-153.970703125	23706.977420806885	519230990.9729004	1.447321	27.125366	0.043452845	0.18792581989999999	-0.0146303915	-0.0999840475	-0.0205504429	-0.008369106	-0.0812877502	-0.21297446920000002	-0.0806268904	-0.0353206477	-0.2086237047	0.073873273	0.0263690627	0.1074719875	0.0586569944	-0.0073833176	0.1070291308	-0.0710616838	-0.0091360136	0.20610109769999999	-0.055272919000000004	-0.0102338875	-0.1217677051	0.07909290719999999	-0.0520990823	0.0222665795	-0.0770902854	-0.0454694833	0.0911316353	-0.1292525377	0.026727772900000002	-0.0609066294	-0.13452497759999998	0.0960964176	-0.1272580116	0.014121932299999999	0.1630284749	-0.008951528	-0.012615728400000002	0.0533251448	-0.0033442356	0.058641270499999995	-0.2084302241	-0.1722907557	0.19856349739999998	0.024181938700000002	-0.052564537800000005	-0.026978015600000002	0.0080265947	-0.0346369171	-0.10528186310000001	0.0114002748	0.09034728410000001	-0.0985722334	-0.1011135243	-0.2105758543	-0.0707844379	0.0789421559	0.017829410900000002	0.031147241699999998	0.012282010900000001	0.09560323470000001	0.00046278089999999997	-0.0402796291	0.1071281066	-0.0658853457	0.0672326322	-0.050016417800000004	0.1113672575	0.1100622363	0.1078985167	0.1048929802	0.00151414	0.002252845	5.075310594024998e-06	2.2926199396e-06	-0.0477162	-0.021224	0.00045045817599999983	0.00227683574244	0.0677315	0.016866000000000006	0.0002844619560000002	0.004587556092250001	-0.00253403	-2.973999999999989e-05	8.844675999999933e-10	6.4213080409000015e-06	0.00219439	3.246000000000021e-05	4.8153474721e-06	1.053651600000014e-09	0.00107803	0.0	1.1621486809e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37854.6953125	-4.06640625	16.535659790039062	1432977957.2022095	23338.21484375	-15.904296875	252.9466590881348	544672272.0930328	22790.685546875	4.044921875	16.361392974853516	519415347.696537	1.282163	24.030016	0.10169168	0.1908697616	-0.008764688	-0.1059049929	-0.10892930810000001	-0.012710993700000001	-0.063166216	-0.181569906	-0.05802721070000001	0.0243329584	-0.0626893118	0.0672997266	0.0692739739	0.019443569299999998	0.026684500099999998	-0.0731031744	0.1073905226	0.0220396981	-0.08762959210000001	0.0392394715	-0.020307310500000002	-0.097574525	-0.110413509	0.015894087299999998	0.0481696816	-0.1187495434	0.017809236699999998	0.14139742660000001	0.12231398800000001	0.05786658610000001	0.012733796100000002	-0.0006310212	-0.1130363626	0.0711485076	-0.0615382828	-0.0519130063	0.21193422850000002	0.1213920067	-0.0705637002	-0.0302259586	-0.009071688	0.06202090110000001	-0.1768153818	-0.11478874859999999	0.09178851960000001	-0.0724934192	-0.0178416268	0.0432215326	-0.0178312872	0.0268768417	-0.0372390833	-0.0129902666	0.0050011145	0.0281895383	0.0147326722	0.0396537503	0.049619115	0.1611011243	0.0285345827	0.0832507872	0.0785132059	-0.0003921367	-0.0830978131	0.0199271072	-0.014332933899999999	-0.0520040667	-0.1039071567	0.07340607769999999	0.1111520884	0.10920574539999996	0.1059870468	0.1015334935	-0.00459504	-0.00610918	3.73220802724e-05	2.11143926016e-05	-0.024754400000000003	0.0229618	0.0005272442592399999	0.0006127803193600001	0.0653428	-0.002388699999999993	5.7058876899999686e-06	0.004269681511840001	-0.00203838	0.0004956500000000003	2.4566892250000033e-07	4.154993024399999e-06	0.0013491000000000006	-0.0008452899999999994	1.8200708100000014e-06	7.14515184099999e-07	0.00114173	6.370000000000008e-05	1.3035473929e-06	4.057690000000011e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37847.95703125	-6.73828125	45.40443420410156	1432467851.4393466	23317.6796875	-20.53515625	421.69264221191406	543714186.0088501	22925.140625	134.455078125	18078.16803359985	525562072.6760254	1.406707	26.364195	0.09196964	0.11700533449999999	0.0410201963	-0.0352284485	0.0211725217	0.0075283549	-0.0660773853	-0.0555561158	0.0642218634	-0.082488788	0.085272915	0.0663662114	0.0005745032	0.0828880213	0.0642028966	0.0553343251	0.18447582129999998	0.0075396728	-0.053806014299999996	0.098593751	0.0735385749	0.1670655686	-0.1073527787	0.1332336775	0.0183717045	-0.0431355643	-0.087077614	0.0780236272	-0.0825830571	-0.026889018799999997	-0.0110027178	-0.0637089746	0.009676979	0.006991793299999999	-0.16875791440000001	0.0111188939	0.0373762969	0.0717077784	0.017384733700000002	-0.1368420558	0.0058114951	0.07674646639999999	-0.07952008990000001	-0.0259196064	-0.08507688470000001	-0.0730999063	-0.0601531733	0.003541303	0.0729181357	-0.1114417559	-0.0161769739	0.0088212342	0.0023405745	0.1130509764	-0.1482663888	-0.1486504298	0.0006577959	-0.021973233199999997	-0.11673593289999999	0.10348998779999999	0.063012293	-0.071959164	0.0497357259	0.0687624647	0.056203631799999994	0.0801341295	-0.06957051639999999	0.0472290074	0.11089406800000001	0.10818086730000001	0.1037079311	0.09754801910000001	-0.00842798	-0.00383294	1.46914290436e-05	7.10308468804e-05	-0.0054855	0.0192689	0.0003712905072100001	3.0090710250000003e-05	0.0322695	-0.033073300000000014	0.0010938431728900004	0.0010413206302499999	-0.00141911	0.0006192699999999999	3.8349533289999984e-07	2.0138731921e-06	0.00141891	6.980999999999936e-05	2.0133055881e-06	4.8734360999999116e-09	0.00111492	-2.681000000000016e-05	1.2430466063999995e-06	7.187761000000083e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37861.19140625	13.234375	175.148681640625	1433469814.7006989	23286.818359375	-30.861328125	952.421573638916	542275909.3025246	22953.029296875	27.888671875	777.778018951416	526841553.90320206	1.044598	19.577621	0.057761400000000025	0.09633157949999999	0.06835994719999999	0.0155905937	0.023066053700000002	0.020303480500000002	-0.0954496477	-0.0869143547	0.1302316482	0.054398902400000004	-0.0423941688	0.0849081112	-0.0007419467	0.0207704472	0.0620064418	0.0155964502	-0.0673013138	0.0287402499	0.0252247315	-0.048731156500000004	0.11100807230000001	0.1021038598	0.0206364059	0.0714809344	0.0101703323	-0.0894667209	0.1426273748	-0.0208558272	-0.0683864887	0.049432324400000005	0.1275670891	0.0291182091	0.0111860496	0.011064788300000001	-0.0917667883	-0.054446468399999996	0.1453944733	-0.0128072535	0.054685655599999994	-0.0755001569	0.0208672226	0.1183465567	-0.1047419179	0.10792838869999999	0.0296046006	-0.0137397977	-0.0254127931	-0.1275683582	-0.0166928092	0.0500943866	0.0099794541	0.0047529943	-0.0182066587	0.0831112824	-0.0717324951	0.0170170267	0.0397290591	-0.0745497525	0.0299801627	-0.044014448399999996	-0.0004590869	-0.1888970375	-0.021416406800000003	0.0333407316	-0.0670073523	-0.0947551111	0.014211141000000004	-0.0875604142	0.1105932959	0.10698918210000001	0.10106907550000001	0.09296112869999999	-0.00323088	0.0051971000000000005	2.700984841e-05	1.0438585574400004e-05	-0.0210257	-0.015540200000000002	0.00024149781604000005	0.0004420800604900001	0.0399371	0.007667599999999997	5.879208975999995e-05	0.0015949719564099993	-0.0018014	-0.00038229	1.461456441e-07	3.24504196e-06	0.00154659	0.00012768000000000002	2.3919406281e-06	1.6302182400000008e-08	0.0011920800000000005	7.71600000000006e-05	1.4210547264000013e-06	5.953665600000092e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37926.98046875	65.7890625	4328.200744628906	1438455847.476944	23303.66015625	16.841796875	283.64612197875977	543060576.6779939	23046.46875	93.439453125	8730.931400299072	531139721.84472656	1.133202	21.238216	0.139080457	0.0103781485	0.0768462088	0.0139060371	0.0108578323	0.0702506738	-0.0680096612	-0.027650351200000003	0.1267441107	0.12625060400000002	-0.1113466543	0.0027319932	0.0048541549	0.08335197230000001	-0.0939293284	0.0600955901	-0.08961790369999999	0.0646509025	-0.12647012119999998	-0.0781066808	0.0315358825	0.08892533609999999	0.0909945636	-0.0313780267	-0.0014093067000000002	-0.1294944921	0.1953474595	0.1820123111	0.0068347004	-0.016681121599999998	0.073641805	-0.0276926394	0.0455084954	0.021748837599999998	-0.0033581983000000003	-0.0046770135	0.10480348140000001	-0.07379384509999999	-0.0317176463	-0.12789174609999998	0.0676993143	0.09590404570000001	-0.0392296545	0.136950206	0.1423896759	0.012833990200000001	0.0025533082	-0.0172591178	0.11275723	0.0354093101	-0.020405763400000002	-0.1672933267	-0.09942028039999999	0.0436874272	0.0773686425	0.0886887911	0.0896465254	0.0428390714	0.0574874809	-0.047831592199999995	0.023043709500000002	-0.1565934464	-0.1673921143	0.0243758687	-0.0445186504	-0.1273247957	0.0258562244	-0.208348008	0.1102498879	0.1056325273	0.0980796336	0.08780110210000001	-0.000717993	0.002512887	6.314601074769001e-06	5.15513948049e-07	-0.0910812	-0.07005549999999999	0.004907773080249999	0.008295784993440001	0.00584518	-0.03409192	0.0011622590092864	3.41661292324e-05	-0.0018233	-2.1900000000000258e-05	4.796100000000113e-10	3.324422890000001e-06	0.00159986	5.327000000000001e-05	2.5595520196e-06	2.8376929000000013e-09	0.000618847	-0.0005732330000000006	3.829716094089999e-07	3.2859607228900066e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37885.31640625	-41.6640625	1735.8941040039062	1435297199.2016757	23321.69921875	18.0390625	325.40777587890625	543901654.4498444	23103.39453125	56.92578125	3240.544570922852	533766838.8665924	1.291873	24.211998	0.12742977300000002	0.0300182797	0.0291752331	-0.1098357496	-0.016356475	0.0726258001	-0.0643825872	0.0139925503	0.069688877	0.09911216710000001	0.1111089039	-0.1013855036	0.0031548146000000003	-0.0025135539000000003	-0.2319540243	-0.09905970789999999	-0.0986528066	0.0536353857	-0.054782080700000006	-0.0458106063	0.0708913795	-0.0649840977	-0.0790400123	-0.026021486400000002	-0.0076772779000000005	-0.09424281039999999	0.0030133257	0.039261847999999995	0.0432526362	0.0718686025	0.006745379399999999	-0.0245327152	0.0075864161	0.0450185707	0.054557122	0.0385834126	0.0795224447	0.0841081384	-0.013511984599999999	-0.0983399284	0.07720268450000001	0.0820259619	0.0312682121	0.12521850710000001	-0.0640098919	0.0003019141	0.021622685200000002	0.19056783170000002	0.0624595814	0.09505254810000001	0.052739349299999995	-0.0566393062	0.0377761948	-0.035598920299999996	0.0819900381	0.1418820636	0.0665942596	0.0315430866	0.0816090317	0.0635543484	0.10410528710000001	-0.07810317110000001	0.0197798847	-0.040489769	0.0254350884	0.032239719300000004	0.0141844303	0.0714328079	0.1098639765	0.10411299480000001	0.094749975	0.0820997524	0.0172188	0.017936793	0.00032172854312484904	0.00029648707344	-0.108977	-0.017895800000000003	0.00032025965764000017	0.011875986529000002	-0.053321	-0.05916618	0.0035006368557924	0.002843129041	-0.0018685	-4.51999999999998e-05	2.0430399999999822e-09	3.49129225e-06	0.00220328	0.0006034200000000001	4.854442758400002e-06	3.6411569640000015e-07	0.000618847	0.0	3.829716094089999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
