name	volume	thickness	area	meancurv
Left-bankssts	2201.0	2.5669999999999997	821.0	0.086
Left-caudalanteriorcingulate	1719.0	3.5180000000000002	492.0	0.12300000000000001
Left-caudalmiddlefrontal	5343.0	2.733	1740.0	0.114
Left-cuneus	2934.0	2.129	1343.0	0.152
Left-entorhinal	3144.0	3.227	674.0	0.14800000000000002
Left-fusiform	9895.0	2.824	3120.0	0.133
Left-inferiorparietal	11344.0	2.766	3616.0	0.124
Left-inferiortemporal	12420.0	3.054	3299.0	0.14
Left-isthmuscingulate	2577.0	2.978	816.0	0.129
Left-lateraloccipital	13348.0	2.501	4673.0	0.15
Left-lateralorbitofrontal	8560.0	3.221	2439.0	0.14400000000000002
Left-lingual	6405.0	2.228	2694.0	0.139
Left-medialorbitofrontal	6615.0	2.926	1884.0	0.124
Left-middletemporal	11342.0	2.918	3200.0	0.142
Left-parahippocampal	2921.0	3.201	766.0	0.10400000000000001
Left-paracentral	3718.0	2.7539999999999996	1191.0	0.105
Left-parsopercularis	3877.0	2.727	1219.0	0.12300000000000001
Left-parsorbitalis	3128.0	2.938	757.0	0.157
Left-parstriangularis	4246.0	2.617	1416.0	0.12
Left-pericalcarine	1879.0	1.864	1178.0	0.135
Left-postcentral	10687.0	2.258	4228.0	0.12
Left-posteriorcingulate	3264.0	2.819	1005.0	0.151
Left-precentral	15322.0	2.687	5050.0	0.10800000000000001
Left-precuneus	7665.0	2.765	2685.0	0.121
Left-rostralanteriorcingulate	2384.0	2.907	651.0	0.111
Left-rostralmiddlefrontal	18447.0	2.642	5805.0	0.145
Left-superiorfrontal	26861.0	2.9960000000000004	7713.0	0.128
Left-superiorparietal	12994.0	2.427	4721.0	0.124
Left-superiortemporal	14967.0	3.0780000000000003	4248.0	0.113
Left-supramarginal	13388.0	2.678	4408.0	0.11900000000000001
Left-frontalpole	1278.0	3.145	262.0	0.18899999999999997
Left-temporalpole	2546.0	3.6910000000000003	496.0	0.14
Left-transversetemporal	1214.0	2.766	386.0	0.107
Left-insula	8176.0	3.515	2257.0	0.115
BrainSegVolNotVent	1156230.0	1156230.0	81248.3	1156230.0
eTIV	1368828.637901	1368828.637901	1156230.0	1368828.637901
