csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
36903.26171875	n/a	1361850725.4825592	n/a	24164.41796875	n/a	n/a	583919095.7684479	23701.55859375	n/a	n/a	561763879.7729645	n/a	n/a	n/a	-0.1103339951	0.018968768400000002	-0.0520576921	0.0031107784000000004	-0.0492869072	0.0236245575	-0.1724217618	0.1632206605	-0.050809223	0.0131914479	-0.1425514448	0.11322216480000001	-0.0560584082	0.16575725800000002	-0.3339998542	0.0522229297	-0.10690291869999999	0.031432729900000005	-0.1686966322	0.1990223568	-0.167185993	0.051881899100000003	-0.08202389139999999	0.0037404765999999997	-0.12336537019999999	0.0274359804	-0.0290537113	0.0539087605	-0.0263383158	0.1118238369	-0.1504571547	0.051977517800000005	-0.1150046668	0.049901407300000006	-0.011610216000000001	-0.1032026836	0.0782964054	0.10914197070000001	-0.0855559886	0.08452496720000001	-0.0085962974	0.0881334197	-0.0228767486	0.19019547399999998	0.2159201778	0.0807057865	-0.07858505910000001	0.1794466968	-0.1477447324	0.0389493451	0.0534860747	-0.07748039	0.0942960011	-0.0729429994	0.1365304182	-0.27275051559999997	0.018168929	-0.1966652567	0.0162105894	-0.1888562422	0.24121457579999997	-0.0614039124	0.09928921480000001	-0.0075085791	0.0486650946	-0.0164903499	0.031361296000000004	-0.0458213878	0.0978945552	-0.0618812103	0.039119677	-0.1485094699	0.030600898999999997	-0.0063075163	0.1054768631	0.0113003302	-0.0512156865	0.1338945817	0.005172775	0.1217078847	0.1216831682	0.1216419777	-0.0221082	n/a	0.00048877250724	n/a	-0.0472399	n/a	n/a	0.00223160815201	0.158251	n/a	n/a	0.025043379001000003	-0.00405692	n/a	n/a	1.6458599886400002e-05	-0.000424964	n/a	1.80594401296e-07	n/a	-0.000521863	n/a	n/a	2.72340990769e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36665.984375	-237.27734375	1344394410.187744	56300.537857055664	24149.90625	-14.51171875	210.5899810791016	583217971.8837892	23641.4296875	-60.12890625	3615.485366821289	558917197.6690063	2.266159	34.888874	0.250031545	0.1344354175	0.010514309199999999	-0.0067804851	-0.1048251992	-0.0701892381	-0.0834149518	-0.1443277546	-0.0028981394000000002	-0.076185608	0.0772067067	-0.11203262970000001	-0.0549227892	-0.0342684471	0.08940881619999999	-0.037252449	-0.1201725567	-0.1432881835	-0.1648529135	-0.024979470400000002	-0.1420998834	0.0995124815	-0.019002561499999997	-0.0315521203	0.17387217929999998	0.0781738544	-0.1699590691	-0.0353401127	-0.0546333959	0.06616520969999999	0.167086539	0.1505597405	0.0982025881	0.0407896086	-0.0543604394	-0.015945527	-0.0669803263	-0.013793772900000001	-0.1036054891	-0.06907852490000001	-0.0804119646	0.08245923969999999	0.1598863566	-0.0596555226	-0.018384973500000002	0.1332066264	0.05941898	-0.0217020501	0.17040921850000001	-0.0050697436	0.0570441529	0.016629291100000002	0.0054600013000000005	-0.0891316586	0.0704985451	0.07813073820000001	-0.1819850113	0.0841335367	0.0436218384	-0.1298002752	0.1491383207	-0.1076153464	0.0522245005	0.0425748887	-0.0102457389	0.0564189455	-0.1027819091	-0.0797070569	-0.1398697378	-0.08597899710000001	0.0817847698	0.09871011019999999	0.0664976675	-0.05754205900000001	-0.0171245859	0.0072613834	0.030076342599999997	0.1991658023	-0.0355136301	-0.1256033311	0.1216419777	0.12141962949999999	0.12104935019999999	-0.0222751	-0.00016690000000000108	0.0004961800800100001	2.7855610000000363e-08	-0.033387	0.0138529	0.00019190283841000004	0.001114691769	0.07634349999999998	-0.08190750000000002	0.0067088385562500035	0.005828329992249997	-0.0062402	-0.00218328	4.7667115584000005e-06	3.894009604000001e-05	-4.1652599999999996e-23	0.000424964	1.7349390867599993e-45	1.80594401296e-07	-4.80221e-05	0.0004738409	2.2452519851280998e-07	2.3061220884100004e-09	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36715.01171875	49.02734375	1347992085.5079498	2403.680435180664	24121.830078125	-28.076171875	788.271427154541	581862686.3179361	23633.314453125	-8.115234375	65.85702896118164	558533552.040287	1.197605	18.437851	0.06830108499999997	0.0354675105	-0.0570878182	0.028627558799999998	-0.1510092934	-0.0270886965	-0.2134497584	-0.0571444596	0.0666455893	-0.06398506450000001	0.1052909283	-0.0326192805	-0.0244278622	-0.032090653399999995	0.022105355	0.0385072561	-0.088382343	-0.0791952457	0.0187312106	-0.1932276754	0.07518444440000001	-0.042333399	0.026125466200000003	-0.030765202599999996	0.0752259371	0.0589597055	-0.1424179381	-0.009292499899999999	0.0369460948	-0.1679314025	-0.0040384071	-0.11157796130000001	-0.0132274341	0.0660218158	0.053185375300000004	-0.06501206080000001	0.0317771233	0.0641645542	-0.034814733	-0.0735289157	-0.0448696061	0.14989172580000001	0.0384945422	-0.039086755200000003	0.018995914	0.07726483940000001	0.017857696	0.1525072248	0.1725564174	-0.0285412811	0.0600063948	-0.0951400226	-0.0083483265	-0.0731649357	0.1133382962	0.025392109399999998	-0.070629157	0.0205495636	-0.21073951920000009	0.0680426789	0.015897188700000002	0.053618222300000004	0.0046266109000000005	0.046024921100000005	0.0752360502	0.0806455954	-0.0088506681	-0.0619024284	0.19860125050000002	0.0274926869	0.0556663252	0.1385044569	-0.08208061330000001	-0.09801110710000001	0.0019204270000000002	-0.1346771395	-0.0032177951	0.0374552008	0.035364147799999995	-0.0490100727	0.1215101995	0.120893123	0.1198669825	-0.0283972	-0.0061220999999999975	0.0008064009678399999	3.7480108409999985e-05	-0.0203114	0.0130756	0.00017097131535999998	0.00041255296995999996	0.07108510000000001	-0.005258399999999969	2.765077055999967e-05	0.005053091442010002	-0.00541805	0.0008221500000000008	6.759306225000011e-07	2.93552658025e-05	5.39625e-05	5.39625e-05	2.91195140625e-09	2.91195140625e-09	-4.88093e-05	-7.87199999999998e-07	6.19683839999997e-13	2.38234776649e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36703.74609375	-11.265625	1347164977.3144686	126.914306640625	24150.88671875	29.056640625	844.2883644104004	583265329.3018951	23652.177734375	18.86328125	355.8233795166016	559425511.5784645	1.0722040000000002	16.507217	0.084172595	0.009392331	-0.0357414808	0.0881617256	-0.19424804559999997	-0.0880180994	-0.1763810797	-0.0009677686	0.07850966570000001	-0.0984841414	0.067975515	-0.0292434176	-0.0857746992	-0.0353215366	-0.1212420934	0.0724277334	-0.1428206032	0.0672778923	0.0633692532	-0.1183617076	-0.053318394500000005	0.011072973500000001	-0.026188660099999997	-0.12840694789999998	0.0940287464	-0.039617273700000004	-0.0177971478	-0.0267525963	-0.005507103	-0.09176833029999999	-0.00065727	0.1371296564	0.035756219900000004	-0.060591669699999996	-0.1478592412	-0.0653636005	0.0796010539	-0.04499105230000002	-0.038577765099999994	-0.0279140411	-0.0370934687	0.187451898	0.07452031469999999	-0.012418529499999999	0.0025821689	0.0122274247	0.0889962891	0.1572558783	0.10768417300000001	-0.039878698399999996	0.0774128567	-0.008319182	0.0419057159	-0.08818593949999999	0.130679107	-0.0879850635	-0.0046117882	-0.1006477027	-0.09262503779999999	0.07163324900000001	0.0088797765	-0.1217865917	-0.002650661	0.08599838970000001	0.0072889515	0.1726135324	-0.0398034705	0.09188865439999999	0.0236666153	0.0075516690000000004	0.0527719422	0.046288408899999994	0.1629504572	0.09734797210000001	0.0806768575	-0.051537161100000006	0.0146005797	0.050074254400000004	0.0483891761	0.0950884217	0.1213126213	0.12010478890000001	0.1181006348	-0.0175703	0.010826899999999995	0.00030871544208999996	0.00011722176360999992	-0.033194	-0.0128826	0.00016596138276000002	0.0011018416360000002	0.0475773	-0.02350780000000001	0.0005526166608400005	0.0022635994752900003	-0.00482377	0.00059428	3.531687184e-07	2.32687570129e-05	8.856469999999998e-05	3.4602199999999985e-05	7.843706086089995e-09	1.1973122448399991e-09	-0.000159033	-0.00011022370000000001	1.2149264041689999e-08	2.5291495089e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37041.35546875	337.609375	1372062014.9622955	113980.09008789062	24136.9921875	-13.89453125	193.05799865722656	582594391.859436	23627.912109375	-24.265625	588.820556640625	558278230.6483498	1.188092	18.291388	0.052959644999999986	0.0386253227	-0.1969489934	0.0185009321	0.0548120113	-0.0096241122	0.0617422085	-0.1361117147	0.0514382228	-0.0870524518	-0.064828299	0.0433284963	-0.037331701099999996	0.1328428439	-0.1496520401	0.0523437676	-0.11428388099999999	0.0620296018	0.0265096271	0.0448705279	-0.0788930203	-0.0969026841	-0.1539943831	0.207152704	-0.0758439722	0.0980396819	-0.014699534399999999	-0.1545249451	0.096033301	-0.0371450419	-0.0552376385	-0.0581278913	-0.055379261	-0.049945055999999995	-0.11770916640000001	0.069645283	0.014173103500000001	0.04701029650000002	0.09005730320000001	0.1621761108	-0.13402190519999999	-0.0021509454	0.0560955346	0.0579872882	-0.08777750720000001	-0.0277080894	0.011471671599999999	-0.0842728251	0.1136617493	-0.0306330099	0.0628923996	0.0400057001	0.0408327601	-0.071599207	-0.06387556330000001	-0.0826606084	0.0035883581	-0.0643405679	0.057487029400000014	0.0856807391	0.0644073592	-0.07551079769999999	0.1132822441	-0.2960022558	0.0583878247	-0.09457449220000001	-0.0014328168	0.1377210331	0.0678333229	0.0488447576	0.049862980099999996	-0.0244385989	-0.0650253969	0.1302060376	-0.08035054700000001	-0.054988461100000004	-0.10157493779999999	-0.076389339	0.0250224326	0.018286948799999998	0.12104935019999999	0.11905633460000001	0.11575891279999999	-0.008911169999999998	0.008659130000000003	7.940895076889998e-05	7.498053235690005e-05	-0.039311	-0.006116999999999997	3.741768899999997e-05	0.0015453547209999998	0.06748	0.019902699999999995	0.0003961174672899998	0.0045535504	-0.00505936	-0.00023558999999999996	5.5502648099999966e-08	2.55971236096e-05	0.00014958699999999996	6.102229999999997e-05	2.2376270568999992e-08	3.7237210972899975e-09	-0.000228037	-6.900399999999999e-05	4.761552016000001e-09	5.2000873368999997e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36712.83984375	-328.515625	1347832609.3928375	107922.51586914062	24122.5625	-14.4296875	208.21588134765625	581898021.5664062	23634.123046875	6.2109375	38.57574462890625	558571772.194828	1.031933	15.887227	0.116509515	0.0637100078	0.018965057	-0.10502982289999999	0.0311382893	0.025633651299999997	0.0187428226	-0.059322644699999996	-0.033892537400000006	0.029468236800000002	-0.0558254316	-0.094261775	-0.10814115369999999	0.07633156070000001	-0.1769046004	-0.021867388199999997	-0.0078927024	0.1420669997	0.01722522	0.0775324324	-0.057772946799999995	0.0952553191	-0.1710737308	0.0295115412	-0.04619494230000002	0.052643889900000004	-0.1745211157	-0.1079627739	-0.0971808345	0.0201574957	0.0186720854	-0.0073432481000000015	0.0193187334	-0.0365875333	-0.0448167268	-0.0222347385	0.0071400112	0.0768921599	-0.0017268063	-0.049518988099999994	-0.0528703902	-0.1021827907	0.0414849287	-0.0255774991	-0.050725633099999994	-0.0296088221	-0.0271412048	-0.0576605315	0.0290526264	0.0209845023	-0.029054691400000002	0.1025717963	0.0848165192	-0.1216877256	-0.0389938024	-0.1829487711	0.0526895446	-0.11537318369999999	0.0887146417	0.0132783853	0.004364385300000001	-0.0175732309	0.2237550751	-0.0102411179	0.1351090254	-0.0183778078	0.083187963	0.046379418	-0.0193731659	-0.1434919623	0.1353364716	0.046507151	-0.045650793499999995	-0.016457302	0.0232296012	-0.0481164577	0.0091704968	-0.0187826585	0.1035790259	-0.027909871200000002	0.1207205288	0.11775003070000001	0.11285322490000001	-0.0149024	-0.005991230000000003	0.00022208152576	3.5894836912900024e-05	-0.0331513	0.006159699999999997	3.7941904089999955e-05	0.00109900869169	0.0357971	-0.0316829	0.0010038061524099999	0.00128143236841	-0.00400852	0.00105084	1.1042647056e-06	1.60682325904e-05	8.629029999999997e-05	-6.329669999999999e-05	7.446015874089994e-09	4.006472230889999e-09	0.00011134	0.000339377	1.1517674812899997e-07	1.23965956e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36746.35546875	33.515625	1350294640.235733	1123.297119140625	24129.91015625	7.34765625	53.98805236816406	582252564.1486969	23660.61328125	26.490234375	701.7325172424316	559824620.8448639	1.129001	17.381653	0.026457899999999986	0.06110117230000001	0.036459631	0.048560361600000004	-0.0677607435	-0.0308966265	-0.1404925119	0.0231909586	-0.0130953875	-0.0410544228	-0.053354161799999994	-0.0846508919	-0.0030195789	-0.0198977778	-0.0805494643	0.0148020787	0.0760157448	-0.1488791068	-0.046240756900000006	0.031309773900000004	-0.1619629616	-0.0897573332	0.0302643601	-0.0370546683	-0.0400699897	-0.1304220223	-0.058328093	0.0621830017	-0.1526361166	0.1505090902	-0.2695118416	0.1191187558	-0.0782952446	-0.09549367630000001	-0.023061722599999997	-0.0940894895	0.0004842284	-0.0186846873	-0.0716315419	-0.011719368700000002	0.0134758348	0.006890589200000001	0.0694770957	-0.0164499766	0.11286279960000001	0.028319874900000007	0.0285575483	0.1333126557	0.0446919132	0.0653133539	0.0095845046	0.0715174816	-0.037286634	-0.06918794019999999	0.0486605316	-0.08631406300000001	-0.0718662213	0.21328954149999999	0.0805784836	-0.0687413088	-0.2255468734	-0.04996152190000002	-0.0369459752	0.0129396354	-0.0227678519	0.0250299262	0.0809956074	-0.0213852549	-0.044374844000000004	-0.12084938460000001	0.1564415991	-0.18260636239999997	0.1571805399	-0.017373820800000002	0.1059338422	0.0423476904	-0.039604105	-0.0767012465	-0.1101767976	-0.0322780753	0.120326335	0.1161887065	0.1093977275	-0.008052600000000002	0.006849799999999998	6.484436676000002e-05	4.691976003999997e-05	-0.0233327	0.0098186	9.640490595999999e-05	0.0005444148892899999	0.0358166	1.9499999999998685e-05	3.8024999999994867e-10	0.0012828288355599998	-0.00381312	0.00019539999999999963	3.818115999999986e-08	1.45398841344e-05	8.629029999999997e-05	0.0	7.446015874089994e-09	0.0	0.00011134	0.0	0.0	1.23965956e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36773.1796875	26.82421875	1352266744.3291626	719.5387115478516	24123.640625	-6.26953125	39.30702209472656	581950037.0041504	23650.701171875	-9.912109375	98.24991226196288	559355665.9213295	1.178174	18.138699	0.06960748500000001	0.006562699	-0.0449366612	-0.0118901472	-0.1617788341	0.0386617893	-0.053029471200000004	-0.0318213687	0.007020595699999999	0.1021299986	0.0879924432	0.0824351896	-0.0857933142	0.00037398389999999997	-0.0713448664	0.0448608831	0.0055235767	0.0034651709000000004	-3.89769e-05	0.1132091082	-0.0204585234	-0.0627995064	-0.0468258994	-0.1771174244	-0.028606909500000006	-0.030275539900000002	0.0984608229	0.1563729462	-0.0053646484	-0.07678642570000001	0.054226173200000005	-0.0447507197	-0.059065748700000004	0.046845823700000004	-0.0957822697	0.1056557873	0.1716120039	-0.1215794462	0.0157758578	-0.08791565380000001	-0.0479998667	0.1000745475	0.0173764368	0.0568849101	0.022738420099999997	0.0099889457	-0.0460513946	0.0113933555	0.0319151939	-0.0062972220999999995	-0.09945551720000001	-0.1081114986	0.0987095723	-0.0048703811	0.087158416	-0.0456276975	0.0463222976	-0.047789993499999996	0.1195677948	-0.0091507703	-0.0575929394	-0.0615965682	-0.0493671933	0.0132692292	0.07306672360000001	0.12760066949999999	-0.030824176000000002	-0.08880211210000001	0.07814901440000001	0.022962678900000002	-0.21967583629999998	-0.0618960551	0.072066713	0.19881191550000002	-0.0849625516	-0.0663761651	-0.008542963800000001	0.0741647254	-0.0227071956	-0.06705614929999999	0.1198669825	0.1143757435	0.10540925529999999	0.00447105	0.01252365	1.99902881025e-05	0.0001568418093225	0.0182951	0.0416278	0.00173287373284	0.00033471068400999995	0.0358305	1.3900000000004187e-05	1.9321000000011642e-10	0.00128382473025	-0.00397897	-0.00016584999999999994	2.7506222499999975e-08	1.58322022609e-05	0.000229283	0.0001429927	5.2570694089e-08	2.0446912253290002e-08	0.00011134	0.0	0.0	1.23965956e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36896.36328125	123.18359375	1361341623.3819733	15174.197769165039	24142.654296875	19.013671875	361.519718170166	582867756.4984169	23667.9140625	17.212890625	296.2836036682129	560170156.0698854	1.097167	16.891537	0.09644533000000002	0.0066579487	-0.11234619039999999	0.0308628656	-0.1656236932	-0.0156019447	-0.0507130451	0.0065826494	0.0353379707	0.0585944245	0.0950619854	0.117151785	-0.059932034	0.0812183395	-0.024108467999999997	0.0728107554	-0.0141982446	0.0861574313	0.0384866942	-0.0932042772	-0.0343944287	-0.0937311665	-0.0328292566	0.0232489925	-0.0165713585	-0.0748689506	0.0654262233	0.1114317541	0.0920199824	-0.12411091839999999	-0.08492322390000001	0.0523619637	-0.0756062254	0.07563962240000001	0.0585589933	0.0529857925	-0.0998247395	0.0340412684	0.040215699300000005	-0.029511502400000007	-0.08884054779999999	0.1536107275	-0.0106774976	0.0693679639	-0.0733176964	-0.0717454342	0.007051407900000002	0.0457536281	0.0163090078	-0.0254241233	-0.0539871733	-0.1374273825	0.0846688675	-0.0529351116	-0.017348099	-0.0043593330999999996	0.09543502949999999	-0.0526899609	-0.0668480629	0.039834884300000005	-0.0481244804	-0.1049917432	-0.06798261679999999	-0.1081880643	-0.047236552599999995	0.0875304153	0.0500021175	-0.040325603700000004	0.0714970033	0.1223189107	-0.023468617200000003	-0.011015691999999999	0.0655631383	-0.11712871	-0.0166675993	0.1025354808	-0.0772588354	-0.15068543880000002	-0.1219604627	-0.17476235510000002	0.11934271980000001	0.112315068	0.1009072399	0.00293063	-0.0015404199999999998	8.5885921969e-06	2.3728937763999995e-06	0.00738613	-0.010908969999999995	0.00011900562646089995	5.4554916376900014e-05	0.00833731	-0.02749319	0.0007558754963761001	6.951073803610001e-05	-0.00309548	0.0008834900000000002	7.805545801000005e-07	9.581996430399997e-06	0.00020145400000000005	-2.782899999999997e-05	4.058371411600001e-08	7.744532409999983e-10	-0.00010739600000000004	-0.00021873600000000006	4.784543769600001e-08	1.1533900816000008e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36993.62109375	97.2578125	1368528001.627945	9459.082092285156	24147.068359375	4.4140625	19.48394775390625	583080910.3523293	23667.77734375	-0.13671875	0.0186920166015625	560163684.3933258	1.051984	16.195915	0.1356103	0.0324497033	-0.1442186936	-0.07478065219999999	0.0611184849	-0.026515225	0.0547691777	-0.1045604926	0.055927661	0.0555995108	-0.061588301399999996	0.15294001570000001	-0.051774034000000003	0.06299340190000001	0.0098752014	0.0334971332	0.1289550732	0.0701176745	0.0539794317	0.0166453742	-0.07527196900000001	0.0956365744	-0.1274788792	-0.027474303399999997	0.1432612529	0.051897770499999996	0.08454943449999999	0.021381586400000003	0.1240573467	0.10992513279999999	0.1774440591	0.08388347389999999	0.1130789183	0.0307026554	0.052311293099999996	-0.00011893360000000001	-0.015688004499999998	-0.0749469411	0.071972845	0.0540663271	-0.1424596347	-0.0021695162	-0.0289757742	-0.0101838625	-0.0557772092	-0.1447624397	0.0186123001	-0.0822128726	0.0627996827	-0.0485712353	-0.06730383549999999	-9.7564e-05	0.10691903009999999	0.12098486230000001	-0.1105685913	-0.0361404101	0.17978223370000002	-0.0003729093	0.0377586465	-0.0238587496	0.0403491516	-0.0900766872	0.0649926656	-0.0159612949	-0.032821016099999996	0.0237431142	-0.2391035339	-0.0002675093	-0.1560278881	0.037240423700000004	-0.066116283	0.0758655335	0.070914188	-0.044770964	-0.0139720637	0.043990237800000005	0.053921773	-0.0816804585	0.126288392	0.217690671	0.11875383099999999	0.1100111431	0.0959136145	0.0027881	-0.0001425300000000001	7.77350161e-06	2.0314800900000024e-08	-0.0302922	-0.03767833	0.0014196565515889002	0.00091761738084	0.0212621	0.01292479	0.00016705019654409995	0.00045207689641000003	-0.00401672	-0.0009212399999999998	8.486831375999998e-07	1.6134039558399994e-05	-0.000284178	-0.0004856320000000001	8.0757135684e-08	2.3583843942400003e-07	0.000183025	0.00029042099999999996	8.434435724100001e-08	3.3498150625e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
