csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	cosine00	cosine01	cosine02	cosine03	cosine04	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43
38214.703125	n/a	1460363534.9318848	n/a	21744.060546875	n/a	472804169.0661659	n/a	22692.20703125	n/a	514936259.949112	n/a	n/a	n/a	n/a	-0.07652739759999999	0.024552051000000002	-0.10398826539999999	0.0368882624	-0.0006318734	0.043026017	-0.0053212237	0.0585594913	-0.021034642200000002	-0.044886568200000004	0.0491439829	-0.07723543320000001	0.0102313929	-0.028737695499999997	0.0445732948	-0.0588409129	0.019467133799999998	0.0272200785	-0.07526778419999999	-0.0015216303	0.033482785	-0.041192702000000005	0.0635325865	-0.0237815462	0.09014518740000001	-0.0507034373	0.0547088774	-0.0881089366	0.0953438286	0.0953365377	0.0953243866	0.095307376	0.0952855067	-0.134055	n/a	0.017970743025000003	n/a	-0.18569	n/a	n/a	0.034480776100000006	-0.418626	n/a	n/a	0.175247727876	-0.00536722	n/a	2.88070505284e-05	n/a	0.00457267	n/a	n/a	2.09093109289e-05	-0.00174934	n/a	n/a	3.0601904356e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38310.84765625	96.14453125	1467721048.140396	9243.770889282228	21774.630859375	30.5703125	474134549.06204605	934.5440063476562	22714.599609375	22.392578125	515953035.41421884	501.4275550842285	0.719283	18.076424	0.1204115	-0.0643961409	0.0162942998	-0.08684822960000001	0.1011482073	-0.013364301399999999	0.0045776075	-0.0078003416	0.0597794667	0.0246998969	-0.0153741907	0.0583823382	-0.015660950400000002	-0.059174643099999986	0.007312498499999999	0.0392655372	-0.0876506182	-0.0029415676	0.0737712024	-0.0180703588	0.0119626949	-0.0022379208	-0.021823115299999998	0.0477839404	0.0318405224	0.0388176186	-0.0347388653	-0.0159803616	-0.0781319501	0.0953243866	0.0952587799	0.09514946869999999	0.0949965032	0.0947999536	-0.126749	0.007306000000000006	0.016065309001	5.33776360000001e-05	-0.193525	-0.007834999999999981	6.138722499999971e-05	0.037451925625	-0.375146	0.04348000000000002	0.0018905104000000016	0.14073452131599998	-0.00485045	0.0005167699999999997	2.35268652025e-05	2.670512328999997e-07	0.00391684	-0.0006558299999999996	4.301129888999994e-07	1.5341635585600007e-05	-0.00168613	6.320999999999996e-05	3.995504099999995e-09	2.8430343769000008e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38297.69921875	-13.1484375	1466713765.4498446	172.88140869140625	21782.791015625	8.16015625	474489984.43039316	66.58815002441406	22787.890625	73.291015625	519287959.1369629	5371.572971343994	0.7365049999999999	18.509232	0.11326549999999998	-0.0424560992	0.027996657	-0.0800351421	0.114707455	0.0033303034000000003	0.0028735138	-0.0097053613	0.052065237699999996	0.023111742400000003	-0.0339734383	0.07329600879999999	0.008476416	-0.0636336639	0.0068101021	0.0218008671	-0.070731578	-0.0483408587	0.0987334626	0.0512686589	-0.0042451278	-0.0040226845	-0.0227364423	0.042757673600000004	0.024326036800000003	0.0693557163	-0.009399623000000001	0.0068824286	-0.0931695084	0.0952855067	0.0951033276	0.0947999536	0.0943757715	0.0938313217	-0.119391	0.007357999999999989	0.014254210881000004	5.4140163999999846e-05	-0.198814	-0.005289000000000016	2.797352100000017e-05	0.03952700659600001	-0.333048	0.04209799999999997	0.0017722416039999973	0.110920970304	-0.00400418	0.0008462699999999997	1.6033457472400006e-05	7.161729128999993e-07	0.00380818	-0.00010866000000000044	1.1806995600000096e-08	1.45022349124e-05	-0.00147065	0.0002154800000000001	4.643163040000004e-08	2.1628114225e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38292.40625	-5.29296875	1466308376.415039	28.01551818847656	21773.41796875	-9.373046875	474081730.0418854	87.85400772094727	22826.806640625	38.916015625	521063101.40848166	1514.4562721252441	0.695561	17.480265	0.07637649999999994	-0.0293921719	0.0142217301	-0.0557270816	0.0951139149	0.0012556989999999999	0.0219955862	0.0032192988	0.039356032799999996	-0.0017973012	-0.045978497300000004	0.0455041987	-0.0019568085	-0.0533490728	0.0013264655	0.021198083599999997	-0.0484174853	-0.0369615936	0.0583972571	0.080333834	-0.0028718469	0.0194697079	-0.0193884243	0.0408342421	-0.015099365900000003	0.0537003489	-0.019090272	0.039568449500000005	-0.0550801792	0.0952271968	0.09487030769999999	0.09427648289999999	0.0934472056	0.09238454689999999	-0.11204	0.0073509999999999956	0.0125529616	5.4037200999999954e-05	-0.146291	0.05252300000000002	0.0027586655290000013	0.021401056680999998	-0.333094	-4.599999999999049e-05	2.1159999999991254e-09	0.11095161283600001	-0.00419272	-0.0001885399999999992	1.7578900998399993e-05	3.5547331599999696e-08	0.00376092	-4.7259999999999924e-05	2.233507599999993e-09	1.41445192464e-05	-0.00137732	9.332999999999998e-05	8.710488899999995e-09	1.8970103824e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38335.88671875	43.48046875	1469640210.5128324	1890.5511627197266	21771.77734375	-1.640625	474010288.7058258	2.691650390625	22859.005859375	32.19921875	522534148.87894064	1036.7896881103516	0.720585	18.109148	0.1469575	-0.0109518227	-0.006201209	-0.0250272323	0.0399165909	0.002941071	0.024276390099999996	-0.0112094003	0.012286270600000001	-0.0116833402	-0.0435737699	-0.0077662217	-0.0268044361	-0.0358215108	-0.0035837582	0.008067516700000001	-0.01311142	0.006985415500000001	0.0159429489	0.0360101575	-0.0048341079	0.0163699832	-0.033695155299999995	0.0170627702	-0.0267900989	0.0200926046	-0.035142928500000004	0.0767166995	-0.08069848889999999	0.09514946869999999	0.0945599102	0.09358001710000001	0.0922138344	0.0904670015	-0.0986265	0.013413500000000023	0.00972718650225	0.00017992198225000062	-0.101262	0.045029	0.002027610841	0.010253992643999999	-0.288864	0.044229999999999985	0.0019562928999999987	0.083442410496	-0.0038831	0.00030962000000000003	1.5078465609999993e-05	9.586454440000004e-08	0.00326749	-0.00049343	2.434731649e-07	1.06764909001e-05	-0.00129467	8.265000000000008e-05	6.831022500000013e-09	1.6761704088999996e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38651.2109375	315.32421875	1493916106.9351196	99429.36293029784	21876.203125	104.42578125	478568263.16625977	10904.743789672852	22902.69140625	43.685546875	524533273.6499176	1908.4270057678225	1.425117	35.814846	0.93286185	0.0174751907	-0.056935406200000004	0.0032875137	-0.10211757169999999	-0.0095007597	-0.08224417860000001	0.0014073329000000002	-0.034136845299999996	0.0398700579	0.0409279459	-0.011885280500000001	0.0012211659	0.1447739928	0.054555791299999996	-0.0009392244	0.0205124751	0.072465976	-0.0658575404	-0.0890899098	0.005753875699999999	-0.06526792070000001	0.046143549299999996	-0.0447466267	0.054528871	-0.029748265	0.049202337	-0.046961081200000004	0.0850249974	0.0950523382	0.0941723883	0.0927118342	0.0906796809	0.0880884571	0.0545855	0.153212	0.00297957681025	0.023473916944	-0.169127	-0.067865	0.004605658224999999	0.028603942129000002	-0.147498	0.14136600000000002	0.019984345956000002	0.021755660004	0.000421946	0.004305046	1.7803842691600002e-07	1.8533421062116e-05	-0.000353871	-0.0036213609999999996	1.3114255492321e-05	1.2522468464099994e-07	0.0021873	0.00348197	1.21241150809e-05	4.7842812900000015e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38458.63671875	-192.57421875	1479066738.2647858	37084.82972717285	21812.7578125	-63.4453125	475796403.3867798	4025.3076782226562	22957.56640625	54.875	527049855.29737854	3011.265625	1.20105	30.183779	0.28930529	0.0492549296	-0.0080329871	0.0306880877	0.015423058500000001	-0.0171046926	-0.0091096449	0.0018535752	-0.0366302528	0.0039326624	0.017125898100000002	-0.0291853546	0.0083891364	-0.0269577785	0.0082506024	-0.0340897121	0.0215395576	0.0054616604	0.0069787063	0.07052740190000001	0.0186938554	-0.007006191700000001	0.0052227114	-0.0328630691	0.005561235699999999	-0.06894481849999999	-0.0263974154	-0.0331204546	0.0609460458	0.0949358253	0.09370805800000001	0.09167352720000001	0.088849749	0.08526103410000001	-0.00316649	-0.05775199	1.00266589201e-05	0.0033352923489601005	-0.07923199999999997	0.08989500000000003	0.008081111025000006	0.006277709823999995	-0.101312	0.04618599999999999	0.0021331465959999987	0.010264121344	-0.00035388	-0.0007758260000000001	1.2523105439999998e-07	6.01905982276e-07	-0.000353871	0.0	0.0	1.2522468464099994e-07	0.00105368	-0.00113362	1.2850943044000002e-06	1.1102415424e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38393.67578125	-64.9609375	1474074339.9957428	4219.923400878906	21844.134765625	31.376953125	477166223.65878683	984.5131874084473	23007.962890625	50.396484375	529366356.37637717	2539.805637359619	0.716867	18.015711	0.08762744	0.0243374774	-0.0055594663	0.007532456099999999	-0.0487259667	-0.0155570475	-0.0210270823	-0.0136374731	-0.0374039549	0.0023181487	0.0621949565	-0.0046005538	0.0104874238	-0.0006797394	-0.0149198102	-0.0213479156	0.0188754571	0.0227309867	0.0029710755	0.0122273706	0.0164395795	-0.0280568688	0.0193232369	-0.0385686705	0.0362454989	-0.058603532300000004	0.006510096	-0.0532609175	0.0423379529	0.0947999536	0.0931672981	0.0904670015	0.0867300078	0.0819991404	-0.00309645	7.003999999999995e-05	9.5880026025e-06	4.9056015999999915e-09	-0.0533405	0.02589149999999997	0.0006703697722499983	0.00284520894025	-0.113026	-0.011714000000000002	0.00013721779600000004	0.012774876676	-0.000254743	9.9137e-05	6.489399604899999e-08	9.828144769000002e-09	0.000366927	0.0007207979999999999	5.195497568039999e-07	1.3463542332899994e-07	0.0008745769999999998	-0.00017910300000000025	3.207788460900008e-08	7.648849289289995e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38517.98828125	124.3125	1483635421.2345126	15453.59765625	21850.12890625	5.994140625	477428133.2197418	35.92972183227539	22991.193359375	-16.76953125	528594972.08816916	281.21717834472656	0.8024529999999999	20.166586	0.19454015	0.024357396899999998	-0.0258954435	0.0331851312	-0.10789556439999999	0.0070847028	-0.0333091743	-0.0065515233	-0.0276987723	-0.022751687599999997	-0.0028892253	-0.0344773591	-0.0032281817	0.0501962908	0.0036006015000000008	-0.009521890600000001	0.041424598199999996	0.0543731625	-0.0666352236	-0.061114086799999995	-0.0097300078	-0.0320123193	0.0154810125	-0.0193886885	-0.0254192488	-0.0172905128	0.0152951901	0.0613929511	0.0404313706	0.0946447509	0.0925505496	0.089094471	0.08432737119999999	0.0783193979	-0.0213002	-0.01820375	0.0004536985200400001	0.0003313765140625001	-0.14608	-0.0927395	0.008600614860249997	0.0213393664	-0.0953825	0.01764349999999999	0.0003112930922499997	0.009097821306250002	-0.00103314	-0.0007783970000000001	1.0673782596000002e-06	6.059018896090001e-07	0.00052034	0.00015341300000000006	2.353554856900001e-08	2.707537156e-07	0.000487319	-0.00038725799999999975	1.499687585639998e-07	2.3747980776100002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38546.0703125	28.08203125	1485799536.5361938	788.6004791259766	21820.509765625	-29.619140625	476134646.43173605	877.2934913635254	22909.4765625	-81.716796875	524844116.3677368	6677.63489151001	0.776014	19.502131	0.10773535	0.013932128200000001	-0.0045995422999999995	0.0099374594	-0.098692482	-0.0083987263	-0.020934078999999998	0.002375442	-0.0214833405	0.0058494152	-0.0021156268	-0.0249835095	3.14337e-05	0.0277481992	0.0167637427	-0.0161044072	0.0037294921	0.052046141500000004	-0.0449639358	-0.0755750429	0.006146762900000001	-0.0110510123	0.0110909528	-0.024075067999999998	-0.0051995528999999995	-0.010896989099999999	0.0026365088	0.0110460899	0.0010840773	0.0944702488	0.0918583156	0.08755845429999999	0.0816496764	0.0742405577	-0.0212997	5.000000000005e-07	0.00045367722009	2.5000000000050007e-13	-0.0823189	0.06376109999999999	0.00406547787321	0.00677640129721	-0.0741312	0.02125130000000001	0.0004516177516900007	0.005495434813439999	-0.00113462	-0.00010147999999999992	1.2873625444e-06	1.0298190399999984e-08	0.000544507	2.416699999999996e-05	5.84043888999998e-10	2.96487873049e-07	0.000158517	-0.00032880199999999995	1.0811075520399999e-07	2.5127639288999998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
