onset	duration	trial_type	stop_signal_delay	response_time	response_accuracy	response_hand	sex
1.5668	0.5084	go	n/a	1.032	correct	left	male
4.0834	0.5083	go	n/a	0.745	correct	left	male
13.5914	0.5083	go	n/a	0.59	correct	right	female
16.5996	0.5084	go	n/a	0.683	correct	right	female
21.1078	0.5083	succesful_stop	0.2	n/a	n/a	right	male
24.616	0.5084	go	n/a	0.905	correct	left	male
29.6242	0.5083	succesful_stop	0.25	n/a	n/a	right	female
33.1324	0.5083	go	n/a	0.934	correct	right	female
37.1406	0.5083	go	n/a	0.738	correct	right	female
40.6488	0.5083	go	n/a	0.694	correct	left	male
45.157	0.5083	go	n/a	0.754	correct	left	male
49.6652	0.5083	go	n/a	0.754	correct	left	male
52.1817	0.5084	succesful_stop	0.3	n/a	n/a	right	female
56.6816	0.5083	go	n/a	0.945	correct	left	male
60.6898	0.5083	go	n/a	0.948	correct	left	male
64.698	0.5083	go	n/a	1.156	correct	left	male
68.2145	0.5083	go	n/a	1.593	incorrect	right	male
73.7143	0.5083	go	n/a	0.819	correct	right	female
80.7307	0.5084	go	n/a	1.467	correct	left	male
84.2473	0.5083	go	n/a	1.072	correct	left	male
88.2555	0.5083	go	n/a	1.151	correct	right	female
92.7553	0.5083	go	n/a	0.846	correct	right	female
97.2635	0.5083	go	n/a	0.803	correct	left	male
100.2801	0.5083	go	n/a	0.838	correct	right	female
105.7799	0.5083	go	n/a	0.869	correct	right	female
108.7881	0.5083	succesful_stop	0.35	n/a	n/a	right	female
113.2963	0.5083	succesful_stop	0.4	n/a	n/a	right	male
117.8045	0.5083	go	n/a	0.863	correct	right	female
121.8127	0.5083	succesful_stop	0.45	n/a	n/a	right	female
125.3209	0.5083	go	n/a	1.235	correct	left	male
128.8291	0.5083	go	n/a	1.67	correct	right	female
132.8373	0.5083	go	n/a	0.625	correct	right	female
137.8454	0.5083	unsuccesful_stop	0.5	1.242	correct	left	male
141.8536	0.5083	go	n/a	2.094	correct	right	female
148.87	0.5084	succesful_stop	0.55	n/a	n/a	right	female
157.3864	0.5083	go	n/a	1.589	correct	left	male
161.3946	0.5083	go	n/a	0.677	correct	left	male
165.4028	0.5083	go	n/a	0.944	correct	right	female
168.4194	0.5083	succesful_stop	0.6	n/a	n/a	right	female
172.4276	0.5083	succesful_stop	0.65	n/a	n/a	right	male
181.4356	0.5083	go	n/a	1.303	correct	left	male
