name	volume	thickness	area	meancurv
Left-bankssts	2334.0	2.721	895.0	0.109
Left-caudalanteriorcingulate	1629.0	3.174	496.0	0.124
Left-caudalmiddlefrontal	5681.0	2.674	1968.0	0.113
Left-cuneus	2692.0	1.964	1293.0	0.149
Left-entorhinal	1947.0	3.253	383.0	0.122
Left-fusiform	9564.0	2.846	2768.0	0.133
Left-inferiorparietal	12143.0	2.568	4286.0	0.124
Left-inferiortemporal	11339.0	2.715	3275.0	0.12300000000000001
Left-isthmuscingulate	2353.0	2.523	822.0	0.126
Left-lateraloccipital	10308.0	2.1790000000000003	4389.0	0.139
Left-lateralorbitofrontal	6539.0	2.737	2061.0	0.136
Left-lingual	5523.0	2.122	2426.0	0.146
Left-medialorbitofrontal	5447.0	2.88	1556.0	0.141
Left-middletemporal	10227.0	2.8360000000000003	2843.0	0.13699999999999998
Left-parahippocampal	2143.0	3.3489999999999998	526.0	0.105
Left-paracentral	3357.0	2.505	1232.0	0.106
Left-parsopercularis	4941.0	2.719	1520.0	0.125
Left-parsorbitalis	2287.0	2.7310000000000003	588.0	0.149
Left-parstriangularis	3728.0	2.6210000000000004	1261.0	0.133
Left-pericalcarine	1741.0	1.848	1051.0	0.129
Left-postcentral	7861.0	2.0269999999999997	3454.0	0.109
Left-posteriorcingulate	3676.0	2.832	1131.0	0.158
Left-precentral	12797.0	2.6510000000000002	4369.0	0.1
Left-precuneus	8611.0	2.523	3235.0	0.121
Left-rostralanteriorcingulate	1818.0	3.388	514.0	0.111
Left-rostralmiddlefrontal	13173.0	2.47	4569.0	0.14400000000000002
Left-superiorfrontal	20388.0	2.8489999999999998	6206.0	0.12300000000000001
Left-superiorparietal	12766.0	2.186	5256.0	0.125
Left-superiortemporal	11564.0	2.8	3542.0	0.11800000000000001
Left-supramarginal	11690.0	2.772	3830.0	0.142
Left-frontalpole	951.0	2.595	240.0	0.19699999999999998
Left-temporalpole	2495.0	3.238	467.0	0.149
Left-transversetemporal	1179.0	2.883	400.0	0.138
Left-insula	7102.0	3.4189999999999996	1948.0	0.10300000000000001
BrainSegVolNotVent	973854.0	973854.0	74794.4	973854.0
eTIV	1142524.063905	1142524.063905	973854.0	1142524.063905
