onset	duration	trial_type	stop_signal_delay	response_time	response_accuracy	response_hand	sex
0.067	0.5083	go	n/a	0.491	correct	left	male
5.5668	0.5084	go	n/a	0.511	correct	right	female
8.0834	0.5084	unsuccesful_stop	0.2	0.401	correct	right	female
13.0833	0.5083	go	n/a	0.414	correct	left	male
16.5915	0.5084	go	n/a	0.38	correct	right	female
21.5997	0.5084	succesful_stop	0.2	n/a	n/a	right	female
25.108	0.5083	go	n/a	0.534	correct	right	female
28.6162	0.5083	unsuccesful_stop	0.25	0.433	correct	right	female
33.6244	0.5083	unsuccesful_stop	0.25	0.585	correct	left	male
36.141	0.5083	go	n/a	0.51	correct	left	male
44.6491	0.5084	go	n/a	0.569	correct	left	male
49.6573	0.5084	go	n/a	0.526	correct	right	female
57.6738	0.5083	go	n/a	0.677	correct	right	female
61.682	0.5083	go	n/a	0.571	correct	left	male
65.1903	0.5083	succesful_stop	0.2	n/a	n/a	right	female
69.6985	0.5083	go	n/a	0.468	correct	left	male
73.2067	0.5083	unsuccesful_stop	0.2	0.49	correct	left	male
77.2149	0.5084	go	n/a	0.859	correct	left	male
80.2315	0.5084	succesful_stop	0.15	n/a	n/a	right	male
85.7314	0.5083	succesful_stop	0.15	n/a	n/a	right	male
88.7396	0.5084	unsuccesful_stop	0.2	0.487	correct	left	male
93.2479	0.5083	unsuccesful_stop	0.2	0.592	correct	right	female
96.7561	0.5083	go	n/a	0.742	correct	left	male
101.7643	0.5083	succesful_stop	0.15	n/a	n/a	right	male
105.7725	0.5083	succesful_stop	0.15	n/a	n/a	right	female
108.7808	0.5083	succesful_stop	0.2	n/a	n/a	right	female
112.2974	0.5083	unsuccesful_stop	0.25	0.429	correct	right	female
116.7972	0.5084	go	n/a	0.537	correct	right	female
120.3138	0.5083	succesful_stop	0.3	n/a	n/a	right	male
128.8219	0.5083	go	n/a	0.685	correct	right	female
133.8301	0.5083	go	n/a	0.446	correct	left	male
136.8384	0.5083	succesful_stop	0.35	n/a	n/a	right	male
141.8466	0.5083	go	n/a	0.592	correct	right	female
149.863	0.5083	unsuccesful_stop	0.4	0.477	correct	left	male
153.3713	0.5083	go	n/a	0.563	correct	right	female
157.8795	0.5083	go	n/a	0.748	correct	right	female
160.3961	0.5083	go	n/a	1.174	correct	right	female
165.396	0.5083	unsuccesful_stop	0.45	0.544	correct	left	male
168.9042	0.5083	go	n/a	0.866	correct	left	male
172.9124	0.5083	go	n/a	0.583	correct	left	male
177.4206	0.5084	go	n/a	0.724	correct	left	male
180.9289	0.5083	go	n/a	0.757	correct	right	female
184.4455	0.5083	unsuccesful_stop	0.5	0.493	correct	left	male
189.4453	0.5083	go	n/a	0.514	correct	right	female
193.4535	0.5084	unsuccesful_stop	0.5	0.651	correct	left	male
196.9618	0.5083	go	n/a	0.564	correct	right	female
201.97	0.5083	unsuccesful_stop	0.45	0.601	correct	left	male
204.4866	0.5083	unsuccesful_stop	0.4	0.537	correct	right	female
208.9865	0.5083	succesful_stop	0.35	n/a	n/a	right	female
213.9947	0.5083	go	n/a	0.883	correct	left	male
218.0029	0.5083	go	n/a	0.778	correct	right	female
221.5111	0.5084	go	n/a	0.933	correct	right	female
225.0194	0.5083	go	n/a	0.674	correct	left	male
232.5442	0.5083	go	n/a	0.727	correct	right	female
236.5524	0.5083	go	n/a	0.554	correct	right	female
241.5523	0.5083	go	n/a	0.689	correct	right	female
245.5605	0.5083	unsuccesful_stop	0.3	0.684	correct	left	male
249.5687	0.5083	succesful_stop	0.25	n/a	n/a	right	female
254.0769	0.5084	succesful_stop	0.2	n/a	n/a	right	male
257.0852	0.5083	go	n/a	0.754	correct	right	female
260.6018	0.5083	go	n/a	0.538	correct	left	male
264.61	0.5083	go	n/a	0.772	correct	right	female
270.1099	0.5083	succesful_stop	0.15	n/a	n/a	right	female
272.6265	0.5083	go	n/a	0.545	correct	left	male
276.6347	0.5083	unsuccesful_stop	0.15	0.766	correct	left	male
