onset	duration	trial_type	response_accuracy	response_time	response_hand
8.0425	6	active_change	incorrect	2.626899999999999	left
20.0588	6	active_change	incorrect	0.7592999999999996	left
26.067	6	active_nochange	correct	0.9109000000000016	left
36.0834	6	passive	n/a	2.3211000000000013	left
42.0916	6	active_change	incorrect	2.0467000000000013	left
52.108	6	active_nochange	incorrect	2.2210000000000036	right
60.124399999999994	6	active_change	incorrect	2.058400000000006	left
66.1326	6	active_nochange	incorrect	0.9429999999999978	right
72.1408	6	active_change	incorrect	1.8516000000000048	left
78.149	6	active_change	incorrect	0.9321999999999946	left
86.1654	6	active_nochange	incorrect	0.7835999999999927	right
92.1736	6	active_nochange	correct	0.9342000000000041	left
100.1901	6	active_nochange	correct	2.0964000000000027	left
106.1982	6	passive	n/a	1.653099999999995	left
112.2064	6	active_change	incorrect	1.0906999999999982	left
118.2146	6	active_nochange	incorrect	1.1944000000000017	right
126.2311	6	passive	n/a	1.7536000000000058	left
134.2475	6	active_nochange	correct	1.0948999999999955	left
140.2557	6	active_nochange	incorrect	0.8095000000000141	right
150.2721	6	active_nochange	incorrect	0.5827999999999918	right
156.2803	6	passive	n/a	1.3933999999999855	left
162.2884	6	passive	n/a	1.3430999999999926	left
172.3049	6	active_change	correct	1.0063000000000102	right
180.3213	6	active_change	incorrect	0.7926999999999964	left
188.3378	6	active_nochange	correct	0.7659000000000162	left
194.3459	6	active_change	incorrect	0.9475999999999942	left
204.3624	6	passive	n/a	1.5797000000000025	left
210.3705	6	active_nochange	incorrect	0.6435000000000173	right
216.3787	6	active_change	incorrect	0.7880999999999858	left
222.3869	6	active_change	incorrect	0.9037000000000148	left
228.3951	6	active_nochange	correct	0.9772999999999854	left
238.4115	6	active_change	incorrect	1.2545000000000073	left
244.4196	6	active_change	correct	0.9362999999999886	right
252.4361	6	active_change	incorrect	0.8594999999999686	left
258.4443	6	active_change	incorrect	1.1301000000000272	left
264.4525	6	active_nochange	incorrect	0.9207000000000107	right
272.4689	6	passive	miss	n/a	right
280.4854	6	passive	n/a	2.821199999999976	left
296.5016	6	active_nochange	correct	0.8186000000000035	left
302.5098	6	active_nochange	incorrect	0.8032000000000039	right
