csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06
30646.068359375	n/a	n/a	939181505.8874855	21455.951171875	n/a	n/a	460357840.6898842	20354.1953125	n/a	n/a	414293266.81939703	n/a	n/a	n/a	0.1048057856	-0.0482527652	0.0193445803	-0.047371973	0.0653032964	-0.1009102748	0.0497528579	-0.028672645299999997	0.07958743730000001	0.0069954279	-0.0082985483	0.0879422392	-0.07940453530000001	0.1042677533	-0.038652773599999996	0.1306022189	-0.029328346800000002	0.0578298328	0.10055719490000001	-0.0695096773	0.1083803576	-0.0036700701	0.0835209114	-0.0140372243	0.1427632322	-0.11126613619999999	0.0619881047	-0.011146376299999998	0.0965667221	-0.040049990099999995	0.0574797855	-0.0035528971	-0.07262327980000001	0.1333325315	-0.025625469100000003	0.0670029835	0.0719282713	-0.0684451225	0.014801060900000001	0.027397563599999997	-0.10356114599999999	-0.046177238899999994	0.0535648192	0.21541921739999997	-0.0638849551	-0.053987560899999995	0.0280119634	-0.0621932193	0.0478317718	-0.075526288	0.0555105523	-0.042177225	0.0651738973	-0.0201729495	0.0116557577	-0.0642313559	0.0716955165	-0.019684922	0.1744388661	-0.0791435356	-0.0363916952	0.02092583	-0.078103935	-0.025575346699999998	0.0112062395	-0.11335731289999999	0.1236036042	-0.0596602459	0.0376351276	-0.11505470539999996	0.0634387464	-0.0396895927	0.0386532971	-0.036154796499999996	0.0967587687	-0.20228365199999998	0.0982138075	-0.072489342	0.0731770046	-0.0415194836	0.0976084832	-0.065141598	0.0333685354	-0.0861504999	0.0883500348	-0.056338573899999994	0.054606804	-0.0593288503	-0.014158032099999999	0.051676457300000006	-0.0810323872	-0.0187609501	0.0487045169	0.036889757200000005	-0.0087694232	-0.0197166495	-0.285417811	0.10411648820000001	-0.0490568554	-0.042963460599999996	0.1217078847	0.1216831682	0.1216419777	1.33451e-05	n/a	1.7809169401e-10	n/a	3.85312e-05	n/a	n/a	1.48465337344e-09	0.036913	n/a	n/a	0.001362569569	0.00167821	n/a	n/a	2.8163888041e-06	-0.000511705	n/a	2.61842007025e-07	n/a	-0.000132237	n/a	n/a	1.7486624169e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30619.318359375	-26.75	715.5625	937542656.792759	21469.568359375	13.6171875	185.42779541015625	460942365.5378762	20364.23046875	10.03515625	100.70436096191406	414701882.5843658	1.026047	14.157004	0.0307564337	0.10046592900000001	0.017805970600000002	0.1105364091	-0.0325036474	0.0803398283	-0.0170105294	0.09699902710000001	-0.0580599537	0.0135288164	0.1109559168	0.0492325063	-0.0152584233	0.0618830893	-0.0487880386	0.013563298500000001	0.014352545100000001	-0.1702552934	-0.0646382576	-0.1503375732	-0.0851013844	0.042878485300000005	0.0251695194	-0.0671785678	-0.2186512532	-0.021975489100000002	0.0583630591	0.045679787699999995	0.0137563442	0.0843369984	0.0187055252	0.0461415787	-0.0697065203	-0.015702244299999998	0.0748244877	-0.1269407947	0.10490731019999999	0.0710310219	-0.0802702047	0.1212711248	-0.0845931706	-0.1068307352	0.1004596557	0.011265182299999999	-0.026016759	-0.0781423207	-0.0089444477	0.0738640748	-0.0264960148	0.089081054	-0.0215658886	-0.042712529299999996	-3.77912e-05	-0.012297804099999999	-0.1659190811	0.033310118300000004	-0.065332925	0.1326400557	0.042248179299999994	0.013149278700000001	-0.0483244145	-0.10773639019999999	0.055728925	-0.0095716372	0.0670269843	0.08951166470000001	0.0828275717	-0.0512446338	-0.007206817099999999	-0.0450848301	0.1275990046	-0.0399179145	-0.1608632942	-0.0248885467	0.0003629881	-0.0514050768	-0.14196600339999998	-0.0427573417	0.0543779352	-0.10363694820000001	-0.10077253	0.0042039477	-0.0977028516	0.067550576	-0.039474330099999996	0.0113590364	-0.1442655488	0.031118668399999997	-0.11338721410000001	-0.0259642205	0.0640410998	-0.11429314210000001	0.1043939225	0.11203582710000001	0.0105098559	-0.0117317958	0.0129991719	-0.0303837895	-0.0111015318	0.09843153519999999	-0.0685552591	0.1216419777	0.12141962949999999	0.12104935019999999	0.00351086	0.0034975149	1.23261379396e-05	1.2232610475722009e-05	0.0206856	0.0206470688	0.00042630145003193335	0.0004278940473599999	0.036913	0.0	0.0	0.001362569569	0.00167821	0.0	0.0	2.8163888041e-06	-0.000511705	0.0	2.61842007025e-07	0.0	0.0	0.000132237	1.7486624169e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30805.6640625	186.345703125	34724.721073150635	948988938.3316039	21487.849609375	18.28125	334.2041015625	461727680.8351173	20342.453125	-21.77734375	474.25270080566406	413815399.1428223	1.2775820000000002	17.627583999999995	0.083776	0.17637601309999998	-0.038245095800000004	-0.08565563970000001	0.098049104	0.0466581466	-0.0841324351	0.1729506945	0.0514696242	0.0446339446	0.0572644013	-0.0749117782	0.2146961414	-0.098234691	0.0010976081	-0.0660065034	-0.0383277344	0.0558562845	0.11328691960000001	0.3146756013	-0.039635149	0.041585595499999996	-0.1629171211	0.0271861235	-0.1289635674	0.0566629858	-0.029386552200000002	-0.1150982112	0.050057813300000004	0.0416787444	0.0437552914	0.1811680784	0.0371911038	0.0347923346	0.0114688185	-0.1631542732	0.0537085446	0.021531128700000002	0.1259907593	0.1557108681	-0.0395107468	0.09160711199999999	0.0517218112	0.0089704472	0.0014876504999999998	0.0652118268	0.0737685647	-0.082737196	-0.21707996370000002	0.041054261099999996	-0.0900137462	0.0469882753	-0.0707724269	-0.0244513751	-0.113173295	0.11762182630000001	0.1102594628	0.0100241163	-0.0793203351	0.1229696849	0.0354698844	-0.1588970208	-0.0679753886	-0.08588034619999999	0.0369568838	0.0649634903	-0.1740511568	0.0470088359	-0.09223473550000001	0.07023269530000001	-0.1181765467	-0.010387363299999999	0.2484064209	0.1685788527	-0.0653234054	0.1027621683	-0.08202574530000001	0.10887118650000001	-0.038545345099999996	-0.044253793099999994	-0.1409893559	0.0188244822	-0.018192306000000002	-0.0899259916	0.1022836675	0.06778242030000001	-0.0758296345	0.1314903752	-0.0517793737	0.0156485177	0.1357868395	-0.0504372939	0.1936037357	-0.1262926952	-0.0125284105	0.0579224734	0.0351450413	0.1743482011	0.0570061272	-0.12352040859999999	-0.0309345875	0.1215101995	0.120893123	0.1198669825	0.00761104	0.00410018	5.7927929881600014e-05	1.68114760324e-05	0.00359915	-0.01708645	0.0002919467736025	1.2953880722500003e-05	-0.00681647	-0.04372947	0.0019122665464809	4.64642632609e-05	0.00199082	0.00031260999999999984	9.77250120999999e-08	3.9633642724e-06	-0.0005762930000000001	-6.458800000000008e-05	3.321136218490001e-07	4.17160974400001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30633.275390625	-172.388671875	29717.854190826416	938397561.1578712	21460.013671875	-27.8359375	774.8394165039062	460532186.7970619	20354.712890625	12.259765625	150.3018531799316	414314336.85977554	1.176754	16.236397	0.08608232619999999	0.0764453773	-0.038961032	0.0558956528	0.0108872523	0.0914872953	-0.0046216536	0.047810782999999996	-0.1163393168	0.0685027883	0.0884616744	0.0528126159	0.0681686301	-0.0462179691	-0.10629895130000001	0.019640220700000002	0.1255473354	0.05950647780000001	-0.18312367440000002	0.0261114013	-0.1124241008	-0.2498854599	-0.1537416698	0.1530889604	-0.1519640987	-0.0869783309	-0.0113126463	0.047382681600000004	0.042726377999999995	-0.0787036372	0.0301932052	-0.0863311866	-0.0754236107	0.0494941921	-0.0045198427	0.09616804820000001	0.014558674399999999	-0.0269613296	0.22585668399999997	-0.1103872074	0.0028660166999999997	0.020380792	0.0398712242	0.0287740453	-0.0366610766	-0.08402128689999999	0.0393240813	-0.0370912687	-0.025301765	0.03683846	-0.1060838927	0.0271716106	-0.0032492115000000003	0.0487461201	-0.1665303733	-0.0187322791	-0.0660257122	0.1652368154	0.01744774	-0.1535739879	-0.0834780865	-0.0524167034	0.1023002873	-0.0884958295	0.0007350713	0.1350672323	-0.1002603598	-0.0728891505	-0.10512262929999999	0.024529488199999998	0.059133419699999995	0.19406696010000002	-0.0223365854	-0.0449553572	-0.078825683	-0.11982968599999999	0.2271564572	-0.010922291200000002	-0.10812131539999999	0.018582013300000002	-0.1525755456	-0.15715753789999998	0.1028699723	0.08435799279999999	0.0642696376	0.1084367904	-0.0216701367	-0.056821407699999986	-0.0543159194	-0.1644770703	-0.039997738	0.0050943986	0.0661682983	-0.0823401928	-0.047478752400000004	-0.040269699999999985	0.030251307400000007	-0.0038275187	0.0248127029	0.1240780149	-0.028616855	0.1213126213	0.12010478890000001	0.1181006348	1.14338e-05	-0.0075996062	1.3073178244000002e-10	5.775401439507844e-05	-0.0281044	-0.031703550000000004	0.0010051150826025	0.0007898572993600003	0.0146903	0.02150677	0.0004625411558329	0.00021580491409000003	0.00243168	0.00044086	1.943575396e-07	5.9130676223999984e-06	-0.000511705	6.458800000000008e-05	2.61842007025e-07	4.17160974400001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30726.4921875	93.216796875	8689.37121963501	944117322.1484984	21436.7890625	-23.224609375	539.3824806213379	459535925.3101196	20317.908203125	-36.8046875	1354.5850219726562	412817393.75061417	0.975335	13.457297	0.1023413003	0.10839034439999999	0.0020627179000000002	0.0898369017	0.04888585559999999	-0.0298326007	0.1285052477	-0.016424843	0.050454547	0.1196361965	0.0178292822	-0.0085988364	0.08581932240000001	-0.1322583757	0.015314856100000001	-0.014965726399999999	-0.021578958	-0.0330910441	0.0754777045	-0.0125924678	-0.0197887407	0.028095102099999998	0.0139325559	-0.08479309119999999	-0.18645362899999998	-0.0278473957	-0.0110506127	-0.1037575891	0.0602318683	-0.0647642688	0.13598442730000002	0.0273382754	0.0312427421	-0.0423858125	0.0081855564	0.0114930729	-0.0530578467	-0.10892041390000001	-0.0025097601000000002	0.0190086169	0.101883222	-0.0416332496	0.1111338578	0.1460822501	0.013397713	-0.1675255836	0.014958929499999999	0.044570235599999994	-0.0700215635	0.051235990499999995	-0.0211495863	-0.0390418448	0.0701065422	-0.0178437248	-0.0853171105	-0.015797233600000002	0.0652052055	0.25430567239999996	-0.0718943286	-0.1880419473	0.0244705544	0.0288207327	-0.0496772486	-0.1024055781	-0.0335978377	0.0661377814	-0.1446053587	0.027681784100000002	0.0280106142	-0.0127919726	-0.0246181866	-0.07583386240000001	8.222809999999999e-05	-0.0087545261	0.0212435358	-0.0452688706	-0.10674605300000001	0.0100695041	0.034644133199999996	-0.16528945220000002	-0.0656436022	-0.1261119696	-0.0476181693	0.0116455258	0.0689687703	0.016109641100000002	0.18259660530000002	-0.0045663705	-0.0435492692	0.0066877224	0.025067385299999998	-0.0258460389	0.0669817629	0.0006537228	0.1586249719	-0.045145453200000005	-0.043495737	-0.0199331188	0.0428137859	0.0630764911	-0.0192127554	0.12104935019999999	0.11905633460000001	0.11575891279999999	1.14335e-05	-3.000000000006578e-10	1.3072492224999999e-10	9.000000000039469e-20	0.0648242	0.0929286	0.00863572469796	0.00420217690564	0.0146766	-1.3700000000000169e-05	1.8769000000000468e-10	0.00021540258756	0.0022437	-0.00018797999999999992	3.533648039999997e-08	5.0341896900000005e-06	-0.000511705	0.0	2.61842007025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30591.537109375	-134.955078125	18212.87311172485	935842142.7142676	21422.6796875	-14.109375	199.074462890625	458931204.9932251	20322.478515625	4.5703125	20.88775634765625	413003133.0180397	1.225956	16.915267999999998	0.0878249975	-0.0539332823	0.1333644696	0.055876023399999995	0.0146426623	0.0285361719	0.0286058392	-0.1106518147	-0.1474256934	0.0297971481	0.0326392919	0.0463292212	-0.0801469654	0.0343002957	-0.0005699674	-0.0495953254	-0.027204473599999997	-0.1067013725	0.038784377	-0.0121666899	0.0144751654	0.0336278293	0.07863196730000001	-0.0064393075	-0.0068491204	0.009914523599999999	-0.0054062579	-0.127524525	0.1801485089	0.1461740164	-0.05894771980000001	0.0361677919	0.14791715560000002	-0.09892907140000001	-0.1551544996	-0.0611850796	-0.0478105993	0.0778302926	0.032614081499999996	-0.0348006722	-0.0355279583	-0.0909167026	0.2130258713	0.034237448999999996	-0.0001722234	-0.0777478071	-0.0609805993	-0.0175337782	0.12327480910000001	0.05316919	-0.0541965624	-0.0999786973	-0.037255668799999996	-0.0075411701	-0.126136705	-0.011756298200000001	0.24011998129999998	0.0263883554	-0.0186894573	-0.0894675168	-0.1225844338	0.09638145960000001	0.1644746012	-0.029557163900000002	0.0175769816	0.027222194100000003	0.071743912	0.0122450021	0.08637864960000001	0.0014504975	0.017096823100000002	-0.046271577	-0.1389587566	0.0542868159	-0.0207854636	-0.0224031745	-0.0798768092	0.0785897032	0.156392552	-0.054997418799999996	-0.008432010799999999	0.1914352304	0.1355793209	-0.0430044248	0.17808531530000002	-0.0245983158	0.09850622349999999	-0.027172749	0.0271561124	-0.0587887449	0.0522395991	-0.1357253672	-0.0024293662	0.0460656463	0.0432414622	-0.1326510971	0.0312839453	0.05594892519999999	0.1457049357	0.0841454563	-0.0417871302	0.1207205288	0.11775003070000001	0.11285322490000001	3.7951e-05	2.65175e-05	1.4402784009999998e-09	7.031778062499999e-10	0.026178500000000004	-0.038645699999999984	0.0014934901284899991	0.0006853138622500002	-0.00272254	-0.01739914	0.0003027300727396	7.412224051599998e-06	0.0024479	0.00020419999999999987	4.1697639999999945e-08	5.992214409999999e-06	-8.08322e-05	0.0004308728	6.53384455684e-09	1.8565136977983998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30552.650390625	-38.88671875	1512.1768951416016	933464445.891758	21419.6484375	-3.03125	9.1884765625	458801339.1860962	20335.18359375	12.705078125	161.41901016235354	413519691.7915192	1.089849	15.037319	0.1055842976	-0.0679459316	0.1000439842	0.0870561888	-0.0027729811	0.046051456100000006	-0.044999696799999996	-0.09347680789999999	-0.0770192356	-0.012692506299999998	0.0402842114	0.0631899522	-0.0423308558	-0.04242946349999999	-0.0477221908	-0.0258545466	0.1141411733	0.0428250313	-0.044621750599999996	0.018029178899999998	-0.1527739693	0.0544973181	0.00041269870000000016	-0.0866355153	-0.10976232679999999	0.1333382616	-0.061176397	-0.059050764299999996	0.0649961902	-0.0703937025	0.2060183131	0.0601622091	-0.11947145869999999	0.0660845738	-0.0335182511	0.17235514219999998	0.0605991284	-0.1729376765	-0.044311311799999996	0.0508991813	0.1051705059	0.0822047307	0.0328212666	-0.1440046474	0.0128565365	-0.059505329	-0.0712992286	0.052127035499999995	0.11547201730000001	0.0207669963	-0.0002949047	-0.1327383318	0.0191131122	0.0366183672	-0.0050431059	-0.06298260900000001	-0.0226573842	0.0656340225	-0.07558755219999999	-0.0639300734	-0.040763144	0.0804137247	0.0845954715	0.032175585699999995	0.014180801699999999	0.0726839772	-0.018618916399999998	-0.06666419309999999	-0.0161180046	0.0802395694	-0.0421609871	0.107680375	0.014877362	-0.0666748333	-0.0639916383	0.0786539641	-0.19332644870000001	-0.0152198927	-0.0299891627	-0.0364401875	-0.13490200630000002	-0.2444179288	0.013831820600000001	-0.1150262333	-0.017614046799999998	-0.0206820421	0.09257232509999999	0.0693448293	0.0017307989999999999	-0.0288797223	-0.2036168802	0.1824969307	0.16310211619999998	0.039711887200000004	0.0430024965	-0.057105822800000004	-0.1333818903	-0.0189650473	-0.0603312762	0.143361052	0.06596264339999999	0.120326335	0.1161887065	0.1093977275	1.14334e-05	-2.6517600000000002e-05	1.3072263556e-10	7.031831097599999e-10	0.0619089	0.035730399999999995	0.0012766614841599998	0.00383271189921	0.011076700000000002	0.01379924	0.0001904190245776	0.00012269328289000005	0.00175821	-0.0006896899999999997	4.756722960999997e-07	3.0913024041e-06	-0.000511705	-0.0004308728	2.61842007025e-07	1.8565136977983998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30565.501953125	12.8515625	165.16265869140625	934249909.6464883	21434.423828125	14.775390625	218.3121681213379	459434524.8436928	20373.046875	37.86328125	1433.6280670166016	415061038.97094727	1.101557	15.198864000000002	0.0769143266	-0.0950432534	0.0437966675	0.0253344779	-0.111486445	-0.0279219629	0.0013643328	-0.0380550125	-0.0671824008	0.026796380699999997	-0.0185558243	0.0311667076	-0.1297685288	0.018148490700000002	-0.037160354300000004	-0.1151666746	-0.0162878735	0.1024012483	-0.09392185609999999	0.12151651869999999	0.0394556442	-0.0023829258	-0.0740617075	0.018925151	0.0636993989	-0.045706428099999995	-0.0235687679	-0.07257150009999999	0.1232214246	0.0165764642	0.0828133622	-0.0122415463	0.044867799800000004	0.06084400650000001	-0.1070085442	0.1189952312	-0.1547490066	0.0246073397	0.0156997243	-0.1020851609	-0.1419715697	-0.1513797098	-0.10112799900000001	0.0895003683	0.0056710460999999995	0.0593205079	-0.081498642	0.0162122944	0.1386168383	0.015930907	0.0151889097	0.09528247039999999	-0.0582335441	0.0706227352	-0.0215921286	-0.0017669774	0.036638493700000004	0.0041324711	-0.0996929572	-0.07065577049999999	-0.0411595875	0.0328970559	0.0661198504	-0.043377573600000004	-0.014838848799999999	-0.009106170799999999	0.0601614128	-0.0465482787	0.081734895	0.1620785417	0.0459983913	0.0860395635	0.08743909539999999	0.0464266801	-0.036524166000000004	0.0523947797	0.10757288109999999	0.0655585251	0.059157088	-0.0110699823	-0.0244233181	-0.06210668530000001	0.0849286069	-0.0446125078	0.1853009217	0.0391724927	0.0332512616	-0.0289995955	0.044301273200000005	-0.0094526219	0.0322020725	0.0044024112	-0.1874471594	-0.0689517407	0.1061585602	-0.0031991519	0.0094982782	-0.12211062310000001	-0.1720598504	-0.09921928869999999	-0.0176414179	0.1198669825	0.1143757435	0.10540925529999999	0.00282489	0.0028134565999999995	7.9800035121e-06	7.91553804008356e-06	0.023798	-0.0381109	0.0014524406988100007	0.000566344804	-0.00653527	-0.01761197	0.0003101814872809	4.27097539729e-05	0.00212577	0.0003675599999999999	1.3510035359999989e-07	4.5188980929e-06	-0.000511705	0.0	2.61842007025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30624.416015625	58.9140625	3470.8667602539062	937854856.298069	21435.81640625	1.392578125	1.939273834228516	459494225.0024567	20364.783203125	-8.263671875	68.28827285766603	414724394.9102821	0.959622	13.240499	0.0815561567	0.011222318799999999	0.1086411799	-0.0985370972	-0.0352212936	0.0185614744	-0.004690195800000001	-0.011994673700000002	0.0174016901	-0.0318413375	0.065194911	0.01542745	0.0095204638	-0.0730213786	-0.0374110489	-0.0744842274	-0.0299340929	0.1496916926	0.1166537626	-0.028447311099999997	-0.09961554789999999	-0.059990683499999996	0.09906038449999999	0.1222594198	0.1248803003	0.0693673188	0.1457934018	-0.2201843547	-0.1036445909	-0.0694151846	-0.0307549177	-0.037059335299999996	-0.0547954287	0.0030754084999999997	0.079537252	0.1392467414	-0.0158372364	-0.062088932199999995	-0.0534597532	0.0920355125	-0.04482158940000002	-0.1482760059	0.14754535970000002	0.0576295972	0.1989179339	-0.007750116899999999	-0.0042741785	-0.053304009699999995	0.054189723200000005	0.042929830499999995	0.0825259506	-0.051759582	-0.0552532649	0.10708958980000001	0.1485867732	0.0087854166	0.0259477858	0.0055165713	-0.09385544230000001	-0.005245401899999999	0.058141392800000004	0.0041840354	-0.013813447	0.0123094207	0.0515902438	0.0661636845	-0.0658153539	-0.035314309700000004	0.0084228797	0.0431672922	-0.07756715410000001	-0.12472942449999999	0.1285763342	-0.0331603605	-0.1762260768	-0.2052750555	-0.0521368993	-0.007725266	-0.1290571101	0.063551809	0.12782977199999998	0.055983795700000005	0.10072852310000001	-0.047041098600000004	-0.1236953521	-0.0645666149	0.0650030967	0.012034968600000001	0.0384958042	-0.1036603101	0.0205009233	0.0488301332	-0.0811317022	-0.0161268074	0.22814701350000002	-0.07970478219999999	-0.0242790235	-0.0224599833	0.1139453134	-0.0832555269	-0.0315174767	0.11934271980000001	0.112315068	0.1009072399	1.99133e-05	-0.0028049766999999996	3.9653951688999993e-10	7.867894287542891e-06	0.06272230000000001	0.038924300000000016	0.0015151011304900008	0.003934086917290001	-0.0079357	-0.0014004300000000007	1.9612041849000008e-06	6.297533449e-05	0.00168796	-0.0004378099999999999	1.9167759609999983e-07	2.849208961600001e-06	-0.000180986	0.00033071900000000004	3.2755932195999987e-08	1.0937505696100004e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30494.751953125	-129.6640625	16812.769104003906	929929896.6826211	21440.826171875	5.009765625	25.09775161743164	459709026.93256	20349.642578125	-15.140625	229.238525390625	414107953.0574379	0.9211990000000002	12.710345	0.1028142103	-0.09269751550000001	0.0348910223	0.0220193684	-0.0302269933	0.0194839387	-0.0624762646	-0.04601593599999999	-0.1960440305	-0.0615944867	0.0214478717	0.0196657584	-0.0707661448	0.08500141900000001	0.1157088395	0.0754320463	0.0646549516	0.06188135860000001	0.09811344289999999	-0.006614022099999999	-0.0468544401	0.0769656005	0.0823531978	0.0397411903	0.12082397289999999	0.021629897999999998	0.1355674726	-0.1110513549	-0.09764742259999999	-0.0395600084	0.1486380944	0.0236422054	0.09153044689999999	-0.0077967852000000015	-0.08309580700000001	-0.0585202437	0.032484991	0.0306533511	-0.006270065	-0.1259945138	-0.0086151115	0.04238171	-0.1213228153	-0.0080533818	-0.0111255866	0.0565192068	-0.0705644528	0.04674154480000002	0.1027889225	-0.053659020300000006	0.0374386097	-0.0840592371	-0.031592835699999995	0.062052187	0.047838985199999996	-0.0992335292	-0.0512765696	-0.1142588573	0.0158599445	0.033912810099999996	-0.09224030789999996	0.014849387	0.2009001959	0.06006494480000001	0.0603727596	-0.0326781289	0.0983035061	0.10293482400000001	-0.0036484983	-0.024870078700000003	-0.1380747066	0.0147489525	0.0396788925	-0.047687917	-0.0894122021	-0.0454516989	0.0068720382	0.0585986807	-0.0657459048	-0.10383961859999999	0.1686025702	0.005691764	-0.0643745454	-0.016709144199999998	0.053046812199999994	-0.0978466073	0.0471350177	0.0928071784	-0.028743078	-0.012550132299999999	-0.024392943700000003	0.0527972571	-0.1266642049	-0.025273961400000003	-0.0902917227	0.0359875826	0.0659943338	0.0055017545	0.0081187586	0.0290026531	-0.014503003700000001	0.11875383099999999	0.1100111431	0.0959136145	1.7833e-05	-2.0802999999999973e-06	3.18015889e-10	4.32764808999999e-12	0.00508855	-0.05763375000000001	0.003321649139062501	2.58933411025e-05	0.0014873899999999995	0.00942309	8.879462514810001e-05	2.2123290120999984e-06	0.00121522	-0.0004727400000000002	2.2348310760000008e-07	1.4767596483999996e-06	-0.000353925	-0.00017293900000000002	1.25262905625e-07	2.990789772100001e-08	-6.94268e-05	-6.94268e-05	4.8200805582400006e-09	4.8200805582400006e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
