name	volume	thickness	area	meancurv
Left-G&S_frontomargin	2596.0	2.3409999999999997	991.0	0.162
Left-G&S_occipital_inf	3082.0	2.512	1114.0	0.134
Left-G&S_paracentral	3104.0	2.556	1009.0	0.105
Left-G&S_subcentral	3570.0	2.6910000000000003	1093.0	0.132
Left-G&S_transv_frontopol	1778.0	2.421	584.0	0.171
Left-G&S_cingul-Ant	4425.0	2.759	1506.0	0.125
Left-G&S_cingul-Mid-Ant	2324.0	2.718	857.0	0.1
Left-G&S_cingul-Mid-Post	2251.0	2.585	875.0	0.11800000000000001
Left-G_cingul-Post-dorsal	1653.0	3.2489999999999997	393.0	0.163
Left-G_cingul-Post-ventral	549.0	2.7539999999999996	191.0	0.141
Left-G_cuneus	2210.0	1.6969999999999998	1194.0	0.16899999999999998
Left-G_front_inf-Opercular	3444.0	2.931	941.0	0.12
Left-G_front_inf-Orbital	1087.0	3.2119999999999997	249.0	0.149
Left-G_front_inf-Triangul	2658.0	2.369	901.0	0.13
Left-G_front_middle	10555.0	2.494	3408.0	0.159
Left-G_front_sup	18667.0	2.989	5025.0	0.14
Left-G_Ins_lg&S_cent_ins	1347.0	3.5269999999999997	362.0	0.127
Left-G_insular_short	2445.0	3.9360000000000004	458.0	0.113
Left-G_occipital_middle	6074.0	2.549	1839.0	0.14400000000000002
Left-G_occipital_sup	2528.0	2.1319999999999997	1043.0	0.154
Left-G_oc-temp_lat-fusifor	3626.0	2.815	993.0	0.132
Left-G_oc-temp_med-Lingual	3961.0	1.922	1823.0	0.153
Left-G_oc-temp_med-Parahip	5112.0	3.489	1163.0	0.13
Left-G_orbital	6699.0	3.003	1688.0	0.159
Left-G_pariet_inf-Angular	5405.0	2.6660000000000004	1574.0	0.136
Left-G_pariet_inf-Supramar	5940.0	2.665	1840.0	0.135
Left-G_parietal_sup	5639.0	2.3369999999999997	1927.0	0.125
Left-G_postcentral	3404.0	2.114	1299.0	0.11699999999999999
Left-G_precentral	5900.0	3.0010000000000003	1522.0	0.092
Left-G_precuneus	5864.0	2.467	1964.0	0.14400000000000002
Left-G_rectus	2465.0	2.7119999999999997	694.0	0.163
Left-G_subcallosal	1295.0	2.798	448.0	0.10300000000000001
Left-G_temp_sup-G_T_transv	765.0	2.6180000000000003	243.0	0.12
Left-G_temp_sup-Lateral	6168.0	3.097	1470.0	0.139
Left-G_temp_sup-Plan_polar	1587.0	3.2489999999999997	428.0	0.065
Left-G_temp_sup-Plan_tempo	2072.0	2.773	665.0	0.10800000000000001
Left-G_temporal_inf	7649.0	3.014	1916.0	0.165
Left-G_temporal_middle	7291.0	2.89	1853.0	0.157
Left-Lat_Fis-ant-Horizont	466.0	2.283	214.0	0.096
Left-Lat_Fis-ant-Vertical	284.0	2.63	101.0	0.065
Left-Lat_Fis-post	1418.0	2.5839999999999996	698.0	0.11699999999999999
Left-Pole_occipital	3526.0	1.982	1539.0	0.155
Left-Pole_temporal	5580.0	3.002	1313.0	0.149
Left-S_calcarine	2200.0	1.922	1347.0	0.122
Left-S_central	3712.0	2.092	1983.0	0.084
Left-S_cingul-Marginalis	1758.0	2.254	848.0	0.1
Left-S_circular_insula_ant	998.0	3.27	369.0	0.08900000000000001
Left-S_circular_insula_inf	2352.0	2.822	964.0	0.09
Left-S_circular_insula_sup	2801.0	2.898	1211.0	0.10099999999999999
Left-S_collat_transv_ant	2348.0	2.7560000000000002	931.0	0.096
Left-S_collat_transv_post	620.0	2.166	340.0	0.13
Left-S_front_inf	3954.0	2.261	1780.0	0.11599999999999999
Left-S_front_middle	2055.0	2.049	1059.0	0.128
Left-S_front_sup	4264.0	2.4019999999999997	1790.0	0.105
Left-S_interm_prim-Jensen	402.0	2.767	143.0	0.127
Left-S_intrapariet&P_trans	4256.0	2.127	2181.0	0.114
Left-S_oc_middle&Lunatus	1799.0	1.9709999999999999	1100.0	0.14
Left-S_oc_sup&transversal	1755.0	2.219	890.0	0.11699999999999999
Left-S_occipital_ant	1439.0	2.461	677.0	0.109
Left-S_oc-temp_lat	1724.0	2.553	723.0	0.12300000000000001
Left-S_oc-temp_med&Lingual	4044.0	2.634	1574.0	0.127
Left-S_orbital_lateral	685.0	2.519	314.0	0.15
Left-S_orbital_med-olfact	889.0	2.72	369.0	0.13699999999999998
Left-S_orbital-H_Shaped	2859.0	2.747	1009.0	0.127
Left-S_parieto_occipital	2749.0	2.185	1419.0	0.129
Left-S_pericallosal	1109.0	2.517	647.0	0.129
Left-S_postcentral	3735.0	2.088	1880.0	0.107
Left-S_precentral-inf-part	2401.0	2.476	1036.0	0.10099999999999999
Left-S_precentral-sup-part	1862.0	2.39	880.0	0.085
Left-S_suborbital	1242.0	2.551	538.0	0.111
Left-S_subparietal	1862.0	2.488	820.0	0.135
Left-S_temporal_inf	2623.0	2.47	1208.0	0.11599999999999999
Left-S_temporal_sup	10659.0	2.458	4534.0	0.099
Left-S_temporal_transverse	570.0	2.85	218.0	0.14400000000000002
BrainSegVolNotVent	1161984.0	1161984.0	86186.8	1161984.0
eTIV	1515596.878423	1515596.878423	1161984.0	1515596.878423
