name	volume	thickness	area	meancurv
Left-bankssts	2083.0	2.526	865.0	0.09
Left-caudalanteriorcingulate	1312.0	2.807	520.0	0.14800000000000002
Left-caudalmiddlefrontal	6552.0	2.633	2250.0	0.11599999999999999
Left-cuneus	2096.0	1.849	1126.0	0.14300000000000002
Left-entorhinal	2161.0	2.853	481.0	0.121
Left-fusiform	8601.0	2.685	2776.0	0.129
Left-inferiorparietal	13724.0	2.438	4943.0	0.125
Left-inferiortemporal	11238.0	2.6689999999999996	3410.0	0.132
Left-isthmuscingulate	2296.0	2.781	790.0	0.128
Left-lateraloccipital	10341.0	2.146	4477.0	0.136
Left-lateralorbitofrontal	7346.0	2.69	2392.0	0.145
Left-lingual	5780.0	2.186	2552.0	0.15
Left-medialorbitofrontal	5190.0	3.003	1461.0	0.129
Left-middletemporal	10350.0	2.738	2988.0	0.133
Left-parahippocampal	2136.0	2.57	772.0	0.109
Left-paracentral	3467.0	2.428	1294.0	0.096
Left-parsopercularis	5017.0	2.565	1672.0	0.11599999999999999
Left-parsorbitalis	1995.0	2.474	595.0	0.151
Left-parstriangularis	3323.0	2.406	1173.0	0.122
Left-pericalcarine	1405.0	1.808	916.0	0.142
Left-postcentral	8739.0	2.0980000000000003	3725.0	0.114
Left-posteriorcingulate	2770.0	2.7910000000000004	946.0	0.13
Left-precentral	12209.0	2.532	4334.0	0.09699999999999999
Left-precuneus	10249.0	2.407	4032.0	0.129
Left-rostralanteriorcingulate	2562.0	3.262	666.0	0.139
Left-rostralmiddlefrontal	14312.0	2.281	5350.0	0.133
Left-superiorfrontal	20600.0	2.628	6806.0	0.12
Left-superiorparietal	15843.0	2.174	6631.0	0.11800000000000001
Left-superiortemporal	9044.0	2.657	2961.0	0.10300000000000001
Left-supramarginal	8033.0	2.421	2992.0	0.121
Left-frontalpole	760.0	2.306	229.0	0.16399999999999998
Left-temporalpole	2578.0	3.602	436.0	0.14800000000000002
Left-transversetemporal	883.0	2.761	321.0	0.145
Left-insula	6372.0	3.2489999999999997	1748.0	0.121
BrainSegVolNotVent	999574.0	999574.0	78626.5	999574.0
eTIV	1050497.245751	1050497.245751	999574.0	1050497.245751
