onset	duration	trial_type	response_accuracy	response_time	response_hand
8.0369	6	active_change	incorrect	1.2308000000000003	left
20.0534	6	active_change	incorrect	1.1951	left
26.0617	6	active_nochange	incorrect	1.192700000000002	right
36.0782	6	passive	miss	n/a	right
42.0865	6	active_change	incorrect	1.4575999999999993	left
52.103	6	active_nochange	incorrect	1.5418999999999983	right
60.119600000000005	6	active_change	incorrect	1.515199999999993	left
66.1279	6	active_nochange	correct	1.5807999999999964	left
72.1361	6	active_change	incorrect	1.9114000000000004	left
78.1444	6	active_change	incorrect	2.5170999999999992	left
86.161	6	active_nochange	incorrect	0.8973000000000013	right
92.1692	6	active_nochange	incorrect	1.0139999999999958	right
100.1858	6	active_nochange	incorrect	1.175299999999993	right
106.1941	6	passive	miss	n/a	right
112.2024	6	active_change	incorrect	1.3444999999999965	left
118.2106	6	active_nochange	incorrect	1.3182000000000045	right
126.22720000000001	6	passive	miss	n/a	left
134.2438	6	active_nochange	correct	0.9517000000000166	left
140.252	6	active_nochange	correct	1.2433999999999799	left
150.2686	6	active_nochange	incorrect	1.2676000000000158	right
156.2769	6	passive	n/a	0.09019999999998163	right
162.2851	6	passive	n/a	1.5799000000000092	right
172.3017	6	active_change	incorrect	1.5720999999999776	left
180.3183	6	active_change	incorrect	1.6964000000000112	left
188.3348	6	active_nochange	incorrect	2.2786999999999864	right
194.3431	6	active_change	incorrect	1.5553000000000168	left
204.3597	6	passive	miss	n/a	left
210.3679	6	active_nochange	incorrect	0.9663000000000181	right
216.3762	6	active_change	incorrect	1.3158999999999992	left
222.3845	6	active_change	correct	1.3843999999999994	right
228.3927	6	active_nochange	correct	1.306100000000015	left
238.4093	6	active_change	incorrect	1.0923999999999978	left
244.4175	6	active_change	incorrect	1.4031000000000233	left
252.4341	6	active_change	correct	2.234300000000019	right
258.4424	6	active_change	incorrect	0.9938999999999965	left
264.4506	6	active_nochange	incorrect	1.3596000000000004	right
272.4672	6	passive	miss	n/a	right
280.4838	6	passive	miss	n/a	left
296.5003	6	active_nochange	correct	1.4063000000000443	left
302.5086	6	active_nochange	incorrect	1.3489000000000146	right
