onset	duration	trial_type	response_accuracy	response_time	response_hand
8.0358	6	active_change	incorrect	1.3697	left
20.0521	6	active_change	correct	0.7690000000000019	right
26.0603	6	active_nochange	incorrect	1.9025999999999996	right
36.0767	6	passive	n/a	2.3628	right
42.0849	6	active_change	correct	0.9435000000000002	right
52.1013	6	active_nochange	correct	1.9366999999999948	left
60.1177	6	active_change	correct	1.6691000000000003	right
66.1259	6	active_nochange	incorrect	1.6176999999999992	right
72.1341	6	active_change	correct	1.6173000000000002	right
78.1423	6	active_change	correct	1.7188999999999908	right
86.1587	6	active_nochange	correct	1.584299999999999	left
92.1669	6	active_nochange	correct	1.5658999999999992	left
100.1833	6	active_nochange	correct	2.0541999999999945	left
106.1915	6	passive	n/a	1.8647999999999882	right
112.1997	6	active_change	correct	1.6573999999999955	right
118.2079	6	active_nochange	correct	1.463000000000008	left
126.2243	6	passive	n/a	1.6064000000000078	left
134.2408	6	active_nochange	correct	1.5965999999999951	left
140.2489	6	active_nochange	correct	1.6453000000000202	left
150.2653	6	active_nochange	incorrect	1.7176000000000045	right
156.2735	6	passive	n/a	2.6100999999999885	right
162.2817	6	passive	n/a	1.5988000000000113	right
172.2981	6	active_change	correct	1.6180999999999983	right
180.3145	6	active_change	correct	1.7763999999999953	right
188.331	6	active_nochange	correct	1.924599999999998	left
194.3392	6	active_change	correct	1.8392000000000053	right
204.3556	6	passive	n/a	1.4604999999999961	left
210.3637	6	active_nochange	correct	1.5302000000000078	left
216.3719	6	active_change	correct	1.4428999999999803	right
222.3801	6	active_change	incorrect	1.0324999999999989	left
228.3883	6	active_nochange	correct	1.5071000000000083	left
238.4047	6	active_change	correct	1.7023000000000081	right
244.4128	6	active_change	incorrect	1.9629999999999939	left
252.4293	6	active_change	incorrect	1.6132000000000062	left
258.4375	6	active_change	correct	1.457899999999995	right
264.4456	6	active_nochange	correct	1.417599999999993	left
272.4621	6	passive	n/a	1.960800000000006	right
280.4785	6	passive	n/a	1.6301000000000272	left
296.4948	6	active_nochange	incorrect	1.4354000000000156	right
302.5029	6	active_nochange	incorrect	1.494100000000003	right
