csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
27841.994140625	n/a	775176637.7265968	n/a	n/a	n/a	n/a	n/a	26573.59765625	n/a	706156092.3962555	n/a	n/a	n/a	n/a	-0.0344300697	n/a	-0.0407900053	-0.054044334000000006	n/a	0.111798011	0.11178184769999999	0.1117549107	0.1117172025	-0.0182186	n/a	n/a	0.00033191738595999995	-0.0474575	n/a	n/a	0.00225221430625	0.07798	n/a	n/a	0.0060808804	-0.00072368	n/a	5.237127424e-07	n/a	-0.000482087	n/a	2.3240787556900002e-07	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0
28141.005859375	299.01171875	791916210.7773781	89408.0079498291	n/a	n/a	n/a	n/a	26542.87890625	-30.71875	704524420.6318513	943.6416015625	0.7905069999999998	13.084938	0.071071355	-0.051883125599999996	n/a	0.0585582721	-0.029633116400000006	n/a	0.1117549107	0.11160948820000001	0.1113672575	0.11102842880000001	-0.016072099999999995	0.002146500000000002	4.6074622500000114e-06	0.00025831239840999983	-0.014766	0.032691500000000005	0.00106873417225	0.00021803475600000002	0.0723047	-0.005675299999999993	3.220903008999993e-05	0.00522796964209	-0.000567724	0.00015595599999999995	3.2231054017600003e-07	2.4322273935999983e-08	-2.68819e-05	0.0004552051	7.2263654761e-10	2.0721168306601e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28479.869140625	338.86328125	811102946.2671242	114828.3233795166	n/a	n/a	n/a	n/a	26583.65625	40.77734375	706690779.6181642	1662.791763305664	1.131987	18.737305	0.050220765	0.1312716052	n/a	0.0876402962	0.11267869609999999	n/a	0.11166872679999999	0.111265035	0.1105932959	0.1096551279	-0.0170972	-0.0010251000000000043	1.050830010000009e-06	0.00029231424784	-0.00335889	0.01140711	0.00013012215855209998	1.12821420321e-05	0.039042	-0.03326269999999999	0.00110640721129	0.001524277764	-0.000567724	0.0	3.2231054017600003e-07	0.0	-0.000117399	-9.05171e-05	1.3782525201e-08	8.19334539241e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28343.52734375	-136.341796875	803355542.2859039	18589.08557510376	n/a	n/a	n/a	n/a	26586.798828125	3.142578125	706857871.9271889	9.875797271728516	1.195939	19.795876	0.06439539	0.11015478050000001	n/a	0.0714047374	0.0119866088	n/a	0.1115394925	0.1107490191	0.1094357105	0.1076057667	-0.0201239	-0.0030267	9.16091289e-06	0.00040497135121	0.053914	0.057272889999999986	0.0032801839289520987	0.002906719396	0.0375803	-0.0014616999999999966	2.136566889999989e-06	0.0014122789480900005	-0.000567724	0.0	3.2231054017600003e-07	0.0	-0.000170081	-5.2682e-05	2.8927546561000003e-08	2.7753931239999995e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28274.9375	-68.58984375	799472090.6289062	4704.566665649414	n/a	n/a	n/a	n/a	26491.7265625	-95.072265625	701811576.2622682	9038.735691070555	1.15917	19.187252	0.04224495	-0.009651081	n/a	0.0705206542	-0.0795650713	n/a	0.1113672575	0.1100622363	0.1078985167	0.1048929802	-0.0210573	-0.0009333999999999974	8.712355599999952e-07	0.0004434098832899999	0.053899800000000005	-1.4199999999991995e-05	2.0163999999977272e-10	0.0029051884400400005	0.054716	0.01713569999999999	0.00029363221448999965	0.0029938406559999998	-0.000998275	-0.0004305510000000001	9.96552975625e-07	1.8537416360100004e-07	-0.000117399	5.2682e-05	1.3782525201e-08	2.7753931239999995e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28012.791015625	-262.146484375	784716460.4850807	68720.77927017213	n/a	n/a	n/a	n/a	26424.3046875	-67.421875	698243878.2178345	4545.709228515625	1.072999	17.7609	0.16586955	-0.0269454461	n/a	0.0353921989	-0.11228923539999999	n/a	0.1111520884	0.10920574539999996	0.1059870468	0.1015334935	-0.0221251	-0.0010678000000000007	1.1401968400000016e-06	0.00048952005001	-0.0619764	-0.1158762	0.013427293726440005	0.00384107415696	0.0765886	0.021872600000000013	0.00047841063076000057	0.005865813649960001	-0.000940459	5.781600000000013e-05	8.844631306809997e-07	3.342689856000016e-09	0.000365844	0.000483243	1.3384183233599999e-07	2.3352379704899998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28223.943359375	211.15234375	796590978.7532082	44585.312271118164	n/a	n/a	n/a	n/a	26705.6953125	281.390625	713194162.1240845	79180.68383789062	1.37975	22.838434	0.1271431	-0.0067587501000000005	n/a	0.1409134488	-0.1154603657	n/a	0.11089406800000001	0.10818086730000001	0.1037079311	0.09754801910000001	-0.0186414	0.0034836999999999963	1.2136165689999973e-05	0.00034750179396000007	0.012741	0.0747174	0.005582689862760001	0.00016233308099999994	0.0543687	-0.022219900000000008	0.0004937239560100004	0.00295595553969	-0.00088926	5.1198999999999935e-05	7.907833476e-07	2.621337600999993e-09	-0.000117399	-0.000483243	1.3782525201e-08	2.3352379704899998e-07	2.64698e-23	2.64698e-23	7.0065031204e-46	7.0065031204e-46	0.0	0.0	0.0	0.0
28401.05078125	177.107421875	806619685.4791412	31367.038883209232	n/a	n/a	n/a	n/a	26625.0	-80.6953125	708890625.0	6511.733459472656	1.161017	19.217825	0.048763490000000013	0.0605710575	n/a	0.1021855015	0.0329770974	n/a	0.1105932959	0.10698918210000001	0.10106907550000001	0.09296112869999999	-0.0186414	0.0	0.0	0.00034750179396000007	0.00160901	-0.01113199	0.0001239212013601	2.5889131801e-06	0.0363458	-0.018022899999999998	0.0003248249244099998	0.0013210171776400007	-0.000497088	0.000392172	2.4709647974400004e-07	1.5379887758399998e-07	-0.000117399	0.0	1.3782525201e-08	0.0	1.3234899999999996e-23	-1.3234900000000002e-23	1.751625780099999e-46	1.751625780100001e-46	0.0	0.0	0.0	0.0
27990.583984375	-410.466796875	783472791.7863503	168482.9913368225	n/a	n/a	n/a	n/a	26627.162109375	2.162109375	709005761.9989357	4.6747169494628915	1.340573	22.189951	0.05490069	0.0272016679	n/a	0.0319384378	-0.1652833859	n/a	0.1102498879	0.1056325273	0.0980796336	0.08780110210000001	-0.0252422	-0.006600799999999997	4.357056063999996e-05	0.0006371686608399999	0.0127698	0.01116079	0.00012456323342410002	0.00016306779204	0.0498634	0.013517599999999998	0.00018272550975999995	0.00248635865956	-0.000969518	-0.00047243	9.39965152324e-07	2.231901049e-07	-0.000117399	0.0	1.3782525201e-08	0.0	0.0	-1.3234899999999996e-23	0.0	1.751625780099999e-46	0.0	0.0	0.0	0.0
27708.083984375	-282.5	767737918.0851784	79806.25	n/a	n/a	n/a	n/a	26566.08984375	-61.072265625	705757129.5861969	3729.821628570557	1.206961	19.978325	0.08963979999999999	0.0692154123	n/a	-0.0272095693	-0.1345987259	n/a	0.1098639765	0.10411299480000001	0.094749975	0.0820997524	-0.0259328	-0.0006905999999999995	4.769283599999994e-07	0.0006725101158400001	-0.061167	-0.07393680000000001	0.005466650394239999	0.003741401889	0.054385800000000005	0.004522400000000003	2.0452101760000027e-05	0.0029578152416400005	-0.000759718	0.00020980000000000003	5.771714395240001e-07	4.401604e-08	-0.000117399	0.0	1.3782525201e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28167.64453125	459.560546875	793416198.438858	211195.89624404907	n/a	n/a	n/a	n/a	26415.48046875	-150.609375	697777608.3949128	22683.183837890625	1.264904	20.937426	0.05264386500000001	-0.0175435546	n/a	-0.0146435984	0.1703826006	n/a	0.1094357105	0.1024329276	0.0910916496	0.0758922305	-0.018634900000000003	0.007297899999999995	5.3259344409999936e-05	0.00034725949801000014	-0.0823567	-0.02118970000000001	0.0004490033860900002	0.0067826260348900005	0.0544137	2.789999999999043e-05	7.784099999994663e-10	0.0029608507476899994	-0.000367879	0.0003918390000000001	1.35334958641e-07	1.5353780192100005e-07	-0.000117399	0.0	1.3782525201e-08	0.0	-9.07283e-05	-9.07283e-05	8.231624420890001e-09	8.231624420890001e-09	0.0	0.0	0.0	0.0
28235.34765625	67.703125	797234857.2693024	4583.713134765625	n/a	n/a	n/a	n/a	26482.07421875	66.59375	701300254.9273834	4434.7275390625	0.658223	10.895288	0.04514999000000002	0.0003133174	n/a	0.05338080940000002	0.0819513481	n/a	0.1089652549	0.1005949163	0.08711734730000001	0.0692168078	-0.0138623	0.004772600000000004	2.2777710760000032e-05	0.00019216336129	-0.0459777	0.036379000000000015	0.0013234316410000006	0.00211394889729	0.0521239	-0.0022897999999999946	5.243184039999975e-06	0.00271690095121	-0.000384922	-1.7042999999999952e-05	1.4816494608399993e-07	2.904638489999984e-10	-0.000117399	0.0	1.3782525201e-08	0.0	-7.359949999999999e-05	1.7128800000000004e-05	5.416886400249999e-09	2.933957894400002e-10	0.0	0.0	0.0	0.0
28153.44921875	-81.8984375	792616702.912735	6707.354064941406	n/a	n/a	n/a	n/a	26425.994140625	-56.080078125	698333166.3203468	3144.9751625061035	1.29035	21.358631	0.05677933000000001	-0.0684156392	n/a	0.0294656619	0.0362773207	n/a	0.10845279109999999	0.0986017949	0.0828408542	0.0621146404	-0.0186405	-0.004778200000000002	2.2831195240000008e-05	0.00034746824025000004	-0.0111114	0.0348663	0.0012156588756899998	0.00012346320995999994	0.0411195	-0.011004400000000004	0.0001210968193600001	0.0016908132802499994	-0.000496817	-0.00011189500000000005	2.4682713148899997e-07	1.2520491025000007e-08	-0.000117399	0.0	1.3782525201e-08	0.0	-6.28859e-05	1.0713599999999992e-05	3.954636418810001e-09	1.1478122495999984e-10	0.0	0.0	0.0	0.0
