csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	a_comp_cor_95	a_comp_cor_96	a_comp_cor_97	a_comp_cor_98	a_comp_cor_99	a_comp_cor_100	a_comp_cor_101	a_comp_cor_102	a_comp_cor_103	a_comp_cor_104	a_comp_cor_105	a_comp_cor_106	a_comp_cor_107	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
41145.46875	n/a	n/a	1692949598.6572266	28297.328125	n/a	n/a	800738779.013916	27233.1484375	n/a	741644373.8189088	n/a	n/a	n/a	n/a	-0.09244894140000001	0.0934465757	-0.0317914315	0.0969717928	-0.0593447683	0.018974063899999997	0.08131820690000001	-0.0090236363	0.0234109389	-0.0193880943	0.1278143578	-0.0572277095	0.0081432989	-0.0448723986	-0.0002784426	0.0412866738	-0.13822748810000002	0.1359837267	-0.0718320179	0.0070234419999999995	-0.035834585	0.003565739	-0.0806432794	0.012233810900000001	-0.0785563319	0.0068827029	-0.05715988230000001	0.009395918100000001	0.1138903503	-0.037878126899999996	0.0113939177	-0.045467212199999996	0.0094272473	0.032387738900000004	-0.0527294725	-0.0137662003	-0.0615719911	0.1260746717	-0.09212913939999999	0.05012880980000002	-0.09080676019999999	0.0571090058	-0.0745149925	0.06652236759999999	-0.1398583926	0.1159395849	-0.0010701328	0.07734568	-0.0827723905	0.0029886739	-0.0924501798	0.0001409797	0.0096478108	-0.1195253005	-0.1253376323	-0.11217941810000001	0.011040903400000001	-0.001485999	0.037420126899999996	-0.036573646099999996	0.05687255190000001	-0.030666416800000002	0.106434679	0.0525269425	-0.013412426399999998	0.0832739601	-0.0368120569	0.0178757886	-0.0395604594	0.0693849526	-0.0695010022	0.021944448199999998	-0.0047172299	0.0326687924	0.1358539369	-0.0248647179	0.0635338885	-0.0659034588	0.0682575324	-0.076796608	0.0251373283	-0.0429557499	0.08531887070000001	-0.012503388899999999	0.0009771496	-0.007078183	-0.034798068599999996	0.0079952259	-0.16662200359999998	0.1060704717	-0.0042652178	-0.0032585405	-0.0286311288	0.05202665769999999	0.041712356400000004	0.0796917399	-0.18829761899999997	0.1184807126	-0.023562861	0.0124175573	-0.0690000374	0.09145792650000001	-0.020260967	0.0062646698999999995	-0.09414178029999999	0.0923652702	-0.0870156071	0.034754082400000004	-0.0023441217	0.0661950238	-0.036256223500000004	0.010528226399999998	0.09128513769999999	0.0912792721	0.0912694965	0.0912558111	0.0912382167	0.09121671390000001	0.00940721	n/a	8.849559998409999e-05	n/a	0.013477500000000005	n/a	n/a	0.00018164300625000013	-0.00282563	n/a	n/a	7.9841848969e-06	0.00372677	n/a	n/a	1.38888146329e-05	0.00160623	n/a	n/a	2.5799748129e-06	0.00175476	n/a	n/a	3.0791826576e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40839.125	-306.34375	93846.4931640625	1667834130.765625	28270.439453125	-26.888671875	723.000675201416	799217746.8728065	27206.99609375	-26.15234375	740220636.4453278	683.9450836181642	1.602429	21.803408	0.05978786000000001	-0.0226820465	-0.0292358996	0.105172034	-0.0057931597	-0.0600894304	-0.037258905499999995	0.0435802062	0.0509367254	-0.013265881499999998	-0.0743010027	-0.10620645529999999	-0.0520911391	-0.0090887426	-0.0316676094	0.0474504246	-0.039925180299999995	-0.0834004616	-0.0302320256	0.0422229284	-0.0248631432	-0.026625234100000002	0.012742705200000001	-0.0303599538	-0.0179369855	0.0898724383	0.0866649826	-0.1043732112	0.07805502480000001	-0.026786927000000002	0.0288938431	0.0215633608	-0.0087952393	-0.0446726173	0.0035924297999999997	-0.0548656056	0.06584901230000001	0.033147695299999995	-0.0361309732	0.10888001039999999	0.0526703131	0.0015236681	0.049548792800000005	-0.048610933700000004	0.031821540499999995	0.1139925105	0.19425581079999998	-0.09875738349999999	0.0456794659	0.0010237606	0.1491742187	0.0155195005	0.0846986972	0.1178672023	-0.056709817999999995	0.0003166118	0.052709924299999995	-0.033462670699999995	0.04559386519999999	0.0137377743	0.11298721800000001	-0.0274576315	0.09119786960000001	0.0086500382	0.0636434734	0.0350379041	0.047024339500000005	0.0581503085	-0.0471687701	0.09799601949999999	-0.0635578432	-0.0510100342	-0.00155467	-0.048053327699999995	0.0590920574	0.052364213300000004	0.0404472994	-0.0392048308	0.0006782861999999999	-0.0344532362	-0.0428389639	-0.051689283899999994	-0.032295560099999995	-0.10261698949999999	-0.1003802695	-0.0158350591	0.027105502000000004	-0.0420150623	-0.10356266210000001	-0.023629940099999996	5.5876e-06	-0.0346649437	0.0543643692	-0.0170816281	0.0428873086	-0.07647995490000001	-0.127650994	-0.067656039	-0.0655985026	0.0210265058	0.0094514161	0.0784445817	0.1128700701	0.1236286855	-0.0494362259	-0.1250760933	0.0086718635	0.022219182599999998	0.0056546668	0.2123202305	0.0572912582	0.0498706812	-0.023689631000000003	0.0912694965	0.09121671390000001	0.09112876550000001	0.0910056853	0.09084752060000001	0.0906543325	0.00595152	-0.0034556899999999987	3.54205903104e-05	1.1941793376099992e-05	0.025223	0.011745499999999994	0.00013795677024999983	0.000636199729	-0.0135263	-0.01070067	0.00011450433844889998	0.00018296079169	0.00317683	-0.0005499400000000001	3.024340036000001e-07	1.00922488489e-05	0.00164153	3.5300000000000045e-05	1.2460900000000029e-09	2.6946207409e-06	0.00184724	9.248000000000004e-05	8.552550400000006e-09	3.4122956176e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40730.69140625	-108.43359375	11757.844253540039	1658989222.4311676	28262.5234375	-7.916015625	62.66330337524414	798770231.0552367	27235.783203125	28.787109375	741787886.6876259	828.6976661682129	1.3331620000000002	18.139631	0.09980248	0.0060656479	-0.0536281842	-0.046002780300000004	-0.0841010133	0.0215495931	-0.031034652200000002	0.0387158039	-0.053858317999999995	-0.0314524998	-0.01674289	0.025730991499999998	-0.07305068049999999	-0.0781677088	0.0568040875	-0.0818884863	-0.09568103189999999	0.036561742200000004	0.0351728884	-0.0260731186	0.17356723640000002	-0.0102996358	0.1209477549	-0.0076043143000000014	-0.09234127310000001	-0.1374584595	0.047810531100000005	-0.0101588918	0.0877473429	-0.0020419646	0.040605530099999995	0.10559817980000001	-0.045667735300000005	0.06574655459999999	-0.04953220690000002	-0.028584054900000006	-0.0936772398	0.0920479772	0.0605613761	0.056656533499999995	0.1739824973	-0.10494183210000001	0.0669480722	0.0730717896	-0.002490071	-0.0959321802	-0.0261506319	-0.038299554300000004	0.0035025345	-0.0037581634000000003	0.0568594666	-0.028791537599999997	-0.095640614	0.056546489900000003	0.0029834940999999998	0.0520820892	0.0695712215	0.0354392928	-0.0781205168	-0.029657089100000002	-0.010250058900000001	-0.026171720699999998	0.1338713245	0.0536423738	-0.024631953999999998	0.038867085600000004	0.0357672286	-0.0217233851	0.019851417	0.012593731100000002	0.0360045225	-0.0984454254	-0.0728109175	-0.0061470437	-0.044289847300000004	0.00641991	-0.11828618240000001	0.0312635878	0.0446851914	0.2023076018	0.049002153300000004	-0.080214015	0.0812653996	0.1009414919	-0.0538094982	-0.0719488746	0.0149874579	0.0459824429	-0.060506958099999994	0.0169790359	0.094680149	0.0058456627	0.0752920536	-0.045368478	-0.0703602047	0.0719926795	0.0178757035	-0.0875273199	-0.0830962109	-0.0691969939	0.0596301983	0.11738859730000001	-0.0384412527	-0.0844398575	0.11918004130000001	0.0064757194	-0.0039572255	-0.0916763589	0.030157149900000006	0.028063481	-0.0385086052	-0.0298631643	-0.0077709788	0.0912382167	0.09109164019999999	0.09084752060000001	0.0905061192	0.0900678015	0.089533037	0.0134178	0.00746628	0.00018003735683999998	5.574533703840001e-05	0.06305760000000002	0.03783460000000002	0.0014314569571600019	0.003976260917760002	-0.0426089	-0.029082599999999997	0.0008457976227600001	0.00181551835921	0.00343505	0.00025822	6.667756839999997e-08	1.17995685025e-05	0.00177823	0.00013670000000000002	1.8686890000000002e-08	3.1621019329e-06	0.00173378	-0.0001134599999999999	1.287317159999998e-08	3.0059930884000007e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40878.66796875	147.9765625	21897.06304931641	1671065494.8993073	28308.625	46.1015625	2125.3540649414067	801378249.390625	27263.947265625	28.1640625	743322820.5027809	793.2144165039062	1.334106	18.152475	0.08932237999999999	-0.0498856187	0.1005720378	-0.0274936393	-0.0662609328	-0.1265659258	-0.022366680099999998	0.061846803600000014	-0.014363567399999999	-0.0248250802	-0.0202816221	0.0176529033	0.0065760157999999996	-0.0600621395	-0.0373261762	0.0921490227	-0.0016244363	-0.041216799900000003	0.0229976694	-0.1047412375	-0.0888785112	0.0251333098	0.07082617440000001	0.0991201713	-0.0064152889	-0.051041967199999996	0.08711043480000001	-0.0828375329	0.05496275849999999	0.0027263394	0.050748747000000004	0.0216894461	-0.0474151145	0.0967196841	-0.014304478600000003	0.0769021886	-0.043879169100000004	0.0576034996	-0.0224362692	0.04004594	-0.0641948426	0.0314514019	-0.122933297	0.0835757026	-0.1254337107	0.029623813399999997	-0.09973562529999999	0.078931267	0.0191733728	0.017647502	0.1361151461	-0.0854015737	-0.0768873015	-0.029985076	0.06510070679999999	-0.0507558611	-0.0060795174	-0.0361724893	-0.049463058600000005	-0.0453018209	0.0101147251	0.0086489132	-0.0972143001	0.040098314100000004	0.1321007742	0.015635988899999998	0.06639937280000001	-0.014251644499999999	0.032089352599999996	0.0166063585	0.0353873067	-0.0537059408	0.078302284	-0.0183203948	0.08070234	0.009699521899999999	-0.0312176682	0.131550097	-0.051422737999999996	-0.056119172099999996	0.040296220099999995	0.010749311499999999	0.1123402442	-0.0154005709	-0.0403340041	-0.0235455808	-0.0086724161	-0.047418698499999995	-0.1430252111	-0.021625521499999998	-0.0082873693	0.0699773677	0.0251231284	-0.0081097813	-0.1560752377	0.0758121112	0.0101947625	0.1319650928	-0.0161926889	0.052487983700000004	0.044043786200000004	0.0229658552	-0.1202420671	-0.0254313613	0.0038958448999999997	0.1256229504	-0.0674284409	-0.0765233424	-0.028105104900000004	0.0872355105	-0.0576587659	-0.1077401057	0.0184060259	0.09119130369999999	0.090904137	0.09042619539999999	0.08975848210000001	0.0889023983	0.0878597406	0.00670382	-0.0067139800000000005	4.49412025924e-05	4.507752744040001e-05	0.0665408	0.003483199999999978	1.2132682239999847e-05	0.00442767806464	-0.0128947	0.0297142	0.0008829336816399998	0.00016627328808999997	0.00299525	-0.00043979999999999963	1.9342403999999977e-07	8.9715225625e-06	0.00140434	-0.00037389	1.397937321e-07	1.9721708356e-06	0.00155925	-0.00017453	3.04607209e-08	2.4312605625000004e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40934.99609375	56.328125	3172.857666015625	1675673905.1953278	28309.197265625	0.572265625	0.3274879455566406	801410649.82407	27214.9921875	-48.955078125	740655799.765686	2396.599674224853	1.352646	18.404732	0.07903439999999999	-0.0436344246	-0.03657458	0.1116338767	0.020213921399999998	-0.0432961496	0.0388007566	-0.0578644782	0.0178812849	0.0030213085999999997	0.0102966401	-0.0151316397	-0.0452047074	0.0158302733	-0.0406512445	-0.044822077599999996	0.08414943949999999	-0.0391354115	-0.11088126640000001	0.09863056	-0.044323575899999995	-0.0127856171	0.0784659026	-0.033643522200000005	-0.0070160087	-0.0858232167	0.053286809299999995	0.06757820099999999	-0.0101742711	-0.0122640966	-0.0738924859	-0.059642779800000004	0.0640797645	0.07226814349999999	0.069282772	-0.0552313421	-0.018254520700000002	-0.0332574215	-0.015293956000000001	0.0360863351	-0.051504517300000004	-0.100247898	-0.0825682274	0.022404626299999997	-0.0021257197	-0.023194196099999998	0.008259262600000001	-0.1197463152	-0.10081962720000001	-0.1695988584	-0.0581147232	-0.067402043	-0.0935023686	0.057583604000000004	0.017101926	-0.0131236168	0.047712539299999995	0.0200499009	0.09719799	-0.045360781100000004	0.0685180469	-0.0531974992	3.93172e-05	-0.0775857694	0.046968742	-0.0513996546	-0.053391788899999994	0.0157314312	-0.0129350286	0.0231358115	-0.0250799759	-0.0374527494	-0.0018406883	-0.0132283056	-0.10891080130000001	0.0108756632	0.1028677125	-0.0409628685	-0.0319955076	-0.0148985479	-0.0365346839	-0.054812616200000004	0.0085740602	0.0906440671	0.025863034700000002	-0.055670570999999995	-0.0763868675	-0.1033669883	0.080167592	0.042375299299999995	-0.0198382572	0.0870419301	0.0184058356	-0.0667887201	0.0338335316	-0.012116113100000001	-0.0375678923	-0.0328236744	0.0574025126	-0.0526538762	0.1366311275	0.013772678500000001	-0.012240968999999999	-0.0285494031	0.050665231100000006	-0.0614427726	-0.0342664119	0.064937877	0.14787531339999999	-0.0825890443	-0.10035207550000001	-0.10447872550000001	0.1076013274	0.09112876550000001	0.0906543325	0.08986543960000001	0.0887648233	0.08735630130000001	0.0856447597	-0.00237808	-0.0090819	5.6552644864e-06	8.248090761000001e-05	0.0330266	-0.0335142	0.00112320160164	0.0010907563075599998	-0.02338	-0.0104853	0.00010994151609000002	0.0005466244	0.00260631	-0.00038894	1.5127432359999996e-07	6.792851816100002e-06	0.00140434	0.0	0.0	1.9721708356e-06	0.00142913	-0.00013012000000000006	1.6931214400000013e-08	2.0424125569e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40995.51171875	60.515625	3662.140869140625	1680631981.0821686	28317.380859375	8.18359375	66.97120666503906	801874058.7348976	27222.591796875	7.599609375	741069504.139286	57.75406265258789	1.361098	18.519745	0.11048438	-0.0356369595	-0.084828259	-0.0530312663	-0.029476045299999996	-0.1341086107	-0.0284534939	-0.1065211103	0.0227576058	0.0299096367	0.1117686195	-0.023886036	0.0016946489	-0.0064308746	-0.0080982243	-0.0717933828	-0.0209234361	-0.0645424594	0.0483637926	-0.0739528119	-0.0514001183	0.031614909	-0.036547600699999995	-0.1157231209	0.0657705527	0.013740238500000002	-0.0800534579	0.0517704115	0.009966025	-0.0170399644	0.0864013457	-0.0916319289	0.0250623324	0.09058527460000004	-0.044439143099999995	0.1213668957	-0.0007980006	-0.027876307599999997	0.10421070880000001	0.0186337019	0.0307339728	0.0172733021	-0.0131868599	-0.1238731108	0.006903558299999999	0.0255060298	0.0055744238	-0.0074201432	-0.06964395030000001	0.0175410939	-0.0169764653	-0.0355694623	-0.0651496092	-0.0348273967	0.0702686246	-0.0203637381	0.0457038921	0.0722802194	-0.014073533700000002	-0.0012368236	-0.0921410974	0.1316441696	0.0043813292	-0.0841386172	0.13713796	0.0131862486	-0.106511422	0.0156226817	-0.0186576168	-0.1040742187	-0.07371952799999999	0.0107873539	0.028623443999999998	-0.013484182800000001	-0.012748917	0.0945338849	-0.0367734865	0.0761855077	0.0263053666	-0.0523558716	-0.0080221749	0.0012834914	-0.1368184265	0.0581611954	0.09658499359999999	0.0324405878	0.06851091769999999	0.0950012354	-0.0335405419	0.034118336299999996	-0.053372456900000004	0.11914395230000001	-0.033283828	0.09222147800000001	-0.0658510861	0.0371117761	0.0607857421	-0.0762980927	-0.0084513551	0.0124195314	0.0014327508999999999	0.0058765018	0.12221352519999999	0.0063696651000000005	0.0266391843	-0.0181367245	-0.0812144399	-0.0016285173	-0.046726373200000004	-0.052006333499999995	-0.0789589871	-0.0629591053	-0.0398942064	0.0910506129	0.0903423981	0.0891661178	0.0875278662	0.08543613130000001	0.08290175030000001	0.00674446	0.00912254	4.54877406916e-05	8.32207360516e-05	-0.0160891	-0.0491157	0.0024123519864899996	0.00025885913881	0.00117564	0.02455564	0.0006029794558096	1.3821294095999995e-06	0.0020525	-0.0005538100000000001	3.067055161000001e-07	4.21275625e-06	0.00140434	0.0	0.0	1.9721708356e-06	0.00142913	0.0	0.0	2.0424125569e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40886.79296875	-108.71875	11819.7666015625	1671729839.2694244	28278.232421875	-39.1484375	1532.6001586914062	799658428.9055824	27196.890625	-25.701171875	739670859.6682129	660.550235748291	1.334248	18.154411	0.17747182999999994	-0.0097404763	0.015058758500000003	-0.061461434100000004	-0.0358739508	0.0515872173	0.0899809008	0.05414700769999999	0.0054016868000000004	-0.1229519622	0.043686960700000006	0.039839410299999996	0.0219320794	-0.13315150720000002	-0.024618004900000004	-0.0381550501	0.0997606483	-0.0341898724	0.0167348134	0.0129344569	0.0032423453000000003	0.0223866559	0.022732249	-0.07577864349999999	0.0594022126	0.0355785641	-0.0708076505	0.0369585628	0.08620325179999999	0.051091251500000004	-0.08436035	-0.004337525	0.016436183700000002	0.0220265394	-0.0193439251	-0.027133199700000003	-0.025171772599999996	-0.0566382698	0.052975685599999996	0.0179803519	0.055899393799999995	0.0167879941	-0.0205413062	0.014503133500000001	0.1552892922	-0.0264148476	0.0501100976	-0.0026889479	0.0413468592	0.099704764	0.0016273012	-0.0133438338	-0.048420548099999995	-0.1138447769	0.0546759539	-0.0194672676	-0.0111076274	0.0028209097999999998	-0.0628320133	0.0037437996999999997	0.05860695570000001	-0.004767008499999999	0.017879631200000003	-0.1099487743	-0.057349961	-0.0897096299	0.054319157199999996	0.0484172721	0.126703297	-0.023079890899999997	0.0269949588	-0.07978208349999999	0.1342184786	0.0376885502	-0.0716604894	0.0150215252	-0.0019315816000000001	0.006005919	0.0050863207	0.0158691681	0.0020530204999999998	-0.018150989	-0.0983041882	0.0020447393	0.0884913263	-0.0747505425	0.0902112097	-0.0273614781	0.069063297	0.004605179	0.0248239771	-0.01386327	0.0027529088	0.0238843134	-0.016551478799999998	-0.0301789712	0.0480461829	-0.051637504	-0.0815704923	-0.0589325288	0.061002502800000004	-0.0673775983	0.0381113359	-0.0188929302	-0.0180315755	-0.0333188462	0.0724517751	-0.0485351547	-0.1085121991	-0.0256099881	-0.0137567874	-0.058954625499999996	-0.0127894357	0.0909568593	0.0899685475	0.0883293083	0.08605100140000001	0.0831501106	0.0796476241	0.00672187	-2.2590000000000283e-05	4.51835362969e-05	5.103081000000128e-10	0.08072919999999999	0.09681829999999997	0.009373783214889995	0.006517203732639997	-0.0200933	-0.02126894	0.00045236780872359993	0.00040374070488999987	0.00271019	0.0006576899999999997	4.325561360999998e-07	7.345129836099999e-06	0.00105221	-0.00035213	1.239955369e-07	1.1071458841e-06	0.00125171	-0.00017741999999999994	3.147785639999998e-08	1.5667779241000004e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40813.72265625	-73.0703125	5339.270568847656	1665759957.0612946	28250.81640625	-27.416015625	751.6379127502441	798108627.6196443	27216.388671875	19.498046875	740731812.3385657	380.17383193969727	1.344662	18.296106	0.11961108999999998	0.0004631552	-0.044919024800000006	0.10662726439999999	0.0051367101	0.1633510383	0.0512048178	-0.064964355	-0.0092125972	-0.04959048480000002	0.0126682549	0.0710425111	0.0007480297	-0.0235073537	0.020277191	0.035569470299999996	-0.0311973777	0.0563787418	-0.0880540952	0.08710781109999999	-0.0502133008	-0.0613364694	0.044447397	-0.0099277688	0.0838592415	0.09434230519999999	-0.0058565959	0.12229146810000001	0.0557520689	-0.034178463199999995	-0.0136043475	-0.0485228583	0.0066106164	-0.0883363509	-0.0734749809	-0.042518930700000006	-0.0629857979	0.0148551185	-0.0249962458	-0.0656058601	-0.0616996555	-0.027847177400000003	-0.0073231916	-0.0381481636	-0.0721129599	0.1081014351	-0.0506518211	0.0482521194	0.0544775253	-0.0324399919	-0.0633720185	-0.0660021517	-0.027105924500000003	-0.022294849900000004	0.09305706970000001	0.0413900743	0.041942181	0.0199100458	0.1020838084	-0.043221650300000004	0.0626721077	-0.0513995113	-0.000150558	-0.0187149927	-0.1649890742	-0.040569314	-0.060126657199999996	0.021459135299999998	0.04457227440000002	-0.0196674973	0.08415075279999999	-0.0127348568	-0.0376154956	-0.0121359203	-0.026460958599999997	-0.0615908805	0.034076541099999996	-0.0481041746	0.0290594183	-0.058703464000000004	-0.0844087249	0.008714717	-0.053504992	-0.0391262613	0.08090210839999999	-0.1078068208	0.0050057072	-0.0107000883	0.0309656921	0.087311123	-0.0998105425	-0.10627930470000001	0.0014087758	-0.0302547295	-0.04298195269999999	0.0435316358	0.040697942	0.09679111289999999	0.0725936466	0.04232776480000002	-0.052431885	0.108991428	0.0329186701	0.035976407200000005	-0.05498727230000002	0.0935619026	0.035149834399999996	-0.0179031667	-0.06954170650000001	-0.109640114	0.003473946	0.0137358873	0.1047150773	0.09084752060000001	0.089533037	0.08735630130000001	0.0843382767	0.0805080284	0.0759024438	0.00674956	2.7690000000000353e-05	4.55565601936e-05	7.667361000000194e-10	0.0177171	-0.06301209999999999	0.003970524746409999	0.00031389563241000003	-0.0458756	-0.0257823	0.0006647269932899999	0.00210457067536	0.00287553	0.00016533999999999993	2.7337315599999977e-08	8.268672780899999e-06	0.00140434	0.00035213	1.239955369e-07	1.9721708356e-06	0.00135002	9.830999999999988e-05	9.664856099999978e-09	1.8225540004e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
41089.953125	276.23046875	76303.27186584473	1688384247.8146973	28299.513671875	48.697265625	2371.4236793518066	800862474.06464	27233.015625	16.626953125	741637140.0314941	276.45557022094727	1.265948	17.225085999999994	0.06853820000000001	-0.0448788401	-0.056453905199999994	-0.0537537899	0.0334588037	0.0782656333	0.1296271133	-0.054486323899999994	0.0223849193	-0.0245222367	0.0137819265	0.02872219	-0.0571123293	0.0793300457	-0.0394060865	-0.07250215269999999	-0.0050290403999999995	0.0185788234	-0.0659405287	0.08272467110000001	-0.012676916000000002	0.0115633308	-0.0287571694	0.049073580199999994	-0.0627395153	0.016845941200000002	-0.07499532	0.0216716347	0.0013847407	-0.0607464216	0.0051892731	-0.0643263887	-0.13003033390000002	-0.0671357036	0.05075926730000002	0.028980224500000002	0.0510191762	0.1051379512	-0.0603434962	0.019287036599999998	0.043463546799999996	0.0568016763	0.0056290165	0.013192048799999998	0.021242797799999998	-0.1203671538	0.12848740220000002	0.0206693235	-0.030365737099999998	-0.08459770679999999	-0.0132802967	0.1061856269	0.0767669645	-0.044798825599999995	0.0287730881	-0.0655259308	0.012028306	0.037090218700000004	-0.0443348393	0.057838304699999996	-0.024753868300000002	0.0664839471	-0.057210574699999996	-0.061207658399999997	-0.08941785349999999	-0.1185301031	-0.058947664299999994	0.030573177400000002	0.017252829	-0.0032977362	-0.013928908500000002	-0.0073396264	-0.0994449333	-0.0593530745	-0.0863236314	-0.0109315824	0.0858237433	-0.0665766919	-0.0538089724	-0.0419460589	-0.0298043988	-0.0060959462	0.0312028518	0.0381644243	-0.058691601399999994	0.033984830099999995	0.0518963468	0.10065334179999999	0.0383950105	-0.0637538359	-0.025431980099999998	-0.0540863522	-0.0657759529	0.0070754541000000015	-0.0093828632	-0.0110479769	-0.10869580039999999	0.0789866723	-0.0613174895	-0.0102729459	-0.012520951	-0.09616242800000001	0.0334309179	0.0328719314	0.0537308232	-0.0942182791	-0.0145118448	-0.1366851878	0.09075933630000001	-0.0515966588	0.0030189308000000002	0.08546473199999999	0.0007065846000000001	0.09072261570000001	0.089036165	0.0862485974	0.0823943867	0.0775211985	0.0716892996	0.00672956	-2.000000000000005e-05	4.52869777936e-05	4.0000000000000213e-10	0.0385469	0.0208298	0.00043388056804000017	0.00148586349961	-0.0199712	0.025904399999999998	0.0006710379393599997	0.0003988488294400001	0.00296786	9.233000000000028e-05	8.524828900000052e-09	8.8081929796e-06	0.00140434	0.0	0.0	1.9721708356e-06	0.00100667	-0.00034334999999999986	1.1788922249999992e-07	1.0133844889000002e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
