onset	duration	trial_type	response_accuracy	response_time	response_hand
8.0344	6	active_change	correct	0.6601999999999997	right
20.0508	6	active_change	incorrect	1.0054000000000016	left
26.059	6	active_nochange	correct	0.9370999999999974	left
36.0754	6	passive	n/a	0.7633999999999972	left
42.0836	6	active_change	incorrect	1.091000000000001	left
52.1001	6	active_nochange	correct	1.127200000000002	left
60.116600000000005	6	active_change	correct	1.1333999999999946	right
66.1247	6	active_nochange	incorrect	1.022199999999998	right
72.1329	6	active_change	incorrect	1.041799999999995	left
78.1411	6	active_change	incorrect	1.1494	left
86.1576	6	active_nochange	correct	1.1816999999999922	left
92.1658	6	active_nochange	incorrect	1.1263000000000005	right
100.1823	6	active_nochange	correct	0.9476000000000084	left
106.1905	6	passive	n/a	2.0321	left
112.1987	6	active_change	correct	0.9527999999999963	right
118.2069	6	active_nochange	incorrect	0.7533999999999992	right
126.2234	6	passive	n/a	1.5467000000000155	right
134.2399	6	active_nochange	incorrect	1.0589999999999975	right
140.2481	6	active_nochange	incorrect	1.4646000000000186	right
150.2645	6	active_nochange	incorrect	1.4458999999999946	right
156.2727	6	passive	n/a	1.8325000000000102	right
162.2809	6	passive	n/a	1.6450999999999851	right
172.2973	6	active_change	incorrect	1.8374000000000024	left
180.3138	6	active_change	incorrect	1.2927000000000248	left
188.3303	6	active_nochange	incorrect	1.0529999999999973	right
194.3385	6	active_change	incorrect	1.3625999999999863	left
204.3549	6	passive	n/a	1.8338999999999999	right
210.3631	6	active_nochange	incorrect	1.6014999999999873	right
216.3713	6	active_change	incorrect	1.6601	left
222.3795	6	active_change	correct	1.6337999999999795	right
228.3877	6	active_nochange	correct	1.6584000000000003	left
238.4041	6	active_change	correct	1.1426999999999907	right
244.4123	6	active_change	incorrect	1.439300000000003	left
252.42880000000002	6	active_change	incorrect	1.5165999999999826	left
258.437	6	active_change	correct	1.720199999999977	right
264.4452	6	active_nochange	incorrect	1.9418000000000006	right
272.4617	6	passive	n/a	1.52109999999999	right
280.4782	6	passive	n/a	2.0774000000000115	right
296.4945	6	active_nochange	correct	1.5705999999999563	left
302.5027	6	active_nochange	incorrect	1.3122000000000185	right
