rh.aparc.a2009s.area	rh_G&S_frontomargin_area	rh_G&S_occipital_inf_area	rh_G&S_paracentral_area	rh_G&S_subcentral_area	rh_G&S_transv_frontopol_area	rh_G&S_cingul-Ant_area	rh_G&S_cingul-Mid-Ant_area	rh_G&S_cingul-Mid-Post_area	rh_G_cingul-Post-dorsal_area	rh_G_cingul-Post-ventral_area	rh_G_cuneus_area	rh_G_front_inf-Opercular_area	rh_G_front_inf-Orbital_area	rh_G_front_inf-Triangul_area	rh_G_front_middle_area	rh_G_front_sup_area	rh_G_Ins_lg&S_cent_ins_area	rh_G_insular_short_area	rh_G_occipital_middle_area	rh_G_occipital_sup_area	rh_G_oc-temp_lat-fusifor_area	rh_G_oc-temp_med-Lingual_area	rh_G_oc-temp_med-Parahip_area	rh_G_orbital_area	rh_G_pariet_inf-Angular_area	rh_G_pariet_inf-Supramar_area	rh_G_parietal_sup_area	rh_G_postcentral_area	rh_G_precentral_area	rh_G_precuneus_area	rh_G_rectus_area	rh_G_subcallosal_area	rh_G_temp_sup-G_T_transv_area	rh_G_temp_sup-Lateral_area	rh_G_temp_sup-Plan_polar_area	rh_G_temp_sup-Plan_tempo_area	rh_G_temporal_inf_area	rh_G_temporal_middle_area	rh_Lat_Fis-ant-Horizont_area	rh_Lat_Fis-ant-Vertical_area	rh_Lat_Fis-post_area	rh_Pole_occipital_area	rh_Pole_temporal_area	rh_S_calcarine_area	rh_S_central_area	rh_S_cingul-Marginalis_area	rh_S_circular_insula_ant_area	rh_S_circular_insula_inf_area	rh_S_circular_insula_sup_area	rh_S_collat_transv_ant_area	rh_S_collat_transv_post_area	rh_S_front_inf_area	rh_S_front_middle_area	rh_S_front_sup_area	rh_S_interm_prim-Jensen_area	rh_S_intrapariet&P_trans_area	rh_S_oc_middle&Lunatus_area	rh_S_oc_sup&transversal_area	rh_S_occipital_ant_area	rh_S_oc-temp_lat_area	rh_S_oc-temp_med&Lingual_area	rh_S_orbital_lateral_area	rh_S_orbital_med-olfact_area	rh_S_orbital-H_Shaped_area	rh_S_parieto_occipital_area	rh_S_pericallosal_area	rh_S_postcentral_area	rh_S_precentral-inf-part_area	rh_S_precentral-sup-part_area	rh_S_suborbital_area	rh_S_subparietal_area	rh_S_temporal_inf_area	rh_S_temporal_sup_area	rh_S_temporal_transverse_area	rh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-0140	655.0	944.0	928.0	944.0	821.0	1984.0	977.0	931.0	407.0	175.0	1485.0	1083.0	231.0	661.0	2927.0	4633.0	557.0	492.0	2125.0	976.0	1348.0	1829.0	763.0	1999.0	2253.0	1922.0	1780.0	1263.0	1640.0	1892.0	633.0	120.0	254.0	1306.0	664.0	641.0	1607.0	2049.0	208.0	103.0	1031.0	2131.0	1274.0	1323.0	2129.0	883.0	409.0	772.0	959.0	648.0	279.0	1325.0	1656.0	2269.0	309.0	2281.0	386.0	1362.0	524.0	702.0	1427.0	394.0	508.0	997.0	1464.0	899.0	1573.0	1159.0	902.0	246.0	855.0	940.0	4609.0	212.0	87051.5	1153558.0	1380956.920453
sub-0141	673.0	941.0	981.0	1213.0	909.0	2350.0	1231.0	1111.0	380.0	166.0	1445.0	887.0	409.0	676.0	3107.0	4443.0	488.0	395.0	1767.0	1270.0	1369.0	1651.0	920.0	1784.0	2181.0	2199.0	1780.0	1534.0	1601.0	1806.0	671.0	143.0	247.0	1470.0	462.0	659.0	1773.0	2039.0	206.0	163.0	1063.0	2058.0	1162.0	1431.0	1986.0	902.0	391.0	819.0	1016.0	859.0	245.0	1659.0	2219.0	2466.0	395.0	2689.0	609.0	1316.0	468.0	931.0	1268.0	349.0	576.0	897.0	1771.0	904.0	1879.0	1177.0	1029.0	169.0	958.0	808.0	4466.0	294.0	90727.4	1169125.0	1500243.929005
sub-0142	668.0	786.0	890.0	940.0	605.0	2300.0	904.0	1048.0	365.0	206.0	1540.0	863.0	307.0	747.0	2745.0	5147.0	488.0	387.0	1538.0	853.0	1272.0	2036.0	661.0	1939.0	2202.0	2269.0	1642.0	1508.0	1667.0	1673.0	672.0	193.0	260.0	1311.0	561.0	676.0	1691.0	2104.0	264.0	198.0	1038.0	2173.0	1208.0	1428.0	2065.0	827.0	349.0	739.0	1030.0	668.0	298.0	1131.0	1495.0	1995.0	309.0	2790.0	592.0	756.0	487.0	598.0	1380.0	364.0	599.0	1051.0	1450.0	952.0	1689.0	989.0	1258.0	222.0	1115.0	991.0	4458.0	193.0	86814.7	1155332.0	1172995.662964
sub-0143	525.0	682.0	867.0	1057.0	783.0	1960.0	1016.0	1056.0	337.0	165.0	1395.0	1020.0	284.0	704.0	2781.0	4241.0	410.0	368.0	1290.0	905.0	1041.0	1896.0	762.0	1648.0	2129.0	2065.0	2143.0	1375.0	1501.0	1903.0	543.0	104.0	332.0	1730.0	709.0	668.0	2055.0	1872.0	373.0	250.0	1085.0	2261.0	1358.0	1525.0	1814.0	874.0	353.0	871.0	864.0	649.0	341.0	1430.0	1205.0	1829.0	121.0	2613.0	552.0	930.0	534.0	744.0	1274.0	184.0	435.0	820.0	1322.0	952.0	1931.0	1109.0	830.0	213.0	848.0	852.0	3811.0	219.0	83696.6	1099919.0	1400353.421911
sub-0144	669.0	805.0	1067.0	1175.0	914.0	2385.0	1178.0	1109.0	373.0	190.0	1498.0	944.0	312.0	569.0	3250.0	5273.0	606.0	445.0	1675.0	1074.0	1334.0	1823.0	1070.0	2099.0	2797.0	1948.0	1858.0	1302.0	2045.0	2127.0	635.0	547.0	217.0	1279.0	540.0	609.0	2008.0	2392.0	208.0	114.0	917.0	2285.0	1480.0	1338.0	1894.0	1039.0	394.0	717.0	948.0	857.0	290.0	1468.0	2004.0	2378.0	357.0	3453.0	672.0	869.0	372.0	875.0	1069.0	275.0	704.0	963.0	1568.0	1132.0	1888.0	1258.0	1203.0	12.0	864.0	1187.0	4888.0	189.0	94269.1	1226259.0	1681085.659417
sub-0145	694.0	908.0	869.0	956.0	747.0	1895.0	890.0	933.0	360.0	189.0	1418.0	845.0	306.0	512.0	2421.0	4213.0	386.0	482.0	1586.0	1018.0	1188.0	2390.0	727.0	1847.0	2089.0	1217.0	1692.0	1239.0	1638.0	1977.0	610.0	112.0	191.0	1175.0	510.0	617.0	1870.0	2010.0	323.0	224.0	867.0	2105.0	1278.0	1843.0	2190.0	711.0	317.0	717.0	732.0	680.0	345.0	1336.0	1275.0	1653.0	201.0	1712.0	708.0	1089.0	424.0	633.0	1054.0	311.0	473.0	875.0	1765.0	926.0	1285.0	944.0	950.0	211.0	921.0	910.0	4362.0	122.0	81198.5	1071579.0	1299827.985789
sub-0146	756.0	950.0	953.0	816.0	795.0	1538.0	668.0	857.0	333.0	226.0	1915.0	709.0	268.0	453.0	2522.0	3991.0	360.0	330.0	1563.0	1201.0	1110.0	2107.0	680.0	1704.0	1709.0	1661.0	1414.0	1167.0	1463.0	1616.0	516.0	289.0	223.0	1146.0	766.0	523.0	1282.0	2164.0	158.0	138.0	854.0	2376.0	1098.0	1713.0	1847.0	880.0	341.0	665.0	823.0	412.0	439.0	1292.0	1549.0	1776.0	285.0	2083.0	568.0	959.0	618.0	565.0	1222.0	262.0	475.0	897.0	1515.0	581.0	1540.0	1066.0	869.0	224.0	774.0	971.0	3905.0	137.0	78622.4	1058927.0	1294601.842197
sub-0147	673.0	760.0	874.0	1146.0	956.0	1954.0	955.0	836.0	428.0	191.0	1485.0	1221.0	380.0	743.0	2410.0	4789.0	475.0	396.0	1493.0	1161.0	1151.0	1789.0	966.0	2111.0	2064.0	1799.0	1782.0	1197.0	1606.0	1856.0	626.0	142.0	251.0	1333.0	384.0	600.0	1475.0	1879.0	308.0	123.0	1005.0	1973.0	1346.0	1514.0	1875.0	734.0	451.0	859.0	1049.0	838.0	306.0	1696.0	1499.0	1398.0	296.0	2459.0	684.0	939.0	589.0	580.0	1318.0	363.0	556.0	1061.0	1755.0	811.0	1847.0	1327.0	811.0	286.0	1111.0	775.0	4500.0	211.0	85592.9	1136736.0	1241067.766693
sub-0148	589.0	913.0	692.0	831.0	892.0	1807.0	788.0	836.0	278.0	218.0	1491.0	835.0	264.0	726.0	2730.0	3721.0	418.0	382.0	1391.0	905.0	1196.0	1744.0	918.0	1679.0	2147.0	1728.0	1473.0	1369.0	1519.0	1510.0	595.0	140.0	204.0	1104.0	400.0	644.0	1320.0	1742.0	267.0	253.0	927.0	2138.0	1046.0	1433.0	1917.0	790.0	457.0	735.0	886.0	367.0	336.0	1176.0	1604.0	1785.0	265.0	1938.0	581.0	884.0	502.0	531.0	1415.0	340.0	460.0	791.0	1422.0	803.0	1712.0	916.0	1016.0	192.0	999.0	714.0	3948.0	185.0	77866.8	1099889.0	1371161.493702
sub-0149	539.0	679.0	953.0	895.0	1038.0	1893.0	951.0	785.0	327.0	175.0	1487.0	904.0	309.0	473.0	2518.0	4884.0	395.0	570.0	1181.0	1004.0	1012.0	2064.0	621.0	1622.0	1969.0	1626.0	1813.0	1333.0	1739.0	1837.0	501.0	126.0	272.0	1236.0	503.0	544.0	1822.0	1787.0	295.0	127.0	907.0	2399.0	1314.0	1363.0	1887.0	830.0	357.0	795.0	1015.0	638.0	358.0	1291.0	1542.0	1950.0	287.0	2559.0	555.0	950.0	374.0	591.0	1394.0	363.0	402.0	840.0	1596.0	719.0	1712.0	1174.0	1099.0	134.0	823.0	997.0	3724.0	250.0	81998.4	1083413.0	1075534.959018
sub-0150	461.0	770.0	864.0	820.0	704.0	1615.0	687.0	830.0	208.0	147.0	1420.0	708.0	189.0	514.0	2295.0	3981.0	255.0	297.0	1453.0	998.0	1088.0	1482.0	673.0	1510.0	1575.0	1331.0	1648.0	1229.0	1325.0	1587.0	485.0	99.0	206.0	1056.0	584.0	528.0	1605.0	1794.0	187.0	210.0	830.0	2354.0	1175.0	1323.0	1956.0	720.0	270.0	710.0	736.0	515.0	291.0	1134.0	1275.0	1548.0	253.0	1839.0	814.0	813.0	462.0	578.0	1561.0	180.0	423.0	765.0	1251.0	545.0	1388.0	964.0	820.0	196.0	663.0	779.0	3508.0	144.0	72200.0	979744.0	1171160.88029
sub-0151	623.0	1038.0	1076.0	790.0	687.0	2133.0	945.0	1042.0	365.0	220.0	1489.0	917.0	362.0	513.0	2290.0	3967.0	420.0	582.0	1515.0	996.0	1386.0	1856.0	741.0	1999.0	2016.0	1534.0	1814.0	1098.0	1665.0	1742.0	513.0	254.0	258.0	1172.0	615.0	560.0	1673.0	1986.0	241.0	136.0	981.0	2442.0	1119.0	1509.0	1997.0	944.0	572.0	750.0	977.0	637.0	412.0	1367.0	1549.0	1851.0	323.0	2279.0	812.0	734.0	643.0	849.0	1401.0	282.0	466.0	890.0	1669.0	793.0	1410.0	1029.0	947.0	260.0	891.0	822.0	4053.0	239.0	83128.9	1097082.0	1509962.151515
sub-0152	480.0	851.0	871.0	866.0	719.0	1614.0	710.0	898.0	358.0	204.0	1580.0	747.0	197.0	539.0	2087.0	3698.0	362.0	474.0	1236.0	1073.0	1410.0	1540.0	592.0	1477.0	1466.0	1121.0	1551.0	1209.0	1676.0	1630.0	469.0	110.0	202.0	1006.0	539.0	436.0	1232.0	1914.0	224.0	141.0	776.0	1981.0	1088.0	1374.0	1810.0	802.0	321.0	652.0	746.0	512.0	224.0	1074.0	1210.0	1532.0	170.0	1981.0	406.0	1106.0	502.0	604.0	1224.0	231.0	535.0	656.0	1789.0	710.0	1464.0	1201.0	955.0	195.0	608.0	784.0	3598.0	178.0	72503.3	963268.0	999643.89995
sub-0153	662.0	926.0	846.0	1052.0	730.0	2075.0	1027.0	1067.0	336.0	169.0	1390.0	951.0	481.0	703.0	2826.0	4165.0	369.0	415.0	1450.0	968.0	1380.0	1711.0	1095.0	1816.0	1751.0	1646.0	1369.0	1220.0	1397.0	1770.0	590.0	212.0	262.0	1321.0	488.0	580.0	1687.0	1982.0	292.0	126.0	909.0	2145.0	1153.0	1380.0	1686.0	911.0	473.0	748.0	995.0	518.0	254.0	1462.0	1406.0	1771.0	281.0	2291.0	556.0	1084.0	459.0	871.0	1376.0	348.0	545.0	879.0	1514.0	730.0	1643.0	1134.0	903.0	293.0	947.0	904.0	4731.0	127.0	82733.7	1174849.0	1431686.192644
sub-0154	628.0	913.0	842.0	1143.0	739.0	1863.0	824.0	896.0	318.0	187.0	1330.0	803.0	294.0	752.0	2984.0	4016.0	361.0	570.0	1931.0	1224.0	1617.0	1730.0	681.0	1561.0	1705.0	1621.0	1609.0	1413.0	1813.0	1633.0	502.0	107.0	287.0	1364.0	585.0	594.0	1706.0	1722.0	264.0	201.0	992.0	2176.0	1294.0	1429.0	1989.0	776.0	323.0	708.0	798.0	670.0	302.0	1520.0	1513.0	1569.0	125.0	1717.0	829.0	1145.0	386.0	672.0	1657.0	397.0	415.0	752.0	1337.0	731.0	1373.0	1042.0	719.0	246.0	705.0	979.0	3618.0	158.0	80397.7	1124285.0	1408099.524744
sub-0155	628.0	798.0	1007.0	1146.0	978.0	1964.0	864.0	991.0	443.0	239.0	1868.0	996.0	332.0	892.0	2723.0	4353.0	385.0	495.0	2009.0	1400.0	1365.0	2408.0	728.0	1956.0	2533.0	1911.0	1953.0	1557.0	1786.0	1623.0	622.0	159.0	253.0	1342.0	763.0	716.0	1927.0	2384.0	356.0	324.0	949.0	2756.0	1291.0	1887.0	2120.0	965.0	423.0	843.0	908.0	617.0	344.0	1610.0	1659.0	1919.0	515.0	2936.0	662.0	1007.0	660.0	913.0	1589.0	382.0	536.0	1071.0	1691.0	1093.0	2022.0	1292.0	1067.0	276.0	1253.0	1198.0	4828.0	191.0	94651.2	1296459.0	1725216.128586
sub-0156	694.0	812.0	811.0	1044.0	703.0	2331.0	947.0	1049.0	439.0	212.0	1844.0	1115.0	271.0	525.0	2777.0	4309.0	401.0	402.0	1640.0	1101.0	1386.0	2294.0	735.0	1929.0	2178.0	2139.0	1613.0	1382.0	1697.0	1443.0	565.0	153.0	172.0	1134.0	732.0	573.0	1442.0	2111.0	307.0	195.0	926.0	2518.0	1358.0	2297.0	1875.0	862.0	304.0	709.0	947.0	622.0	317.0	1394.0	1579.0	1533.0	188.0	2303.0	496.0	1251.0	552.0	809.0	1341.0	247.0	569.0	1002.0	1607.0	873.0	1731.0	1661.0	1211.0	273.0	816.0	933.0	3852.0	205.0	86766.2	1132616.0	1523832.725016
sub-0157	744.0	922.0	1056.0	1048.0	863.0	2293.0	1246.0	1255.0	420.0	255.0	1991.0	928.0	379.0	442.0	3319.0	4725.0	434.0	502.0	1583.0	1287.0	1320.0	2174.0	836.0	1936.0	2583.0	1925.0	1509.0	1310.0	1729.0	1804.0	525.0	310.0	294.0	1351.0	536.0	689.0	1704.0	2045.0	299.0	149.0	999.0	2665.0	1159.0	2076.0	2238.0	1039.0	371.0	818.0	997.0	775.0	394.0	1331.0	1900.0	2171.0	494.0	2615.0	760.0	1266.0	442.0	595.0	1167.0	348.0	517.0	982.0	1661.0	994.0	1885.0	1195.0	882.0	281.0	859.0	985.0	4337.0	277.0	92198.5	1196794.0	1246740.565978
sub-0158	639.0	713.0	850.0	927.0	750.0	2007.0	972.0	911.0	384.0	203.0	1437.0	1103.0	335.0	663.0	2519.0	4283.0	348.0	524.0	1542.0	1131.0	1436.0	1970.0	1156.0	1977.0	2281.0	1561.0	1604.0	1309.0	1697.0	2112.0	558.0	335.0	301.0	1219.0	478.0	664.0	1435.0	1857.0	215.0	107.0	975.0	2044.0	1070.0	1435.0	2103.0	909.0	463.0	782.0	840.0	713.0	402.0	1604.0	1940.0	1631.0	536.0	2295.0	549.0	937.0	365.0	739.0	1358.0	256.0	498.0	849.0	1460.0	1025.0	1681.0	984.0	1093.0	222.0	827.0	829.0	4371.0	123.0	84421.4	1140746.0	1506750.044298
sub-0159	687.0	875.0	1080.0	1186.0	902.0	2453.0	1148.0	1214.0	456.0	230.0	1427.0	1117.0	344.0	863.0	2463.0	5278.0	454.0	716.0	2030.0	1173.0	1709.0	1421.0	731.0	1900.0	2811.0	2097.0	2076.0	1396.0	1902.0	2242.0	580.0	474.0	228.0	1465.0	547.0	833.0	2176.0	2326.0	291.0	262.0	1152.0	2085.0	1197.0	1155.0	2039.0	864.0	369.0	843.0	1054.0	607.0	243.0	1526.0	1513.0	2014.0	508.0	2717.0	549.0	1224.0	538.0	1107.0	1585.0	324.0	565.0	1029.0	1983.0	1146.0	1579.0	1204.0	1211.0	239.0	1275.0	1053.0	4889.0	202.0	95149.7	1329475.0	1869415.720584
sub-0160	760.0	802.0	1126.0	1123.0	940.0	2160.0	1259.0	1159.0	414.0	209.0	1323.0	891.0	278.0	865.0	2822.0	5360.0	367.0	498.0	1945.0	1152.0	1438.0	1516.0	957.0	1941.0	2442.0	1549.0	1862.0	1327.0	2157.0	1616.0	567.0	404.0	292.0	1590.0	706.0	715.0	1565.0	2388.0	254.0	95.0	958.0	2095.0	1344.0	1303.0	2434.0	1013.0	328.0	922.0	1021.0	725.0	312.0	1372.0	1759.0	2634.0	221.0	2378.0	623.0	1224.0	549.0	804.0	1442.0	368.0	510.0	1136.0	1467.0	1055.0	1575.0	1687.0	1178.0	277.0	810.0	887.0	5660.0	255.0	93154.9	1241604.0	1676307.142224
sub-0161	801.0	828.0	1095.0	1007.0	835.0	2310.0	960.0	1098.0	383.0	232.0	1638.0	895.0	233.0	784.0	3228.0	4557.0	535.0	404.0	1870.0	1161.0	1255.0	2389.0	1338.0	1914.0	1757.0	2002.0	1419.0	1385.0	1779.0	1633.0	649.0	341.0	306.0	1155.0	499.0	545.0	1838.0	1948.0	242.0	188.0	998.0	2399.0	1165.0	1736.0	2166.0	881.0	292.0	779.0	1056.0	921.0	234.0	1635.0	1538.0	2028.0	328.0	1761.0	708.0	1084.0	616.0	774.0	1329.0	373.0	607.0	1126.0	1830.0	887.0	1483.0	1308.0	1117.0	228.0	828.0	1188.0	3782.0	257.0	88875.6	1247134.0	1602061.22089
sub-0162	685.0	894.0	1078.0	763.0	754.0	2086.0	950.0	1122.0	386.0	209.0	1476.0	1268.0	338.0	770.0	2581.0	5298.0	405.0	570.0	1880.0	933.0	1424.0	1749.0	767.0	1895.0	2099.0	1637.0	1453.0	1350.0	1938.0	1477.0	556.0	217.0	254.0	1712.0	624.0	525.0	1771.0	1908.0	356.0	142.0	900.0	2058.0	1238.0	1605.0	2149.0	954.0	545.0	954.0	1053.0	747.0	289.0	1267.0	1648.0	1870.0	258.0	2347.0	1034.0	1009.0	679.0	716.0	1481.0	336.0	542.0	990.0	1503.0	989.0	1424.0	1040.0	1421.0	184.0	593.0	812.0	5126.0	259.0	88321.8	1191848.0	1344554.555009
sub-0163	611.0	752.0	870.0	973.0	935.0	2541.0	1086.0	1144.0	404.0	264.0	1677.0	875.0	277.0	601.0	3040.0	5000.0	489.0	386.0	1895.0	1288.0	837.0	1974.0	1127.0	1729.0	2259.0	1452.0	1733.0	1315.0	1978.0	1738.0	599.0	196.0	199.0	1368.0	560.0	617.0	1712.0	2124.0	318.0	208.0	856.0	2405.0	1382.0	1886.0	2110.0	938.0	350.0	837.0	972.0	907.0	285.0	1426.0	2006.0	2378.0	303.0	2193.0	674.0	1060.0	470.0	531.0	1179.0	308.0	538.0	956.0	1772.0	805.0	1353.0	1452.0	732.0	221.0	1055.0	924.0	4364.0	253.0	89031.9	1183333.0	1294739.797538
sub-0164	592.0	1012.0	694.0	956.0	640.0	1714.0	829.0	978.0	352.0	219.0	1517.0	898.0	247.0	642.0	2400.0	4340.0	495.0	376.0	1783.0	999.0	1358.0	1648.0	712.0	1902.0	2222.0	1561.0	1718.0	1325.0	1672.0	1617.0	584.0	361.0	240.0	1290.0	641.0	498.0	1608.0	2290.0	284.0	207.0	877.0	2399.0	1033.0	1671.0	1912.0	761.0	369.0	633.0	954.0	543.0	310.0	1304.0	1175.0	1695.0	317.0	2205.0	882.0	966.0	729.0	611.0	1473.0	375.0	412.0	689.0	1461.0	1061.0	1729.0	1021.0	991.0	170.0	1037.0	881.0	4150.0	214.0	82431.4	1096547.0	1188231.934878
sub-0165	568.0	1080.0	921.0	1023.0	820.0	1791.0	943.0	938.0	318.0	282.0	1727.0	818.0	316.0	560.0	2464.0	4471.0	368.0	351.0	1232.0	1206.0	1367.0	2005.0	974.0	1704.0	1605.0	1760.0	1559.0	1355.0	1612.0	1437.0	509.0	306.0	236.0	1254.0	474.0	469.0	1318.0	2004.0	278.0	179.0	905.0	2510.0	1157.0	1759.0	1815.0	932.0	341.0	847.0	863.0	587.0	345.0	1131.0	1584.0	1839.0	219.0	1951.0	512.0	774.0	523.0	696.0	1530.0	327.0	423.0	822.0	1324.0	883.0	1560.0	1343.0	766.0	242.0	707.0	612.0	3637.0	274.0	80341.8	1078700.0	1483535.133
sub-0166	646.0	838.0	880.0	977.0	810.0	1717.0	835.0	849.0	284.0	167.0	1150.0	818.0	254.0	491.0	3039.0	4346.0	361.0	550.0	1372.0	960.0	1191.0	1867.0	732.0	1564.0	1847.0	1582.0	1541.0	1349.0	1705.0	1471.0	540.0	91.0	214.0	1294.0	413.0	612.0	1365.0	2154.0	197.0	166.0	888.0	1947.0	1091.0	1284.0	2056.0	680.0	363.0	791.0	825.0	662.0	329.0	1473.0	1298.0	2186.0	382.0	2103.0	662.0	784.0	512.0	690.0	1277.0	261.0	476.0	866.0	1396.0	711.0	1662.0	1328.0	807.0	155.0	720.0	902.0	4175.0	215.0	79194.5	1046479.0	1114885.546577
sub-0167	800.0	700.0	940.0	1187.0	861.0	2530.0	1001.0	1091.0	495.0	166.0	1528.0	874.0	342.0	609.0	3449.0	5515.0	427.0	441.0	1439.0	1295.0	1384.0	1798.0	856.0	2267.0	2134.0	1815.0	1736.0	1516.0	1691.0	1911.0	638.0	397.0	347.0	1511.0	803.0	554.0	1821.0	2125.0	317.0	232.0	1099.0	1993.0	1401.0	1150.0	2031.0	1006.0	536.0	839.0	1024.0	559.0	294.0	1784.0	2158.0	1798.0	329.0	2139.0	650.0	1134.0	624.0	953.0	1483.0	338.0	615.0	995.0	1828.0	968.0	1946.0	1402.0	1142.0	225.0	968.0	956.0	4607.0	273.0	92788.9	1262657.0	1396117.635519
sub-0168	610.0	630.0	951.0	750.0	762.0	1784.0	807.0	992.0	340.0	162.0	1244.0	742.0	259.0	558.0	2613.0	3982.0	362.0	291.0	1441.0	988.0	1327.0	1696.0	843.0	1735.0	2436.0	1472.0	1608.0	1362.0	1494.0	1855.0	522.0	135.0	252.0	1170.0	633.0	507.0	1369.0	1765.0	196.0	179.0	798.0	1878.0	1071.0	1201.0	2019.0	934.0	369.0	679.0	708.0	649.0	291.0	1434.0	1387.0	1834.0	280.0	2705.0	508.0	1001.0	360.0	711.0	1361.0	269.0	543.0	881.0	1279.0	917.0	1605.0	1006.0	989.0	226.0	1001.0	763.0	4281.0	186.0	78945.0	1070708.0	1068907.036454
sub-0169	556.0	820.0	902.0	800.0	707.0	1895.0	1029.0	985.0	275.0	198.0	1550.0	886.0	313.0	694.0	2805.0	4318.0	413.0	516.0	1344.0	1047.0	1507.0	1888.0	876.0	1694.0	1579.0	1280.0	1403.0	1149.0	1561.0	1415.0	627.0	143.0	259.0	1182.0	476.0	449.0	1651.0	1770.0	256.0	174.0	801.0	2204.0	1109.0	1383.0	2014.0	827.0	367.0	803.0	898.0	692.0	381.0	1421.0	1679.0	2091.0	173.0	1613.0	669.0	1077.0	658.0	777.0	1324.0	296.0	568.0	832.0	1625.0	860.0	1370.0	1106.0	967.0	246.0	637.0	1004.0	3855.0	237.0	79957.0	1107565.0	1332878.998056
sub-0170	617.0	690.0	973.0	887.0	910.0	1865.0	948.0	884.0	417.0	203.0	1260.0	873.0	312.0	702.0	3282.0	4766.0	375.0	461.0	1661.0	1086.0	1325.0	1873.0	623.0	1885.0	1832.0	1833.0	1586.0	1637.0	1807.0	1774.0	532.0	276.0	262.0	1314.0	441.0	576.0	1637.0	2514.0	307.0	264.0	923.0	1768.0	1186.0	1346.0	1929.0	739.0	382.0	687.0	868.0	459.0	224.0	1683.0	1329.0	2000.0	285.0	1727.0	453.0	1012.0	610.0	674.0	1019.0	386.0	503.0	967.0	1697.0	812.0	2013.0	1241.0	1025.0	162.0	822.0	1126.0	4286.0	204.0	84017.7	1053415.0	1088755.12353
sub-0171	586.0	670.0	977.0	746.0	641.0	1737.0	815.0	866.0	354.0	181.0	1436.0	733.0	243.0	496.0	2339.0	4397.0	579.0	334.0	1344.0	1010.0	822.0	1983.0	982.0	1729.0	1883.0	1641.0	1295.0	1303.0	1601.0	1582.0	484.0	308.0	233.0	1076.0	399.0	700.0	1403.0	1594.0	215.0	300.0	814.0	1977.0	1044.0	1788.0	1886.0	987.0	331.0	765.0	750.0	842.0	253.0	1169.0	1349.0	1576.0	294.0	1940.0	452.0	1074.0	406.0	565.0	1049.0	276.0	468.0	1027.0	1255.0	809.0	1653.0	1034.0	668.0	112.0	873.0	728.0	3230.0	64.0	75525.1	1029824.0	1126175.098684
sub-0172	701.0	557.0	913.0	941.0	841.0	2084.0	1086.0	1013.0	354.0	225.0	1742.0	833.0	365.0	647.0	2907.0	4436.0	379.0	537.0	1282.0	1130.0	1353.0	1727.0	633.0	1956.0	1704.0	1770.0	1498.0	1261.0	1566.0	1552.0	566.0	129.0	245.0	952.0	496.0	438.0	1745.0	1654.0	220.0	197.0	830.0	2003.0	1330.0	1703.0	1986.0	771.0	378.0	825.0	901.0	642.0	258.0	1364.0	1640.0	1837.0	250.0	2178.0	407.0	1124.0	433.0	803.0	1294.0	340.0	533.0	969.0	1620.0	838.0	1711.0	1168.0	780.0	295.0	656.0	886.0	3270.0	205.0	80864.1	1106757.0	1180936.690315
sub-0173	790.0	767.0	887.0	983.0	801.0	1921.0	890.0	961.0	398.0	203.0	1744.0	965.0	303.0	939.0	2645.0	4172.0	365.0	561.0	1266.0	1202.0	1186.0	1769.0	628.0	2016.0	2080.0	2004.0	1854.0	1239.0	1359.0	2113.0	608.0	247.0	250.0	1232.0	653.0	731.0	2013.0	2355.0	315.0	211.0	1027.0	2399.0	1283.0	1930.0	1760.0	890.0	407.0	760.0	964.0	746.0	267.0	1509.0	1522.0	1793.0	319.0	2259.0	526.0	931.0	408.0	635.0	1367.0	398.0	519.0	1158.0	1384.0	921.0	2046.0	1263.0	898.0	277.0	784.0	932.0	3804.0	279.0	85993.6	1183561.0	1364461.961894
sub-0174	628.0	784.0	948.0	951.0	794.0	1942.0	1028.0	1040.0	336.0	147.0	1470.0	1123.0	299.0	764.0	2619.0	4046.0	378.0	393.0	1210.0	913.0	1084.0	1921.0	860.0	1862.0	2134.0	1904.0	1513.0	1148.0	1360.0	1721.0	541.0	177.0	302.0	1347.0	606.0	554.0	1408.0	2157.0	413.0	146.0	1058.0	1819.0	1129.0	1724.0	1574.0	840.0	378.0	785.0	986.0	622.0	260.0	1797.0	1399.0	1423.0	316.0	2500.0	624.0	950.0	404.0	667.0	1303.0	389.0	509.0	856.0	1194.0	839.0	1637.0	1163.0	725.0	241.0	876.0	848.0	4454.0	223.0	81482.1	1108649.0	1250543.228796
sub-0175	623.0	1137.0	955.0	946.0	788.0	2089.0	951.0	1086.0	338.0	206.0	1764.0	970.0	203.0	495.0	3479.0	4387.0	389.0	511.0	1601.0	1347.0	909.0	2113.0	726.0	1848.0	1663.0	1488.0	1466.0	1189.0	1828.0	1293.0	540.0	46.0	249.0	1322.0	500.0	675.0	2257.0	1981.0	266.0	144.0	886.0	2506.0	1242.0	1628.0	2020.0	877.0	347.0	792.0	768.0	778.0	362.0	1116.0	1830.0	1951.0	216.0	2039.0	918.0	992.0	547.0	899.0	1305.0	329.0	437.0	874.0	1957.0	1037.0	1391.0	1057.0	996.0	222.0	804.0	1002.0	3812.0	214.0	84924.2	1203609.0	1397912.491468
