Measure:mean	wm-lh-bankssts	wm-lh-caudalanteriorcingulate	wm-lh-caudalmiddlefrontal	wm-lh-cuneus	wm-lh-entorhinal	wm-lh-fusiform	wm-lh-inferiorparietal	wm-lh-inferiortemporal	wm-lh-isthmuscingulate	wm-lh-lateraloccipital	wm-lh-lateralorbitofrontal	wm-lh-lingual	wm-lh-medialorbitofrontal	wm-lh-middletemporal	wm-lh-parahippocampal	wm-lh-paracentral	wm-lh-parsopercularis	wm-lh-parsorbitalis	wm-lh-parstriangularis	wm-lh-pericalcarine	wm-lh-postcentral	wm-lh-posteriorcingulate	wm-lh-precentral	wm-lh-precuneus	wm-lh-rostralanteriorcingulate	wm-lh-rostralmiddlefrontal	wm-lh-superiorfrontal	wm-lh-superiorparietal	wm-lh-superiortemporal	wm-lh-supramarginal	wm-lh-frontalpole	wm-lh-temporalpole	wm-lh-transversetemporal	wm-lh-insula	wm-rh-bankssts	wm-rh-caudalanteriorcingulate	wm-rh-caudalmiddlefrontal	wm-rh-cuneus	wm-rh-entorhinal	wm-rh-fusiform	wm-rh-inferiorparietal	wm-rh-inferiortemporal	wm-rh-isthmuscingulate	wm-rh-lateraloccipital	wm-rh-lateralorbitofrontal	wm-rh-lingual	wm-rh-medialorbitofrontal	wm-rh-middletemporal	wm-rh-parahippocampal	wm-rh-paracentral	wm-rh-parsopercularis	wm-rh-parsorbitalis	wm-rh-parstriangularis	wm-rh-pericalcarine	wm-rh-postcentral	wm-rh-posteriorcingulate	wm-rh-precentral	wm-rh-precuneus	wm-rh-rostralanteriorcingulate	wm-rh-rostralmiddlefrontal	wm-rh-superiorfrontal	wm-rh-superiorparietal	wm-rh-superiortemporal	wm-rh-supramarginal	wm-rh-frontalpole	wm-rh-temporalpole	wm-rh-transversetemporal	wm-rh-insula	Left-UnsegmentedWhiteMatter	Right-UnsegmentedWhiteMatter
sub-0035	96.9563	101.1305	97.0297	89.7716	77.1563	89.9966	97.7495	89.801	100.6491	88.4738	94.5964	83.6814	93.7058	91.6299	85.5752	95.7608	98.076	88.8379	95.4784	85.5169	95.5246	99.522	96.8336	97.7227	99.4164	97.194	94.4697	96.2061	95.1616	99.7342	93.6416	78.2279	97.6157	94.5187	95.3595	101.6688	96.4612	88.0319	75.6816	87.1359	96.4194	88.6299	99.1706	87.6336	94.4054	80.7949	96.0834	90.2788	82.6808	95.7376	97.6304	91.481	96.703	83.8248	94.3788	99.5935	96.0051	96.014	98.3357	96.0944	94.0797	95.5054	92.5579	99.3327	92.7222	77.814	95.5859	92.6988	98.9412	99.2202
sub-0036	96.8923	107.7325	96.4478	91.0977	75.0992	91.0675	95.8996	85.8785	105.451	90.4575	94.8237	88.1913	96.4035	86.6783	85.5237	94.8296	93.0293	80.8366	93.1211	91.218	89.9362	104.4988	94.2244	99.8459	104.1125	95.6804	92.6879	95.3333	90.3229	96.4827	86.5819	72.9488	95.3869	95.7577	98.4309	105.8438	94.7125	88.6081	75.7351	87.8017	91.9295	84.2771	105.5986	86.5954	96.5199	89.1176	96.5109	85.0965	84.6117	96.7194	95.0567	83.8198	91.8006	87.8886	89.824	105.4128	92.2347	99.3233	106.213	93.991	92.0794	91.768	88.5249	96.0513	87.4157	74.4667	92.7088	93.6253	103.596	103.299
sub-0037	98.7	103.5965	95.2089	94.4956	75.0368	91.7559	98.9066	89.2021	100.8485	92.6254	93.9998	89.7272	90.1207	89.8777	83.6886	94.3302	94.8993	83.1607	95.1447	91.4191	91.227	99.2408	94.3702	98.9196	102.7489	95.2105	94.3745	96.9154	90.0418	97.9729	84.8378	72.973	97.59	92.8595	96.4852	101.7766	95.8617	93.4249	75.8366	88.8501	94.7395	84.7327	101.0312	91.4633	93.6515	88.6043	95.3425	88.4484	84.8272	95.412	97.0621	86.2495	94.0812	91.8042	90.4765	100.3556	94.2777	98.0293	101.5752	94.2297	94.0777	97.1497	89.3528	97.3656	84.9459	75.2873	94.5079	91.8493	101.5666	101.1918
sub-0038	98.1208	102.5259	96.7383	93.2015	76.2103	89.4508	95.5863	86.3117	103.8205	88.8877	94.008	88.2052	90.2148	87.7359	83.118	92.9422	97.2894	79.6587	94.1856	88.6155	89.5087	100.4873	94.2039	99.6977	101.7605	94.5552	93.5888	96.3522	93.5759	97.6558	84.6122	75.3663	96.2272	93.9448	97.2415	102.1038	94.293	92.6167	71.0485	88.7261	95.1492	84.8207	102.2849	89.7723	94.3309	87.3597	94.0998	89.0622	83.3902	92.0532	95.8164	84.5381	90.0597	88.4564	88.7935	99.3088	92.7576	98.3831	102.3861	92.7825	92.7931	94.7795	89.2169	96.6801	84.2022	71.0558	93.636	90.3122	102.4155	101.9698
sub-0039	99.0571	99.3632	97.8995	93.4382	78.5735	91.2836	97.0995	88.9777	102.5274	91.415	92.8112	89.6221	88.8219	90.3543	88.1377	94.8159	96.2448	83.6555	94.615	91.5925	92.3432	101.651	94.9297	98.5948	103.1534	96.6778	93.5912	94.3927	93.7327	96.7567	88.6678	72.47	98.7315	94.9277	99.9492	103.431	95.2607	93.3511	75.3163	90.3989	96.755	86.4602	103.8794	93.3806	94.2485	89.934	94.674	88.9966	85.4609	95.9351	96.1387	84.961	92.6405	92.6354	91.6596	102.6685	93.5663	100.0284	104.2032	95.3137	93.6776	93.0067	88.8752	98.3389	84.9885	75.5301	97.5364	91.6286	102.2301	102.649
sub-0040	99.241	101.8391	96.0891	92.47	78.0509	90.0131	96.5334	87.2125	101.7364	91.6335	94.2826	87.7626	93.5377	87.988	86.6474	95.1315	95.4864	82.7747	95.2903	89.991	90.6922	100.8653	93.3683	98.7812	96.7875	95.6502	95.2702	96.6282	92.0298	96.6318	88.1901	76.057	99.4058	91.6744	97.9955	102.5014	94.8564	94.8366	79.2396	89.7052	94.563	85.6426	100.7349	91.042	93.9414	89.8767	95.0292	89.2235	85.0671	96.1872	96.4798	84.05	92.8829	92.9119	91.3071	101.0234	93.5075	98.3002	102.1751	93.3849	94.7467	95.0423	90.4891	96.625	88.6239	77.396	97.7584	92.1184	100.9604	101.4196
sub-0041	96.3026	100.3477	95.5052	88.6142	80.3466	92.654	98.1096	91.1533	97.5344	91.8865	92.2994	84.4848	90.395	91.4195	88.9219	92.1291	95.9941	88.2079	93.9498	89.1253	93.4021	97.1934	94.876	96.9818	96.173	95.3459	94.0808	97.1671	94.9767	97.3607	90.8447	77.1136	99.0996	91.637	96.799	99.9217	94.4236	87.6731	79.1598	89.9834	96.8169	87.0407	97.9826	90.8295	94.0752	83.651	92.3237	90.41	87.4207	93.6401	95.1517	88.1595	91.3692	83.4278	92.2016	95.6615	93.4153	97.3657	103.6738	94.5728	94.0578	96.3646	91.1862	97.9541	85.2538	77.2918	94.1714	89.4276	100.5988	100.7011
sub-0042	96.0072	102.8687	96.4674	92.3548	75.9837	92.107	97.3647	87.9637	102.8342	91.9023	93.6462	87.0445	92.4718	89.9573	85.9139	94.9122	96.6556	84.0565	93.4488	85.6372	91.1904	102.048	95.241	97.7932	99.9022	95.8496	94.4439	95.5931	94.4203	98.1852	85.4965	72.0648	97.8897	94.3957	95.5117	102.0261	93.3693	91.5363	73.5223	88.2907	94.866	87.1634	101.9408	91.9299	94.834	87.2189	93.3335	87.7935	84.6275	94.641	95.2909	84.1076	92.5914	86.6215	90.461	99.8541	94.5549	98.4811	101.994	93.2324	94.8082	92.5566	92.411	97.9472	81.1936	75.4555	96.6938	91.6758	102.3524	101.3157
sub-0043	97.883	101.6382	96.8664	92.8589	77.6151	89.6152	98.1718	91.8618	99.4061	92.9118	92.4356	85.1816	90.4668	91.2968	84.359	95.3887	97.7725	85.8915	94.6117	90.1635	92.6807	99.9302	96.0563	96.8548	98.0639	96.085	94.1665	97.2425	94.9548	98.368	85.5389	78.3125	99.3063	93.6894	98.1222	98.4533	95.7547	92.828	75.0215	89.0529	97.652	88.3084	100.1428	91.5663	91.2771	87.0829	91.469	88.731	83.8356	95.9021	95.8561	85.1958	93.8635	89.3989	93.3281	98.0574	95.2046	97.518	101.7827	95.3422	93.7589	96.1011	91.9895	98.6165	87.3393	79.664	98.2353	93.3607	100.2488	100.5911
sub-0044	96.1799	99.2189	96.7114	92.4552	76.2044	90.1352	96.5098	91.8327	101.9491	92.6973	95.0997	87.4051	95.1999	89.4351	84.4634	96.9031	95.2834	85.5267	94.5486	89.8188	91.6337	99.5311	95.7505	98.5705	96.4541	96.9722	94.7811	98.1227	93.1946	96.5233	87.5342	71.8129	95.1217	92.9411	97.2053	101.8258	94.1073	91.1778	73.8571	89.0403	95.6689	87.4928	101.6087	93.8061	94.877	83.6112	96.0156	91.2356	83.4385	97.041	96.4396	85.6724	92.4345	84.8219	90.4408	98.9035	94.2202	95.8276	103.1204	95.3799	92.9861	96.051	91.4202	97.7161	91.9233	76.9521	95.5233	90.2795	100.4817	99.3769
sub-0045	97.8367	103.5957	96.4157	96.0895	78.4801	91.1881	97.8549	89.9912	102.4934	92.5129	95.1886	89.6323	95.0634	88.0095	85.9768	95.544	95.5959	88.5931	95.3449	93.328	92.0209	100.9738	94.5774	98.7565	102.3367	96.343	94.3968	96.4799	94.7414	97.1142	87.5171	76.1725	96.0246	94.3601	98.9291	104.2332	95.1564	94.7095	73.7292	88.9378	94.0818	85.4313	102.771	92.2562	96.0271	90.0263	96.359	86.3863	85.2816	96.2296	96.5095	84.3756	94.853	91.0825	92.2832	101.5359	94.0681	99.1638	102.5239	95.1193	93.4662	94.0408	90.6854	96.4762	89.5235	72.5609	98.0251	93.3589	103.5979	103.3456
sub-0046	97.9687	102.9524	97.1911	94.6644	79.0186	91.0734	97.9894	88.8217	100.2909	94.135	96.3177	85.6718	92.197	88.1482	83.9338	95.583	95.6286	89.3816	96.7074	88.7771	91.5245	101.2234	95.4285	97.3317	101.186	97.0798	93.2857	97.7062	91.3439	97.7829	91.9056	75.659	95.7834	92.9989	99.0044	102.3465	94.0701	92.1561	76.2132	91.071	96.582	87.6627	101.7075	91.5455	96.3028	86.5112	90.2908	87.4724	85.1625	96.0715	95.8032	89.0516	95.0251	87.1793	92.5039	101.007	93.7042	97.141	103.1936	93.9256	92.9322	96.9797	89.8091	97.12	84.7394	77.3587	97.2429	91.6116	101.8379	101.3455
sub-0047	96.521	102.3994	95.7359	90.693	78.9715	89.2198	96.704	88.5194	100.8748	91.1621	93.5956	83.8372	90.8036	89.0904	85.8259	93.2825	96.6568	86.7848	94.8835	81.5018	90.8839	99.8161	94.0629	97.8803	97.9971	95.8159	94.9559	96.5981	95.6089	96.4698	83.2478	74.7316	96.0973	95.3426	98.8398	103.8598	94.5216	90.9099	77.7268	87.948	94.923	87.3842	98.043	91.2478	95.6219	87.6589	93.384	90.327	83.5844	94.8859	96.0396	85.549	94.2196	87.3988	91.0668	98.3289	93.2033	96.7019	104.8417	93.8099	92.4466	94.1925	91.9052	95.612	85.6862	73.4792	94.3094	91.2925	100.274	100.5153
sub-0048	96.8394	100.4159	95.6988	91.3414	75.273	89.3256	98.4476	88.8401	99.5827	92.215	94.4371	84.8481	91.1225	89.3491	83.6204	94.3687	98.4137	85.9838	94.2155	85.7691	92.731	97.6919	95.938	96.8145	102.0065	96.2769	93.7237	96.3272	93.0739	97.3752	86.0081	74.4938	98.4528	93.8276	97.2197	100.6992	95.513	91.3446	77.3607	89.4319	94.054	86.737	100.8229	89.8654	95.5711	85.06	92.3548	85.298	85.4701	95.6661	95.7187	87.0893	93.4512	86.1702	91.5076	98.6387	94.2279	94.9435	100.8675	95.7195	92.8451	95.6405	89.0406	97.0918	87.7771	74.7781	95.3675	92.3131	101.7306	101.5391
sub-0049	96.7164	101.1791	97.1967	95.6552	78.4567	91.0621	98.5897	88.9016	95.6192	93.243	94.1671	88.9899	95.4759	88.7557	84.3298	96.1184	95.867	87.7821	96.5434	90.5176	91.3087	103.5969	95.7171	99.0021	101.9338	96.5383	95.6938	97.3157	92.5888	98.1662	84.4947	74.4731	97.5909	93.4422	99.7274	101.1404	96.2355	96.121	77.0155	89.6803	97.0278	87.7489	95.9623	92.4711	95.8117	92.4489	94.8358	91.7712	86.2356	95.919	96.7422	88.5241	94.0051	93.9538	91.8536	102.4148	94.7603	98.3211	104.5985	94.7312	94.5392	95.762	91.2727	97.303	84.1395	74.793	96.1754	92.2921	101.5752	101.7708
sub-0050	97.9317	102.4745	96.5552	91.0823	76.6229	88.7676	97.8475	88.3381	98.868	93.5253	92.7371	82.5537	91.7733	89.9684	83.3817	94.4399	96.9833	86.1331	95.7381	84.3963	91.5057	101.3167	94.0104	96.346	97.4176	96.5992	95.1509	96.955	93.5182	97.4165	91.0252	77.1805	96.1205	93.4555	98.2971	102.9061	95.1716	91.344	72.618	89.2685	95.9565	85.4545	100.8228	93.201	93.2992	86.1696	90.3865	87.9516	80.4718	96.0751	94.8064	86.1031	93.7554	85.827	91.6405	99.504	93.5405	97.5341	101.7997	94.9676	93.4349	95.129	90.3967	99.2423	88.8714	74.9323	96.3531	90.9665	100.8311	100.1206
sub-0051	97.2961	101.4326	96.2317	92.5536	72.7405	90.1893	97.5325	88.5366	101.5144	94.2524	93.6302	86.3504	91.6085	91.0744	83.063	96.0858	96.8737	85.9935	95.7099	85.2168	92.3805	101.1455	94.9674	98.3201	100.3774	96.731	93.8872	97.0369	94.1357	98.4018	87.4675	72.9722	98.5203	95.5538	98.8598	102.5784	94.1073	93.4414	73.0029	88.114	94.7333	88.9638	99.9084	92.5541	95.5251	88.9468	96.3808	87.6393	83.8214	96.1285	94.9584	87.0058	92.83	90.5221	90.9062	100.2883	93.4644	97.1769	102.6966	94.4512	93.0754	95.2243	91.8669	97.5607	89.9129	75.4536	94.8114	94.1674	101.6537	101.2947
sub-0052	99.5041	103.4587	97.1264	93.6383	74.5325	90.9764	95.0473	90.5806	101.7936	91.2354	93.5046	88.4985	92.6226	89.8828	86.036	94.535	96.8233	83.0598	92.0911	91.9857	90.6274	101.0934	94.8546	96.958	96.6161	95.9008	94.6924	94.741	94.4032	96.8886	85.3187	75.919	101.4027	93.7769	100.4412	101.4976	93.8086	90.1071	72.9326	88.251	95.0744	89.0975	102.7926	91.0694	93.0302	87.2968	94.8493	88.4661	85.8822	97.1269	93.4725	85.5065	91.0938	88.8325	90.8689	100.6839	94.6492	98.4715	98.8107	94.0044	93.7018	92.2554	91.0453	98.3562	88.483	73.763	100.3882	92.0359	102.561	102.2315
sub-0053	95.5572	102.0859	98.0143	92.8329	78.3515	92.3828	97.0758	87.618	102.3219	90.2512	94.5159	88.5301	95.5504	89.4059	88.0631	94.7299	95.3921	88.2202	93.6848	88.6172	92.636	100.7426	95.7285	99.2811	102.2668	95.7595	94.7991	97.6512	94.4928	98.0792	91.0	74.9153	98.4357	95.091	95.7076	102.9318	95.8456	93.2172	78.3202	89.3433	95.1097	85.6465	102.4237	89.4242	93.6176	88.9556	92.4469	84.1424	85.3006	95.1612	95.3508	85.0858	92.2931	90.4912	89.9645	100.6943	93.2375	99.9663	102.032	94.4574	93.0206	96.5834	91.06	95.3595	89.6223	76.9001	96.9064	94.0753	102.3417	101.1729
sub-0054	98.0032	103.9742	97.9864	91.3495	81.1321	91.3988	97.902	86.0275	100.8071	91.1888	93.0283	87.888	90.551	87.3307	85.0665	95.1075	96.2977	86.0376	95.735	87.9036	92.2295	102.2316	95.5652	98.0428	95.8395	96.3598	94.8924	97.1256	91.7372	98.2883	90.4574	73.7179	92.6971	93.0805	98.2993	102.2413	95.8255	92.87	77.7532	88.644	95.7221	87.1612	100.4083	91.1573	95.6326	87.7984	95.4919	86.8526	85.7321	95.3176	96.0034	87.6645	95.5359	89.5741	90.934	101.5074	93.7299	97.5204	100.8927	96.0152	94.3476	96.0171	90.8037	96.3853	87.2415	79.5045	97.7703	93.2371	101.3526	101.0099
sub-0055	96.6063	106.6709	97.6355	93.0629	76.6987	90.8577	95.8815	88.0036	102.7867	88.3483	94.7726	88.8426	93.7202	87.2587	86.2745	92.1813	96.0397	81.0782	93.1028	92.0349	91.1474	101.9491	95.5275	99.1113	103.8786	95.7195	94.7434	96.1105	94.1492	97.9279	86.9357	74.9223	95.4505	92.9157	98.121	105.7409	96.1343	92.6982	77.2938	90.5867	93.3124	86.9432	103.7718	91.255	93.2539	89.8518	93.3582	87.9809	87.1051	93.3657	96.4935	85.6373	92.5408	90.2233	89.8934	103.3843	92.8593	99.4471	105.0587	94.2121	94.6598	94.147	90.3407	95.8735	83.7616	76.7705	94.1058	92.1921	103.0444	103.3521
sub-0056	99.2054	101.0527	96.5168	88.9853	75.0069	89.3286	98.9091	90.4971	101.2842	93.9419	93.3179	85.2268	90.9493	91.315	81.8601	95.2966	96.2594	86.7166	94.4903	85.1135	92.9431	98.8457	96.0681	98.2365	98.2403	95.7344	94.0712	96.762	92.0985	97.8028	84.5822	69.4444	96.5981	91.5823	96.8318	97.705	94.1707	89.3248	76.4696	87.5456	95.9818	86.2798	99.928	90.9408	92.2588	84.1651	92.6927	86.3475	81.5257	95.595	94.8727	86.5518	93.9171	84.9584	90.8549	98.0851	93.9214	96.2879	97.9198	94.9511	93.8142	95.6266	89.5445	94.8227	88.0061	70.1136	97.1017	90.3567	100.6062	99.817
sub-0057	97.3885	104.0331	96.1169	92.6242	81.2052	90.0585	97.9063	91.2509	100.2567	90.2392	93.7651	86.2475	91.8114	90.3608	85.5518	94.4121	98.4121	89.9403	95.4896	86.002	92.752	101.7916	94.8743	97.9499	96.5807	97.5169	95.4958	97.3332	94.3476	97.6192	87.48	77.3498	95.5544	94.7406	98.8567	101.5094	95.6086	92.2235	76.1592	88.602	96.5984	88.6005	101.1911	89.6697	94.8309	85.2204	92.7217	89.9029	83.9854	95.4054	95.5213	87.4513	92.2798	82.9523	91.1208	100.232	93.3064	97.8636	99.3727	94.8495	94.6814	95.7032	91.3264	98.1123	86.6334	77.2136	94.0413	91.1759	100.9311	99.8554
sub-0058	98.7232	102.5604	97.7492	94.692	79.4605	90.8509	96.5289	90.5983	101.3194	92.0184	95.0827	89.0203	91.3255	88.7728	88.4582	96.7216	96.345	87.8432	95.645	91.2774	93.1662	100.9946	95.7809	95.7735	101.046	95.7055	95.6497	95.9831	94.7626	97.1407	87.7311	77.991	95.3202	93.0227	99.9767	101.8864	95.8268	94.0738	77.8065	88.9977	95.2485	87.7844	101.599	92.2939	95.0149	90.1145	95.4796	86.4813	86.4874	96.7466	95.663	84.7649	92.6713	90.9222	92.6313	100.0304	95.0154	95.829	100.5247	93.4091	94.3843	94.6017	92.4515	99.1616	89.2092	77.9319	94.5288	90.5969	101.5909	101.7684
sub-0059	93.7942	103.3199	97.2951	91.6617	81.4885	90.7705	99.7911	88.6562	101.23	93.9995	95.4578	86.3137	94.5993	89.4532	86.1357	96.8762	95.705	88.5981	96.1152	87.9922	91.6007	99.7609	94.9637	98.1495	101.8097	96.1009	93.9497	98.5898	92.7012	98.781	92.5111	74.7094	95.2976	91.5909	98.1963	102.4367	95.5373	91.8055	80.6152	88.2895	95.7514	89.4814	100.1682	92.4881	94.8331	87.1231	92.8624	87.9529	85.9619	96.4292	98.4023	86.9596	94.8877	89.8729	89.9224	99.2415	93.7651	98.5161	99.9684	94.7171	92.3972	97.2339	91.2984	97.1877	89.3472	75.0428	95.3825	91.1461	101.1987	100.4263
sub-0060	95.6558	105.4715	96.8389	98.784	72.122	90.0215	97.2218	89.3764	102.2485	91.6218	95.3599	88.7449	95.6736	86.9871	85.9169	92.9833	94.2335	85.0066	93.2076	92.5417	90.8018	102.0126	94.7197	98.3894	102.1039	95.0936	93.3744	96.0139	93.51	95.199	92.5747	71.8007	98.6976	93.6353	97.6706	104.4569	92.3778	97.905	73.5767	89.2393	93.4525	86.6454	103.9721	90.5479	95.8741	91.9912	98.6343	85.0793	83.6507	94.7212	94.6784	85.764	91.7835	94.0474	88.7076	100.7793	92.005	99.689	105.8009	93.4778	92.6431	93.4317	87.8881	95.096	87.9174	72.3976	98.3509	93.0975	103.6327	103.4473
sub-0061	95.701	107.6296	97.5016	91.0664	73.7994	89.9411	95.9906	83.9356	104.5495	88.5884	92.7875	87.1465	91.5854	84.3995	83.0083	95.2362	93.9498	84.6217	92.5704	88.4143	90.7545	101.7644	93.4075	98.7228	100.444	95.2392	91.8357	96.4643	90.8281	95.3749	84.2434	71.4961	96.2447	94.7501	94.5603	105.0772	91.841	90.8279	73.7957	87.6634	94.1123	84.2813	105.263	88.3025	95.9758	88.0554	94.0643	83.4159	82.5434	98.2905	94.6549	81.6846	90.5139	89.1527	89.417	101.9657	93.0114	98.2911	104.4791	93.2254	90.4906	95.8615	86.3889	95.3707	84.5648	73.9538	91.595	92.3757	103.5501	103.6223
sub-0062	98.0055	102.4277	95.9606	93.2691	81.5776	91.0352	97.8227	89.8222	98.1923	91.7808	92.8455	86.9725	92.2707	91.0852	86.6239	95.1425	98.6515	86.9543	96.0497	90.9679	94.1873	99.6489	95.5453	97.5787	96.5325	96.497	94.1995	97.3423	95.3226	99.4779	82.6078	77.7366	96.6926	93.1346	97.3629	101.6626	95.2021	93.7808	80.1579	89.0119	95.2823	88.5028	97.3058	90.7301	93.7331	88.8378	91.1328	89.0388	85.5691	95.1351	96.4177	85.1717	94.5523	91.112	91.1933	98.7481	94.0664	97.8842	102.8785	95.1607	94.3234	94.962	90.9027	96.6136	89.3409	79.0413	93.8831	92.9707	101.8745	100.6862
sub-0063	97.0301	103.2588	97.537	94.2209	80.8472	91.01	99.8323	91.3656	97.9838	93.2838	94.4291	87.4323	92.7491	90.8966	87.6443	93.8296	98.5029	89.0819	96.9164	91.7863	94.1823	100.6211	96.4483	97.0303	97.3345	98.3925	95.3308	97.2236	94.3914	100.0222	88.2148	75.2565	95.973	93.7269	99.4498	102.3006	96.3595	93.9672	77.0586	90.5443	99.2127	89.6954	100.0212	93.8833	93.2424	86.3278	95.8119	91.8451	85.6609	94.4019	97.3944	89.3199	95.6366	92.0032	94.2096	100.2174	95.419	96.3591	101.1857	96.7249	95.1022	96.3556	93.8582	100.5509	88.6691	77.3789	96.4825	91.9668	101.9857	101.0293
sub-0064	97.313	102.6271	97.1322	94.2078	76.826	90.1789	96.9318	86.5108	100.2862	91.9747	93.0661	86.7959	90.4598	87.4891	84.0814	95.5066	94.7093	81.5393	93.5636	91.8465	92.5332	100.6599	94.6847	97.7118	102.4894	95.8309	92.3956	97.9176	90.4886	97.8707	85.5885	71.4762	97.3987	93.2797	95.0256	100.0669	93.7131	93.9017	76.3099	88.3021	93.983	87.0052	99.7501	89.7104	95.7551	88.0228	93.5432	85.1559	84.6122	95.8678	97.1747	85.1113	93.5693	91.5705	91.5437	99.2497	93.3424	97.1352	101.7765	93.6817	92.4668	95.7624	90.3937	96.933	87.2885	76.1147	94.029	91.3943	101.3338	100.839
sub-0065	97.3845	103.6113	97.7429	91.0165	74.8639	89.5753	97.7265	90.0618	100.3202	92.5912	93.0033	85.1711	89.0612	87.7206	86.2247	95.328	96.7279	89.1599	95.1435	84.4083	91.3718	102.5746	95.12	97.7664	100.5556	95.7481	94.5352	97.2113	95.0495	98.1546	86.8542	76.6827	95.7506	94.8614	97.5776	99.7257	93.697	88.5597	72.0452	88.695	95.2885	85.7418	100.7629	89.3293	95.2881	84.773	94.3243	86.8555	84.4759	95.4592	95.2807	90.1277	93.2025	81.9802	90.6928	100.5252	93.3706	97.8342	98.7371	95.1485	94.2934	94.1374	90.1149	97.396	87.7934	77.1085	95.5356	93.4323	100.749	100.2223
sub-0066	97.2588	101.8987	98.3643	91.5134	77.3678	89.1099	97.3919	87.6226	98.9625	91.2747	92.008	84.8161	91.6558	89.3443	85.4649	94.0533	96.0561	87.0789	94.0818	89.5161	91.8908	98.0887	95.3549	97.1553	95.1904	94.3487	93.7411	95.0249	93.0544	96.3383	86.2719	75.2371	96.4009	91.7206	98.558	101.3432	96.3556	90.9657	77.2787	87.0552	97.8647	85.7222	100.1927	92.5068	94.2632	81.8017	94.2474	88.4165	84.2004	94.5674	94.8021	85.9675	93.0799	83.0323	92.6475	98.6044	95.6888	97.3602	102.6258	96.145	93.6977	95.5613	90.1318	98.0672	85.7855	78.4655	94.296	89.7243	101.3291	99.9858
sub-0067	96.6249	102.4166	95.7708	96.6018	77.3405	89.8625	98.0579	89.7202	100.5564	92.8184	92.4792	86.4547	88.4799	88.0688	83.6355	94.3654	96.7703	83.8918	95.5752	90.8268	92.0848	100.2701	95.2019	95.7532	97.2798	95.824	92.2175	96.0218	92.8615	97.3239	83.3125	72.4563	98.442	92.5265	98.6247	99.2934	92.7209	93.3998	74.8375	87.9987	94.5926	86.1177	100.2694	91.2649	91.1787	85.8641	93.1746	86.2463	84.0883	94.7576	95.2917	84.8894	91.2437	88.6315	89.625	98.6198	93.5861	96.0103	100.4107	93.743	91.6915	94.7531	88.3664	96.3643	82.4414	74.6009	97.125	90.4771	102.0044	101.0199
sub-0068	99.2433	106.8726	96.1407	95.5421	73.9223	90.1155	96.7833	89.3308	104.8223	90.039	95.6127	88.8556	96.2022	87.3957	84.2394	92.895	96.3193	83.5985	94.6748	88.9017	89.6272	101.9871	93.8726	98.8417	102.0184	95.3603	92.6645	95.5058	93.3748	95.7005	86.3015	75.0074	100.2084	96.2712	99.4809	102.0167	90.6465	94.2371	72.1264	88.0019	92.8234	87.3835	105.4007	88.5461	96.6091	91.4505	99.515	85.3756	83.6216	93.3258	96.9137	84.8078	94.2931	88.6576	87.632	101.4466	90.5161	98.3667	104.2303	94.2283	91.2398	92.9488	90.4672	92.8576	89.766	68.7363	99.8235	94.0849	103.4693	103.342
sub-0069	98.3367	105.392	96.7466	92.6359	75.8079	91.1013	96.9574	88.454	102.8842	90.9593	94.8173	88.5933	96.1038	87.5996	85.2313	95.1114	97.0445	81.5193	93.746	89.0054	92.3454	101.2673	95.1766	98.8766	103.3701	94.368	94.0783	95.5655	93.7157	98.7666	91.7011	72.5562	97.8657	92.6024	98.7113	103.5686	94.8871	93.4136	75.0732	89.6397	94.0997	86.649	101.9203	90.2213	96.6471	88.0586	99.0246	85.292	83.0189	95.5779	95.9584	83.9554	91.4852	87.8354	90.8207	102.5035	93.9255	98.7903	106.5153	93.9961	94.102	94.8613	90.3396	97.2898	90.5915	74.7406	96.7662	91.6079	102.4337	101.8523
sub-0070	97.7603	100.432	95.1957	90.7178	80.4345	89.7	97.8121	88.7234	99.307	91.0562	92.1398	82.9096	91.226	89.3661	84.1413	92.9256	96.1377	84.407	95.0257	89.7851	91.6124	98.2056	93.5098	95.9132	97.8396	94.8442	92.9166	97.3107	92.5106	97.5914	86.7418	77.3826	93.4938	92.209	99.0587	99.3831	94.6927	88.0595	80.7184	89.5577	96.9211	89.7639	98.1988	92.0678	92.5921	85.1397	91.6797	87.6782	82.7093	93.4464	94.4774	88.9873	94.582	86.5383	92.7281	98.1266	93.4914	96.0832	100.2735	93.7534	92.1525	96.1762	92.2709	99.3617	88.1597	79.5407	95.4353	93.0807	99.061	99.1176
sub-0071	98.8143	104.1119	94.694	96.5766	77.7819	91.5161	95.275	86.4901	107.9708	88.0622	94.1693	91.3638	93.4211	85.31	87.8461	93.3959	94.3999	81.0991	93.1724	93.1817	87.1031	103.6699	91.0229	99.3338	103.6825	93.96	89.7495	95.9456	91.1374	95.3942	84.1107	70.0856	94.6212	95.4762	97.8396	106.0722	92.2007	93.1995	75.0596	89.3429	90.7581	82.1303	108.468	88.3891	93.4761	88.796	93.3536	83.002	87.6493	92.7048	94.9353	82.8493	92.1569	88.2936	85.7904	103.9156	90.045	98.8819	104.6912	93.698	90.5712	94.3812	87.8792	95.7379	80.271	69.187	93.8386	92.925	104.4881	104.203
