rh.aparc.area	rh_bankssts_area	rh_caudalanteriorcingulate_area	rh_caudalmiddlefrontal_area	rh_cuneus_area	rh_entorhinal_area	rh_fusiform_area	rh_inferiorparietal_area	rh_inferiortemporal_area	rh_isthmuscingulate_area	rh_lateraloccipital_area	rh_lateralorbitofrontal_area	rh_lingual_area	rh_medialorbitofrontal_area	rh_middletemporal_area	rh_parahippocampal_area	rh_paracentral_area	rh_parsopercularis_area	rh_parsorbitalis_area	rh_parstriangularis_area	rh_pericalcarine_area	rh_postcentral_area	rh_posteriorcingulate_area	rh_precentral_area	rh_precuneus_area	rh_rostralanteriorcingulate_area	rh_rostralmiddlefrontal_area	rh_superiorfrontal_area	rh_superiorparietal_area	rh_superiortemporal_area	rh_supramarginal_area	rh_frontalpole_area	rh_temporalpole_area	rh_transversetemporal_area	rh_insula_area	rh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-0072	841.0	472.0	2130.0	1573.0	424.0	2828.0	4703.0	2917.0	777.0	4757.0	2600.0	2622.0	1853.0	3303.0	591.0	1548.0	1348.0	696.0	1582.0	1201.0	3725.0	915.0	4298.0	3333.0	430.0	5001.0	6683.0	4523.0	3344.0	3334.0	277.0	484.0	313.0	1963.0	77388.1	1064176.0	1209159.270659
sub-0073	890.0	519.0	1752.0	1467.0	300.0	3317.0	5642.0	3091.0	915.0	4484.0	2686.0	2645.0	1890.0	3386.0	624.0	1361.0	1355.0	1019.0	1599.0	1473.0	4239.0	979.0	3937.0	3607.0	576.0	5253.0	6532.0	5189.0	3684.0	3250.0	301.0	421.0	370.0	2448.0	81111.2	1066774.0	1181125.577119
sub-0074	1034.0	707.0	3080.0	1915.0	571.0	3646.0	6713.0	3717.0	996.0	6278.0	3619.0	3903.0	2245.0	4133.0	709.0	1881.0	1591.0	949.0	2025.0	1816.0	4454.0	1142.0	5445.0	4788.0	798.0	7343.0	9674.0	6549.0	4425.0	4955.0	348.0	522.0	392.0	2509.0	104852.0	1419259.0	1927938.576503
sub-0075	815.0	550.0	1875.0	1498.0	440.0	2647.0	5815.0	3036.0	927.0	4069.0	2648.0	2753.0	1887.0	3239.0	512.0	1526.0	1370.0	880.0	1985.0	1336.0	3812.0	1052.0	4563.0	3826.0	467.0	6217.0	6352.0	6187.0	3307.0	3217.0	289.0	426.0	300.0	2159.0	81972.0	1114210.0	1218916.034824
sub-0076	836.0	725.0	1946.0	1298.0	349.0	2494.0	5365.0	2883.0	730.0	4307.0	2173.0	2541.0	1866.0	3212.0	575.0	1287.0	1331.0	651.0	1430.0	1150.0	3647.0	1081.0	4012.0	3862.0	601.0	5035.0	6023.0	5305.0	3146.0	3424.0	322.0	363.0	284.0	1858.0	76113.3	1002432.0	1163608.460349
sub-0077	756.0	661.0	1739.0	1412.0	493.0	2137.0	3974.0	2217.0	785.0	3618.0	2157.0	2742.0	1548.0	2567.0	541.0	1359.0	1309.0	728.0	1062.0	1158.0	3407.0	1072.0	4457.0	3269.0	460.0	3825.0	6071.0	4459.0	3094.0	3250.0	281.0	448.0	330.0	2027.0	69398.5	936290.0	1043849.929213
sub-0078	785.0	637.0	2061.0	1758.0	442.0	3374.0	5677.0	3694.0	1020.0	6204.0	2655.0	3183.0	2095.0	4035.0	675.0	1648.0	1613.0	929.0	1689.0	1370.0	4559.0	1150.0	4999.0	5102.0	599.0	7949.0	8358.0	6057.0	4088.0	4469.0	329.0	456.0	333.0	2698.0	96561.5	1280371.0	1371254.112672
sub-0079	934.0	1018.0	2916.0	1602.0	507.0	3201.0	6047.0	3406.0	824.0	4954.0	2660.0	3167.0	2107.0	3462.0	674.0	1510.0	1263.0	944.0	1463.0	1579.0	3974.0	1456.0	5275.0	3492.0	573.0	6358.0	7785.0	5139.0	3919.0	4038.0	357.0	537.0	361.0	2823.0	90181.2	1172908.0	1637643.055556
sub-0080	769.0	549.0	1801.0	1661.0	438.0	2697.0	4144.0	3034.0	1044.0	5344.0	2481.0	3608.0	1874.0	3197.0	596.0	1282.0	1404.0	868.0	1523.0	1685.0	3719.0	1138.0	4148.0	3781.0	509.0	4593.0	6451.0	5292.0	3437.0	2923.0	351.0	469.0	331.0	2261.0	79382.1	1069233.0	1021638.247173
sub-0081	967.0	1031.0	2926.0	1691.0	388.0	3400.0	7134.0	3874.0	968.0	5739.0	3089.0	2627.0	2323.0	3927.0	676.0	1735.0	1487.0	945.0	1441.0	1209.0	4782.0	1763.0	5855.0	4297.0	814.0	7380.0	8820.0	6208.0	3753.0	3736.0	420.0	496.0	382.0	2123.0	98394.0	1291807.0	1710182.396507
sub-0082	845.0	804.0	1827.0	1499.0	453.0	2814.0	5038.0	3030.0	845.0	4973.0	2467.0	3190.0	1824.0	3387.0	523.0	1532.0	1218.0	835.0	1558.0	1328.0	4212.0	1192.0	5567.0	4048.0	669.0	5646.0	7029.0	4799.0	3577.0	3281.0	347.0	442.0	316.0	2013.0	83118.0	1106903.0	1148265.338819
sub-0083	821.0	816.0	1829.0	1875.0	438.0	2945.0	5254.0	3073.0	946.0	5432.0	2844.0	3448.0	2056.0	3264.0	620.0	1644.0	1494.0	890.0	1504.0	1660.0	3654.0	1367.0	4492.0	4583.0	724.0	7054.0	6823.0	6242.0	3525.0	3577.0	388.0	500.0	385.0	2609.0	88767.1	1140331.0	1661525.000806
sub-0084	919.0	762.0	2158.0	1600.0	481.0	3051.0	5308.0	3472.0	821.0	4425.0	2967.0	3085.0	2077.0	3400.0	552.0	1743.0	1518.0	937.0	1670.0	1616.0	3458.0	1221.0	4967.0	3990.0	697.0	5692.0	7525.0	5647.0	3567.0	3221.0	276.0	467.0	340.0	2050.0	85681.0	1093990.0	1164053.056737
sub-0085	738.0	513.0	2073.0	1595.0	328.0	2691.0	5317.0	2534.0	698.0	5820.0	2087.0	3104.0	1427.0	2703.0	599.0	1237.0	1264.0	741.0	1387.0	1276.0	3538.0	910.0	4358.0	3667.0	531.0	4683.0	5741.0	5115.0	3001.0	2873.0	322.0	377.0	292.0	1994.0	75532.5	985381.0	1083882.108839
sub-0086	1014.0	761.0	3122.0	1819.0	421.0	3681.0	7338.0	3683.0	1064.0	6281.0	3512.0	4261.0	2356.0	4208.0	737.0	1551.0	1577.0	1098.0	1879.0	1670.0	4463.0	1486.0	5148.0	4956.0	853.0	7945.0	8954.0	7001.0	4517.0	4678.0	386.0	515.0	477.0	2780.0	106184.0	1427692.0	1704665.753909
sub-0087	778.0	571.0	2113.0	1444.0	414.0	2712.0	5284.0	3126.0	854.0	4338.0	2549.0	2855.0	1893.0	3289.0	618.0	1530.0	1017.0	875.0	1377.0	1222.0	3703.0	1202.0	4397.0	3875.0	456.0	5309.0	7530.0	4862.0	3482.0	3419.0	291.0	504.0	358.0	2527.0	80756.1	1138450.0	1481056.243554
sub-0088	870.0	895.0	2297.0	1967.0	345.0	2850.0	4760.0	2770.0	968.0	5930.0	2388.0	3408.0	1990.0	3523.0	721.0	1505.0	1310.0	901.0	1412.0	1492.0	4179.0	1387.0	4417.0	4064.0	604.0	5982.0	6545.0	5493.0	3705.0	4153.0	338.0	453.0	323.0	2426.0	86368.5	1127888.0	1625399.111629
sub-0089	953.0	688.0	2228.0	1735.0	382.0	2577.0	5836.0	2987.0	765.0	5066.0	2552.0	3438.0	1829.0	3702.0	680.0	1527.0	1660.0	806.0	1792.0	1486.0	3552.0	1185.0	4407.0	3627.0	659.0	5653.0	6917.0	5499.0	3738.0	3728.0	344.0	514.0	349.0	1968.0	84827.5	1117611.0	1172460.842737
sub-0090	918.0	571.0	1953.0	1583.0	459.0	3137.0	5021.0	3061.0	855.0	5313.0	2432.0	2645.0	1723.0	3223.0	704.0	1672.0	1216.0	900.0	1444.0	1445.0	4248.0	1161.0	4761.0	3935.0	587.0	6138.0	6974.0	5173.0	3733.0	3898.0	346.0	371.0	397.0	2045.0	84025.9	1069848.0	1417359.174652
sub-0091	873.0	635.0	1548.0	1764.0	354.0	2670.0	4995.0	2478.0	795.0	5242.0	2279.0	2879.0	1676.0	3219.0	544.0	1424.0	1078.0	794.0	1307.0	1393.0	3128.0	1248.0	3995.0	3372.0	560.0	5284.0	6125.0	5300.0	3417.0	2948.0	269.0	446.0	347.0	1971.0	76350.6	1023227.0	1187784.738248
sub-0092	837.0	661.0	2302.0	1336.0	402.0	2626.0	4302.0	2466.0	887.0	4883.0	2424.0	2991.0	1803.0	3430.0	531.0	1402.0	1172.0	644.0	1364.0	1575.0	3493.0	1125.0	4590.0	3469.0	471.0	5443.0	7261.0	4147.0	3378.0	3682.0	339.0	486.0	316.0	2076.0	78309.1	1049850.0	1067975.377756
sub-0093	958.0	712.0	2118.0	1391.0	471.0	3182.0	5566.0	3205.0	1140.0	5518.0	2851.0	3205.0	2151.0	3750.0	745.0	1378.0	1582.0	1001.0	1899.0	1250.0	4086.0	1356.0	5172.0	4366.0	703.0	6689.0	7721.0	6010.0	4230.0	4328.0	311.0	512.0	447.0	2313.0	92316.8	1289088.0	1474786.699803
sub-0094	670.0	544.0	1892.0	1284.0	306.0	1922.0	4320.0	2058.0	710.0	3972.0	2509.0	2611.0	1670.0	2604.0	517.0	1357.0	1208.0	632.0	1181.0	1207.0	3227.0	964.0	4010.0	3017.0	482.0	4334.0	5476.0	4671.0	2875.0	2724.0	245.0	394.0	254.0	1787.0	67631.2	907740.0	936210.537003
sub-0095	913.0	787.0	2197.0	1341.0	322.0	2862.0	5193.0	3013.0	854.0	4713.0	2505.0	3088.0	1950.0	3372.0	588.0	1553.0	1466.0	902.0	1549.0	1317.0	3754.0	1145.0	4962.0	3190.0	708.0	5767.0	6984.0	5598.0	3589.0	4101.0	331.0	360.0	361.0	1947.0	83282.5	1124391.0	1346371.926449
sub-0096	948.0	553.0	2011.0	1650.0	507.0	2875.0	5082.0	3266.0	933.0	5194.0	2673.0	2605.0	2309.0	3719.0	670.0	1636.0	1370.0	854.0	1411.0	1253.0	4163.0	1136.0	4730.0	3868.0	540.0	6081.0	7194.0	5883.0	3933.0	3955.0	334.0	451.0	345.0	2321.0	86433.2	1222803.0	1317955.655575
sub-0097	848.0	570.0	1732.0	1351.0	342.0	2583.0	4487.0	2730.0	830.0	4416.0	1997.0	2650.0	1544.0	2853.0	507.0	1383.0	1081.0	726.0	1481.0	1143.0	3114.0	1038.0	4776.0	3213.0	450.0	4180.0	5474.0	4712.0	3367.0	2832.0	300.0	378.0	294.0	2099.0	71425.0	1005045.0	1006585.32031
sub-0098	698.0	815.0	2178.0	1654.0	503.0	3210.0	5607.0	3467.0	810.0	4997.0	2253.0	2743.0	1730.0	3660.0	606.0	1603.0	1201.0	688.0	1359.0	1423.0	4233.0	1149.0	4399.0	4056.0	781.0	5311.0	6589.0	5902.0	3383.0	3853.0	318.0	524.0	307.0	2273.0	84274.6	1107007.0	1176840.903136
sub-0099	955.0	1097.0	2759.0	1629.0	356.0	2907.0	6506.0	2993.0	938.0	4962.0	3095.0	3407.0	2449.0	3863.0	695.0	1606.0	1461.0	828.0	1482.0	1504.0	4367.0	1331.0	5273.0	4100.0	795.0	6445.0	7831.0	5958.0	3833.0	3677.0	307.0	476.0	421.0	2053.0	92352.0	1203087.0	1242379.625489
sub-0100	949.0	639.0	2178.0	1239.0	485.0	2972.0	6126.0	3022.0	915.0	4430.0	2335.0	3151.0	1718.0	3505.0	544.0	1422.0	1269.0	745.0	1439.0	1109.0	4106.0	1220.0	4625.0	3609.0	574.0	6124.0	6728.0	5236.0	3499.0	4336.0	323.0	484.0	304.0	2105.0	83458.4	1045851.0	1216651.688087
sub-0101	717.0	561.0	1947.0	1119.0	526.0	2798.0	4568.0	2792.0	623.0	4582.0	2254.0	2661.0	1751.0	2938.0	714.0	1458.0	1210.0	729.0	1301.0	1140.0	3861.0	914.0	4294.0	3294.0	529.0	5053.0	6828.0	5556.0	3226.0	3994.0	262.0	425.0	297.0	2070.0	76955.6	1058038.0	1196463.47549
sub-0102	725.0	746.0	1678.0	1423.0	365.0	2596.0	4633.0	2666.0	670.0	3901.0	2382.0	2789.0	1701.0	3185.0	566.0	1400.0	1193.0	844.0	1384.0	1133.0	3585.0	974.0	4149.0	3422.0	474.0	5767.0	6510.0	4368.0	3215.0	2897.0	357.0	403.0	261.0	1891.0	74251.1	1009785.0	1113051.711489
sub-0103	959.0	572.0	2230.0	1628.0	448.0	2798.0	4926.0	3554.0	881.0	5493.0	2283.0	3038.0	1890.0	3555.0	526.0	1833.0	1397.0	782.0	1482.0	1591.0	4666.0	1084.0	4978.0	4236.0	553.0	6043.0	7185.0	6138.0	3934.0	4678.0	328.0	464.0	379.0	2632.0	89152.6	1189710.0	1457519.582271
sub-0104	698.0	460.0	1693.0	1343.0	406.0	2701.0	4022.0	2423.0	743.0	4429.0	2166.0	2321.0	1604.0	2848.0	519.0	1204.0	1156.0	734.0	1131.0	1213.0	3569.0	848.0	3969.0	2954.0	305.0	4935.0	5630.0	4398.0	3189.0	3138.0	257.0	414.0	290.0	1697.0	69396.8	939506.0	1032806.41315
sub-0105	878.0	466.0	2093.0	1519.0	521.0	3245.0	5217.0	3281.0	814.0	4959.0	2441.0	3077.0	1655.0	3225.0	664.0	1523.0	996.0	929.0	1549.0	1256.0	3979.0	1065.0	5209.0	2964.0	498.0	5778.0	7304.0	4850.0	3588.0	3552.0	313.0	482.0	321.0	2409.0	82518.5	1156230.0	1368828.637901
sub-0106	792.0	597.0	2032.0	1520.0	447.0	2791.0	5127.0	3410.0	725.0	4479.0	2617.0	2594.0	1749.0	3526.0	473.0	1673.0	1470.0	823.0	1571.0	1187.0	3540.0	850.0	4652.0	4056.0	570.0	6178.0	7049.0	5594.0	3734.0	3879.0	315.0	461.0	408.0	2617.0	83441.1	1137287.0	1260985.860422
sub-0107	780.0	588.0	2129.0	1574.0	398.0	2413.0	4186.0	2940.0	840.0	4971.0	2307.0	3222.0	1780.0	3017.0	568.0	1406.0	1291.0	733.0	1571.0	1484.0	3945.0	978.0	4067.0	3398.0	507.0	5525.0	5643.0	4524.0	3343.0	3941.0	310.0	408.0	343.0	2163.0	77285.0	1056153.0	1228666.712062
sub-0108	1353.0	626.0	1674.0	1394.0	384.0	2932.0	5248.0	3250.0	784.0	5174.0	2498.0	2563.0	2168.0	4091.0	542.0	1473.0	1355.0	928.0	1601.0	1128.0	3660.0	1210.0	4417.0	3528.0	597.0	6131.0	7254.0	5306.0	4138.0	3724.0	309.0	505.0	361.0	2200.0	84476.7	1160164.0	1350177.045694
sub-0109	968.0	714.0	2502.0	1341.0	518.0	2997.0	6563.0	3147.0	1337.0	5375.0	3159.0	3043.0	2164.0	3419.0	614.0	1760.0	1700.0	1017.0	1929.0	1148.0	4361.0	1523.0	5509.0	4293.0	690.0	6837.0	9200.0	6527.0	4001.0	4302.0	386.0	483.0	355.0	2876.0	96753.5	1296342.0	1354077.331744
sub-0110	831.0	578.0	2133.0	1399.0	395.0	2500.0	5441.0	3178.0	736.0	4649.0	2495.0	3001.0	1685.0	3302.0	573.0	1407.0	1158.0	816.0	1629.0	1259.0	3384.0	1100.0	5105.0	3580.0	552.0	5266.0	6977.0	4885.0	3319.0	2928.0	326.0	463.0	318.0	2124.0	79486.1	1108490.0	1493648.760968
sub-0111	991.0	562.0	2875.0	1554.0	458.0	3642.0	5030.0	4104.0	1082.0	5799.0	2966.0	3223.0	2119.0	4460.0	712.0	1652.0	1638.0	1048.0	1861.0	1476.0	4160.0	1059.0	5087.0	4557.0	432.0	6544.0	8191.0	5186.0	3927.0	3765.0	330.0	452.0	342.0	2389.0	93652.8	1300482.0	1746985.631958
sub-0112	846.0	648.0	2204.0	1421.0	361.0	2704.0	4928.0	2622.0	870.0	4343.0	2664.0	2800.0	1801.0	3040.0	586.0	1282.0	1469.0	855.0	1779.0	1251.0	4136.0	1139.0	4864.0	3414.0	533.0	4613.0	6793.0	4484.0	3552.0	3415.0	319.0	404.0	323.0	2414.0	78858.3	1085005.0	1342310.952564
sub-0113	912.0	629.0	2258.0	1705.0	332.0	2948.0	4621.0	2854.0	857.0	5216.0	2473.0	3286.0	1678.0	3504.0	755.0	1624.0	1580.0	949.0	1453.0	1457.0	4592.0	1143.0	5621.0	4214.0	498.0	5150.0	7609.0	4828.0	3817.0	3478.0	331.0	448.0	391.0	2450.0	85655.3	1208236.0	1399792.77733
sub-0114	1048.0	730.0	1876.0	2111.0	341.0	3050.0	6393.0	3163.0	1064.0	5892.0	2947.0	3935.0	2107.0	3711.0	829.0	1648.0	1346.0	859.0	1729.0	1973.0	4101.0	1258.0	4987.0	4214.0	540.0	6738.0	7490.0	5745.0	4015.0	3838.0	360.0	476.0	400.0	2515.0	93417.0	1240480.0	1533023.828853
sub-0115	847.0	792.0	2633.0	1662.0	547.0	2883.0	4813.0	3502.0	1098.0	5545.0	2602.0	2823.0	1939.0	3561.0	605.0	1495.0	1518.0	857.0	1811.0	1507.0	3986.0	1259.0	5383.0	4349.0	747.0	5972.0	7041.0	5569.0	4040.0	4199.0	291.0	492.0	410.0	2759.0	89529.8	1205597.0	1433892.850141
sub-0116	925.0	650.0	2294.0	1606.0	330.0	2169.0	4688.0	2503.0	766.0	4872.0	2025.0	3270.0	1590.0	3437.0	537.0	1435.0	1257.0	619.0	1258.0	1668.0	3307.0	1240.0	4186.0	3266.0	494.0	5116.0	6666.0	3891.0	3236.0	3178.0	275.0	366.0	240.0	2264.0	75619.3	1003763.0	1169503.2948
sub-0117	933.0	710.0	2194.0	1567.0	393.0	2929.0	4787.0	3162.0	833.0	5591.0	3064.0	3147.0	2110.0	3472.0	649.0	1630.0	1313.0	895.0	1513.0	1595.0	3966.0	1337.0	4401.0	4153.0	481.0	5970.0	7458.0	4709.0	3660.0	3455.0	323.0	466.0	348.0	2149.0	85362.8	1122850.0	1258326.402802
sub-0118	943.0	582.0	2529.0	1486.0	505.0	3296.0	5177.0	3113.0	815.0	5272.0	2824.0	2963.0	1986.0	3915.0	708.0	1678.0	1325.0	830.0	1635.0	1372.0	4345.0	1080.0	4798.0	4416.0	699.0	5481.0	7161.0	5593.0	3858.0	4206.0	322.0	487.0	321.0	2417.0	88137.2	1136134.0	1517204.068982
sub-0119	781.0	721.0	1932.0	1262.0	432.0	2703.0	4932.0	2996.0	804.0	4034.0	1997.0	2223.0	1611.0	3134.0	547.0	1372.0	1075.0	710.0	1421.0	1187.0	3623.0	1191.0	4160.0	3474.0	579.0	4904.0	5984.0	4803.0	3352.0	3741.0	308.0	394.0	320.0	1783.0	74476.9	973854.0	1142524.063905
sub-0120	1189.0	935.0	3010.0	1724.0	462.0	3421.0	7218.0	3941.0	1112.0	6606.0	3723.0	3810.0	2464.0	4437.0	748.0	1959.0	1580.0	1307.0	2023.0	1741.0	5448.0	1443.0	6017.0	5068.0	865.0	8117.0	8332.0	7134.0	4480.0	5015.0	415.0	553.0	364.0	2429.0	109089.0	1479125.0	2021513.328619
sub-0121	841.0	646.0	1965.0	1610.0	391.0	3069.0	5985.0	3626.0	923.0	5424.0	2461.0	2883.0	1673.0	3737.0	504.0	1203.0	1285.0	786.0	1188.0	1565.0	3361.0	1060.0	4367.0	4316.0	597.0	5099.0	6337.0	5549.0	3393.0	3462.0	325.0	506.0	310.0	2227.0	82662.3	1163472.0	1291139.433065
sub-0122	922.0	1054.0	2915.0	2160.0	318.0	3801.0	6556.0	4053.0	1157.0	5548.0	3138.0	3757.0	2482.0	4390.0	820.0	1673.0	1705.0	1185.0	2511.0	1969.0	5359.0	1691.0	6028.0	5135.0	961.0	7909.0	7688.0	6993.0	4022.0	4729.0	386.0	481.0	368.0	2514.0	106373.0	1422809.0	1828096.093044
sub-0123	928.0	618.0	1984.0	1453.0	371.0	2400.0	5419.0	2966.0	895.0	5126.0	2319.0	3418.0	1698.0	3543.0	600.0	1288.0	1276.0	777.0	1211.0	1421.0	3476.0	1050.0	4319.0	3574.0	420.0	6025.0	6649.0	4388.0	3167.0	2653.0	279.0	421.0	296.0	2331.0	78703.0	1056703.0	1202245.538042
sub-0124	1052.0	653.0	2714.0	1460.0	447.0	3803.0	5800.0	3116.0	854.0	5023.0	2582.0	2622.0	2162.0	3616.0	683.0	1633.0	1547.0	775.0	1687.0	1365.0	4615.0	1319.0	5653.0	4126.0	663.0	6764.0	8081.0	5424.0	4493.0	4003.0	370.0	455.0	420.0	2291.0	92274.2	1299341.0	1345933.806232
sub-0125	979.0	1021.0	2473.0	1837.0	459.0	2831.0	4934.0	3324.0	1040.0	3805.0	3211.0	3341.0	2289.0	3793.0	769.0	1682.0	1220.0	915.0	1375.0	1654.0	3885.0	1336.0	5187.0	4621.0	811.0	6732.0	7506.0	5577.0	4565.0	3981.0	342.0	556.0	380.0	2228.0	90651.6	1159048.0	1224828.909355
sub-0126	771.0	657.0	1914.0	1555.0	460.0	2904.0	4771.0	3399.0	925.0	5583.0	2397.0	2869.0	1769.0	3394.0	586.0	1443.0	1387.0	857.0	1525.0	1571.0	3762.0	1066.0	4362.0	4115.0	626.0	5951.0	6238.0	5001.0	3429.0	3741.0	323.0	459.0	314.0	2200.0	82323.8	1126415.0	1323515.101947
sub-0127	737.0	543.0	1808.0	1338.0	252.0	2341.0	4401.0	2752.0	742.0	4056.0	2123.0	3050.0	1598.0	2996.0	551.0	1371.0	1181.0	782.0	1605.0	1287.0	3262.0	992.0	4270.0	3314.0	454.0	5353.0	6685.0	4836.0	3097.0	2868.0	376.0	448.0	305.0	1980.0	73755.6	1000164.0	991839.91259
sub-0128	908.0	777.0	2035.0	1399.0	461.0	2767.0	5481.0	2796.0	922.0	4546.0	2463.0	2472.0	1982.0	3147.0	572.0	1259.0	1285.0	735.0	1533.0	1313.0	3550.0	1255.0	4203.0	3480.0	760.0	5205.0	6445.0	4644.0	3641.0	3474.0	299.0	372.0	329.0	2387.0	78873.1	1053916.0	1228805.663373
sub-0129	887.0	669.0	2326.0	1518.0	556.0	3105.0	6094.0	3611.0	866.0	5054.0	2851.0	3067.0	2000.0	3768.0	729.0	1688.0	1393.0	904.0	1586.0	1391.0	3671.0	1115.0	4831.0	4098.0	653.0	6525.0	8001.0	5213.0	3805.0	3603.0	350.0	473.0	355.0	2584.0	89320.4	1210188.0	1294279.684841
sub-0130	822.0	475.0	1848.0	1287.0	412.0	2109.0	4471.0	2839.0	831.0	4756.0	2374.0	3082.0	1833.0	3058.0	534.0	1218.0	1261.0	718.0	1406.0	1129.0	3575.0	827.0	4221.0	3975.0	531.0	4726.0	6198.0	5244.0	3161.0	3488.0	297.0	422.0	304.0	2024.0	75456.8	995249.0	1140354.943908
sub-0131	1056.0	794.0	2050.0	1708.0	522.0	2907.0	5548.0	3654.0	1068.0	5026.0	2847.0	3529.0	2226.0	3697.0	632.0	1426.0	1354.0	968.0	1569.0	1808.0	4436.0	1320.0	5415.0	4141.0	654.0	6173.0	7859.0	5248.0	3903.0	3478.0	343.0	530.0	370.0	2783.0	91039.2	1261640.0	1549175.205159
sub-0132	958.0	784.0	1934.0	1425.0	322.0	2429.0	5303.0	2873.0	711.0	4643.0	2309.0	2579.0	1772.0	3353.0	573.0	1636.0	1147.0	743.0	1341.0	1154.0	3412.0	1061.0	4168.0	3803.0	674.0	5881.0	6104.0	5333.0	3346.0	3098.0	303.0	386.0	272.0	1925.0	77744.9	999574.0	1050497.245751
sub-0133	1006.0	734.0	2368.0	1458.0	554.0	3547.0	6169.0	3709.0	1110.0	5284.0	2860.0	3479.0	2139.0	3689.0	514.0	1485.0	1430.0	936.0	1474.0	1452.0	3976.0	1245.0	5154.0	4270.0	562.0	6992.0	7270.0	6098.0	3600.0	3770.0	323.0	573.0	326.0	1960.0	91514.5	1155186.0	1386889.12052
sub-0134	740.0	625.0	1751.0	1577.0	471.0	3023.0	4507.0	2926.0	921.0	5199.0	2801.0	3319.0	2117.0	2969.0	611.0	1455.0	1393.0	947.0	1914.0	1702.0	3437.0	963.0	4167.0	4295.0	730.0	5276.0	6244.0	4761.0	3332.0	3060.0	348.0	445.0	321.0	2173.0	80509.1	1114821.0	1128558.055114
sub-0135	1002.0	751.0	2163.0	1524.0	445.0	3264.0	5341.0	3284.0	950.0	4629.0	3067.0	2765.0	2191.0	3611.0	706.0	1464.0	1304.0	1045.0	1534.0	1165.0	3871.0	1348.0	4952.0	3621.0	745.0	6128.0	7442.0	5290.0	3694.0	4234.0	331.0	602.0	324.0	2285.0	87064.0	1173922.0	1560089.559788
sub-0136	1001.0	590.0	1878.0	1722.0	312.0	2565.0	5806.0	3067.0	891.0	5149.0	2602.0	3230.0	1854.0	3637.0	648.0	1432.0	1546.0	832.0	1581.0	1678.0	3715.0	1099.0	4614.0	3731.0	593.0	6251.0	7336.0	4272.0	3611.0	2970.0	284.0	418.0	315.0	2404.0	83631.6	1150253.0	1416240.167867
sub-0137	1092.0	583.0	2042.0	1435.0	319.0	2527.0	5813.0	2632.0	988.0	4785.0	2378.0	3073.0	1842.0	3580.0	622.0	1357.0	1422.0	836.0	1738.0	1602.0	3613.0	1163.0	4428.0	3809.0	694.0	5448.0	7729.0	5101.0	3720.0	3437.0	299.0	404.0	350.0	2334.0	83191.6	1157269.0	1311678.877331
sub-0138	864.0	665.0	2179.0	1546.0	385.0	3262.0	4857.0	2831.0	785.0	5174.0	2603.0	2983.0	2003.0	3173.0	566.0	1671.0	1256.0	762.0	1621.0	1433.0	3846.0	1230.0	4351.0	4343.0	748.0	6212.0	7502.0	5764.0	3259.0	3208.0	333.0	418.0	355.0	2314.0	84338.9	1113304.0	1262080.962009
sub-0139	988.0	673.0	1900.0	1513.0	409.0	2607.0	5872.0	2964.0	748.0	4926.0	2551.0	3032.0	1839.0	3146.0	547.0	1501.0	1273.0	855.0	1227.0	1609.0	3595.0	955.0	4520.0	3429.0	483.0	5964.0	6177.0	5208.0	3480.0	3156.0	358.0	430.0	273.0	1823.0	80020.9	1034354.0	1196970.534904
sub-0140	926.0	684.0	2202.0	1555.0	361.0	3015.0	6226.0	3179.0	987.0	4834.0	2746.0	2931.0	1989.0	3731.0	664.0	1447.0	1502.0	890.0	1440.0	1281.0	3844.0	1177.0	4722.0	3912.0	486.0	6134.0	7492.0	5464.0	3898.0	3979.0	287.0	465.0	341.0	2255.0	87044.6	1153558.0	1380956.920453
sub-0141	995.0	655.0	2380.0	1578.0	422.0	3299.0	6169.0	3297.0	956.0	4980.0	2523.0	2698.0	1953.0	3476.0	587.0	1589.0	1275.0	844.0	1678.0	1212.0	4407.0	1219.0	4672.0	4270.0	557.0	7449.0	7752.0	5949.0	3960.0	4474.0	392.0	417.0	396.0	2387.0	90706.9	1169125.0	1500243.929005
sub-0142	1058.0	668.0	1876.0	1600.0	389.0	2792.0	5284.0	3175.0	1036.0	4481.0	2838.0	3206.0	2188.0	3682.0	526.0	1665.0	1303.0	849.0	1620.0	1534.0	4246.0	1036.0	4943.0	3998.0	710.0	5493.0	7828.0	5382.0	3817.0	4359.0	331.0	398.0	350.0	2147.0	86807.0	1155332.0	1172995.662964
sub-0143	867.0	824.0	2199.0	1480.0	348.0	2604.0	4856.0	3442.0	835.0	4736.0	2394.0	3120.0	1709.0	3420.0	576.0	1373.0	1505.0	677.0	1612.0	1355.0	4035.0	1279.0	4300.0	3910.0	589.0	5182.0	6794.0	5680.0	4316.0	4310.0	329.0	505.0	379.0	2154.0	83689.8	1099919.0	1400353.421911
sub-0144	1055.0	905.0	2679.0	1610.0	556.0	3127.0	6776.0	3842.0	868.0	4820.0	3124.0	2760.0	2200.0	4159.0	579.0	1787.0	1345.0	899.0	1352.0	1316.0	4022.0	1362.0	5597.0	4393.0	759.0	6854.0	7896.0	6345.0	3830.0	4012.0	350.0	545.0	319.0	2219.0	94255.1	1226259.0	1681085.659417
