lh.aparc.a2009s.volume	lh_G&S_frontomargin_volume	lh_G&S_occipital_inf_volume	lh_G&S_paracentral_volume	lh_G&S_subcentral_volume	lh_G&S_transv_frontopol_volume	lh_G&S_cingul-Ant_volume	lh_G&S_cingul-Mid-Ant_volume	lh_G&S_cingul-Mid-Post_volume	lh_G_cingul-Post-dorsal_volume	lh_G_cingul-Post-ventral_volume	lh_G_cuneus_volume	lh_G_front_inf-Opercular_volume	lh_G_front_inf-Orbital_volume	lh_G_front_inf-Triangul_volume	lh_G_front_middle_volume	lh_G_front_sup_volume	lh_G_Ins_lg&S_cent_ins_volume	lh_G_insular_short_volume	lh_G_occipital_middle_volume	lh_G_occipital_sup_volume	lh_G_oc-temp_lat-fusifor_volume	lh_G_oc-temp_med-Lingual_volume	lh_G_oc-temp_med-Parahip_volume	lh_G_orbital_volume	lh_G_pariet_inf-Angular_volume	lh_G_pariet_inf-Supramar_volume	lh_G_parietal_sup_volume	lh_G_postcentral_volume	lh_G_precentral_volume	lh_G_precuneus_volume	lh_G_rectus_volume	lh_G_subcallosal_volume	lh_G_temp_sup-G_T_transv_volume	lh_G_temp_sup-Lateral_volume	lh_G_temp_sup-Plan_polar_volume	lh_G_temp_sup-Plan_tempo_volume	lh_G_temporal_inf_volume	lh_G_temporal_middle_volume	lh_Lat_Fis-ant-Horizont_volume	lh_Lat_Fis-ant-Vertical_volume	lh_Lat_Fis-post_volume	lh_Pole_occipital_volume	lh_Pole_temporal_volume	lh_S_calcarine_volume	lh_S_central_volume	lh_S_cingul-Marginalis_volume	lh_S_circular_insula_ant_volume	lh_S_circular_insula_inf_volume	lh_S_circular_insula_sup_volume	lh_S_collat_transv_ant_volume	lh_S_collat_transv_post_volume	lh_S_front_inf_volume	lh_S_front_middle_volume	lh_S_front_sup_volume	lh_S_interm_prim-Jensen_volume	lh_S_intrapariet&P_trans_volume	lh_S_oc_middle&Lunatus_volume	lh_S_oc_sup&transversal_volume	lh_S_occipital_ant_volume	lh_S_oc-temp_lat_volume	lh_S_oc-temp_med&Lingual_volume	lh_S_orbital_lateral_volume	lh_S_orbital_med-olfact_volume	lh_S_orbital-H_Shaped_volume	lh_S_parieto_occipital_volume	lh_S_pericallosal_volume	lh_S_postcentral_volume	lh_S_precentral-inf-part_volume	lh_S_precentral-sup-part_volume	lh_S_suborbital_volume	lh_S_subparietal_volume	lh_S_temporal_inf_volume	lh_S_temporal_sup_volume	lh_S_temporal_transverse_volume	BrainSegVolNotVent	eTIV
sub-0097	1960.0	3239.0	2557.0	2639.0	1296.0	3611.0	1751.0	1999.0	1743.0	592.0	2649.0	3334.0	1363.0	2902.0	7646.0	15503.0	1833.0	2740.0	3740.0	1890.0	3529.0	4416.0	4091.0	5838.0	5858.0	6058.0	5285.0	3296.0	5247.0	5630.0	2427.0	127.0	804.0	5183.0	1836.0	2077.0	4625.0	6681.0	273.0	422.0	1407.0	2633.0	5078.0	2652.0	3435.0	1243.0	805.0	2009.0	2228.0	1433.0	790.0	2464.0	1527.0	3922.0	677.0	3781.0	1460.0	1554.0	582.0	904.0	2689.0	364.0	873.0	1870.0	2216.0	1049.0	3332.0	2022.0	1786.0	1175.0	1314.0	2116.0	7980.0	380.0	1005045.0	1006585.32031
sub-0098	2375.0	3529.0	3462.0	3061.0	1738.0	5320.0	2260.0	2472.0	1608.0	638.0	2791.0	3609.0	858.0	2493.0	11433.0	16735.0	1862.0	2386.0	4875.0	2389.0	4582.0	4979.0	5258.0	6020.0	7396.0	7702.0	6342.0	4087.0	5596.0	5827.0	2481.0	1535.0	760.0	5017.0	1841.0	1558.0	7576.0	7430.0	477.0	418.0	1420.0	2450.0	5173.0	2509.0	4084.0	1932.0	827.0	1824.0	1944.0	1948.0	919.0	3284.0	1790.0	4104.0	201.0	4132.0	1307.0	2186.0	812.0	1497.0	2911.0	536.0	1150.0	2405.0	3149.0	1041.0	5777.0	2743.0	1495.0	1119.0	1916.0	2689.0	10446.0	729.0	1107007.0	1176840.903136
sub-0099	2393.0	3302.0	3082.0	3187.0	2056.0	5168.0	2782.0	2660.0	2078.0	790.0	2608.0	3899.0	984.0	2753.0	11615.0	18367.0	1724.0	2445.0	4950.0	2346.0	3700.0	5817.0	3835.0	6032.0	6765.0	7091.0	6639.0	3418.0	5504.0	6740.0	3333.0	953.0	1013.0	5643.0	2070.0	1936.0	6382.0	8026.0	382.0	1105.0	1789.0	2687.0	4263.0	3008.0	3137.0	1527.0	939.0	2209.0	2599.0	1476.0	645.0	3850.0	2010.0	5320.0	278.0	4853.0	1657.0	2001.0	1602.0	1354.0	4152.0	495.0	1256.0	2428.0	3529.0	1771.0	4644.0	2755.0	2392.0	1672.0	1729.0	2391.0	10249.0	871.0	1203087.0	1242379.625489
sub-0100	1952.0	4095.0	2692.0	4094.0	2508.0	4913.0	2002.0	2828.0	1781.0	526.0	2310.0	3593.0	1354.0	1420.0	11089.0	15283.0	1852.0	2344.0	3783.0	2147.0	4239.0	4897.0	4371.0	5855.0	5694.0	5515.0	5002.0	3842.0	5382.0	4948.0	3177.0	1342.0	808.0	5229.0	1852.0	1780.0	7155.0	7318.0	415.0	344.0	1264.0	2618.0	5566.0	2358.0	3577.0	1749.0	780.0	1680.0	2449.0	1442.0	645.0	3369.0	1313.0	3784.0	581.0	3639.0	1133.0	1276.0	1002.0	1035.0	3039.0	565.0	958.0	2370.0	1763.0	1283.0	4031.0	3186.0	1395.0	945.0	1412.0	2292.0	8750.0	682.0	1045851.0	1216651.688087
sub-0101	2349.0	2597.0	2797.0	2542.0	1774.0	4696.0	2495.0	2034.0	1343.0	365.0	2386.0	2596.0	958.0	1703.0	9373.0	17151.0	1587.0	1857.0	4513.0	2104.0	4540.0	3817.0	4468.0	5407.0	4816.0	5722.0	6182.0	3196.0	5443.0	6114.0	2231.0	1381.0	1270.0	5258.0	1308.0	1938.0	5338.0	5258.0	532.0	384.0	1479.0	2846.0	5082.0	2026.0	3888.0	1589.0	694.0	1959.0	2370.0	1778.0	562.0	2213.0	1667.0	5187.0	335.0	4235.0	1404.0	1351.0	1128.0	1398.0	2788.0	406.0	859.0	2090.0	2463.0	852.0	3341.0	2032.0	1501.0	1190.0	1461.0	2021.0	9285.0	486.0	1058038.0	1196463.47549
sub-0102	2057.0	3306.0	3009.0	2609.0	1931.0	4023.0	2325.0	2301.0	1179.0	582.0	2555.0	3012.0	1497.0	2200.0	9846.0	19269.0	1369.0	2241.0	3749.0	2459.0	3771.0	4577.0	3516.0	5791.0	5990.0	4995.0	5890.0	4080.0	5106.0	5136.0	2209.0	1297.0	775.0	5410.0	1552.0	1771.0	4932.0	8051.0	364.0	321.0	1417.0	2300.0	5131.0	2186.0	3708.0	1531.0	876.0	2106.0	2203.0	1362.0	728.0	2271.0	2391.0	4485.0	611.0	3993.0	734.0	1572.0	1493.0	1255.0	3065.0	619.0	701.0	2276.0	2559.0	998.0	3305.0	1978.0	1367.0	810.0	1341.0	2336.0	9056.0	369.0	1009785.0	1113051.711489
sub-0103	2296.0	2716.0	3217.0	4250.0	2384.0	5212.0	2949.0	2366.0	1416.0	814.0	3017.0	3647.0	1273.0	1938.0	11426.0	19297.0	1653.0	2568.0	4605.0	2455.0	4158.0	4552.0	3800.0	6502.0	6888.0	9459.0	7574.0	4536.0	7036.0	7413.0	2496.0	1386.0	1519.0	6882.0	2278.0	2232.0	7129.0	7979.0	540.0	669.0	1766.0	3457.0	6101.0	2749.0	3844.0	1657.0	1025.0	2866.0	3038.0	1404.0	637.0	2895.0	2081.0	4273.0	453.0	5364.0	1781.0	1883.0	995.0	936.0	3297.0	519.0	1119.0	2699.0	3454.0	1436.0	4244.0	1938.0	2266.0	1544.0	2387.0	2304.0	10986.0	657.0	1189710.0	1457519.582271
sub-0104	1690.0	2705.0	2102.0	2575.0	1337.0	3555.0	2206.0	2001.0	1130.0	660.0	2354.0	3020.0	835.0	1472.0	6627.0	14679.0	1272.0	1725.0	2899.0	2041.0	3958.0	3708.0	3913.0	5610.0	4235.0	6185.0	4187.0	2520.0	3627.0	4201.0	2131.0	881.0	929.0	4777.0	1782.0	2003.0	5373.0	5684.0	378.0	353.0	1420.0	2326.0	4405.0	2333.0	2609.0	1057.0	689.0	1793.0	2235.0	1403.0	421.0	2752.0	1336.0	3488.0	184.0	3505.0	979.0	1460.0	755.0	1248.0	2471.0	535.0	962.0	2491.0	2397.0	909.0	3448.0	2392.0	1491.0	985.0	1082.0	1853.0	6875.0	602.0	939506.0	1032806.41315
sub-0105	3060.0	3955.0	2981.0	3730.0	1817.0	4379.0	2695.0	3063.0	1422.0	850.0	2683.0	2937.0	1499.0	3060.0	11960.0	20128.0	1831.0	2729.0	4401.0	2122.0	4024.0	4754.0	5622.0	7045.0	5870.0	6988.0	5539.0	4725.0	7396.0	4226.0	2701.0	1302.0	1082.0	6756.0	2032.0	3538.0	7318.0	7515.0	483.0	589.0	1747.0	3293.0	5396.0	2623.0	4038.0	1259.0	857.0	2643.0	2672.0	1911.0	760.0	3061.0	2296.0	5052.0	581.0	4963.0	1429.0	1362.0	891.0	1597.0	3600.0	680.0	968.0	2601.0	3409.0	1208.0	4415.0	2299.0	2349.0	1578.0	1030.0	2931.0	9943.0	623.0	1156230.0	1368828.637901
sub-0106	2121.0	2505.0	3184.0	2646.0	1862.0	3352.0	2030.0	2405.0	1722.0	459.0	2479.0	3049.0	1090.0	2899.0	10847.0	18382.0	1714.0	2138.0	4132.0	2518.0	4083.0	4271.0	3032.0	6148.0	6767.0	6468.0	6403.0	3210.0	5669.0	6731.0	2419.0	388.0	1210.0	5854.0	1823.0	2431.0	6902.0	8153.0	400.0	564.0	1884.0	2841.0	5445.0	2310.0	3379.0	1372.0	891.0	2414.0	2714.0	1725.0	449.0	3209.0	1839.0	4790.0	459.0	4746.0	1022.0	1639.0	1251.0	1490.0	2711.0	528.0	993.0	2585.0	3271.0	1144.0	3652.0	2179.0	2094.0	959.0	1882.0	2438.0	8268.0	434.0	1137287.0	1260985.860422
sub-0107	2003.0	3124.0	2290.0	3235.0	1989.0	4356.0	2384.0	2359.0	1255.0	624.0	2686.0	4186.0	1242.0	3102.0	9300.0	15291.0	1489.0	2122.0	4516.0	2396.0	3027.0	3998.0	3668.0	5806.0	6625.0	5611.0	6268.0	3520.0	5720.0	5467.0	2322.0	1440.0	1005.0	5109.0	1593.0	1909.0	5927.0	7707.0	421.0	576.0	1446.0	3106.0	4957.0	2497.0	3487.0	1203.0	875.0	2060.0	2588.0	1545.0	470.0	3646.0	1820.0	3832.0	546.0	3400.0	1517.0	1601.0	1277.0	1031.0	2662.0	410.0	1011.0	2000.0	2823.0	1260.0	3521.0	2322.0	1734.0	880.0	1335.0	2227.0	8780.0	542.0	1056153.0	1228666.712062
sub-0108	2342.0	3920.0	3000.0	3088.0	2120.0	5395.0	3194.0	2877.0	1704.0	590.0	3354.0	4235.0	1327.0	2611.0	10076.0	19793.0	1749.0	2601.0	6658.0	3244.0	5178.0	3921.0	3300.0	7187.0	6040.0	6420.0	4988.0	3854.0	5703.0	5740.0	2783.0	306.0	1187.0	6011.0	2259.0	1794.0	9887.0	8704.0	587.0	410.0	1577.0	3867.0	6328.0	3065.0	3218.0	1980.0	973.0	2262.0	2849.0	1651.0	519.0	2832.0	2328.0	4064.0	459.0	3758.0	1320.0	1850.0	1331.0	1312.0	3003.0	565.0	1015.0	2709.0	3317.0	1575.0	3248.0	2441.0	1665.0	920.0	1704.0	2784.0	11763.0	591.0	1160164.0	1350177.045694
sub-0109	2790.0	3850.0	2999.0	3016.0	1545.0	6022.0	3415.0	3489.0	2188.0	705.0	2776.0	4210.0	1841.0	3985.0	11558.0	23503.0	1760.0	2654.0	5530.0	2618.0	4717.0	4506.0	3770.0	8077.0	6719.0	8479.0	7156.0	4195.0	6866.0	7215.0	3029.0	2357.0	1513.0	5958.0	3070.0	2584.0	9100.0	6924.0	524.0	642.0	1946.0	3027.0	5163.0	2257.0	4122.0	1705.0	1233.0	2693.0	2913.0	2007.0	671.0	4189.0	2930.0	6683.0	496.0	5255.0	1166.0	1654.0	1037.0	2086.0	3408.0	953.0	1135.0	3352.0	3082.0	1602.0	4649.0	3056.0	2088.0	755.0	2128.0	2592.0	11479.0	686.0	1296342.0	1354077.331744
sub-0110	1874.0	3459.0	2948.0	3081.0	1576.0	4729.0	1942.0	2880.0	1518.0	791.0	2569.0	3276.0	1582.0	4023.0	8219.0	19017.0	1522.0	2332.0	4604.0	2134.0	3731.0	4729.0	4641.0	6223.0	4792.0	6972.0	5770.0	3689.0	5897.0	5710.0	2478.0	882.0	1317.0	5108.0	1910.0	1383.0	8320.0	6621.0	779.0	678.0	1438.0	2675.0	5640.0	2215.0	3808.0	1594.0	956.0	2233.0	2733.0	2142.0	635.0	3562.0	1980.0	4179.0	195.0	3805.0	1057.0	1499.0	1398.0	1198.0	3658.0	625.0	1368.0	2375.0	2529.0	1185.0	3537.0	2407.0	1818.0	1508.0	1336.0	2183.0	9361.0	616.0	1108490.0	1493648.760968
sub-0111	2175.0	4055.0	2879.0	3621.0	2121.0	5027.0	2713.0	2089.0	1947.0	1043.0	3380.0	3887.0	1458.0	2781.0	10015.0	21234.0	2060.0	2798.0	6012.0	2559.0	6152.0	6122.0	4579.0	6461.0	7473.0	6717.0	5635.0	4304.0	7475.0	7474.0	3005.0	1559.0	657.0	5610.0	1903.0	1867.0	8937.0	9613.0	493.0	562.0	1541.0	3214.0	6322.0	3443.0	3931.0	1560.0	1171.0	2149.0	2664.0	2216.0	957.0	4220.0	2114.0	5240.0	283.0	4322.0	1526.0	1924.0	1288.0	2163.0	2829.0	766.0	1110.0	2848.0	2685.0	1779.0	4035.0	2572.0	3146.0	859.0	2630.0	2810.0	12510.0	745.0	1300482.0	1746985.631958
sub-0112	2591.0	2816.0	2896.0	3616.0	1956.0	4438.0	2135.0	2332.0	1684.0	817.0	2567.0	3109.0	1327.0	2920.0	10528.0	19982.0	1989.0	2538.0	3508.0	1695.0	4280.0	4691.0	3902.0	6681.0	5209.0	7936.0	4861.0	4125.0	6656.0	5328.0	2305.0	817.0	1341.0	6536.0	1745.0	2403.0	4632.0	7516.0	315.0	518.0	1820.0	2944.0	5128.0	2593.0	3635.0	1261.0	959.0	2139.0	2577.0	1238.0	518.0	3111.0	1673.0	4905.0	437.0	4280.0	828.0	1652.0	1042.0	1329.0	2853.0	379.0	931.0	2628.0	2463.0	1201.0	3837.0	2880.0	2114.0	1382.0	1583.0	1866.0	10046.0	609.0	1085005.0	1342310.952564
sub-0113	3132.0	3042.0	3079.0	4055.0	2136.0	5754.0	2560.0	3086.0	1644.0	809.0	3042.0	4083.0	2069.0	3068.0	12096.0	22763.0	1688.0	2640.0	5993.0	2815.0	5280.0	4363.0	4072.0	7631.0	8274.0	6561.0	5988.0	3701.0	6640.0	6948.0	3362.0	1393.0	824.0	4991.0	3251.0	1667.0	8602.0	9195.0	441.0	663.0	1382.0	2833.0	8014.0	2458.0	3996.0	1765.0	965.0	2604.0	3237.0	1776.0	523.0	3500.0	1980.0	5043.0	404.0	3978.0	1048.0	2128.0	2029.0	2326.0	3555.0	515.0	1062.0	2611.0	3411.0	1495.0	3135.0	3491.0	2415.0	920.0	1738.0	2947.0	10196.0	445.0	1208236.0	1399792.77733
sub-0114	2295.0	3237.0	3334.0	3293.0	1865.0	5023.0	2872.0	2940.0	1999.0	922.0	3791.0	3558.0	969.0	3226.0	12141.0	17528.0	1764.0	2955.0	7021.0	3203.0	4681.0	6210.0	3766.0	6734.0	7624.0	7824.0	5591.0	4372.0	7162.0	6356.0	2751.0	1038.0	1293.0	6093.0	1814.0	2014.0	6165.0	7816.0	400.0	703.0	1637.0	3402.0	5031.0	4042.0	4317.0	2112.0	839.0	2814.0	2763.0	1442.0	775.0	2907.0	2198.0	4552.0	755.0	4886.0	2072.0	2542.0	2211.0	1368.0	3666.0	556.0	1181.0	2591.0	3803.0	2345.0	3614.0	3080.0	2053.0	1409.0	1604.0	2614.0	11826.0	623.0	1240480.0	1533023.828853
sub-0115	2674.0	3735.0	2458.0	3990.0	1643.0	5019.0	2463.0	2641.0	2031.0	782.0	2791.0	3560.0	1241.0	2463.0	10691.0	21134.0	1968.0	2816.0	4410.0	3132.0	4145.0	4410.0	4039.0	6269.0	7122.0	8728.0	7086.0	3710.0	6319.0	6860.0	2415.0	1368.0	1475.0	6762.0	1861.0	2056.0	7176.0	6827.0	326.0	522.0	1604.0	3602.0	6368.0	2972.0	3827.0	1818.0	900.0	3146.0	2724.0	2014.0	641.0	3222.0	2557.0	5191.0	1040.0	4488.0	1301.0	1446.0	1150.0	1002.0	3263.0	753.0	978.0	2575.0	2731.0	1272.0	3950.0	3623.0	1872.0	863.0	2335.0	2212.0	8941.0	728.0	1205597.0	1433892.850141
sub-0116	2008.0	2860.0	2576.0	3070.0	2127.0	4361.0	2191.0	2364.0	1270.0	702.0	3405.0	3492.0	991.0	1733.0	10404.0	17669.0	1446.0	2269.0	3558.0	2349.0	4296.0	6062.0	3562.0	6226.0	5805.0	5858.0	4279.0	3586.0	5839.0	4946.0	2218.0	1322.0	881.0	5314.0	1711.0	1865.0	5670.0	7151.0	564.0	266.0	1330.0	2988.0	5650.0	3421.0	3295.0	1454.0	789.0	1925.0	2438.0	1211.0	559.0	2302.0	2030.0	5242.0	678.0	3280.0	1035.0	1614.0	1148.0	1130.0	3652.0	435.0	1058.0	2217.0	3184.0	974.0	2747.0	2396.0	1995.0	2043.0	1405.0	2651.0	8844.0	587.0	1003763.0	1169503.2948
sub-0117	2117.0	2685.0	3449.0	2900.0	1747.0	4484.0	2966.0	2582.0	1922.0	800.0	2807.0	2976.0	1103.0	2796.0	9458.0	18883.0	1728.0	2658.0	5026.0	2270.0	4829.0	4748.0	3924.0	5387.0	4440.0	5840.0	6169.0	3715.0	5456.0	6626.0	2342.0	992.0	1113.0	5487.0	1865.0	2066.0	6344.0	7313.0	444.0	792.0	1636.0	3042.0	5361.0	2838.0	3481.0	1850.0	1095.0	2276.0	2691.0	1600.0	811.0	3062.0	2076.0	4324.0	332.0	4491.0	1708.0	1774.0	1309.0	1396.0	3013.0	435.0	1146.0	2409.0	3075.0	1602.0	3110.0	2143.0	1624.0	1292.0	1672.0	1745.0	10919.0	402.0	1122850.0	1258326.402802
sub-0118	2320.0	3565.0	2745.0	2891.0	1423.0	4693.0	2325.0	2574.0	1591.0	634.0	2596.0	3066.0	1171.0	2278.0	9356.0	16123.0	1809.0	2668.0	5128.0	2464.0	4896.0	5000.0	4000.0	6428.0	6233.0	6712.0	6331.0	2868.0	5952.0	6117.0	2376.0	1050.0	708.0	5626.0	2406.0	2085.0	5997.0	8599.0	425.0	562.0	1740.0	2877.0	5708.0	2665.0	3342.0	1979.0	959.0	2137.0	2265.0	1938.0	713.0	3183.0	2400.0	4909.0	325.0	4475.0	1609.0	1788.0	1017.0	1791.0	3130.0	526.0	1002.0	2799.0	3219.0	1523.0	2943.0	2467.0	2369.0	1490.0	1576.0	2596.0	9450.0	452.0	1136134.0	1517204.068982
sub-0119	2218.0	2501.0	2862.0	2951.0	1761.0	4134.0	2062.0	2495.0	1780.0	560.0	2677.0	3528.0	1048.0	2765.0	9151.0	16207.0	1656.0	2618.0	4006.0	2367.0	4049.0	3813.0	4811.0	5651.0	6296.0	6757.0	5832.0	3007.0	5592.0	4992.0	2324.0	340.0	855.0	5184.0	1835.0	1910.0	7010.0	7010.0	532.0	462.0	1552.0	2677.0	5644.0	2332.0	3561.0	1609.0	708.0	1906.0	2430.0	1551.0	437.0	2316.0	1558.0	4499.0	453.0	4372.0	1453.0	1578.0	987.0	1475.0	3176.0	382.0	927.0	1678.0	2482.0	1113.0	3581.0	2123.0	1888.0	1131.0	1410.0	1968.0	8520.0	930.0	973854.0	1142524.063905
sub-0120	2867.0	3733.0	2882.0	5100.0	2401.0	6677.0	3316.0	3604.0	2302.0	824.0	3315.0	4469.0	1404.0	3434.0	12380.0	23578.0	2127.0	3202.0	6195.0	2809.0	4580.0	5484.0	7306.0	8243.0	7784.0	7001.0	8703.0	4579.0	7291.0	7054.0	2863.0	1615.0	1260.0	6191.0	2386.0	1762.0	10740.0	8609.0	653.0	634.0	1605.0	4199.0	6817.0	3464.0	4040.0	1750.0	1427.0	2541.0	3596.0	2581.0	558.0	4244.0	2629.0	5593.0	300.0	5888.0	1416.0	1567.0	1550.0	2005.0	3804.0	785.0	1267.0	3259.0	3589.0	1558.0	5993.0	3621.0	2027.0	1870.0	2126.0	3204.0	11183.0	814.0	1479125.0	2021513.328619
sub-0121	1726.0	3229.0	2865.0	2984.0	1901.0	5294.0	2944.0	2393.0	1637.0	595.0	3133.0	3214.0	1223.0	2113.0	10137.0	16614.0	1932.0	2394.0	5151.0	2669.0	4558.0	5306.0	2989.0	6812.0	6654.0	6256.0	6310.0	3061.0	5743.0	5356.0	2912.0	1178.0	803.0	6091.0	2397.0	1859.0	7316.0	8829.0	371.0	435.0	1349.0	3089.0	6040.0	2819.0	3511.0	1273.0	849.0	2080.0	2919.0	1650.0	620.0	2267.0	1801.0	4551.0	265.0	3847.0	1354.0	1881.0	1359.0	1210.0	3736.0	443.0	996.0	2034.0	3089.0	1279.0	3447.0	2364.0	1634.0	957.0	2226.0	2557.0	12123.0	584.0	1163472.0	1291139.433065
sub-0122	2283.0	3273.0	2454.0	3729.0	1985.0	5173.0	2359.0	2459.0	2367.0	989.0	3075.0	3591.0	1165.0	2741.0	12831.0	20241.0	1573.0	3139.0	4206.0	2611.0	5123.0	5331.0	2993.0	6627.0	5531.0	8758.0	8389.0	4151.0	6213.0	6845.0	2798.0	1125.0	1308.0	5923.0	2479.0	2450.0	7890.0	7621.0	539.0	593.0	2274.0	3717.0	6134.0	3676.0	3517.0	1486.0	1177.0	3101.0	2881.0	1875.0	718.0	4416.0	2503.0	5487.0	368.0	4397.0	1695.0	1793.0	735.0	1602.0	3735.0	613.0	1029.0	2733.0	3668.0	1621.0	5622.0	2353.0	2392.0	926.0	2452.0	2644.0	8977.0	663.0	1422809.0	1828096.093044
sub-0123	2736.0	2978.0	2812.0	3195.0	1949.0	4781.0	2095.0	2494.0	1627.0	656.0	2653.0	3088.0	1023.0	1849.0	11011.0	16800.0	1703.0	2265.0	5619.0	2132.0	4099.0	5406.0	3467.0	5665.0	4887.0	5093.0	5194.0	3743.0	6405.0	5323.0	1927.0	565.0	876.0	5363.0	1630.0	1039.0	6607.0	8011.0	527.0	433.0	1317.0	2605.0	4912.0	2811.0	3833.0	1422.0	799.0	2115.0	2173.0	1536.0	469.0	2545.0	2063.0	4948.0	651.0	3469.0	1252.0	1908.0	1693.0	1247.0	3293.0	553.0	805.0	2545.0	2455.0	1484.0	3105.0	2538.0	2199.0	833.0	1278.0	2035.0	9939.0	597.0	1056703.0	1202245.538042
sub-0124	2889.0	4501.0	3171.0	4240.0	2105.0	5402.0	2906.0	2786.0	1704.0	920.0	3081.0	3750.0	1060.0	2296.0	14302.0	20718.0	2148.0	2811.0	5037.0	3048.0	6319.0	4575.0	4615.0	6271.0	7915.0	6889.0	5917.0	4854.0	6724.0	6377.0	3111.0	1746.0	1684.0	6764.0	1991.0	2302.0	8214.0	7708.0	426.0	469.0	1831.0	3659.0	6038.0	2724.0	4484.0	1911.0	1088.0	2715.0	2918.0	1482.0	630.0	3557.0	2924.0	5145.0	1030.0	4633.0	1300.0	1577.0	1215.0	1335.0	3691.0	431.0	917.0	3538.0	2737.0	1434.0	4118.0	3131.0	1569.0	1376.0	1804.0	3067.0	10151.0	503.0	1299341.0	1345933.806232
sub-0125	2330.0	2813.0	2788.0	3292.0	1705.0	4751.0	3459.0	2964.0	1873.0	567.0	3264.0	3513.0	1441.0	2635.0	11550.0	18116.0	1694.0	2455.0	5127.0	2646.0	4710.0	5040.0	5059.0	6818.0	4804.0	7532.0	6492.0	3724.0	6183.0	6409.0	2897.0	953.0	1131.0	5764.0	2758.0	1949.0	6265.0	7972.0	330.0	511.0	1544.0	2981.0	6023.0	2603.0	3663.0	1821.0	958.0	2434.0	2404.0	1639.0	565.0	3646.0	1979.0	5113.0	451.0	3940.0	1186.0	1925.0	838.0	1343.0	3290.0	460.0	1176.0	2949.0	3669.0	1414.0	4165.0	2317.0	2116.0	1546.0	1603.0	2560.0	10485.0	417.0	1159048.0	1224828.909355
sub-0126	2181.0	2287.0	3136.0	2703.0	2048.0	4587.0	1899.0	2534.0	1595.0	663.0	4527.0	3976.0	1493.0	2996.0	10153.0	19713.0	1781.0	2340.0	6197.0	3323.0	4172.0	4998.0	3835.0	6327.0	7079.0	6772.0	6738.0	3353.0	5617.0	6634.0	2871.0	1257.0	1021.0	6076.0	2199.0	1451.0	7768.0	9258.0	463.0	383.0	1312.0	3253.0	5762.0	3235.0	2818.0	1275.0	896.0	2096.0	2940.0	1917.0	694.0	3510.0	1804.0	4250.0	452.0	3878.0	1617.0	1801.0	1349.0	1093.0	2921.0	533.0	1160.0	2924.0	3339.0	1318.0	3393.0	2191.0	1675.0	1931.0	1539.0	3095.0	8977.0	597.0	1126415.0	1323515.101947
sub-0127	1835.0	2617.0	2672.0	2943.0	1623.0	3886.0	2072.0	2449.0	1255.0	669.0	3000.0	2487.0	931.0	2811.0	9186.0	18593.0	1199.0	2548.0	3710.0	2508.0	3792.0	5179.0	3191.0	6120.0	5864.0	5773.0	4684.0	3084.0	5790.0	4779.0	2784.0	348.0	856.0	3979.0	2000.0	1213.0	7276.0	7083.0	382.0	317.0	1230.0	3300.0	5612.0	3022.0	2843.0	1515.0	756.0	2040.0	2150.0	1157.0	645.0	2630.0	1519.0	3726.0	801.0	3947.0	1523.0	1316.0	815.0	1832.0	2683.0	522.0	986.0	2090.0	2699.0	1688.0	3096.0	2100.0	2096.0	1230.0	898.0	2509.0	7138.0	504.0	1000164.0	991839.91259
sub-0128	2216.0	3983.0	3201.0	3225.0	1791.0	4548.0	2458.0	2895.0	1378.0	622.0	2677.0	2965.0	1263.0	2397.0	11137.0	17155.0	1815.0	2886.0	4851.0	2265.0	3835.0	4124.0	4428.0	6743.0	6243.0	6333.0	4601.0	3856.0	6304.0	4823.0	2559.0	838.0	1287.0	5723.0	1636.0	2297.0	5624.0	7745.0	360.0	560.0	1601.0	3514.0	5895.0	2369.0	3590.0	1379.0	972.0	2320.0	2313.0	1781.0	498.0	2668.0	2031.0	5275.0	508.0	3780.0	1270.0	1821.0	1147.0	1484.0	2772.0	552.0	1121.0	2336.0	2328.0	1967.0	3855.0	2686.0	2029.0	1323.0	1115.0	2337.0	9411.0	595.0	1053916.0	1228805.663373
sub-0129	2383.0	4188.0	3210.0	3398.0	2020.0	5569.0	2091.0	2321.0	1553.0	662.0	2656.0	3068.0	1215.0	2586.0	9995.0	19382.0	1640.0	2621.0	3398.0	2178.0	5492.0	4749.0	3360.0	6888.0	7644.0	7772.0	6789.0	4013.0	6268.0	6648.0	2927.0	1720.0	1160.0	5920.0	2086.0	2435.0	6625.0	8327.0	469.0	400.0	1738.0	3034.0	5503.0	2366.0	3541.0	1759.0	1025.0	2312.0	2404.0	2153.0	660.0	3344.0	1838.0	5101.0	339.0	3601.0	1295.0	1754.0	1060.0	1324.0	3752.0	443.0	1045.0	2843.0	2433.0	1231.0	4227.0	3075.0	2099.0	1075.0	2240.0	2469.0	11385.0	737.0	1210188.0	1294279.684841
