rh.aparc.volume	rh_bankssts_volume	rh_caudalanteriorcingulate_volume	rh_caudalmiddlefrontal_volume	rh_cuneus_volume	rh_entorhinal_volume	rh_fusiform_volume	rh_inferiorparietal_volume	rh_inferiortemporal_volume	rh_isthmuscingulate_volume	rh_lateraloccipital_volume	rh_lateralorbitofrontal_volume	rh_lingual_volume	rh_medialorbitofrontal_volume	rh_middletemporal_volume	rh_parahippocampal_volume	rh_paracentral_volume	rh_parsopercularis_volume	rh_parsorbitalis_volume	rh_parstriangularis_volume	rh_pericalcarine_volume	rh_postcentral_volume	rh_posteriorcingulate_volume	rh_precentral_volume	rh_precuneus_volume	rh_rostralanteriorcingulate_volume	rh_rostralmiddlefrontal_volume	rh_superiorfrontal_volume	rh_superiorparietal_volume	rh_superiortemporal_volume	rh_supramarginal_volume	rh_frontalpole_volume	rh_temporalpole_volume	rh_transversetemporal_volume	rh_insula_volume	BrainSegVolNotVent	eTIV
sub-0141	2576.0	1744.0	7690.0	3341.0	1953.0	9834.0	17213.0	10606.0	2988.0	12009.0	7882.0	6301.0	6608.0	12496.0	1844.0	4036.0	4077.0	2593.0	5491.0	1900.0	9693.0	3633.0	13378.0	11172.0	2473.0	22240.0	26083.0	13934.0	12738.0	12014.0	1556.0	2385.0	1205.0	8088.0	1169125.0	1500243.929005
sub-0142	2898.0	2564.0	5234.0	3427.0	2283.0	8224.0	15075.0	10940.0	3256.0	11496.0	8759.0	7827.0	7211.0	13639.0	2268.0	4979.0	3950.0	3121.0	5053.0	2330.0	9739.0	3428.0	14285.0	10950.0	2832.0	15651.0	27033.0	13574.0	13425.0	13841.0	1402.0	2560.0	1041.0	7748.0	1155332.0	1172995.662964
sub-0143	2263.0	2973.0	6504.0	3191.0	1797.0	8764.0	14342.0	11832.0	2337.0	11601.0	7602.0	8127.0	5819.0	12138.0	2043.0	3795.0	4570.0	2369.0	5177.0	1947.0	9514.0	4052.0	13109.0	10772.0	2158.0	15891.0	23869.0	13872.0	14630.0	12940.0	1228.0	2600.0	1378.0	7953.0	1099919.0	1400353.421911
sub-0144	2804.0	2749.0	7028.0	3530.0	2721.0	9750.0	18429.0	11583.0	2334.0	11963.0	8383.0	7422.0	6755.0	13730.0	2249.0	4886.0	3915.0	2808.0	3641.0	2019.0	9681.0	4161.0	16152.0	12078.0	2777.0	17905.0	25136.0	15521.0	12543.0	11783.0	1086.0	2681.0	919.0	8001.0	1226259.0	1681085.659417
sub-0145	2302.0	2247.0	4628.0	2963.0	1983.0	8599.0	15683.0	10585.0	2788.0	11953.0	7301.0	7852.0	6125.0	12414.0	1618.0	3518.0	3155.0	2545.0	4203.0	2415.0	9515.0	3000.0	13516.0	11414.0	2223.0	15657.0	20751.0	12004.0	10820.0	8315.0	1705.0	2715.0	692.0	6656.0	1071579.0	1299827.985789
sub-0146	2507.0	1275.0	5251.0	4442.0	1544.0	7632.0	12994.0	8842.0	2402.0	10859.0	7364.0	7799.0	5869.0	13368.0	1703.0	3157.0	3248.0	2852.0	2873.0	2827.0	7457.0	3165.0	11247.0	9492.0	1244.0	15638.0	19595.0	11670.0	10505.0	9818.0	1184.0	2321.0	838.0	7295.0	1058927.0	1294601.842197
sub-0147	2025.0	1971.0	6036.0	3308.0	2374.0	9193.0	17564.0	9291.0	2831.0	11863.0	8471.0	5597.0	6631.0	11764.0	2126.0	3886.0	4883.0	3703.0	4894.0	1834.0	9468.0	3228.0	13504.0	11415.0	2072.0	16775.0	22291.0	13711.0	12699.0	11234.0	1321.0	2219.0	1167.0	8592.0	1136736.0	1241067.766693
sub-0148	2076.0	1648.0	5676.0	3348.0	2293.0	7570.0	14823.0	7958.0	2342.0	10874.0	7096.0	6281.0	5632.0	10228.0	1879.0	3696.0	4299.0	2176.0	4499.0	2218.0	8430.0	3024.0	13196.0	9741.0	1841.0	16374.0	22580.0	10652.0	10736.0	8969.0	1180.0	2050.0	925.0	7441.0	1099889.0	1371161.493702
sub-0149	2021.0	2086.0	5470.0	3146.0	2279.0	7196.0	11523.0	9736.0	2241.0	10957.0	6486.0	7213.0	5662.0	9206.0	2266.0	4626.0	3624.0	2570.0	3713.0	2189.0	8011.0	3218.0	13888.0	10644.0	1988.0	14837.0	22153.0	13075.0	10523.0	9884.0	1144.0	2399.0	877.0	7189.0	1083413.0	1075534.959018
sub-0150	1912.0	2134.0	5151.0	3195.0	1988.0	6906.0	12418.0	8337.0	1656.0	11764.0	6601.0	5893.0	5114.0	10692.0	1744.0	4141.0	3319.0	2672.0	3418.0	1983.0	8543.0	2568.0	11410.0	8589.0	1818.0	12804.0	19762.0	11093.0	10593.0	7794.0	1017.0	2156.0	780.0	5969.0	979744.0	1171160.88029
sub-0151	1867.0	1932.0	5358.0	3108.0	2267.0	10122.0	15015.0	9537.0	2808.0	13155.0	7349.0	6733.0	5885.0	11666.0	1986.0	4487.0	4103.0	3507.0	4015.0	2107.0	7444.0	4098.0	13538.0	10966.0	2126.0	14533.0	21864.0	12410.0	11693.0	9399.0	1065.0	2351.0	1012.0	7986.0	1097082.0	1509962.151515
sub-0152	1832.0	1653.0	5746.0	2956.0	1825.0	7250.0	11963.0	7383.0	2226.0	9519.0	6107.0	5756.0	5021.0	10390.0	1612.0	3224.0	3073.0	1947.0	3374.0	2129.0	7583.0	3327.0	13201.0	9257.0	1722.0	11858.0	18861.0	12109.0	8394.0	7159.0	919.0	1844.0	743.0	6506.0	963268.0	999643.89995
sub-0153	2359.0	1389.0	6462.0	3279.0	2245.0	8098.0	14311.0	10290.0	2370.0	10554.0	7703.0	6267.0	6475.0	12571.0	2184.0	4393.0	4936.0	3143.0	4825.0	2214.0	9143.0	3166.0	11931.0	10940.0	1888.0	15209.0	23639.0	10908.0	12449.0	10231.0	1039.0	2140.0	861.0	8518.0	1174849.0	1431686.192644
sub-0154	1871.0	1898.0	5664.0	2862.0	2239.0	9029.0	12970.0	8650.0	1906.0	13355.0	6313.0	6576.0	5738.0	9425.0	2127.0	3305.0	2771.0	2054.0	4762.0	1678.0	8589.0	3417.0	11468.0	9316.0	1782.0	14512.0	18743.0	11607.0	10795.0	8643.0	863.0	2011.0	1020.0	6424.0	1124285.0	1408099.524744
sub-0155	2709.0	2693.0	7166.0	4180.0	2061.0	9996.0	17306.0	10829.0	3213.0	13062.0	8078.0	9379.0	5965.0	14868.0	2292.0	4478.0	4432.0	3131.0	5355.0	3185.0	10040.0	3662.0	14843.0	11917.0	2909.0	17348.0	23512.0	15021.0	12981.0	11257.0	1090.0	1945.0	957.0	8230.0	1296459.0	1725216.128586
sub-0156	2320.0	1620.0	7607.0	4546.0	1939.0	8859.0	14754.0	9114.0	2896.0	11435.0	7678.0	9167.0	5763.0	11682.0	2043.0	3394.0	4987.0	2708.0	3651.0	3433.0	8671.0	3987.0	14507.0	9685.0	2391.0	15491.0	22634.0	11316.0	10830.0	11335.0	982.0	2597.0	794.0	7932.0	1132616.0	1523832.725016
sub-0157	2428.0	3007.0	6720.0	4650.0	2597.0	9633.0	16345.0	10766.0	3045.0	13265.0	8125.0	8692.0	5585.0	11530.0	2270.0	5119.0	3824.0	3247.0	4273.0	3087.0	9113.0	3906.0	14367.0	11035.0	2671.0	18156.0	25421.0	13372.0	13769.0	11975.0	1124.0	1995.0	1325.0	7288.0	1196794.0	1246740.565978
sub-0158	2528.0	2783.0	5641.0	3111.0	2745.0	10970.0	15945.0	9467.0	2511.0	11131.0	7335.0	7593.0	5892.0	11158.0	2899.0	3774.0	3713.0	3077.0	4513.0	1807.0	8886.0	3480.0	13607.0	11201.0	2140.0	17035.0	21193.0	12178.0	12460.0	10409.0	1151.0	1987.0	1115.0	8106.0	1140746.0	1506750.044298
sub-0159	2733.0	2139.0	6043.0	3648.0	2270.0	11437.0	20490.0	12873.0	2980.0	14856.0	8842.0	5401.0	7132.0	15579.0	2327.0	4990.0	5381.0	3180.0	5553.0	1681.0	10430.0	4252.0	14905.0	13916.0	3116.0	17355.0	28867.0	16302.0	15266.0	13775.0	1262.0	2506.0	1096.0	9813.0	1329475.0	1869415.720584
sub-0160	2611.0	2299.0	7089.0	3231.0	2225.0	10468.0	19676.0	10068.0	2443.0	13602.0	8160.0	6417.0	6378.0	13774.0	2545.0	4705.0	4214.0	2654.0	4832.0	1810.0	9037.0	3582.0	16786.0	9787.0	2537.0	17533.0	28141.0	13431.0	14956.0	9121.0	1293.0	2630.0	1077.0	8622.0	1241604.0	1676307.142224
sub-0161	2502.0	2239.0	7254.0	3653.0	4354.0	9275.0	14468.0	12069.0	2383.0	13942.0	8049.0	9024.0	7522.0	11749.0	2167.0	4711.0	4696.0	2962.0	4694.0	2496.0	10268.0	3693.0	15585.0	12332.0	1858.0	17260.0	26161.0	11915.0	11451.0	10885.0	1623.0	1938.0	1435.0	8766.0	1247134.0	1602061.22089
sub-0162	2536.0	2582.0	5193.0	4095.0	2783.0	9967.0	18285.0	9700.0	2618.0	14641.0	8744.0	6323.0	6421.0	11628.0	2014.0	4520.0	5049.0	3203.0	5460.0	2105.0	8343.0	4265.0	15730.0	9139.0	2473.0	16354.0	25322.0	11279.0	14757.0	9076.0	1160.0	2191.0	1042.0	7819.0	1191848.0	1344554.555009
sub-0163	2262.0	1838.0	7411.0	3883.0	2504.0	7843.0	17091.0	10329.0	2665.0	12699.0	7792.0	7462.0	5884.0	12167.0	2108.0	4081.0	3987.0	2171.0	3938.0	2301.0	8914.0	3627.0	14221.0	11078.0	2639.0	17933.0	26376.0	12761.0	12450.0	8508.0	1111.0	2368.0	954.0	7734.0	1183333.0	1294739.797538
sub-0164	2186.0	2147.0	4905.0	3030.0	1879.0	8003.0	13756.0	8642.0	2420.0	11277.0	6982.0	6039.0	5460.0	12432.0	1554.0	3111.0	3485.0	3271.0	4335.0	2388.0	7386.0	3615.0	11712.0	9563.0	1936.0	14519.0	19619.0	11315.0	10290.0	8292.0	1432.0	1910.0	741.0	7937.0	1096547.0	1188231.934878
sub-0165	1862.0	2242.0	6716.0	4006.0	2298.0	9136.0	12724.0	9543.0	3198.0	12027.0	6845.0	8346.0	5017.0	11091.0	2209.0	3691.0	3266.0	3183.0	3896.0	2409.0	9571.0	3499.0	12998.0	9078.0	2034.0	14457.0	21750.0	11532.0	11629.0	10203.0	1101.0	2756.0	1249.0	8013.0	1078700.0	1483535.133
sub-0166	2329.0	1864.0	6726.0	2424.0	2396.0	7925.0	11863.0	8845.0	1939.0	9755.0	7017.0	6869.0	5841.0	11959.0	2110.0	3558.0	3522.0	2418.0	3262.0	1629.0	8725.0	2844.0	12284.0	8112.0	1741.0	14859.0	20170.0	10600.0	11683.0	8515.0	1163.0	2244.0	837.0	7161.0	1046479.0	1114885.546577
sub-0167	2234.0	2290.0	6086.0	3231.0	2468.0	9511.0	15825.0	10227.0	2562.0	10665.0	8383.0	6758.0	6786.0	12081.0	2178.0	4498.0	4257.0	3715.0	4259.0	1806.0	10418.0	4049.0	14654.0	12051.0	2588.0	19325.0	26065.0	14686.0	12087.0	11688.0	1078.0	2473.0	1403.0	8459.0	1262657.0	1396117.635519
sub-0168	2122.0	2278.0	4970.0	2850.0	2005.0	8985.0	15042.0	8516.0	2425.0	10043.0	7439.0	6940.0	5288.0	10359.0	2039.0	3481.0	3201.0	2578.0	4133.0	1656.0	7940.0	3384.0	11482.0	10132.0	2086.0	15049.0	19870.0	12526.0	10627.0	9193.0	993.0	2389.0	893.0	6586.0	1070708.0	1068907.036454
sub-0169	2027.0	1963.0	6707.0	3015.0	2029.0	9022.0	13492.0	9573.0	1956.0	12325.0	7036.0	7514.0	5825.0	10528.0	2166.0	4142.0	4203.0	2859.0	4551.0	2296.0	8956.0	3439.0	13554.0	9168.0	1905.0	15265.0	24368.0	11869.0	10748.0	7661.0	1226.0	2272.0	1012.0	7447.0	1107565.0	1332878.998056
sub-0170	1828.0	2133.0	6352.0	2545.0	1704.0	7257.0	12661.0	9159.0	2372.0	8907.0	7913.0	6069.0	5664.0	11982.0	1796.0	3815.0	3368.0	2264.0	3781.0	1659.0	9137.0	3004.0	12297.0	9842.0	1918.0	15190.0	20725.0	11223.0	10091.0	9257.0	1109.0	1952.0	1037.0	6136.0	1053415.0	1088755.12353
sub-0171	1838.0	2037.0	4992.0	3045.0	2629.0	7035.0	11875.0	8615.0	2761.0	9792.0	7405.0	7454.0	4526.0	9065.0	2081.0	4103.0	3621.0	2353.0	3722.0	2304.0	8615.0	3195.0	11048.0	9455.0	2380.0	13264.0	19316.0	10836.0	10392.0	9113.0	886.0	2199.0	708.0	6807.0	1029824.0	1126175.098684
sub-0172	1756.0	1771.0	5758.0	3796.0	2230.0	8883.0	12884.0	9987.0	2428.0	9014.0	7464.0	6726.0	5629.0	10759.0	1741.0	3774.0	3656.0	2948.0	4281.0	2512.0	8986.0	2778.0	12627.0	9093.0	2315.0	15659.0	22873.0	12279.0	9744.0	9348.0	1055.0	3093.0	875.0	7380.0	1106757.0	1180936.690315
sub-0173	2218.0	2277.0	6240.0	4348.0	2317.0	8251.0	12598.0	11563.0	2770.0	12112.0	9235.0	7400.0	6699.0	13360.0	1860.0	3143.0	4922.0	3249.0	5388.0	3152.0	8850.0	3459.0	12247.0	11102.0	1680.0	17318.0	22396.0	13858.0	11872.0	13431.0	1487.0	2427.0	1236.0	7468.0	1183561.0	1364461.961894
sub-0174	2587.0	2183.0	5524.0	3121.0	2094.0	8445.0	14812.0	8287.0	1994.0	9713.0	7813.0	6740.0	6095.0	12081.0	2035.0	4012.0	4997.0	3150.0	5649.0	2291.0	8073.0	3445.0	12795.0	10071.0	2180.0	16697.0	21324.0	12953.0	12136.0	10392.0	1350.0	1950.0	1370.0	7404.0	1108649.0	1250543.228796
sub-0175	2228.0	2001.0	8469.0	4740.0	2679.0	7950.0	13075.0	13946.0	2562.0	15470.0	7891.0	9594.0	6270.0	11673.0	2547.0	4465.0	3925.0	3247.0	3807.0	2848.0	9800.0	3463.0	15160.0	10799.0	2486.0	17537.0	25032.0	13803.0	14058.0	9222.0	1291.0	2660.0	1063.0	7232.0	1203609.0	1397912.491468
sub-0176	2134.0	2178.0	6795.0	2930.0	2264.0	9310.0	15360.0	10871.0	2582.0	12896.0	7942.0	5847.0	5382.0	12882.0	2161.0	3929.0	4021.0	3244.0	4399.0	1777.0	9067.0	3091.0	13641.0	10344.0	2723.0	15547.0	22022.0	12363.0	12283.0	9687.0	1427.0	2410.0	995.0	7476.0	1161984.0	1515596.878423
sub-0177	2460.0	2547.0	6730.0	4519.0	2197.0	10668.0	16796.0	13605.0	3017.0	17067.0	8130.0	8894.0	7319.0	14309.0	2014.0	4290.0	3971.0	3328.0	5452.0	2674.0	12309.0	3529.0	15676.0	13153.0	2349.0	21944.0	25043.0	13984.0	16172.0	12674.0	1488.0	2734.0	1226.0	8583.0	1336472.0	1462053.042068
sub-0178	2040.0	3339.0	5701.0	2983.0	2320.0	10097.0	17104.0	13282.0	2376.0	12043.0	7962.0	6210.0	5697.0	11540.0	2317.0	4357.0	4672.0	3064.0	4951.0	2014.0	9435.0	3938.0	12207.0	11528.0	2762.0	16000.0	21237.0	14627.0	14021.0	11460.0	1397.0	2872.0	1149.0	8823.0	1232195.0	1382342.680047
sub-0179	1600.0	2228.0	5553.0	3055.0	2208.0	7117.0	11371.0	7593.0	1945.0	10140.0	6273.0	6973.0	4868.0	9805.0	1896.0	3823.0	3783.0	2612.0	3304.0	2194.0	7929.0	3351.0	12635.0	9198.0	2149.0	11630.0	20313.0	10941.0	9238.0	8211.0	820.0	2063.0	1048.0	6399.0	1018270.0	1122713.412136
sub-0180	2121.0	2061.0	6486.0	2924.0	1805.0	7849.0	14903.0	10738.0	2818.0	14970.0	8246.0	7142.0	6146.0	13597.0	2289.0	3671.0	4153.0	3125.0	3963.0	2106.0	9366.0	2957.0	12320.0	10564.0	2017.0	14320.0	21635.0	14058.0	10869.0	10749.0	1012.0	3018.0	969.0	7609.0	1182803.0	1344093.40582
sub-0181	1808.0	2280.0	4438.0	3219.0	2176.0	9150.0	15182.0	8989.0	2433.0	11002.0	7312.0	7053.0	5850.0	10510.0	1830.0	3987.0	3181.0	2642.0	4064.0	2384.0	8699.0	3411.0	11536.0	7998.0	2364.0	14476.0	20144.0	10971.0	11446.0	10124.0	1588.0	2635.0	1005.0	7868.0	1114971.0	1208157.976809
sub-0182	2544.0	2052.0	6569.0	3659.0	2695.0	8619.0	12301.0	11244.0	2408.0	12873.0	8688.0	8286.0	5806.0	14769.0	2012.0	3972.0	3907.0	3459.0	4445.0	2405.0	8515.0	4221.0	14558.0	9964.0	2594.0	20848.0	25029.0	12591.0	12787.0	10445.0	1375.0	2147.0	1175.0	10153.0	1218886.0	1707703.489784
sub-0183	2213.0	2317.0	7890.0	4032.0	1784.0	10036.0	11863.0	9045.0	2838.0	12430.0	8783.0	7745.0	7856.0	11754.0	2218.0	4360.0	4255.0	2923.0	5624.0	2688.0	10750.0	3923.0	14129.0	10639.0	2626.0	16898.0	26570.0	13118.0	14488.0	12182.0	1504.0	1800.0	1348.0	8118.0	1222139.0	1389022.790286
sub-0184	2560.0	2027.0	5377.0	2645.0	2134.0	11059.0	15922.0	9971.0	2619.0	10560.0	8665.0	5417.0	6524.0	11232.0	1861.0	4302.0	3321.0	2851.0	4192.0	1815.0	8885.0	3771.0	14549.0	10307.0	2203.0	13102.0	24661.0	13580.0	10271.0	9509.0	1237.0	2200.0	1016.0	7767.0	1119673.0	1421105.874308
sub-0185	1682.0	1508.0	6624.0	3350.0	2161.0	7708.0	13170.0	9199.0	2097.0	12134.0	6940.0	7260.0	5436.0	12162.0	1607.0	3950.0	3359.0	2533.0	3977.0	2764.0	8161.0	3233.0	13617.0	9793.0	1903.0	12511.0	22537.0	13194.0	10999.0	9597.0	1132.0	2019.0	1012.0	8071.0	1031360.0	1164638.993604
sub-0186	1762.0	2906.0	6963.0	3682.0	1962.0	9165.0	13648.0	11021.0	2298.0	11776.0	7705.0	7246.0	6279.0	12622.0	2153.0	3497.0	4176.0	3333.0	4035.0	2158.0	9546.0	2674.0	12958.0	9896.0	2317.0	18907.0	20118.0	12986.0	11680.0	9959.0	984.0	2296.0	922.0	7366.0	1131354.0	1182270.431873
sub-0187	1012.0	2135.0	6579.0	2984.0	1985.0	7454.0	11350.0	9496.0	2015.0	10568.0	7954.0	6735.0	5309.0	8930.0	1407.0	3899.0	4004.0	2322.0	4750.0	1901.0	8258.0	3055.0	12639.0	8686.0	1983.0	15452.0	20578.0	10353.0	9621.0	9199.0	1144.0	2305.0	1259.0	6430.0	978911.0	1000616.99038
sub-0188	2598.0	1564.0	6168.0	3298.0	2792.0	8784.0	13457.0	10447.0	2932.0	10860.0	7897.0	6049.0	6252.0	13236.0	2106.0	4342.0	5152.0	2364.0	5112.0	1610.0	9475.0	3224.0	12166.0	9430.0	1534.0	16085.0	22123.0	13665.0	11489.0	11457.0	1290.0	2552.0	1025.0	6983.0	1171115.0	1671464.758941
sub-0189	2407.0	2043.0	5617.0	3192.0	2731.0	10603.0	13579.0	12035.0	3021.0	12740.0	9017.0	8055.0	7235.0	13475.0	2385.0	4473.0	5009.0	3554.0	5411.0	2307.0	7645.0	3462.0	13692.0	10602.0	1584.0	16634.0	25686.0	13649.0	13290.0	13655.0	1249.0	2605.0	1167.0	8570.0	1193360.0	1408474.652249
sub-0190	2343.0	2692.0	6063.0	3263.0	2291.0	8167.0	13764.0	10851.0	2137.0	10357.0	7676.0	7028.0	5337.0	10391.0	2073.0	4048.0	3472.0	2207.0	3144.0	1649.0	8198.0	3666.0	12545.0	9652.0	2552.0	15473.0	23372.0	9984.0	11760.0	9898.0	1024.0	2484.0	1004.0	6925.0	1070956.0	1109211.719412
sub-0191	1870.0	2049.0	6945.0	2601.0	2703.0	9133.0	14467.0	9219.0	2575.0	10990.0	6587.0	6992.0	6001.0	10703.0	2053.0	3572.0	4166.0	2512.0	5701.0	2057.0	7189.0	3792.0	12891.0	9151.0	2001.0	15188.0	21829.0	11783.0	8966.0	8635.0	1497.0	2125.0	623.0	6437.0	1089870.0	1177626.199735
sub-0192	1831.0	1629.0	5772.0	3011.0	1760.0	10203.0	13827.0	9126.0	2508.0	10925.0	7494.0	7035.0	5230.0	11298.0	1815.0	4198.0	4287.0	2344.0	4975.0	1693.0	7723.0	3362.0	11873.0	9139.0	2827.0	13235.0	22085.0	11294.0	13181.0	10717.0	1290.0	2493.0	1128.0	7045.0	1091124.0	1124688.764518
sub-0193	2606.0	2291.0	6604.0	3320.0	3221.0	9914.0	13163.0	11416.0	2492.0	11633.0	7802.0	7763.0	6382.0	14118.0	2585.0	4092.0	5190.0	2302.0	4818.0	2576.0	8889.0	3953.0	13360.0	11065.0	3070.0	14964.0	22691.0	11053.0	12362.0	11452.0	1245.0	2687.0	931.0	9251.0	1200612.0	1497110.433836
sub-0194	2379.0	2279.0	7143.0	3438.0	1886.0	7849.0	15154.0	11199.0	1932.0	11906.0	7693.0	6416.0	6096.0	13325.0	1852.0	3486.0	3396.0	2437.0	3087.0	2244.0	8891.0	2571.0	13449.0	10114.0	1516.0	14873.0	22012.0	11445.0	9522.0	9201.0	970.0	2859.0	870.0	6904.0	1023368.0	1084886.607425
sub-0195	2208.0	2285.0	6736.0	3247.0	2025.0	11036.0	14714.0	9942.0	3066.0	13159.0	7601.0	8741.0	5619.0	13002.0	2028.0	3119.0	5816.0	2802.0	6026.0	1980.0	8273.0	3524.0	12280.0	11135.0	1886.0	16795.0	22439.0	14005.0	11989.0	12619.0	1263.0	2562.0	1135.0	9046.0	1241762.0	1538419.454402
sub-0196	2696.0	2941.0	7720.0	4325.0	1872.0	8250.0	17288.0	8444.0	3031.0	13522.0	9436.0	9356.0	7086.0	13036.0	2129.0	4005.0	3405.0	2936.0	5517.0	2975.0	9380.0	3569.0	15758.0	11192.0	2605.0	20471.0	29875.0	15029.0	14912.0	11291.0	1350.0	2021.0	1239.0	8221.0	1228295.0	1668423.982499
sub-0197	2236.0	1908.0	5432.0	2739.0	1956.0	10110.0	11501.0	10393.0	2656.0	13091.0	8217.0	7687.0	5304.0	12426.0	2035.0	4195.0	3882.0	2640.0	4163.0	2016.0	7960.0	3112.0	13069.0	9469.0	2087.0	14174.0	24447.0	9667.0	10739.0	10987.0	1247.0	2673.0	915.0	6762.0	1044056.0	1258306.734204
sub-0198	2088.0	2551.0	7137.0	3432.0	2409.0	12083.0	16865.0	11516.0	3480.0	12234.0	8247.0	7554.0	6118.0	14479.0	2419.0	3678.0	4161.0	3202.0	4011.0	2424.0	10128.0	4182.0	14122.0	11728.0	2792.0	19504.0	26694.0	13209.0	13474.0	11441.0	1152.0	2572.0	862.0	8761.0	1365519.0	1458897.139023
sub-0199	2302.0	1942.0	5515.0	3323.0	2291.0	10562.0	14772.0	9983.0	2171.0	13899.0	7751.0	7380.0	6538.0	14574.0	2148.0	3910.0	4246.0	3016.0	4524.0	2266.0	8416.0	3118.0	12740.0	9410.0	2189.0	14820.0	20974.0	11249.0	11630.0	10886.0	1260.0	2363.0	954.0	6876.0	1103141.0	1194569.533889
sub-0200	2273.0	2232.0	6644.0	4012.0	2580.0	9078.0	13431.0	10622.0	2502.0	13565.0	8543.0	8328.0	5827.0	12107.0	2193.0	4022.0	3678.0	3092.0	4380.0	2729.0	7925.0	3674.0	14917.0	9749.0	2498.0	16221.0	23568.0	14710.0	11731.0	12112.0	967.0	2769.0	945.0	6846.0	1129728.0	1339088.964463
sub-0201	2958.0	1954.0	9089.0	5646.0	2544.0	9535.0	14514.0	13053.0	3200.0	17882.0	8005.0	10074.0	5846.0	14268.0	2464.0	3640.0	4676.0	3183.0	5455.0	3558.0	10723.0	3586.0	14850.0	8890.0	2357.0	17383.0	26029.0	14333.0	14358.0	11959.0	1302.0	2933.0	1038.0	8471.0	1251487.0	1453753.118797
sub-0202	2338.0	1981.0	5007.0	3298.0	2226.0	9381.0	14591.0	10668.0	2832.0	10284.0	7890.0	6689.0	6189.0	9858.0	2129.0	3778.0	3531.0	2621.0	3718.0	2418.0	8476.0	3510.0	10986.0	9377.0	1874.0	13117.0	18655.0	12027.0	9880.0	10031.0	1364.0	2524.0	725.0	6640.0	1067239.0	1192080.919068
sub-0203	2407.0	2610.0	7755.0	3531.0	2215.0	10632.0	19143.0	11200.0	3109.0	16382.0	9133.0	7953.0	6536.0	14062.0	1830.0	4564.0	4678.0	3450.0	4592.0	2673.0	8505.0	3885.0	16954.0	11014.0	2598.0	17261.0	25216.0	14144.0	11717.0	9312.0	1478.0	2856.0	1143.0	8757.0	1238455.0	1667863.760176
sub-0204	2181.0	2556.0	5183.0	2981.0	2231.0	8165.0	13622.0	9456.0	2700.0	10889.0	7456.0	6719.0	5911.0	10753.0	2075.0	3815.0	3858.0	3028.0	4975.0	2074.0	7366.0	3314.0	12664.0	9426.0	1961.0	13912.0	21620.0	10927.0	11116.0	7608.0	1372.0	2076.0	889.0	6740.0	1033163.0	992735.380142
sub-0205	2692.0	3454.0	7520.0	4165.0	2251.0	10813.0	16179.0	9712.0	2877.0	14431.0	9051.0	7248.0	6817.0	12600.0	1889.0	4749.0	4334.0	3067.0	4440.0	2468.0	10263.0	4650.0	14320.0	10269.0	2735.0	15508.0	24885.0	13584.0	13003.0	9845.0	1525.0	2637.0	982.0	7260.0	1160996.0	1563914.777924
sub-0206	2164.0	1682.0	5348.0	3642.0	2430.0	9428.0	14175.0	9936.0	3250.0	11697.0	7890.0	7532.0	6883.0	11380.0	1935.0	4059.0	4335.0	3044.0	4104.0	2191.0	8167.0	3175.0	10996.0	11008.0	1635.0	16585.0	24267.0	12905.0	11702.0	12006.0	1298.0	2702.0	1034.0	6796.0	1150456.0	1339237.223034
sub-0207	2769.0	2310.0	6542.0	3834.0	2234.0	9998.0	16292.0	11232.0	3674.0	14016.0	9065.0	9276.0	6683.0	13340.0	2178.0	3926.0	4368.0	3517.0	4295.0	2594.0	10546.0	3873.0	13387.0	11280.0	3143.0	17146.0	26462.0	13898.0	12649.0	10326.0	1463.0	3520.0	942.0	8571.0	1259833.0	1649140.369493
sub-0208	1936.0	2539.0	5646.0	3521.0	1330.0	7804.0	12998.0	7626.0	2365.0	9918.0	7371.0	7081.0	5532.0	11257.0	1963.0	3541.0	3571.0	2656.0	4094.0	1981.0	9439.0	3359.0	12789.0	11212.0	1769.0	16818.0	21915.0	13731.0	14374.0	11246.0	899.0	2412.0	1100.0	7195.0	1075334.0	1060995.521317
sub-0209	2647.0	2881.0	7801.0	4091.0	2348.0	10469.0	19268.0	11033.0	3013.0	14229.0	9250.0	8942.0	7579.0	14207.0	2697.0	4493.0	4543.0	3946.0	4446.0	3181.0	10800.0	3925.0	17541.0	14318.0	2830.0	20514.0	30112.0	14042.0	14244.0	10813.0	1270.0	2439.0	1159.0	10281.0	1385722.0	1848661.061498
sub-0210	1383.0	1992.0	5952.0	2945.0	1950.0	9668.0	13789.0	8722.0	2229.0	12080.0	7492.0	6192.0	5920.0	9870.0	2195.0	4238.0	3292.0	3068.0	4830.0	1790.0	9411.0	3648.0	13613.0	10111.0	1871.0	15110.0	22793.0	12036.0	11026.0	8762.0	1533.0	2303.0	1058.0	6963.0	1040520.0	1342570.105113
sub-0211	2393.0	1962.0	4610.0	3027.0	1989.0	8860.0	15285.0	8433.0	2161.0	10448.0	7882.0	7199.0	5875.0	10557.0	2162.0	3711.0	4153.0	3026.0	4787.0	2310.0	6517.0	3016.0	12304.0	8488.0	2082.0	14462.0	21867.0	11713.0	10604.0	8698.0	1026.0	2107.0	900.0	7690.0	1064667.0	1395877.819049
