Measure:mean	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus-Proper	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-vessel	Left-choroid-plexus	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus-Proper	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-vessel	Right-choroid-plexus	5th-Ventricle	WM-hypointensities	Left-WM-hypointensities	Right-WM-hypointensities	non-WM-hypointensities	Left-non-WM-hypointensities	Right-non-WM-hypointensities	Optic-Chiasm	CC_Posterior	CC_Mid_Posterior	CC_Central	CC_Mid_Anterior	CC_Anterior
sub-0060	27.9385	32.5798	81.5928	53.6319	85.2294	72.2083	79.5338	95.9808	34.2202	23.2829	81.0633	58.8409	54.9	39.1909	66.6538	87.4685	58.5	52.5592	29.34	31.2173	81.2569	52.4033	83.7294	71.7751	79.2259	95.3804	58.489	55.1159	67.8322	87.0733	60.0	52.5089	0.0	70.2335	0.0	0.0	0.0	0.0	0.0	61.7286	105.2345	89.9329	92.3617	94.8171	107.9453
sub-0061	26.9162	46.7955	82.6863	55.307	84.2111	75.47	79.9739	96.6143	33.5832	21.0362	81.1523	61.571	56.2833	39.9347	70.4934	89.6004	56.0	50.0408	27.2922	43.4326	82.3084	53.6321	84.5342	74.2515	79.1238	96.6618	59.8526	56.0787	68.5591	88.252	61.6667	48.8442	0.0	69.0167	0.0	0.0	0.0	0.0	0.0	74.8512	107.9146	90.0121	95.4412	98.7176	110.3556
sub-0062	26.7683	42.6414	84.1977	56.7752	82.5125	71.9499	80.4876	97.0378	28.9304	17.7945	82.4046	59.2	60.3401	32.4398	65.7503	89.0738	54.0	51.2198	25.9101	33.36	83.5445	54.1105	80.2315	70.6734	78.396	94.0385	57.092	59.1648	65.9027	86.5616	54.0769	50.1123	0.0	66.8802	0.0	0.0	0.0	0.0	0.0	65.719	99.0541	91.4502	91.1325	96.4404	101.3426
sub-0063	15.9102	36.6415	83.3848	57.6996	85.4531	70.7358	79.7499	97.2564	22.3425	17.3479	82.537	61.2086	59.2122	33.358	64.9622	89.6586	53.5714	48.5628	14.4704	27.3837	84.0261	56.5761	83.1986	70.0662	77.6762	94.1412	57.9766	57.0383	66.5316	88.6269	57.1818	44.4118	0.0	67.0696	0.0	0.0	0.0	0.0	0.0	63.648	100.053	86.0956	93.0779	96.1317	102.351
sub-0064	24.4343	44.0291	84.6737	57.3233	83.77	70.6779	77.9571	94.0385	38.6546	20.8797	83.1198	60.521	57.0128	38.9249	66.3611	87.6347	60.2	48.7971	26.5077	44.614	84.368	55.4145	83.214	71.7844	77.168	94.0742	59.7266	56.6774	67.0936	87.5758	52.1304	49.6148	0.0	65.9933	0.0	0.0	0.0	0.0	0.0	64.8426	102.0752	91.3437	88.7137	95.9572	99.2936
sub-0065	23.1248	42.2414	83.7144	55.6852	84.6027	72.0016	78.7113	97.0368	31.3727	20.133	81.3681	61.693	57.3769	42.4788	67.0037	88.3765	57.1111	48.205	23.8765	45.4406	82.4312	52.3226	82.141	69.5344	77.6068	96.5867	60.6157	57.8263	68.7719	88.1527	56.3636	49.9167	0.0	63.1346	0.0	0.0	0.0	0.0	0.0	66.7848	98.2242	89.6521	93.131	96.3584	101.6886
sub-0066	18.5916	36.8066	83.8452	54.9657	83.1112	70.9261	78.9534	95.2715	25.6265	15.3312	82.3757	59.1971	59.7705	31.1935	66.3861	88.9699	59.8889	47.8806	14.6182	31.123	83.7939	53.4125	81.4206	69.5872	79.5662	96.412	57.1516	59.452	67.5719	87.6444	50.129	42.8109	0.0	61.8854	0.0	0.0	0.0	0.0	0.0	65.1417	101.3685	91.1179	93.8671	95.0692	102.0563
sub-0067	23.6618	38.1538	85.3254	56.5303	82.9143	70.2499	78.2923	98.6591	31.2646	19.2712	82.363	58.5743	54.8667	33.233	67.3483	88.206	57.1471	52.5597	22.4834	36.9162	84.0934	53.9663	81.2854	70.037	77.1764	97.9626	56.8833	54.842	66.1496	87.0511	58.5714	50.7667	0.0	67.2927	0.0	0.0	0.0	0.0	0.0	68.3115	101.2347	91.5705	92.4232	92.3941	103.939
sub-0068	28.7941	45.1329	84.5199	56.5998	88.592	72.511	80.6071	97.1832	37.5438	23.8454	83.1571	62.5483	57.201	43.6415	68.992	89.3989	60.7857	52.6068	33.0733	40.3516	84.0679	54.8797	85.9926	73.7946	81.4951	97.5029	60.3115	57.5113	70.2508	89.3382	61.4286	54.9874	0.0	69.6149	0.0	0.0	0.0	0.0	0.0	66.6135	107.5356	94.7125	94.3625	94.8211	109.9021
sub-0069	29.9051	46.3986	81.0635	57.2436	85.794	76.3824	82.0304	97.0878	39.2886	24.0791	81.5253	62.8267	59.5576	44.0391	70.4837	88.521	57.9535	52.1465	31.7668	45.057	81.0318	55.3515	84.8641	75.9778	80.5769	95.2373	60.4917	60.2865	71.9771	88.7829	57.8649	53.9817	0.0	69.454	0.0	0.0	0.0	0.0	0.0	72.0526	102.1916	95.68	92.5839	97.6827	103.2653
sub-0070	24.6224	45.5991	82.7402	56.3749	83.5735	70.5314	78.6116	94.5529	30.5316	22.6604	80.8779	60.9528	61.1468	39.7335	65.1466	88.5423	56.4118	50.3739	23.6734	42.0355	83.0899	55.8455	81.5023	68.6789	78.3504	93.7896	59.2053	59.0757	65.7928	86.9579	59.3333	50.8637	0.0	66.9365	0.0	0.0	0.0	0.0	0.0	66.3976	97.157	90.1026	93.2848	93.6123	100.6892
sub-0071	28.1166	43.7979	84.9582	55.5432	86.0307	72.5438	78.2562	95.012	38.5283	19.8268	82.0737	60.2556	57.7613	36.7782	67.8508	88.6925	59.6429	54.7361	22.3068	37.069	83.0919	52.7055	85.7736	71.1013	77.3407	95.8507	58.2094	56.143	65.7637	89.5246	55.25	53.0	0.0	70.4815	0.0	0.0	0.0	0.0	0.0	63.8241	110.1242	94.7413	92.5512	99.072	106.3857
sub-0072	29.5771	48.1481	83.5096	56.1678	79.9473	69.2505	76.6209	90.9075	38.4951	22.3096	80.556	59.0595	59.8984	37.3944	63.5106	85.4029	47.0769	55.4436	34.7563	40.7053	83.1535	55.1201	80.2452	69.6849	76.1776	91.7713	58.304	57.8619	65.0972	85.9144	50.7273	55.0663	0.0	67.1472	0.0	0.0	0.0	0.0	0.0	67.0744	101.7019	96.951	92.3693	92.8327	103.1092
sub-0073	25.3797	42.3035	85.121	56.4543	85.9987	72.1558	78.8212	96.6597	27.708	19.8521	82.026	62.0298	60.8404	41.7163	65.7188	90.0848	58.1111	49.7348	32.1341	36.4567	83.6837	53.3624	84.8217	72.0019	78.725	96.6837	59.6143	59.2023	68.7324	88.7048	57.45	52.4641	0.0	69.3379	0.0	0.0	0.0	0.0	0.0	67.3145	103.8843	96.1976	93.7889	96.7446	104.876
sub-0074	30.8402	38.3474	82.9383	56.4685	85.8853	71.7838	79.5282	96.2715	35.669	21.3267	81.8415	64.2942	60.4792	43.5696	66.6559	89.2715	55.1667	55.3599	22.494	43.6413	81.8459	53.5701	85.6503	70.8056	78.7469	94.8451	62.2857	60.2769	67.2482	88.2404	60.875	48.5244	0.0	67.6281	0.0	0.0	0.0	0.0	0.0	67.5247	99.241	88.4967	93.2697	96.2151	99.8256
sub-0075	23.2324	38.593	83.2255	56.0021	84.0991	72.6486	80.5093	94.7898	33.3535	21.5543	82.9186	60.5118	59.4019	37.2785	66.8401	88.9001	58.5333	48.7372	24.8176	34.1485	83.3119	55.2168	83.4212	71.6177	78.3687	93.8703	59.5097	58.9534	66.3166	88.1153	61.619	50.1218	0.0	66.4303	0.0	0.0	0.0	0.0	0.0	64.0916	99.9025	90.0488	90.5557	96.8079	101.8108
sub-0076	19.0	45.0078	85.2788	56.942	80.8133	68.1919	75.4616	95.8128	31.0609	19.6138	81.8773	58.2652	56.601	32.0275	64.2838	86.3639	52.8462	49.1774	20.3705	27.8739	84.7708	55.0893	80.2043	66.5809	73.8656	93.9315	56.2902	54.6599	64.0157	86.3881	57.5	47.6667	0.0	67.2443	0.0	0.0	0.0	0.0	0.0	64.8676	101.9012	91.877	95.4554	97.7407	102.2617
sub-0077	24.8594	41.3825	83.157	55.5132	78.5288	70.3532	77.2899	94.5485	31.9592	23.0892	80.0254	55.1794	52.7832	37.9557	66.6497	85.9545	51.1613	49.5759	23.184	33.404	83.0154	54.2895	78.3869	69.2926	77.0811	94.5198	54.4081	54.0291	66.8411	85.7158	57.6786	49.4307	0.0	67.3726	0.0	0.0	0.0	0.0	0.0	68.4331	101.0478	83.3467	90.3161	94.1167	98.4141
sub-0078	27.3225	48.9577	83.6078	56.6633	84.8399	72.98	80.9834	98.2737	33.8295	22.0954	82.577	63.974	62.0249	38.1937	66.739	88.8115	58.5882	49.2642	28.4479	43.3268	82.3504	53.3442	83.2232	73.193	79.589	95.3792	61.4228	59.4249	68.1657	88.1615	51.1364	49.4207	0.0	67.8238	0.0	0.0	0.0	0.0	0.0	71.2419	101.066	94.6938	93.2393	92.861	103.7751
sub-0079	18.1072	32.0762	84.455	57.8858	82.7183	69.4701	77.1131	96.0944	27.796	22.7865	81.246	59.3607	58.7202	37.6181	64.3944	85.5344	58.4375	44.3832	14.6606	29.1386	84.328	56.0617	80.6587	67.7687	77.3756	95.7865	57.0074	56.538	66.0044	86.7237	56.5	41.3491	23.5	62.9794	0.0	0.0	0.0	0.0	0.0	69.2246	97.567	83.7657	91.1705	94.8884	98.6922
sub-0080	23.6899	36.1507	81.8577	54.874	84.3881	73.6986	79.5754	97.9075	30.8146	14.7794	81.1571	60.1765	54.8898	35.581	69.6448	89.0144	55.9208	49.86	22.8559	27.2207	82.4285	53.127	84.9629	74.9745	78.6265	97.2592	57.8601	54.0953	69.6651	90.5417	53.2727	50.4394	0.0	70.3563	0.0	0.0	0.0	0.0	0.0	69.1319	106.77	91.715	101.2406	99.1146	113.0073
sub-0081	18.3215	33.2658	85.016	57.8285	84.2702	69.6575	77.2482	93.2933	24.3325	21.9138	82.0327	61.4131	57.8546	36.6629	65.494	87.2437	53.0	43.6233	19.7913	36.7258	84.7967	55.429	81.9542	68.7943	76.3768	93.0592	59.6286	58.6755	67.3652	87.2647	54.25	44.2395	0.0	64.7901	0.0	0.0	0.0	0.0	0.0	62.281	100.2321	89.9187	93.8571	95.5161	100.6189
sub-0082	23.775	38.2778	82.7547	54.2519	83.6792	70.2343	76.9727	95.0398	33.4128	18.382	81.2511	57.5542	54.3959	35.1644	63.8824	87.5982	59.7143	49.9576	26.1052	27.7918	83.1662	52.8565	83.3138	70.8183	76.178	94.5632	55.2559	54.2991	65.7393	87.6335	54.5385	51.6425	0.0	67.5013	0.0	0.0	0.0	0.0	0.0	64.7941	103.0572	87.5426	96.4803	99.5888	102.7549
sub-0083	15.7647	28.1953	82.2199	56.6819	85.8532	72.3766	80.1201	98.7569	23.8896	20.7016	82.7112	60.0327	59.8004	39.4687	68.235	88.8568	60.0357	44.763	14.9673	28.0566	81.0427	53.7989	83.2037	71.0355	78.0656	96.5549	58.1537	58.0688	69.4638	88.1079	54.24	44.261	0.0	65.4765	0.0	0.0	0.0	0.0	0.0	69.3986	100.0966	83.1631	89.6319	93.1151	99.2167
sub-0084	19.9082	44.6835	83.6823	56.4528	84.8888	74.3903	79.7852	97.1153	36.1847	23.2601	82.3383	61.7791	57.8572	39.4267	68.9477	87.8572	56.9167	49.3916	25.2079	37.0255	84.9522	55.2399	84.9844	72.5526	79.3741	96.2295	60.7457	58.3293	68.0535	87.7217	50.8571	49.9787	0.0	68.5993	0.0	0.0	0.0	0.0	0.0	71.2199	100.6801	88.8065	95.751	96.5479	106.3184
sub-0085	28.5115	48.7308	83.6111	58.3407	81.099	69.9861	76.4075	91.1748	35.0527	25.9279	80.3924	60.0296	57.6518	37.2039	66.003	86.318	48.5833	53.3489	25.7696	33.5173	83.5442	57.0211	79.9081	69.3799	76.0807	91.3044	57.524	54.9114	66.1135	86.3056	0.0	49.1101	0.0	67.8402	0.0	0.0	0.0	0.0	0.0	67.9441	101.9087	93.6392	90.9314	92.0119	102.3358
sub-0086	16.6771	38.6202	83.4692	55.529	83.8038	69.7122	79.4241	94.7616	27.3202	18.4207	82.3699	59.3123	57.102	38.3313	65.4745	88.5034	53.4425	45.0937	19.8049	35.9439	83.2177	53.8624	83.9763	70.6703	79.1246	94.8981	60.0458	59.1298	67.7123	88.0465	53.5152	45.5609	0.0	65.3761	0.0	0.0	0.0	0.0	0.0	64.7579	97.0414	86.4464	91.2983	93.6186	99.8497
sub-0087	35.2623	42.5845	83.1421	55.9068	83.9333	69.7032	76.1036	92.6576	42.2097	23.0022	79.1956	61.3428	58.3566	43.7104	64.7704	86.9377	51.4091	53.7843	29.8811	31.1509	82.5799	53.5356	82.2518	68.9813	75.6959	94.4308	59.0746	56.9651	65.1175	85.5138	57.4	52.9757	0.0	68.7008	0.0	0.0	0.0	0.0	0.0	63.6699	97.8899	89.8605	87.9301	93.5618	102.695
sub-0088	14.3405	34.1579	82.6193	53.9866	83.7971	69.5829	78.4139	96.9103	26.518	16.8334	81.3612	60.5274	59.3524	32.9847	64.0933	87.6482	58.8636	45.2013	15.0242	35.2922	84.8469	53.6013	82.8847	68.3786	76.1921	93.8948	58.2249	59.3609	64.0963	85.7859	54.8824	44.6639	0.0	65.6186	0.0	0.0	0.0	0.0	0.0	65.3688	99.0677	83.4918	92.7534	95.9158	100.5903
sub-0089	22.5914	34.9194	83.0142	56.019	83.2277	69.1701	76.0591	94.4344	28.6508	17.6622	82.538	59.4631	56.0267	38.1361	65.61	88.2301	56.9804	49.0	21.081	38.0838	83.5215	53.7477	83.3815	68.3959	76.6257	94.4196	59.1946	58.5749	66.4966	88.4528	57.9231	47.6017	0.0	67.2382	0.0	0.0	0.0	0.0	0.0	65.2297	100.0149	85.8152	93.501	97.158	102.9824
sub-0090	23.7415	45.3143	82.8069	55.6558	86.6941	73.4923	80.4524	96.9197	30.7539	21.9872	81.9508	60.8999	59.5812	37.741	66.1331	89.1636	60.9	49.0903	21.6142	37.6921	82.5054	53.6172	84.601	70.8261	79.441	96.5482	57.9409	57.133	66.9682	88.6761	58.5833	46.9723	0.0	69.0777	0.0	0.0	0.0	0.0	0.0	64.9535	103.3116	87.158	94.1564	97.5238	102.0043
sub-0091	41.4362	47.3387	83.6042	56.1644	84.5144	74.1691	79.3345	96.6778	36.8423	21.0866	82.081	63.8879	60.1436	44.5193	67.3356	89.3487	56.9167	59.8859	28.4208	33.8789	83.7548	54.5356	82.6544	72.2564	78.6934	96.3522	61.4762	58.8447	67.8161	86.8269	58.6667	47.4333	0.0	67.8975	0.0	0.0	0.0	0.0	0.0	70.5455	101.8112	98.2937	92.2559	96.4406	104.3603
sub-0092	21.7636	32.9102	82.2419	51.5224	80.6483	66.7636	72.7411	91.4081	26.6039	16.655	80.6447	56.0631	53.0551	34.3973	60.8894	84.1977	50.875	50.3701	22.6741	34.0784	83.2226	51.7974	81.2126	66.3921	72.2775	89.6902	53.9615	51.2596	61.9611	84.3505	53.875	48.2984	0.0	68.301	0.0	0.0	0.0	0.0	0.0	64.1803	104.7554	93.7447	96.4007	97.9946	108.4825
sub-0093	18.7039	37.9324	84.4345	54.3101	84.6601	70.8364	80.8985	97.5836	25.1529	16.5557	82.9951	60.087	60.3786	34.495	66.0685	89.1446	56.3333	45.5413	22.87	30.7092	85.1342	53.9803	85.6586	70.3981	79.4403	96.5938	59.0615	59.0648	67.8205	88.6516	48.913	46.2611	0.0	66.1636	0.0	0.0	0.0	0.0	0.0	65.8363	100.9926	93.2827	92.8632	95.7038	101.4867
sub-0094	26.1852	40.259	83.3565	55.0279	84.1598	71.5742	78.3415	93.3654	30.77	19.1739	81.1764	59.7535	58.7636	39.5587	69.6309	87.3024	57.0714	48.2286	24.1315	38.044	81.4401	52.2239	82.3317	69.4066	76.8699	92.5777	58.2506	55.4211	67.681	86.329	50.3077	48.9892	0.0	65.8338	0.0	0.0	0.0	0.0	0.0	68.2541	99.9568	86.6481	94.7161	94.2113	105.2334
sub-0095	23.1594	44.2018	83.2552	54.5354	83.6668	70.9898	77.6472	94.5819	34.381	21.1473	82.2536	59.871	57.6524	36.0222	65.4363	87.6758	57.0	47.7046	24.8171	42.7969	81.8751	52.2834	82.4669	69.6877	76.0862	93.5302	58.5477	56.2091	67.0015	86.1528	60.0	49.7613	0.0	67.2431	0.0	0.0	0.0	0.0	0.0	63.5652	99.8229	89.1381	93.8595	97.28	100.3936
sub-0096	32.4924	31.9096	84.7333	59.0029	82.6808	70.4112	77.2987	94.2815	40.2978	23.1395	79.926	61.3426	60.2977	39.2717	63.3052	86.388	57.875	54.5089	28.6955	24.1374	83.2821	55.8584	79.3708	69.7673	76.5562	93.4793	57.6426	57.5062	65.7005	85.6783	52.4167	53.0537	0.0	66.3732	0.0	0.0	0.0	0.0	0.0	66.5547	102.3266	95.4066	93.0343	95.6873	99.4247
sub-0097	23.2177	41.6648	82.8303	53.4989	82.2376	69.3109	77.49	93.7863	29.4916	21.0218	82.1139	57.0229	54.8953	36.3673	64.1227	87.6333	57.4839	52.3212	21.1392	36.6406	83.0662	52.6123	81.5353	69.3783	76.5789	93.0167	56.566	56.2149	66.0116	87.0441	53.8043	47.3491	0.0	67.0007	0.0	0.0	0.0	0.0	0.0	69.1402	97.56	88.3866	94.2	97.3043	102.6726
sub-0098	25.4588	42.934	83.6376	56.3514	84.5331	71.3019	79.1133	97.4431	35.0678	26.4741	82.4427	59.9178	56.1176	38.042	66.3585	88.9863	60.0	52.4044	24.0556	43.7099	83.0279	54.5248	83.1989	70.8501	77.7386	94.1958	58.0675	56.4531	66.6471	88.4647	55.8182	47.9215	0.0	68.0484	0.0	0.0	0.0	0.0	0.0	64.1651	104.2086	93.4527	97.3027	97.5675	108.3028
sub-0099	16.3236	44.7457	83.2291	53.3845	83.8583	69.1786	77.1702	96.9108	28.9537	15.9967	81.7723	59.4452	60.7217	32.8016	63.4954	88.2528	57.7241	43.7401	19.105	40.6215	84.3016	51.8791	81.6791	68.7011	75.4799	95.2977	58.6441	59.5169	65.4106	86.8743	54.7368	47.9489	0.0	66.9223	0.0	0.0	30.0	0.0	0.0	62.9281	102.3957	87.8459	97.3165	98.1801	103.4346
sub-0100	19.7149	42.0795	83.4652	56.5849	84.2126	73.7645	78.8602	95.8893	27.4115	20.3141	82.5955	60.1892	57.1541	35.3962	67.7785	88.7442	54.9667	45.7003	20.3814	30.6479	84.0834	55.3388	83.4714	71.615	78.6007	95.793	57.0152	56.1322	68.5262	88.3708	38.2617	46.1592	0.0	68.2215	0.0	0.0	0.0	0.0	0.0	66.5306	101.9253	91.0785	94.0328	93.9926	100.2818
sub-0101	22.054	35.7717	82.4135	56.2805	82.2862	70.5473	79.5828	95.8926	32.4103	22.1277	81.4821	59.2738	57.1989	39.1655	65.6084	87.2749	52.4222	45.8173	26.2964	28.6372	83.3241	55.0038	81.2748	70.1953	78.5086	94.5461	58.962	55.8121	68.136	86.1644	55.8333	49.1296	0.0	66.1819	0.0	0.0	0.0	0.0	0.0	66.0305	99.8439	90.167	89.8257	95.5225	100.9291
sub-0102	25.009	48.1875	83.5487	55.2928	82.9081	73.2335	78.5536	95.2874	37.3362	24.6156	82.3973	61.7103	59.9596	41.8925	67.1893	88.5765	59.5625	50.5611	24.4214	39.9731	82.4095	52.827	80.4735	70.603	77.4187	94.0664	59.313	58.2529	67.0541	87.1607	55.08	50.636	0.0	68.1437	0.0	0.0	0.0	0.0	0.0	70.2818	101.0669	89.1886	95.4554	96.957	107.2537
sub-0103	28.1407	45.8101	84.3783	57.5013	84.4561	72.8714	80.4604	95.092	35.7461	27.2272	83.1215	60.4719	59.3278	45.2867	68.7679	87.8244	57.8333	50.5095	29.8624	35.3913	83.9897	55.3603	82.4747	70.8491	78.7475	92.8921	58.42	58.1248	68.7114	87.3095	57.7692	50.3389	0.0	68.9853	0.0	0.0	0.0	0.0	0.0	73.7661	96.0466	92.3273	92.8878	92.5561	105.0736
sub-0104	23.4592	36.7048	83.3477	54.3126	85.1614	72.3976	80.0286	98.7729	35.8425	21.4302	82.9479	60.612	58.2355	37.1355	67.7767	89.4793	60.1429	50.2434	22.0406	33.8338	82.3148	51.9651	83.4869	71.8466	78.8713	99.2508	57.9673	57.5588	67.37	88.4623	59.4762	51.7963	0.0	67.207	0.0	0.0	0.0	0.0	0.0	72.0827	102.8869	87.0415	94.9722	95.014	103.3087
sub-0105	37.4348	48.92	84.8328	59.5118	86.5396	75.0572	81.7319	99.5994	48.5252	26.5754	80.1899	62.5002	58.972	48.2166	69.4062	88.8192	55.3784	58.8939	37.5046	32.6015	84.6133	57.6484	84.2505	74.3871	80.0073	97.6454	61.319	58.3185	70.4337	87.4638	56.025	55.8882	0.0	68.7667	0.0	0.0	0.0	0.0	0.0	71.0098	100.9982	91.9885	90.1512	91.3743	103.8021
sub-0106	27.5755	41.0242	82.8163	57.3973	82.4118	72.3085	77.9355	94.2349	39.2266	21.2348	80.8389	59.9629	55.9474	41.5719	64.7439	86.8093	61.3333	52.633	29.3734	41.4897	82.825	56.4465	83.6514	72.0855	77.5467	93.0259	59.8623	57.1497	66.8788	85.9913	0.0	51.9891	0.0	67.0127	0.0	0.0	0.0	0.0	0.0	66.5579	100.8663	93.5958	92.6702	95.0023	103.2801
sub-0107	25.1768	39.1234	83.6822	57.0119	83.2494	70.1824	77.0343	93.5922	35.648	25.5664	81.9041	61.01	58.5779	42.1997	63.8842	87.2152	58.1429	47.6988	25.3969	40.5753	83.0125	55.2876	82.9145	69.9515	77.2795	92.4139	60.8999	58.2019	66.4507	87.0434	0.0	47.7935	0.0	66.6297	0.0	0.0	0.0	0.0	0.0	77.0484	100.9686	88.9022	93.4481	95.1418	106.4408
sub-0108	37.8135	43.0133	83.5167	57.0191	82.553	71.2216	76.3631	96.1491	37.6322	22.7535	81.666	60.0689	59.3645	44.1632	64.9582	87.2038	50.4348	53.3627	32.4513	39.1108	83.5804	54.8108	80.4848	70.1203	75.5569	92.7604	59.736	57.8478	65.8912	87.681	56.0	53.2436	0.0	68.1603	0.0	0.0	0.0	0.0	0.0	64.3932	99.8119	92.3497	90.1449	94.5546	104.3594
sub-0109	20.7025	45.3772	84.3407	57.6414	81.2299	71.3767	79.2297	95.4564	32.5229	23.8664	82.523	58.6417	57.5568	37.3477	65.2815	88.0881	45.8727	48.8517	21.7889	35.0465	83.0041	55.0009	80.0508	68.4701	78.7342	93.7098	55.5415	56.384	65.825	86.1942	57.0	47.8632	0.0	67.2238	0.0	0.0	0.0	0.0	0.0	68.3721	100.8163	89.6098	92.9741	93.3668	104.9184
sub-0110	25.4518	50.2446	83.6215	56.7624	85.1418	71.2595	79.2785	96.1157	35.3669	23.7622	82.819	62.0903	61.9924	40.2417	66.2871	88.6736	59.8182	49.8439	26.3969	32.7634	84.2334	55.3348	83.8176	70.5714	77.2903	93.7551	59.8687	59.7685	67.0367	88.3255	58.0	49.1336	0.0	66.7033	0.0	0.0	0.0	0.0	0.0	66.1182	98.9902	90.6455	94.7845	96.5852	97.7961
sub-0111	23.5681	37.7154	82.7629	58.0732	83.0271	72.7169	81.4828	96.9058	38.3912	24.8128	82.1471	61.7097	58.8405	42.1877	67.929	87.0224	54.2308	51.1632	34.5917	33.1816	84.4828	57.2946	83.3656	73.9829	80.355	96.064	60.2833	59.43	69.679	86.6006	59.8667	56.5947	46.3333	69.1999	0.0	0.0	0.0	0.0	0.0	63.5103	99.1289	89.876	93.9378	94.6365	105.8082
sub-0112	24.493	35.5678	83.3683	56.6952	80.554	69.4148	77.9976	96.7988	31.0605	19.8777	81.7983	59.9762	55.5704	33.0506	65.3701	87.2436	56.6905	51.4118	27.3627	28.2961	81.6128	53.7736	81.0431	70.3576	77.5563	96.4142	57.0709	57.0851	66.5333	87.6349	55.6667	52.3255	0.0	68.183	0.0	0.0	0.0	0.0	0.0	67.9196	100.9777	90.4156	92.8874	95.559	102.3667
sub-0113	26.1944	42.1324	84.7215	56.2173	82.8738	67.8061	75.3958	92.38	39.0744	21.5533	81.8994	59.36	56.9819	41.8182	62.3512	88.2134	56.4667	49.703	30.2315	39.8	84.0101	52.4768	80.7663	67.8324	74.2727	91.7671	57.763	56.5443	63.6181	87.012	45.2	53.0836	0.0	65.9658	0.0	0.0	0.0	0.0	0.0	64.7407	99.5631	92.3889	93.2855	94.9505	101.864
sub-0114	28.6133	39.44	83.0429	56.1865	84.1792	71.9482	78.6165	95.1303	37.3617	25.7418	81.8211	61.0602	58.9719	41.5817	67.1461	87.7177	57.0	48.1292	27.1214	35.7022	81.6232	53.2705	82.4177	70.6902	77.2534	94.5051	59.1784	57.5289	67.5217	86.5223	55.5385	49.3309	0.0	69.8445	0.0	0.0	0.0	0.0	0.0	67.5714	104.9287	91.4505	94.18	97.0386	108.4447
sub-0115	27.1968	45.9545	84.1674	56.6243	86.5344	73.8841	80.3992	97.6495	38.073	24.1956	81.9296	63.6931	60.8737	48.0477	69.5761	89.2979	52.9677	50.306	38.3863	35.1527	84.1608	55.7828	86.6436	75.8317	79.2794	96.233	61.8641	61.3987	71.0889	88.9848	58.0	60.7653	0.0	70.9906	0.0	0.0	0.0	0.0	0.0	70.0068	101.0166	92.7035	92.8506	99.2777	100.9532
sub-0116	29.9526	34.8983	82.454	56.3871	83.2228	71.0814	76.264	94.2375	35.0808	23.3887	80.8717	60.0344	58.6133	38.5316	66.2248	88.6066	53.9259	48.29	26.9846	29.4055	83.0026	54.5661	82.537	69.6074	75.1955	93.5339	57.5493	58.1993	69.6705	86.758	42.0	50.7555	0.0	67.2465	0.0	0.0	0.0	0.0	0.0	71.6533	100.7286	91.2664	90.8256	96.6769	99.5446
sub-0117	26.431	34.2015	82.5792	56.3334	84.3927	72.4104	80.279	94.466	35.5741	21.8169	80.8729	58.7333	55.6178	39.8079	66.9658	86.4788	53.0625	49.3882	26.9835	27.8789	82.5081	53.9308	82.4173	72.6069	79.7069	94.9716	57.468	55.4873	69.467	85.0141	58.0667	51.2504	0.0	66.1821	0.0	0.0	0.0	0.0	0.0	69.4486	95.8089	90.5475	93.2356	93.1284	105.8601
sub-0118	26.2635	39.8445	84.2958	54.5962	83.9751	69.8589	78.3198	95.649	28.7988	17.2109	80.9859	60.2059	56.8606	37.3749	65.9735	86.2146	54.7969	48.036	22.689	35.4488	82.8953	51.3429	82.4567	68.6268	77.3714	94.6661	58.5756	56.9258	66.8154	86.8914	47.4688	42.7826	0.0	66.8273	0.0	0.0	0.0	0.0	0.0	69.6567	100.7076	89.2472	92.0378	90.7772	105.4601
sub-0119	20.2269	38.7778	83.5133	54.8563	80.4999	68.8741	77.7435	94.2495	28.8777	20.8419	81.259	58.3737	56.6375	33.9642	64.9764	87.5175	59.2667	47.9902	21.4898	39.9467	82.5493	53.0445	81.3157	68.5536	76.5583	92.803	56.7101	56.2472	64.5662	87.0856	57.0	48.4069	0.0	65.978	0.0	0.0	0.0	0.0	0.0	65.869	100.8213	88.7048	95.6576	97.9274	100.6528
sub-0120	24.292	37.0478	84.9489	59.0739	84.6291	71.5228	80.9263	97.3737	33.1031	23.5741	82.3406	61.117	61.0383	39.142	69.3333	89.424	55.6269	47.3562	23.3067	33.3184	84.6813	57.2815	85.0987	71.4638	80.1339	96.5971	59.8838	60.575	71.3507	88.1799	47.697	49.406	0.0	67.497	0.0	0.0	0.0	0.0	0.0	65.7714	99.2	90.9412	90.1259	92.935	95.1761
