onset	duration	trial_type	response_accuracy	response_time	response_hand
8.036	6	active_change	incorrect	1.0975000000000001	left
20.0523	6	active_change	correct	1.0378000000000007	right
26.0605	6	active_nochange	correct	0.8142999999999994	left
36.0768	6	passive	n/a	2.0726000000000013	right
42.085	6	active_change	incorrect	1.0801999999999978	left
52.1013	6	active_nochange	incorrect	0.8734999999999999	right
60.1177	6	active_change	incorrect	1.0388999999999982	left
66.1259	6	active_nochange	correct	0.6513999999999953	left
72.134	6	active_change	correct	1.2741000000000042	right
78.1422	6	active_change	incorrect	0.9097000000000008	left
86.1586	6	active_nochange	incorrect	0.7259999999999991	right
92.1667	6	active_nochange	correct	0.9645999999999901	left
100.1831	6	active_nochange	incorrect	1.171900000000008	right
106.1913	6	passive	n/a	0.9155000000000086	right
112.1994	6	active_change	incorrect	0.9072000000000031	left
118.2076	6	active_nochange	incorrect	0.6886999999999972	right
126.22399999999999	6	passive	n/a	1.804000000000002	right
134.2404	6	active_nochange	incorrect	1.3403000000000134	right
140.2485	6	active_nochange	correct	0.8700000000000045	left
150.2649	6	active_nochange	correct	1.1531999999999982	left
156.273	6	passive	n/a	1.9148000000000138	left
162.2812	6	passive	miss	n/a	right
172.2975	6	active_change	correct	0.791799999999995	right
180.3139	6	active_change	incorrect	1.332099999999997	left
188.3303	6	active_nochange	correct	0.7734000000000094	left
194.3385	6	active_change	incorrect	0.5899000000000001	left
204.3548	6	passive	n/a	0.6291999999999973	left
210.363	6	active_nochange	incorrect	1.2408000000000072	right
216.3711	6	active_change	correct	0.7904999999999802	right
222.3792	6	active_change	correct	1.54910000000001	right
228.3874	6	active_nochange	correct	0.8586999999999989	left
238.4037	6	active_change	incorrect	1.1631000000000142	left
244.4119	6	active_change	incorrect	1.0115999999999872	left
252.42829999999998	6	active_change	correct	0.8949000000000069	right
258.4364	6	active_change	correct	0.9986000000000104	right
264.4446	6	active_nochange	correct	1.1322000000000116	left
272.461	6	passive	n/a	1.8903999999999996	left
280.4774	6	passive	n/a	2.011700000000019	left
296.4936	6	active_nochange	incorrect	1.0378999999999792	right
302.5017	6	active_nochange	correct	1.0265999999999735	left
