name	volume	thickness	area	meancurv
Left-G&S_frontomargin	2091.0	2.38	782.0	0.17
Left-G&S_occipital_inf	2506.0	2.263	1069.0	0.151
Left-G&S_paracentral	3054.0	2.248	1150.0	0.114
Left-G&S_subcentral	3574.0	2.502	1271.0	0.133
Left-G&S_transv_frontopol	2068.0	2.523	613.0	0.175
Left-G&S_cingul-Ant	4397.0	2.7	1584.0	0.129
Left-G&S_cingul-Mid-Ant	2542.0	2.752	903.0	0.111
Left-G&S_cingul-Mid-Post	2505.0	2.763	906.0	0.11599999999999999
Left-G_cingul-Post-dorsal	1592.0	3.242	415.0	0.156
Left-G_cingul-Post-ventral	521.0	2.638	183.0	0.135
Left-G_cuneus	3076.0	1.959	1409.0	0.168
Left-G_front_inf-Opercular	3069.0	2.8560000000000003	864.0	0.149
Left-G_front_inf-Orbital	1215.0	2.9730000000000003	274.0	0.152
Left-G_front_inf-Triangul	1847.0	2.573	529.0	0.139
Left-G_front_middle	9897.0	2.512	3038.0	0.149
Left-G_front_sup	18573.0	2.81	5270.0	0.138
Left-G_Ins_lg&S_cent_ins	1460.0	3.812	378.0	0.11199999999999999
Left-G_insular_short	2370.0	4.064	400.0	0.11
Left-G_occipital_middle	4682.0	2.54	1470.0	0.14
Left-G_occipital_sup	2571.0	2.1430000000000002	1100.0	0.158
Left-G_oc-temp_lat-fusifor	4868.0	2.966	1314.0	0.151
Left-G_oc-temp_med-Lingual	5168.0	2.082	2138.0	0.159
Left-G_oc-temp_med-Parahip	4192.0	3.4730000000000003	924.0	0.111
Left-G_orbital	6164.0	2.8339999999999996	1658.0	0.153
Left-G_pariet_inf-Angular	5765.0	2.622	1765.0	0.153
Left-G_pariet_inf-Supramar	7141.0	2.648	2250.0	0.155
Left-G_parietal_sup	6021.0	2.155	2306.0	0.142
Left-G_postcentral	4598.0	2.0	1941.0	0.134
Left-G_precentral	5440.0	2.62	1627.0	0.11199999999999999
Left-G_precuneus	6950.0	2.5540000000000003	2246.0	0.157
Left-G_rectus	2791.0	2.781	768.0	0.158
Left-G_subcallosal	926.0	2.7310000000000003	321.0	0.067
Left-G_temp_sup-G_T_transv	983.0	2.35	348.0	0.10300000000000001
Left-G_temp_sup-Lateral	5271.0	3.011	1302.0	0.14300000000000002
Left-G_temp_sup-Plan_polar	1853.0	3.3139999999999996	474.0	0.069
Left-G_temp_sup-Plan_tempo	1517.0	2.349	586.0	0.077
Left-G_temporal_inf	6009.0	2.9189999999999996	1577.0	0.158
Left-G_temporal_middle	7444.0	2.925	1882.0	0.16
Left-Lat_Fis-ant-Horizont	278.0	1.784	173.0	0.099
Left-Lat_Fis-ant-Vertical	466.0	2.502	203.0	0.092
Left-Lat_Fis-post	1416.0	2.549	748.0	0.11
Left-Pole_occipital	3324.0	1.985	1542.0	0.165
Left-Pole_temporal	5918.0	3.344	1226.0	0.152
Left-S_calcarine	2638.0	1.854	1615.0	0.126
Left-S_central	3478.0	1.932	2013.0	0.09699999999999999
Left-S_cingul-Marginalis	1461.0	2.234	749.0	0.10300000000000001
Left-S_circular_insula_ant	855.0	3.43	314.0	0.09699999999999999
Left-S_circular_insula_inf	1773.0	2.792	780.0	0.09300000000000001
Left-S_circular_insula_sup	2444.0	2.891	1058.0	0.105
Left-S_collat_transv_ant	1666.0	2.583	737.0	0.094
Left-S_collat_transv_post	619.0	2.022	363.0	0.11699999999999999
Left-S_front_inf	2307.0	2.208	1178.0	0.114
Left-S_front_middle	1793.0	2.1630000000000003	849.0	0.133
Left-S_front_sup	4349.0	2.26	2099.0	0.111
Left-S_interm_prim-Jensen	324.0	1.818	195.0	0.13
Left-S_intrapariet&P_trans	3711.0	2.082	1980.0	0.105
Left-S_oc_middle&Lunatus	1143.0	2.221	597.0	0.125
Left-S_oc_sup&transversal	1927.0	2.1519999999999997	1021.0	0.122
Left-S_occipital_ant	1273.0	2.432	507.0	0.138
Left-S_oc-temp_lat	1196.0	2.168	617.0	0.121
Left-S_oc-temp_med&Lingual	3028.0	2.475	1380.0	0.113
Left-S_orbital_lateral	365.0	1.953	203.0	0.107
Left-S_orbital_med-olfact	932.0	2.406	420.0	0.114
Left-S_orbital-H_Shaped	2961.0	2.81	1002.0	0.133
Left-S_parieto_occipital	3010.0	2.279	1433.0	0.11699999999999999
Left-S_pericallosal	1772.0	2.577	875.0	0.122
Left-S_postcentral	5456.0	2.036	2833.0	0.12
Left-S_precentral-inf-part	2529.0	2.242	1235.0	0.09699999999999999
Left-S_precentral-sup-part	1644.0	2.349	760.0	0.10800000000000001
Left-S_suborbital	1226.0	2.826	476.0	0.124
Left-S_subparietal	1659.0	2.559	716.0	0.11900000000000001
Left-S_temporal_inf	2370.0	2.505	1096.0	0.11900000000000001
Left-S_temporal_sup	9391.0	2.572	4023.0	0.11599999999999999
Left-S_temporal_transverse	529.0	2.241	299.0	0.12
BrainSegVolNotVent	1150456.0	1150456.0	86346.3	1150456.0
eTIV	1339237.223034	1339237.223034	1150456.0	1339237.223034
