onset	duration	trial_type	response_accuracy	response_time	response_hand
8.0424	6	active_change	incorrect	1.4962	left
20.0588	6	active_change	incorrect	1.0074999999999967	left
26.067	6	active_nochange	correct	1.6081000000000003	left
36.0834	6	passive	n/a	0.4674000000000049	left
42.0916	6	active_change	incorrect	1.7310000000000016	left
52.108	6	active_nochange	incorrect	1.4463000000000008	right
60.1245	6	active_change	incorrect	1.084600000000009	left
66.1327	6	active_nochange	incorrect	1.5991999999999962	right
72.1409	6	active_change	incorrect	1.7327999999999975	left
78.1491	6	active_change	incorrect	1.1114999999999924	left
86.1656	6	active_nochange	correct	2.7147000000000077	left
92.1738	6	active_nochange	correct	0.9283999999999963	left
100.1902	6	active_nochange	correct	1.0737000000000023	left
106.1984	6	passive	n/a	1.4313999999999965	right
112.2066	6	active_change	incorrect	1.3910000000000053	left
118.2148	6	active_nochange	incorrect	1.4605999999999995	right
126.2313	6	passive	n/a	1.373899999999992	right
134.2478	6	active_nochange	correct	2.1110999999999933	left
140.256	6	active_nochange	incorrect	1.2507999999999981	right
150.2724	6	active_nochange	incorrect	1.6800999999999817	right
156.2806	6	passive	n/a	1.7466000000000008	right
162.2888	6	passive	n/a	1.5202999999999918	right
172.3053	6	active_change	correct	1.8415000000000248	right
180.3217	6	active_change	incorrect	1.4119000000000028	left
188.3382	6	active_nochange	incorrect	1.4161000000000001	right
194.3464	6	active_change	incorrect	1.2678000000000225	left
204.3629	6	passive	n/a	1.3840000000000146	right
210.3711	6	active_nochange	incorrect	1.752600000000001	right
216.3792	6	active_change	incorrect	1.2743000000000109	left
222.3874	6	active_change	incorrect	1.6508999999999787	left
228.3956	6	active_nochange	incorrect	1.2716000000000065	right
238.4121	6	active_change	incorrect	1.6046999999999798	left
244.4203	6	active_change	incorrect	1.240399999999994	left
252.43669999999997	6	active_change	incorrect	1.4638000000000488	left
258.4449	6	active_change	correct	1.5013999999999896	right
264.4531	6	active_nochange	incorrect	1.3419999999999845	right
272.4696	6	passive	n/a	1.5691999999999666	right
280.4861	6	passive	n/a	1.2544999999999504	right
296.5024	6	active_nochange	incorrect	1.2767999999999802	right
302.5106	6	active_nochange	incorrect	1.284400000000005	right
