name	volume	thickness	area	meancurv
Left-bankssts	2591.0	2.423	1111.0	0.083
Left-caudalanteriorcingulate	1543.0	2.739	582.0	0.128
Left-caudalmiddlefrontal	5553.0	2.384	2132.0	0.12300000000000001
Left-cuneus	3085.0	1.984	1490.0	0.14
Left-entorhinal	2530.0	4.263999999999999	382.0	0.121
Left-fusiform	8310.0	2.895	2531.0	0.135
Left-inferiorparietal	12063.0	2.517	4451.0	0.109
Left-inferiortemporal	11557.0	2.79	3467.0	0.133
Left-isthmuscingulate	2538.0	2.569	882.0	0.128
Left-lateraloccipital	11261.0	2.202	4857.0	0.13699999999999998
Left-lateralorbitofrontal	8175.0	2.786	2612.0	0.13699999999999998
Left-lingual	7242.0	2.099	3138.0	0.14400000000000002
Left-medialorbitofrontal	6202.0	2.7539999999999996	1936.0	0.12
Left-middletemporal	9861.0	2.546	3171.0	0.134
Left-parahippocampal	2358.0	3.471	573.0	0.115
Left-paracentral	3610.0	2.445	1359.0	0.1
Left-parsopercularis	3751.0	2.23	1464.0	0.125
Left-parsorbitalis	2235.0	2.582	649.0	0.162
Left-parstriangularis	2898.0	2.3930000000000002	1042.0	0.13699999999999998
Left-pericalcarine	1946.0	1.6059999999999999	1384.0	0.13699999999999998
Left-postcentral	9289.0	2.012	4114.0	0.10400000000000001
Left-posteriorcingulate	3070.0	2.681	1084.0	0.14
Left-precentral	12893.0	2.4290000000000003	4875.0	0.105
Left-precuneus	10237.0	2.608	3731.0	0.128
Left-rostralanteriorcingulate	2897.0	2.9339999999999997	873.0	0.133
Left-rostralmiddlefrontal	12827.0	2.274	5052.0	0.146
Left-superiorfrontal	18902.0	2.569	6356.0	0.135
Left-superiorparietal	14142.0	2.089	6207.0	0.114
Left-superiortemporal	11760.0	2.658	3701.0	0.107
Left-supramarginal	9936.0	2.555	3523.0	0.125
Left-frontalpole	952.0	2.384	277.0	0.175
Left-temporalpole	2565.0	3.622	509.0	0.134
Left-transversetemporal	1064.0	2.415	408.0	0.125
Left-insula	7269.0	3.299	2157.0	0.11599999999999999
BrainSegVolNotVent	1067239.0	1067239.0	82080.6	1067239.0
eTIV	1192080.919068	1192080.919068	1067239.0	1192080.919068
