onset	duration	trial_type	response_accuracy	response_time	response_hand
8.0383	6	active_change	incorrect	1.1502	left
20.0546	6	active_change	incorrect	1.6424999999999983	left
26.0627	6	active_nochange	incorrect	1.2742000000000004	right
36.0791	6	passive	n/a	2.0324000000000026	right
42.0873	6	active_change	incorrect	1.581000000000003	left
52.1037	6	active_nochange	incorrect	1.191199999999995	right
60.120099999999994	6	active_change	incorrect	1.3046000000000078	left
66.1283	6	active_nochange	incorrect	1.428200000000004	right
72.1364	6	active_change	incorrect	1.2458000000000027	left
78.1446	6	active_change	incorrect	1.2064000000000021	left
86.161	6	active_nochange	incorrect	1.1948000000000008	right
92.1692	6	active_nochange	incorrect	1.5852999999999895	right
100.1856	6	active_nochange	incorrect	1.2647000000000048	right
106.1938	6	passive	n/a	1.5191999999999979	right
112.2019	6	active_change	incorrect	1.2739000000000118	left
118.2101	6	active_nochange	incorrect	1.3004999999999995	right
126.22649999999999	6	passive	n/a	1.7668000000000177	right
134.243	6	active_nochange	incorrect	1.2771000000000186	right
140.2511	6	active_nochange	incorrect	1.1738	right
150.2675	6	active_nochange	correct	1.6559999999999775	left
156.2757	6	passive	n/a	1.6245999999999867	left
162.2838	6	passive	n/a	1.5782999999999845	right
172.3002	6	active_change	incorrect	1.279500000000013	left
180.3166	6	active_change	incorrect	1.5278000000000134	left
188.3331	6	active_nochange	incorrect	1.1330999999999847	right
194.3412	6	active_change	incorrect	1.2008000000000152	left
204.3576	6	passive	n/a	1.2820000000000107	right
210.3658	6	active_nochange	incorrect	1.1805999999999983	right
216.3739	6	active_change	incorrect	1.1942999999999984	left
222.3821	6	active_change	incorrect	1.3519000000000005	left
228.3902	6	active_nochange	correct	1.4106000000000165	left
238.4066	6	active_change	incorrect	1.3157999999999959	left
244.4148	6	active_change	incorrect	1.270399999999995	left
252.4312	6	active_change	incorrect	1.470700000000022	left
258.4394	6	active_change	incorrect	1.5593000000000075	left
264.4475	6	active_nochange	incorrect	1.3760000000000332	right
272.464	6	passive	n/a	1.9021999999999935	left
280.4804	6	passive	n/a	1.75750000000005	right
296.4966	6	active_nochange	incorrect	1.2337999999999738	right
302.5048	6	active_nochange	incorrect	1.2194000000000074	right
