lh.aparc.a2009s.area	lh_G&S_frontomargin_area	lh_G&S_occipital_inf_area	lh_G&S_paracentral_area	lh_G&S_subcentral_area	lh_G&S_transv_frontopol_area	lh_G&S_cingul-Ant_area	lh_G&S_cingul-Mid-Ant_area	lh_G&S_cingul-Mid-Post_area	lh_G_cingul-Post-dorsal_area	lh_G_cingul-Post-ventral_area	lh_G_cuneus_area	lh_G_front_inf-Opercular_area	lh_G_front_inf-Orbital_area	lh_G_front_inf-Triangul_area	lh_G_front_middle_area	lh_G_front_sup_area	lh_G_Ins_lg&S_cent_ins_area	lh_G_insular_short_area	lh_G_occipital_middle_area	lh_G_occipital_sup_area	lh_G_oc-temp_lat-fusifor_area	lh_G_oc-temp_med-Lingual_area	lh_G_oc-temp_med-Parahip_area	lh_G_orbital_area	lh_G_pariet_inf-Angular_area	lh_G_pariet_inf-Supramar_area	lh_G_parietal_sup_area	lh_G_postcentral_area	lh_G_precentral_area	lh_G_precuneus_area	lh_G_rectus_area	lh_G_subcallosal_area	lh_G_temp_sup-G_T_transv_area	lh_G_temp_sup-Lateral_area	lh_G_temp_sup-Plan_polar_area	lh_G_temp_sup-Plan_tempo_area	lh_G_temporal_inf_area	lh_G_temporal_middle_area	lh_Lat_Fis-ant-Horizont_area	lh_Lat_Fis-ant-Vertical_area	lh_Lat_Fis-post_area	lh_Pole_occipital_area	lh_Pole_temporal_area	lh_S_calcarine_area	lh_S_central_area	lh_S_cingul-Marginalis_area	lh_S_circular_insula_ant_area	lh_S_circular_insula_inf_area	lh_S_circular_insula_sup_area	lh_S_collat_transv_ant_area	lh_S_collat_transv_post_area	lh_S_front_inf_area	lh_S_front_middle_area	lh_S_front_sup_area	lh_S_interm_prim-Jensen_area	lh_S_intrapariet&P_trans_area	lh_S_oc_middle&Lunatus_area	lh_S_oc_sup&transversal_area	lh_S_occipital_ant_area	lh_S_oc-temp_lat_area	lh_S_oc-temp_med&Lingual_area	lh_S_orbital_lateral_area	lh_S_orbital_med-olfact_area	lh_S_orbital-H_Shaped_area	lh_S_parieto_occipital_area	lh_S_pericallosal_area	lh_S_postcentral_area	lh_S_precentral-inf-part_area	lh_S_precentral-sup-part_area	lh_S_suborbital_area	lh_S_subparietal_area	lh_S_temporal_inf_area	lh_S_temporal_sup_area	lh_S_temporal_transverse_area	lh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-0176	991.0	1114.0	1009.0	1093.0	584.0	1506.0	857.0	875.0	393.0	191.0	1194.0	941.0	249.0	901.0	3408.0	5025.0	362.0	458.0	1839.0	1043.0	993.0	1823.0	1163.0	1688.0	1574.0	1840.0	1927.0	1299.0	1522.0	1964.0	694.0	448.0	243.0	1470.0	428.0	665.0	1916.0	1853.0	214.0	101.0	698.0	1539.0	1313.0	1347.0	1983.0	848.0	369.0	964.0	1211.0	931.0	340.0	1780.0	1059.0	1790.0	143.0	2181.0	1100.0	890.0	677.0	723.0	1574.0	314.0	369.0	1009.0	1419.0	647.0	1880.0	1036.0	880.0	538.0	820.0	1208.0	4534.0	218.0	86186.8	1161984.0	1515596.878423
sub-0177	846.0	1295.0	974.0	1249.0	556.0	1567.0	867.0	945.0	544.0	313.0	1403.0	855.0	303.0	762.0	3892.0	5401.0	556.0	517.0	1555.0	1190.0	1200.0	2359.0	938.0	1857.0	2242.0	2934.0	1976.0	1410.0	1932.0	1887.0	729.0	399.0	297.0	1450.0	591.0	890.0	1680.0	2067.0	214.0	255.0	932.0	1380.0	1132.0	2007.0	2163.0	658.0	404.0	1057.0	1236.0	687.0	454.0	1852.0	1365.0	2163.0	553.0	2786.0	775.0	1013.0	490.0	1009.0	1756.0	254.0	521.0	1076.0	1239.0	829.0	2350.0	1332.0	778.0	487.0	1056.0	1281.0	4756.0	291.0	95021.8	1336472.0	1462053.042068
sub-0178	964.0	919.0	964.0	880.0	587.0	1640.0	790.0	934.0	443.0	187.0	1265.0	1232.0	364.0	850.0	3243.0	5151.0	464.0	479.0	1680.0	898.0	1076.0	1901.0	978.0	1615.0	1662.0	2040.0	2351.0	1233.0	1267.0	2040.0	733.0	591.0	351.0	1778.0	443.0	800.0	1956.0	1807.0	265.0	253.0	783.0	1354.0	1284.0	1489.0	1812.0	752.0	384.0	1018.0	1166.0	712.0	317.0	1909.0	1114.0	1938.0	135.0	2709.0	833.0	803.0	596.0	769.0	1212.0	212.0	501.0	1098.0	1547.0	757.0	1979.0	943.0	734.0	419.0	1063.0	983.0	4079.0	297.0	86775.7	1232195.0	1382342.680047
sub-0179	749.0	1124.0	1069.0	966.0	461.0	1388.0	715.0	868.0	271.0	212.0	1333.0	801.0	215.0	455.0	2851.0	5342.0	344.0	404.0	1390.0	977.0	960.0	2054.0	857.0	1511.0	1605.0	1446.0	1635.0	1484.0	1679.0	1561.0	601.0	483.0	261.0	1108.0	401.0	550.0	1163.0	1605.0	182.0	181.0	644.0	1215.0	962.0	1637.0	2089.0	830.0	346.0	841.0	940.0	689.0	283.0	1206.0	1022.0	2046.0	101.0	1902.0	736.0	909.0	427.0	595.0	1350.0	343.0	434.0	939.0	1654.0	619.0	1594.0	1221.0	842.0	387.0	629.0	1052.0	3685.0	329.0	77761.5	1018270.0	1122713.412136
sub-0180	829.0	1086.0	969.0	1037.0	462.0	1616.0	799.0	1054.0	288.0	149.0	1409.0	1173.0	242.0	637.0	3470.0	5335.0	340.0	462.0	1618.0	1035.0	1231.0	2021.0	870.0	1653.0	1553.0	1655.0	1388.0	1261.0	1867.0	1497.0	746.0	611.0	327.0	1390.0	472.0	604.0	1666.0	1848.0	173.0	259.0	692.0	1254.0	1130.0	1601.0	2270.0	577.0	315.0	965.0	1052.0	700.0	395.0	1502.0	944.0	2459.0	236.0	1338.0	548.0	951.0	762.0	662.0	1163.0	232.0	467.0	1036.0	1279.0	841.0	1158.0	1622.0	1110.0	460.0	602.0	1208.0	4713.0	283.0	83630.6	1182803.0	1344093.40582
sub-0181	788.0	1345.0	1061.0	880.0	501.0	1255.0	760.0	919.0	357.0	172.0	1512.0	810.0	300.0	1028.0	2661.0	5172.0	464.0	430.0	1707.0	821.0	1680.0	2004.0	704.0	1574.0	1845.0	1721.0	1490.0	1544.0	1441.0	1734.0	677.0	181.0	341.0	1417.0	492.0	849.0	1876.0	1897.0	164.0	286.0	743.0	1473.0	1056.0	1573.0	1945.0	707.0	356.0	1018.0	1166.0	432.0	437.0	1485.0	947.0	1606.0	179.0	1876.0	705.0	1107.0	512.0	776.0	1481.0	319.0	380.0	956.0	1648.0	694.0	1568.0	1046.0	832.0	492.0	647.0	1076.0	4637.0	290.0	83027.8	1114971.0	1208157.976809
sub-0182	930.0	1476.0	1063.0	859.0	582.0	1432.0	1088.0	1058.0	390.0	218.0	1688.0	1022.0	521.0	1118.0	3844.0	5423.0	537.0	581.0	1722.0	1123.0	1253.0	2221.0	994.0	1903.0	1423.0	2029.0	1663.0	1452.0	1711.0	2069.0	758.0	364.0	408.0	1436.0	514.0	615.0	2075.0	2070.0	318.0	298.0	732.0	1637.0	1229.0	1740.0	2155.0	955.0	517.0	995.0	1405.0	618.0	403.0	1746.0	1248.0	2317.0	500.0	1714.0	909.0	1066.0	748.0	936.0	1565.0	248.0	518.0	1197.0	1243.0	1098.0	1689.0	1361.0	866.0	644.0	935.0	1458.0	4339.0	258.0	93241.2	1218886.0	1707703.489784
sub-0183	792.0	1509.0	917.0	1116.0	471.0	1763.0	961.0	1034.0	416.0	261.0	1490.0	1212.0	312.0	835.0	3605.0	5489.0	502.0	433.0	1561.0	881.0	1247.0	2315.0	906.0	1625.0	1697.0	1942.0	2144.0	1617.0	1445.0	1916.0	698.0	222.0	450.0	1253.0	364.0	721.0	1248.0	1603.0	202.0	182.0	880.0	1274.0	1040.0	2172.0	2167.0	835.0	408.0	902.0	1378.0	677.0	368.0	1753.0	828.0	2376.0	294.0	2144.0	736.0	934.0	410.0	482.0	1528.0	219.0	373.0	762.0	1835.0	848.0	2315.0	1140.0	861.0	443.0	613.0	858.0	3852.0	324.0	87389.8	1222139.0	1389022.790286
sub-0184	915.0	998.0	979.0	1040.0	487.0	1638.0	832.0	768.0	536.0	181.0	1425.0	915.0	186.0	926.0	3018.0	5501.0	504.0	524.0	1540.0	1021.0	1206.0	1684.0	903.0	1695.0	1987.0	1803.0	1943.0	1452.0	1830.0	2003.0	692.0	132.0	326.0	1283.0	562.0	642.0	1844.0	1593.0	157.0	339.0	658.0	1182.0	1171.0	1326.0	2353.0	723.0	389.0	946.0	1230.0	720.0	347.0	1298.0	879.0	2044.0	86.0	2041.0	571.0	1035.0	780.0	677.0	1323.0	408.0	449.0	913.0	1554.0	807.0	1815.0	1276.0	829.0	469.0	715.0	1187.0	3921.0	266.0	84393.7	1119673.0	1421105.874308
sub-0185	721.0	1144.0	991.0	937.0	472.0	1434.0	782.0	901.0	354.0	161.0	1543.0	886.0	198.0	666.0	2870.0	4846.0	393.0	423.0	1354.0	878.0	1028.0	2156.0	897.0	1427.0	1574.0	2055.0	2016.0	1571.0	1528.0	1886.0	641.0	184.0	331.0	1380.0	483.0	682.0	1529.0	1766.0	185.0	201.0	757.0	1393.0	1066.0	1919.0	1919.0	699.0	397.0	881.0	955.0	695.0	320.0	1458.0	734.0	1616.0	322.0	2190.0	678.0	992.0	538.0	516.0	1127.0	311.0	501.0	850.0	1503.0	813.0	2018.0	1070.0	911.0	401.0	656.0	1265.0	3749.0	240.0	80930.9	1031360.0	1164638.993604
sub-0186	676.0	1433.0	933.0	1122.0	443.0	1584.0	772.0	715.0	352.0	205.0	1159.0	804.0	285.0	662.0	3180.0	4882.0	416.0	441.0	1331.0	898.0	1109.0	2108.0	909.0	1601.0	1575.0	1670.0	1863.0	1277.0	1636.0	2018.0	640.0	402.0	421.0	1434.0	476.0	686.0	1997.0	2173.0	129.0	209.0	819.0	1236.0	1250.0	1188.0	2123.0	574.0	273.0	1003.0	1062.0	546.0	330.0	1639.0	996.0	2178.0	103.0	1940.0	636.0	815.0	613.0	644.0	1306.0	252.0	468.0	941.0	1252.0	520.0	2163.0	1218.0	894.0	366.0	739.0	1056.0	3871.0	342.0	81980.4	1131354.0	1182270.431873
sub-0187	768.0	794.0	950.0	1129.0	447.0	1219.0	971.0	902.0	347.0	171.0	1115.0	906.0	422.0	711.0	3125.0	4796.0	338.0	442.0	1381.0	764.0	1140.0	1712.0	846.0	1592.0	1663.0	1680.0	1977.0	1340.0	1588.0	1673.0	687.0	86.0	335.0	1266.0	452.0	767.0	1469.0	1148.0	222.0	256.0	703.0	1324.0	1051.0	1452.0	1929.0	678.0	393.0	825.0	1152.0	811.0	304.0	1416.0	949.0	2349.0	117.0	1590.0	810.0	761.0	420.0	593.0	1111.0	276.0	360.0	910.0	1248.0	689.0	1664.0	1165.0	929.0	391.0	688.0	787.0	3131.0	316.0	76883.6	978911.0	1000616.99038
sub-0188	988.0	925.0	1171.0	1162.0	575.0	1462.0	714.0	934.0	374.0	196.0	1300.0	896.0	293.0	593.0	3314.0	5503.0	495.0	493.0	1600.0	1029.0	1310.0	1651.0	1032.0	1603.0	2153.0	2171.0	1768.0	1641.0	1595.0	1753.0	643.0	337.0	348.0	1313.0	584.0	860.0	1843.0	1967.0	150.0	187.0	886.0	1461.0	1230.0	1126.0	2095.0	866.0	372.0	876.0	1184.0	786.0	219.0	1302.0	1112.0	2118.0	541.0	2497.0	812.0	1145.0	368.0	576.0	1430.0	244.0	426.0	926.0	1256.0	878.0	2472.0	1115.0	853.0	466.0	717.0	1220.0	4251.0	339.0	87094.1	1171115.0	1671464.758941
sub-0189	817.0	1035.0	940.0	1131.0	593.0	1329.0	787.0	960.0	417.0	160.0	1263.0	1258.0	329.0	875.0	2779.0	4396.0	497.0	522.0	1405.0	861.0	1562.0	2439.0	1317.0	1866.0	2047.0	2069.0	2389.0	1293.0	1626.0	2075.0	686.0	255.0	338.0	1344.0	548.0	1091.0	1810.0	1828.0	303.0	260.0	749.0	1233.0	1181.0	1639.0	1831.0	782.0	471.0	976.0	1184.0	858.0	429.0	1542.0	914.0	1989.0	493.0	2493.0	624.0	930.0	586.0	635.0	1377.0	259.0	470.0	1060.0	1361.0	746.0	1863.0	1090.0	1125.0	751.0	870.0	823.0	3780.0	276.0	86895.4	1193360.0	1408474.652249
sub-0190	632.0	774.0	933.0	999.0	476.0	1484.0	841.0	878.0	492.0	195.0	967.0	752.0	251.0	683.0	3229.0	5190.0	392.0	432.0	1599.0	636.0	925.0	1704.0	829.0	1552.0	1923.0	1841.0	1905.0	1237.0	1555.0	1741.0	514.0	354.0	295.0	1312.0	472.0	796.0	1742.0	1748.0	228.0	149.0	759.0	1110.0	1139.0	1336.0	2131.0	777.0	287.0	955.0	1157.0	625.0	347.0	1275.0	934.0	2198.0	312.0	1941.0	594.0	650.0	436.0	626.0	1154.0	312.0	465.0	823.0	1364.0	759.0	1946.0	958.0	902.0	342.0	696.0	1039.0	4099.0	308.0	79412.2	1070956.0	1109211.719412
sub-0191	787.0	982.0	991.0	1003.0	587.0	1321.0	736.0	938.0	420.0	192.0	1177.0	997.0	350.0	923.0	2377.0	4316.0	420.0	473.0	1678.0	759.0	1311.0	2021.0	951.0	1328.0	1866.0	1758.0	2136.0	1670.0	1636.0	1873.0	620.0	193.0	239.0	1075.0	407.0	440.0	1752.0	1938.0	179.0	309.0	644.0	1378.0	1040.0	1435.0	2098.0	661.0	300.0	847.0	1110.0	477.0	337.0	1651.0	1185.0	2197.0	206.0	2146.0	898.0	805.0	524.0	747.0	1474.0	290.0	348.0	843.0	1263.0	774.0	2111.0	1026.0	1034.0	468.0	768.0	1092.0	3955.0	270.0	81531.2	1089870.0	1177626.199735
sub-0192	660.0	1315.0	978.0	1020.0	504.0	1474.0	684.0	896.0	350.0	178.0	1043.0	814.0	257.0	860.0	2961.0	4688.0	441.0	447.0	1444.0	884.0	1630.0	2083.0	772.0	1547.0	1818.0	2256.0	1532.0	1405.0	1591.0	1731.0	606.0	160.0	285.0	1535.0	582.0	809.0	1479.0	1658.0	132.0	201.0	829.0	1232.0	1140.0	1279.0	1887.0	646.0	335.0	890.0	1179.0	656.0	379.0	1269.0	879.0	2012.0	220.0	1950.0	706.0	925.0	744.0	612.0	1459.0	223.0	440.0	879.0	1217.0	555.0	2273.0	950.0	1085.0	513.0	707.0	824.0	4703.0	318.0	81625.8	1091124.0	1124688.764518
sub-0193	765.0	1122.0	1008.0	1186.0	459.0	1572.0	894.0	951.0	422.0	187.0	1408.0	1123.0	224.0	757.0	3231.0	4695.0	353.0	498.0	1531.0	873.0	1417.0	2377.0	1052.0	1577.0	1915.0	2209.0	2256.0	1560.0	1639.0	2096.0	595.0	567.0	331.0	1480.0	569.0	677.0	1907.0	1835.0	158.0	233.0	795.0	1337.0	1055.0	1994.0	1989.0	786.0	298.0	897.0	1214.0	749.0	341.0	1714.0	919.0	1801.0	233.0	2181.0	863.0	914.0	521.0	868.0	1410.0	346.0	380.0	911.0	1477.0	897.0	2596.0	1207.0	908.0	576.0	821.0	1069.0	4237.0	303.0	88318.5	1200612.0	1497110.433836
sub-0194	802.0	932.0	1027.0	1001.0	471.0	1433.0	733.0	810.0	376.0	162.0	1110.0	803.0	234.0	627.0	2724.0	3664.0	444.0	401.0	1359.0	819.0	997.0	1603.0	626.0	1486.0	1689.0	1797.0	1894.0	1265.0	1512.0	1937.0	592.0	366.0	274.0	1297.0	474.0	654.0	1704.0	1845.0	159.0	186.0	724.0	1189.0	894.0	1394.0	1993.0	678.0	256.0	789.0	982.0	532.0	213.0	1632.0	1159.0	1941.0	130.0	2183.0	812.0	899.0	487.0	594.0	1135.0	317.0	353.0	874.0	1161.0	956.0	1534.0	1202.0	775.0	376.0	757.0	1125.0	4371.0	212.0	76915.0	1023368.0	1084886.607425
sub-0195	822.0	1004.0	996.0	1007.0	725.0	1506.0	674.0	888.0	473.0	172.0	1291.0	923.0	358.0	908.0	3829.0	4987.0	454.0	552.0	1487.0	1019.0	1265.0	2344.0	1064.0	1687.0	2127.0	2239.0	2532.0	1486.0	1736.0	2103.0	650.0	518.0	284.0	1333.0	430.0	928.0	2363.0	1949.0	188.0	260.0	721.0	1195.0	1157.0	1414.0	2078.0	809.0	368.0	1062.0	1135.0	651.0	452.0	1448.0	1289.0	2195.0	294.0	2637.0	762.0	809.0	365.0	877.0	1598.0	194.0	419.0	1132.0	1220.0	731.0	2029.0	1251.0	1118.0	512.0	961.0	1182.0	4410.0	227.0	90266.4	1241762.0	1538419.454402
sub-0196	995.0	1027.0	1095.0	1111.0	610.0	1616.0	1152.0	745.0	424.0	209.0	1568.0	892.0	428.0	696.0	3715.0	5175.0	459.0	542.0	1731.0	1126.0	996.0	2165.0	856.0	1903.0	1756.0	1666.0	2234.0	2045.0	1689.0	2066.0	810.0	417.0	364.0	1547.0	587.0	794.0	1387.0	2062.0	173.0	259.0	830.0	1517.0	1105.0	1754.0	2227.0	765.0	441.0	1056.0	1159.0	564.0	442.0	1471.0	1772.0	2752.0	222.0	2215.0	967.0	1029.0	760.0	473.0	1476.0	387.0	432.0	1159.0	1725.0	788.0	2517.0	1040.0	1149.0	550.0	842.0	1173.0	3772.0	337.0	91961.2	1228295.0	1668423.982499
sub-0197	870.0	1063.0	942.0	1015.0	480.0	1328.0	947.0	896.0	442.0	216.0	1228.0	923.0	233.0	713.0	2978.0	4460.0	396.0	362.0	1537.0	783.0	1180.0	2392.0	889.0	1536.0	1561.0	1909.0	1529.0	1336.0	1349.0	1613.0	730.0	407.0	249.0	1450.0	390.0	792.0	1416.0	1703.0	157.0	275.0	763.0	1476.0	951.0	1823.0	1811.0	755.0	354.0	840.0	1027.0	573.0	330.0	1362.0	771.0	2038.0	175.0	1701.0	813.0	612.0	556.0	675.0	1476.0	210.0	420.0	913.0	1018.0	807.0	1981.0	1031.0	764.0	422.0	509.0	1121.0	3325.0	305.0	78382.1	1044056.0	1258306.734204
sub-0198	1060.0	1101.0	1098.0	1137.0	673.0	1869.0	1000.0	996.0	502.0	215.0	1788.0	968.0	351.0	796.0	4562.0	5839.0	447.0	528.0	1887.0	1187.0	1413.0	2329.0	936.0	1965.0	2364.0	2477.0	2589.0	2031.0	1913.0	2275.0	813.0	555.0	391.0	1773.0	674.0	693.0	2512.0	2182.0	227.0	273.0	771.0	1709.0	1491.0	2123.0	2237.0	828.0	402.0	832.0	1280.0	856.0	409.0	1723.0	1489.0	3061.0	261.0	2242.0	869.0	1213.0	615.0	806.0	1587.0	343.0	548.0	1143.0	1518.0	1027.0	2634.0	1211.0	946.0	501.0	864.0	1372.0	4809.0	350.0	102464.0	1365519.0	1458897.139023
sub-0199	733.0	1055.0	938.0	812.0	412.0	1458.0	612.0	822.0	397.0	174.0	1235.0	839.0	322.0	766.0	2610.0	4481.0	364.0	411.0	1614.0	825.0	1051.0	1819.0	998.0	1461.0	2002.0	1601.0	1480.0	1236.0	1385.0	1598.0	680.0	295.0	257.0	1386.0	440.0	775.0	1859.0	1867.0	238.0	238.0	644.0	1406.0	1189.0	1438.0	1868.0	778.0	446.0	896.0	960.0	839.0	400.0	1444.0	768.0	1545.0	267.0	1585.0	901.0	875.0	506.0	612.0	1279.0	185.0	496.0	757.0	1213.0	730.0	1571.0	930.0	713.0	484.0	654.0	1128.0	4472.0	217.0	77740.5	1103141.0	1194569.533889
sub-0200	757.0	1073.0	1084.0	1097.0	534.0	1288.0	763.0	988.0	449.0	222.0	1334.0	822.0	244.0	560.0	3293.0	4814.0	414.0	451.0	1518.0	1112.0	1254.0	1771.0	1015.0	1664.0	1674.0	2353.0	2336.0	1607.0	1752.0	1626.0	622.0	252.0	332.0	1279.0	483.0	615.0	1598.0	1827.0	204.0	213.0	765.0	1601.0	1068.0	1652.0	2007.0	719.0	337.0	878.0	1081.0	673.0	360.0	1526.0	982.0	2220.0	275.0	2175.0	915.0	773.0	567.0	731.0	1409.0	242.0	453.0	933.0	1578.0	822.0	2031.0	1495.0	1009.0	526.0	632.0	1174.0	3789.0	362.0	85054.3	1129728.0	1339088.964463
sub-0201	821.0	1558.0	1022.0	993.0	578.0	1662.0	830.0	963.0	439.0	264.0	1322.0	1010.0	348.0	975.0	3382.0	5714.0	456.0	476.0	1794.0	868.0	1619.0	2455.0	905.0	1777.0	1765.0	1848.0	2447.0	1279.0	1885.0	1950.0	622.0	314.0	314.0	1417.0	549.0	623.0	1892.0	2010.0	278.0	335.0	694.0	1463.0	1249.0	1847.0	2139.0	733.0	338.0	870.0	1157.0	733.0	404.0	1946.0	992.0	2178.0	85.0	2690.0	823.0	806.0	611.0	650.0	1572.0	181.0	440.0	1027.0	918.0	790.0	2082.0	1146.0	1009.0	465.0	870.0	1452.0	4112.0	247.0	90479.4	1251487.0	1453753.118797
sub-0202	740.0	1009.0	1111.0	913.0	546.0	1485.0	800.0	828.0	420.0	175.0	1375.0	883.0	279.0	550.0	2776.0	4611.0	469.0	423.0	1249.0	1072.0	1008.0	2141.0	746.0	1639.0	1677.0	1730.0	2137.0	1445.0	1614.0	1800.0	694.0	353.0	317.0	1377.0	488.0	572.0	1884.0	1800.0	151.0	214.0	681.0	1406.0	1126.0	1704.0	2280.0	816.0	375.0	873.0	1202.0	726.0	324.0	977.0	1029.0	1761.0	249.0	2424.0	872.0	1012.0	448.0	604.0	1267.0	274.0	469.0	971.0	1448.0	768.0	2049.0	1129.0	826.0	477.0	705.0	1073.0	3998.0	251.0	82097.8	1067239.0	1192080.919068
sub-0203	1041.0	1706.0	1068.0	969.0	553.0	1576.0	813.0	940.0	503.0	202.0	1348.0	1034.0	292.0	745.0	3231.0	4834.0	424.0	534.0	1866.0	906.0	1642.0	2183.0	805.0	1850.0	2071.0	2265.0	1756.0	1426.0	1970.0	1807.0	748.0	362.0	467.0	1643.0	579.0	643.0	2220.0	1953.0	195.0	209.0	790.0	1677.0	1302.0	1539.0	2260.0	816.0	411.0	966.0	1102.0	760.0	444.0	1866.0	1099.0	2358.0	252.0	2015.0	1069.0	976.0	554.0	679.0	1373.0	344.0	456.0	1108.0	1609.0	794.0	1729.0	923.0	1191.0	406.0	866.0	1390.0	4609.0	385.0	91499.5	1238455.0	1667863.760176
sub-0204	702.0	931.0	1098.0	811.0	574.0	1386.0	819.0	863.0	358.0	180.0	1184.0	872.0	330.0	911.0	2551.0	4552.0	302.0	388.0	1394.0	830.0	767.0	1861.0	868.0	1526.0	1563.0	1593.0	1732.0	1359.0	1601.0	1457.0	548.0	539.0	318.0	1147.0	426.0	620.0	1605.0	1593.0	235.0	265.0	667.0	1183.0	1070.0	1384.0	2014.0	707.0	296.0	981.0	989.0	795.0	345.0	1587.0	753.0	1644.0	113.0	1795.0	730.0	802.0	656.0	389.0	1175.0	255.0	437.0	1014.0	1464.0	793.0	1394.0	1114.0	945.0	525.0	640.0	981.0	3431.0	237.0	75972.5	1033163.0	992735.380142
sub-0205	902.0	1061.0	1155.0	1134.0	546.0	1804.0	1063.0	1057.0	413.0	182.0	1273.0	1098.0	254.0	780.0	3153.0	5305.0	366.0	428.0	1666.0	1067.0	1170.0	1959.0	1015.0	1648.0	1593.0	1913.0	1737.0	1570.0	1746.0	1988.0	686.0	595.0	275.0	1305.0	461.0	740.0	1656.0	1850.0	182.0	207.0	806.0	1391.0	1018.0	1563.0	2025.0	822.0	345.0	850.0	1147.0	701.0	318.0	1717.0	1005.0	2235.0	137.0	1771.0	1017.0	1115.0	570.0	774.0	1357.0	237.0	416.0	934.0	1432.0	892.0	2155.0	1165.0	1020.0	410.0	762.0	1196.0	4368.0	277.0	86950.4	1160996.0	1563914.777924
sub-0206	782.0	1069.0	1150.0	1271.0	613.0	1584.0	903.0	906.0	415.0	183.0	1409.0	864.0	274.0	529.0	3038.0	5270.0	378.0	400.0	1470.0	1100.0	1314.0	2138.0	924.0	1658.0	1765.0	2250.0	2306.0	1941.0	1627.0	2246.0	768.0	321.0	348.0	1302.0	474.0	586.0	1577.0	1882.0	173.0	203.0	748.0	1542.0	1226.0	1615.0	2013.0	749.0	314.0	780.0	1058.0	737.0	363.0	1178.0	849.0	2099.0	195.0	1980.0	597.0	1021.0	507.0	617.0	1380.0	203.0	420.0	1002.0	1433.0	875.0	2833.0	1235.0	760.0	476.0	716.0	1096.0	4023.0	299.0	86346.3	1150456.0	1339237.223034
sub-0207	815.0	1550.0	1101.0	1015.0	584.0	1821.0	1071.0	911.0	495.0	192.0	1379.0	878.0	351.0	747.0	3388.0	5266.0	481.0	458.0	1737.0	990.0	1227.0	2355.0	815.0	1750.0	2053.0	2757.0	1908.0	1795.0	1749.0	2144.0	654.0	635.0	432.0	1462.0	484.0	590.0	2053.0	1851.0	171.0	317.0	752.0	1546.0	1248.0	1555.0	2134.0	852.0	349.0	944.0	1143.0	517.0	472.0	1828.0	1308.0	2115.0	320.0	2124.0	946.0	942.0	646.0	664.0	1584.0	349.0	439.0	1079.0	1248.0	1050.0	2962.0	1045.0	1080.0	575.0	1014.0	1018.0	4608.0	285.0	93171.2	1259833.0	1649140.369493
sub-0208	842.0	957.0	917.0	1107.0	549.0	1248.0	803.0	1073.0	347.0	162.0	1447.0	1013.0	246.0	765.0	2854.0	4383.0	418.0	456.0	1445.0	940.0	972.0	1844.0	753.0	1575.0	1420.0	2105.0	2074.0	1743.0	1634.0	1830.0	621.0	298.0	377.0	1507.0	343.0	684.0	1713.0	1576.0	173.0	296.0	850.0	1356.0	1113.0	1663.0	2118.0	687.0	338.0	973.0	1131.0	697.0	412.0	1497.0	869.0	1950.0	139.0	1737.0	564.0	999.0	469.0	484.0	1477.0	244.0	450.0	779.0	1555.0	802.0	2327.0	894.0	1140.0	485.0	663.0	751.0	3735.0	240.0	81099.5	1075334.0	1060995.521317
sub-0209	998.0	1173.0	1412.0	1256.0	550.0	1550.0	1125.0	1194.0	483.0	196.0	1839.0	1240.0	405.0	789.0	3891.0	5927.0	538.0	644.0	1474.0	1116.0	1354.0	2420.0	808.0	1845.0	2044.0	2313.0	2261.0	1668.0	2091.0	2487.0	787.0	461.0	429.0	1689.0	641.0	799.0	2477.0	2110.0	180.0	248.0	906.0	1508.0	1178.0	1777.0	2366.0	851.0	479.0	1045.0	1336.0	675.0	460.0	1913.0	1016.0	2196.0	233.0	2425.0	705.0	951.0	611.0	1049.0	1553.0	255.0	516.0	1173.0	1599.0	864.0	2715.0	1423.0	1020.0	558.0	1066.0	1446.0	5179.0	309.0	100268.0	1385722.0	1848661.061498
sub-0210	562.0	1125.0	937.0	1038.0	545.0	1339.0	805.0	834.0	449.0	148.0	1294.0	947.0	313.0	878.0	2516.0	4423.0	361.0	366.0	1377.0	1014.0	978.0	1890.0	762.0	1437.0	1663.0	1932.0	2019.0	1212.0	1565.0	1832.0	623.0	334.0	282.0	1150.0	331.0	569.0	1362.0	1614.0	177.0	266.0	696.0	1377.0	797.0	1523.0	1950.0	691.0	291.0	822.0	1134.0	534.0	235.0	1577.0	699.0	1867.0	47.0	2215.0	695.0	923.0	332.0	604.0	1452.0	215.0	415.0	769.0	1321.0	789.0	1571.0	1103.0	912.0	316.0	834.0	1141.0	4011.0	238.0	77362.9	1040520.0	1342570.105113
sub-0211	785.0	1234.0	1016.0	897.0	643.0	1489.0	721.0	889.0	355.0	174.0	1361.0	806.0	375.0	746.0	2813.0	4935.0	371.0	417.0	1533.0	993.0	1142.0	2386.0	881.0	1451.0	1635.0	1690.0	1829.0	1345.0	1543.0	1702.0	639.0	609.0	303.0	1284.0	494.0	492.0	1772.0	1619.0	229.0	299.0	644.0	1405.0	1146.0	1734.0	2014.0	702.0	345.0	836.0	1169.0	688.0	344.0	1371.0	1041.0	2289.0	123.0	2183.0	824.0	1059.0	583.0	629.0	1376.0	260.0	445.0	759.0	1109.0	772.0	1613.0	950.0	872.0	421.0	762.0	712.0	3454.0	310.0	80837.7	1064667.0	1395877.819049
