onset	duration	trial_type	response_accuracy	response_time	response_hand
8.0393	6	active_change	incorrect	1.049199999999999	left
20.0556	6	active_change	incorrect	1.2875000000000014	left
26.0638	6	active_nochange	incorrect	1.8399999999999999	right
36.0801	6	passive	n/a	2.7924000000000007	right
42.0883	6	active_change	incorrect	0.8190000000000026	left
52.1047	6	active_nochange	correct	1.0811999999999955	left
60.1211	6	active_change	incorrect	2.0755000000000052	left
66.1293	6	active_nochange	incorrect	1.132099999999994	right
72.1374	6	active_change	incorrect	1.2149	left
78.1456	6	active_change	correct	1.9624000000000024	right
86.162	6	active_nochange	incorrect	0.8706999999999994	right
92.1702	6	active_nochange	incorrect	0.87530000000001	right
100.1866	6	active_nochange	incorrect	1.9406000000000034	right
106.1948	6	passive	miss	n/a	right
112.203	6	active_change	incorrect	1.4527999999999963	left
118.2111	6	active_nochange	incorrect	1.6184999999999974	right
126.2276	6	passive	miss	n/a	left
134.244	6	active_nochange	correct	1.3891000000000133	left
140.2521	6	active_nochange	incorrect	0.7817999999999756	right
150.2685	6	active_nochange	incorrect	0.835000000000008	right
156.2767	6	passive	n/a	2.3305000000000007	right
162.2849	6	passive	miss	n/a	right
172.3012	6	active_change	incorrect	1.3114999999999952	left
180.3177	6	active_change	incorrect	1.3897000000000048	left
188.3341	6	active_nochange	incorrect	1.4240999999999815	right
194.3423	6	active_change	incorrect	1.3067000000000064	left
204.3586	6	passive	n/a	1.796999999999997	left
210.3668	6	active_nochange	correct	1.505599999999987	left
216.375	6	active_change	correct	0.8322000000000003	right
222.3831	6	active_change	incorrect	1.0899	left
228.3913	6	active_nochange	correct	0.9385000000000048	left
238.4077	6	active_change	correct	1.2997000000000014	right
244.4158	6	active_change	correct	0.8274000000000115	right
252.4323	6	active_change	correct	0.9316000000000031	right
258.4404	6	active_change	correct	0.9502999999999702	right
264.4486	6	active_nochange	incorrect	0.8928999999999974	right
272.465	6	passive	n/a	1.4572000000000003	right
280.4815	6	passive	n/a	0.8515000000000441	right
296.4977	6	active_nochange	incorrect	1.2697000000000003	right
302.5058	6	active_nochange	incorrect	0.7973999999999819	right
