onset	duration	trial_type	response_accuracy	response_time	response_hand
8.0397	6	active_change	incorrect	0.9768000000000008	left
20.056	6	active_change	incorrect	0.6461000000000006	left
26.0642	6	active_nochange	correct	0.6266999999999996	left
36.0805	6	passive	n/a	1.982999999999997	left
42.0887	6	active_change	incorrect	0.8465999999999951	left
52.1051	6	active_nochange	correct	0.6839000000000013	left
60.1215	6	active_change	incorrect	0.6441999999999979	left
66.1297	6	active_nochange	correct	0.8337999999999965	left
72.1378	6	active_change	correct	0.8843999999999994	right
78.146	6	active_change	incorrect	1.784000000000006	left
86.1624	6	active_nochange	correct	1.8222999999999985	left
92.1706	6	active_nochange	correct	1.7479000000000013	left
100.187	6	active_nochange	correct	0.9373000000000076	left
106.1952	6	passive	n/a	1.7387999999999977	right
112.2034	6	active_change	incorrect	1.2623999999999995	left
118.2115	6	active_nochange	correct	1.6590999999999951	left
126.22800000000001	6	passive	n/a	2.499300000000005	right
134.2444	6	active_nochange	incorrect	1.3476999999999748	right
140.2526	6	active_nochange	correct	1.540300000000002	left
150.2689	6	active_nochange	correct	1.056600000000003	left
156.2771	6	passive	n/a	1.3292000000000144	right
162.2853	6	passive	n/a	2.0106999999999857	left
172.3016	6	active_change	correct	1.386099999999999	right
180.3181	6	active_change	incorrect	1.2944000000000244	left
188.3345	6	active_nochange	correct	1.0147000000000048	left
194.3427	6	active_change	incorrect	1.4352999999999838	left
204.3591	6	passive	n/a	1.5544999999999902	right
210.3672	6	active_nochange	incorrect	1.357200000000006	right
216.3754	6	active_change	incorrect	1.1978000000000009	left
222.3835	6	active_change	correct	1.555499999999995	right
228.3917	6	active_nochange	incorrect	1.3731000000000222	right
238.4081	6	active_change	incorrect	1.4653000000000134	left
244.4162	6	active_change	incorrect	1.4259999999999877	left
252.4327	6	active_change	correct	1.7051999999999907	right
258.4408	6	active_change	incorrect	1.18689999999998	left
264.449	6	active_nochange	correct	1.2434999999999832	left
272.4654	6	passive	n/a	1.4298000000000002	right
280.4819	6	passive	n/a	1.5989999999999895	left
296.4981	6	active_nochange	correct	1.2162999999999897	left
302.5062	6	active_nochange	incorrect	1.8649000000000342	right
