onset	duration	trial_type	response_accuracy	response_time	response_hand
8.0397	6	active_change	incorrect	1.5340000000000007	left
20.0561	6	active_change	correct	1.702300000000001	right
26.0644	6	active_nochange	incorrect	1.5337999999999994	right
36.0809	6	passive	n/a	2.336100000000002	left
42.0891	6	active_change	incorrect	1.4257999999999953	left
52.1056	6	active_nochange	incorrect	1.7989999999999995	right
60.1221	6	active_change	incorrect	1.6234000000000037	left
66.1304	6	active_nochange	incorrect	1.2599000000000018	right
72.1386	6	active_change	incorrect	1.9865000000000066	left
78.1468	6	active_change	incorrect	1.3581999999999965	left
86.1633	6	active_nochange	incorrect	1.7524999999999977	right
92.1716	6	active_nochange	incorrect	1.1611000000000047	right
100.1881	6	active_nochange	correct	1.2453999999999894	left
106.1963	6	passive	n/a	1.7601000000000084	left
112.2046	6	active_change	correct	1.2635999999999967	right
118.2128	6	active_nochange	incorrect	1.1143	right
126.2293	6	passive	miss	n/a	left
134.2459	6	active_nochange	incorrect	1.2187999999999874	right
140.2541	6	active_nochange	incorrect	1.2245000000000061	right
150.2706	6	active_nochange	correct	1.3118000000000052	left
156.2788	6	passive	n/a	1.525400000000019	left
162.2871	6	passive	n/a	1.8579000000000008	left
172.3036	6	active_change	incorrect	1.247300000000024	left
180.3201	6	active_change	incorrect	1.620599999999996	left
188.3366	6	active_nochange	correct	1.2478999999999871	left
194.3449	6	active_change	incorrect	2.0834000000000117	left
204.3614	6	passive	n/a	0.2647000000000048	left
210.3696	6	active_nochange	correct	1.6522999999999968	left
216.3778	6	active_change	incorrect	1.245999999999981	left
222.3861	6	active_change	correct	1.3275999999999897	right
228.3943	6	active_nochange	incorrect	1.3463000000000136	right
238.4108	6	active_change	incorrect	1.5945000000000107	left
244.419	6	active_change	incorrect	1.3771999999999878	left
252.4355	6	active_change	incorrect	1.5465000000000373	left
258.4438	6	active_change	incorrect	1.579999999999984	left
264.452	6	active_nochange	incorrect	1.306699999999978	right
272.4685	6	passive	n/a	1.7029999999999745	right
280.4851	6	passive	n/a	1.4572000000000003	left
296.5015	6	active_nochange	incorrect	1.2715000000000032	right
302.5097	6	active_nochange	incorrect	1.2490999999999985	right
